Date,Open,High,Low,Close,Adj Close,Volume
2015-01-22,54.709999,54.759998,53.220001,54.750000,48.697609,2555700
2015-01-23,54.860001,54.959999,54.259998,54.509998,48.484142,1935300
2015-01-26,54.650002,54.930000,54.020000,54.660000,48.617565,1341100
2015-01-27,53.919998,54.110001,53.110001,53.369999,47.470165,1963300
2015-01-28,53.869999,54.320000,52.830002,52.930000,47.078815,1687800
2015-01-29,52.990002,53.610001,52.430000,53.230000,47.345642,1568500
2015-01-30,52.820000,53.360001,52.049999,52.110001,46.349453,1928800
2015-02-02,52.099998,52.470001,51.290001,52.299999,46.518444,2536000
2015-02-03,52.590000,54.040001,52.570000,53.970001,48.003838,2214500
2015-02-04,53.639999,54.150002,53.450001,53.779999,47.834839,1466500
2015-02-05,53.799999,55.009998,53.500000,54.950001,48.875511,2207600
2015-02-06,54.869999,55.889999,54.810001,55.009998,48.928875,1917800
2015-02-09,54.709999,55.110001,54.400002,54.560001,48.528618,1436600
2015-02-10,54.750000,55.599998,54.389999,55.540001,49.400280,1253500
2015-02-11,55.529999,56.000000,55.240002,55.619999,49.471443,909100
2015-02-12,56.360001,56.730000,55.959999,56.720001,50.449844,1687400
2015-02-13,56.840000,57.240002,56.500000,57.049999,50.743355,1404300
2015-02-17,56.500000,58.860001,56.410000,58.810001,52.308804,5685100
2015-02-18,58.400002,58.730000,57.099998,58.380001,51.926334,4095300
2015-02-19,58.410000,58.669998,58.169998,58.650002,52.166485,1837900
2015-02-20,58.619999,59.139999,58.180000,59.130001,52.593426,1420200
2015-02-23,58.950001,58.990002,58.389999,58.980000,52.459999,1029500
2015-02-24,58.900002,59.650002,57.820000,59.610001,53.020355,1863100
2015-02-25,59.310001,59.389999,58.799999,58.990002,52.823357,1344400
2015-02-26,59.060001,59.220001,58.590000,58.880001,52.724865,1671600
2015-02-27,59.000000,59.040001,58.509998,58.540001,52.420399,1198200
2015-03-02,58.810001,59.779999,58.540001,59.779999,53.530781,1854000
2015-03-03,59.540001,59.599998,58.439999,58.740002,52.599499,1499300
2015-03-04,58.330002,58.720001,57.950001,58.400002,52.295029,1037700
2015-03-05,58.560001,58.869999,58.180000,58.450001,52.339806,985000
2015-03-06,58.290001,58.570000,57.450001,57.930000,51.874172,1584100
2015-03-09,57.970001,58.590000,57.970001,58.459999,52.348763,1313300
2015-03-10,57.820000,58.110001,57.200001,57.200001,51.220478,1381700
