Date,Open,High,Low,Close,Adj Close,Volume
2015-01-22,69.820000,72.050003,69.370003,72.010002,64.632690,1919000
2015-01-23,71.690002,71.949997,70.739998,70.889999,63.627445,1005900
2015-01-26,71.099998,71.830002,70.279999,71.550003,64.219841,1254900
2015-01-27,70.739998,71.500000,70.370003,71.320000,64.013405,1285700
2015-01-28,71.459999,72.150002,70.430000,70.570000,63.340229,2366700
2015-01-29,70.190002,71.209999,68.410004,71.089996,63.806946,2887500
2015-01-30,70.309998,72.629997,70.309998,71.070000,63.789005,2299200
2015-02-02,71.260002,71.919998,69.930000,71.750000,64.399330,1415200
2015-02-03,71.570000,72.860001,71.309998,72.559998,65.126366,1962500
2015-02-04,71.919998,72.750000,71.500000,71.599998,64.264702,2029000
2015-02-05,71.830002,72.470001,71.019997,71.309998,64.004425,1720500
2015-02-06,71.330002,71.529999,69.339996,69.639999,62.505501,2096100
2015-02-09,69.650002,69.800003,68.680000,69.089996,62.011841,1707500
2015-02-10,69.629997,70.769997,68.750000,70.419998,63.205601,1325600
2015-02-11,70.550003,71.550003,70.330002,71.489998,64.165970,1485700
2015-02-12,71.650002,71.830002,71.029999,71.650002,64.309593,1381000
2015-02-13,71.610001,71.739998,71.080002,71.680000,64.336517,894300
2015-02-17,71.419998,71.849998,71.199997,71.750000,64.399330,862400
2015-02-18,71.750000,72.000000,71.150002,71.400002,64.085213,926600
2015-02-19,71.260002,71.500000,70.919998,71.449997,64.130058,615700
2015-02-20,71.300003,72.040001,71.070000,71.769997,64.417297,1279600
2015-02-23,70.650002,71.820000,70.519997,70.989998,63.717197,1572000
2015-02-24,71.099998,71.489998,70.459999,70.620003,63.385109,1251400
2015-02-25,70.830002,71.449997,70.620003,71.290001,63.986473,1391600
2015-02-26,71.209999,71.739998,70.760002,71.099998,63.815937,1893300
2015-02-27,70.940002,71.099998,69.959999,70.139999,62.954277,1839700
2015-03-02,70.290001,71.419998,70.279999,70.900002,63.636414,1459200
2015-03-03,71.790001,71.800003,70.620003,70.980003,63.708221,1561500
2015-03-04,71.010002,71.879997,70.730003,71.769997,64.417297,1489400
2015-03-05,71.769997,72.750000,71.650002,72.309998,64.901962,1143000
2015-03-06,72.059998,72.690002,71.089996,71.180000,63.887730,1075400
2015-03-09,71.139999,71.440002,70.690002,71.089996,63.806946,1433100
2015-03-10,70.690002,71.139999,70.540001,70.900002,63.636414,828400
2015-03-11,71.070000,71.230003,70.620003,71.139999,63.851814,1002200
2015-03-12,71.430000,72.739998,71.290001,72.589996,65.153282,1129500
2015-03-13,72.459999,74.150002,72.300003,73.190002,65.691818,1561200
2015-03-16,73.129997,74.430000,72.959999,73.660004,66.113655,1303100
2015-03-17,73.160004,74.349998,72.989998,74.209999,66.607323,2058800
2015-03-18,74.150002,76.500000,74.139999,76.349998,68.528061,2335500
2015-03-19,76.190002,76.320000,75.389999,76.180000,68.375496,1437700
2015-03-20,76.690002,76.839996,75.739998,76.739998,68.878128,1644100
2015-03-23,76.550003,77.720001,76.379997,77.290001,69.371780,1184100
2015-03-24,77.300003,78.330002,76.949997,77.230003,69.317940,1814400
2015-03-25,76.529999,77.269997,75.800003,75.940002,68.160065,2846700
2015-03-26,75.779999,76.389999,74.720001,75.870003,68.097252,2879400
2015-03-27,75.690002,76.330002,75.550003,76.220001,68.411392,1913600
2015-03-30,76.730003,77.889999,76.589996,77.690002,69.730812,1650100
2015-03-31,77.250000,77.900002,76.839996,76.849998,68.976860,1684300
2015-04-01,76.860001,76.860001,75.269997,75.580002,67.836960,3215000
2015-04-02,75.510002,76.519997,75.300003,75.800003,68.034431,1132300
2015-04-06,75.120003,76.519997,74.889999,76.120003,68.665871,1853000
2015-04-07,76.000000,76.480003,75.400002,75.449997,68.061470,1157600
2015-04-08,75.629997,76.180000,75.339996,75.589996,68.187775,962800
2015-04-09,75.559998,76.389999,75.550003,76.180000,68.720001,1504700
2015-04-10,76.470001,76.760002,76.029999,76.239998,68.774101,838800
2015-04-13,76.440002,76.620003,75.470001,75.500000,68.106590,1554500
2015-04-14,75.800003,75.820000,74.430000,74.500000,67.204521,1998300
2015-04-15,75.010002,76.230003,74.940002,76.010002,68.566650,2249000
2015-04-16,75.959999,76.250000,75.680000,76.150002,68.692932,1508200
2015-04-17,75.459999,75.889999,74.870003,75.330002,67.953224,1576300
2015-04-20,75.839996,76.339996,75.720001,76.150002,68.692932,1425100
2015-04-21,76.389999,76.589996,76.089996,76.209999,68.747055,1141700
2015-04-22,76.019997,76.360001,74.860001,76.290001,68.819237,2452000
2015-04-23,76.290001,76.290001,74.940002,75.209999,67.844978,2380200
2015-04-24,75.589996,75.989998,74.760002,75.809998,68.386230,1208700
2015-04-27,75.919998,75.980003,74.349998,74.519997,67.222557,1767600
2015-04-28,74.519997,74.800003,72.309998,73.790001,66.564034,1590800
2015-04-29,73.330002,73.449997,71.820000,72.250000,65.174835,1562700
2015-04-30,72.360001,72.760002,71.139999,71.419998,64.426117,1549200
2015-05-01,71.849998,72.349998,71.199997,71.699997,64.678696,963000
2015-05-04,71.730003,72.519997,71.610001,71.660004,64.642616,939700
2015-05-05,71.279999,71.449997,69.830002,69.889999,63.045967,1539100
2015-05-06,70.040001,70.410004,69.470001,70.070000,63.208324,1592900
2015-05-07,70.269997,71.120003,70.010002,71.019997,64.065300,1338700
2015-05-08,71.489998,71.930000,70.500000,71.019997,64.065300,934500
2015-05-11,70.769997,71.309998,70.510002,70.550003,63.641327,1183200
2015-05-12,69.830002,70.629997,69.699997,70.260002,63.379719,1478700
2015-05-13,70.650002,71.309998,70.290001,70.879997,63.938995,1142400
2015-05-14,71.389999,71.949997,71.080002,71.699997,64.678696,1100100
2015-05-15,71.930000,72.160004,71.370003,71.620003,64.606529,707700
2015-05-18,71.459999,72.860001,71.449997,72.809998,65.680008,1405100
2015-05-19,72.809998,73.000000,72.559998,72.750000,65.625893,1103200
2015-05-20,72.529999,75.000000,72.489998,74.669998,67.357864,2109900
2015-05-21,74.570000,74.839996,73.559998,73.879997,66.645210,1093500
2015-05-22,73.570000,89.000000,73.570000,79.599998,71.805084,14985900
2015-05-26,78.150002,78.150002,76.199997,77.379997,69.802483,3515900
2015-05-27,77.320000,78.089996,76.790001,77.160004,69.604034,2064800
2015-05-28,77.160004,77.550003,75.660004,76.040001,68.593704,2300700
2015-05-29,76.360001,76.419998,75.150002,75.230003,67.863022,1631200
2015-06-01,75.839996,76.300003,75.000000,75.480003,68.088539,1510100
2015-06-02,75.370003,75.400002,74.410004,74.760002,67.439049,728100
2015-06-03,74.959999,75.589996,74.150002,74.360001,67.078209,976500
2015-06-04,74.279999,75.620003,74.019997,74.940002,67.601425,1360400
2015-06-05,74.680000,74.839996,73.870003,73.959999,66.717392,1097500
2015-06-08,74.059998,74.500000,73.779999,73.839996,66.609154,941500
2015-06-09,73.750000,74.010002,73.559998,73.709999,66.491859,1507900
2015-06-10,73.779999,74.370003,73.570000,73.690002,66.473831,1504000
2015-06-11,74.080002,74.290001,73.709999,74.160004,66.897812,863800
2015-06-12,73.629997,74.150002,72.959999,73.040001,65.887489,988000
2015-06-15,72.650002,73.059998,72.300003,72.669998,65.553726,932200
2015-06-16,72.449997,72.779999,72.269997,72.570000,65.463509,1220500
2015-06-17,72.949997,73.279999,72.120003,72.830002,65.698051,771300
2015-06-18,72.980003,73.129997,72.709999,72.860001,65.725128,1120300
2015-06-19,72.769997,73.620003,72.610001,73.339996,66.158112,1345000
2015-06-22,73.760002,73.760002,72.190002,72.269997,65.192879,1111100
2015-06-23,71.660004,72.480003,71.410004,72.099998,65.039528,1504500
2015-06-24,72.110001,72.349998,71.629997,71.699997,64.678696,1272900
