Date,Open,High,Low,Close,Adj Close,Volume
2015-01-22,203.830002,211.080002,202.050003,210.589996,205.011093,637500
2015-01-23,210.490005,211.190002,206.330002,206.539993,201.068375,335500
2015-01-26,205.600006,210.699997,205.380005,210.250000,204.680130,323500
2015-01-27,205.000000,207.919998,200.970001,204.850006,199.423157,826600
2015-01-28,207.440002,211.440002,205.380005,205.610001,200.163025,659900
2015-01-29,206.220001,207.770004,204.449997,205.110001,199.676270,474700
2015-01-30,202.410004,208.949997,202.410004,205.520004,200.075394,551900
2015-02-02,205.020004,207.279999,203.500000,207.220001,201.730377,334300
2015-02-03,209.869995,211.509995,206.750000,210.960007,205.371292,634700
2015-02-04,210.000000,211.589996,208.750000,209.520004,203.969421,387600
2015-02-05,210.729996,214.179993,209.750000,212.940002,207.298859,329300
2015-02-06,214.350006,215.820007,212.639999,214.449997,208.768814,426200
2015-02-09,213.550003,215.039993,211.470001,214.750000,209.060898,347800
2015-02-10,217.000000,217.880005,212.929993,213.250000,207.600616,691600
2015-02-11,213.500000,214.250000,211.750000,212.979996,207.337753,475000
2015-02-12,214.169998,214.839996,213.470001,214.559998,208.875931,349700
2015-02-13,214.330002,216.380005,213.820007,215.770004,210.053864,379000
2015-02-17,215.279999,217.729996,215.279999,217.330002,211.572540,319300
2015-02-18,216.500000,219.220001,216.160004,216.630005,210.891098,451100
2015-02-19,215.910004,218.229996,215.539993,217.570007,211.806198,312600
2015-02-20,216.699997,219.029999,215.619995,218.309998,212.526566,414300
2015-02-23,218.470001,218.470001,214.889999,215.850006,210.131714,402600
2015-02-24,216.539993,219.839996,216.539993,218.119995,212.341583,417000
2015-02-25,217.279999,219.339996,217.279999,218.429993,212.643387,282700
2015-02-26,217.929993,219.570007,217.929993,219.050003,213.246979,275900
2015-02-27,219.300003,220.190002,216.309998,216.419998,210.686646,221600
2015-03-02,216.809998,218.949997,216.380005,217.990005,212.215042,494900
2015-03-03,216.970001,218.789993,215.600006,217.039993,211.290222,228100
2015-03-04,215.529999,215.529999,212.660004,212.750000,207.113846,419300
2015-03-05,214.050003,216.070007,212.889999,215.809998,210.092789,312500
2015-03-06,214.910004,220.059998,213.869995,214.389999,208.710419,643500
2015-03-09,214.259995,215.479996,213.210007,214.559998,208.875931,241300
2015-03-10,212.350006,213.660004,208.720001,208.910004,203.375610,408100
2015-03-11,208.729996,210.550003,208.139999,209.259995,203.716324,296800
2015-03-12,210.639999,213.979996,210.639999,213.820007,208.155533,290400
2015-03-13,212.759995,213.990005,209.199997,210.860001,205.273956,431400
2015-03-16,211.910004,214.119995,211.250000,213.860001,208.194473,480000
2015-03-17,212.380005,213.669998,211.679993,212.809998,207.172302,516300
2015-03-18,212.389999,217.490005,211.539993,216.419998,210.686646,436300
2015-03-19,216.059998,217.149994,212.869995,213.440002,207.785583,330200
2015-03-20,214.529999,219.740005,213.360001,219.289993,213.480606,545100
2015-03-23,219.750000,221.460007,219.229996,219.229996,213.422165,349900
2015-03-24,218.570007,219.899994,217.110001,217.110001,211.358353,247300
2015-03-25,217.119995,217.259995,213.619995,213.889999,208.223663,326400
2015-03-26,213.089996,216.979996,211.809998,215.139999,209.440567,369200
2015-03-27,214.470001,216.020004,212.500000,213.919998,208.252899,286000
2015-03-30,215.309998,218.020004,214.440002,216.610001,210.871597,270300
2015-03-31,214.770004,216.910004,214.699997,214.779999,209.090057,390000
2015-04-01,215.179993,216.449997,213.660004,214.490005,208.807755,406800
2015-04-02,213.550003,215.729996,213.020004,214.240005,208.564407,273100
2015-04-06,212.309998,215.949997,211.979996,215.139999,209.440567,376600
2015-04-07,214.910004,216.059998,214.169998,214.169998,208.496246,272800
2015-04-08,215.220001,216.220001,214.309998,215.740005,210.024689,208000
2015-04-09,215.500000,218.860001,214.250000,218.699997,212.906219,289000
2015-04-10,218.619995,219.259995,215.649994,217.699997,211.932755,373700
2015-04-13,216.970001,220.309998,216.610001,219.100006,213.295639,405900
2015-04-14,218.020004,221.160004,217.649994,219.860001,214.035507,424400
2015-04-15,220.130005,221.399994,219.270004,219.509995,213.694778,291500
2015-04-16,219.080002,220.500000,217.559998,219.929993,214.103622,222900
2015-04-17,217.759995,218.919998,216.360001,218.020004,212.244278,358400
2015-04-20,219.919998,220.580002,218.139999,220.000000,214.171799,218600
2015-04-21,220.470001,222.419998,219.160004,220.240005,214.405472,246800
2015-04-22,220.250000,221.389999,218.139999,221.039993,215.184250,182700
2015-04-23,221.220001,222.729996,219.830002,222.179993,216.294022,198100
2015-04-24,221.570007,223.149994,220.720001,222.350006,216.459564,265900
2015-04-27,223.020004,226.020004,222.410004,222.690002,216.790543,432500
2015-04-28,223.600006,228.910004,219.240005,228.020004,221.979355,530400
2015-04-29,227.029999,230.630005,225.279999,225.399994,219.428757,834700
2015-04-30,225.630005,227.889999,224.570007,226.130005,220.139389,686400
2015-05-01,228.020004,228.679993,225.520004,226.449997,220.450912,414700
2015-05-04,227.759995,228.009995,225.490005,226.789993,220.781921,284400
2015-05-05,225.899994,227.479996,222.289993,223.710007,217.783508,545500
2015-05-06,223.929993,224.029999,219.050003,220.919998,215.067413,390600
2015-05-07,221.639999,222.630005,219.979996,221.539993,215.671021,333800
2015-05-08,224.610001,227.759995,222.110001,223.470001,217.549881,425000
2015-05-11,223.860001,224.940002,222.820007,223.039993,217.131271,283200
2015-05-12,221.960007,222.110001,219.490005,221.000000,215.145325,258200
2015-05-13,220.830002,221.520004,219.630005,220.960007,215.106354,437500
2015-05-14,222.589996,224.259995,221.279999,223.369995,217.452515,241600
2015-05-15,223.770004,224.729996,221.100006,222.399994,216.508209,250100
2015-05-18,222.199997,225.649994,222.199997,224.800003,218.844650,225600
2015-05-19,225.000000,225.419998,223.419998,224.339996,218.396820,228300
2015-05-20,224.289993,226.899994,223.059998,225.710007,219.730530,284200
2015-05-21,224.770004,226.350006,224.770004,225.460007,219.487167,194800
2015-05-22,225.210007,226.309998,224.080002,224.880005,218.922546,151000
2015-05-26,224.899994,224.949997,222.279999,222.630005,216.732132,247700
2015-05-27,223.630005,225.059998,222.679993,224.850006,218.893311,160500
2015-05-28,225.529999,225.529999,223.470001,225.039993,219.078278,273100
2015-05-29,224.800003,225.869995,223.649994,223.660004,217.734848,456300
2015-06-01,224.330002,224.820007,221.550003,223.089996,217.179962,363500
2015-06-02,222.559998,225.669998,221.460007,224.740005,218.786240,370100
2015-06-03,226.000000,226.690002,224.869995,226.070007,220.081024,452500
2015-06-04,224.830002,225.770004,222.809998,223.020004,217.111816,514800
2015-06-05,224.399994,225.350006,221.660004,222.149994,216.264832,368600
2015-06-08,223.369995,223.770004,219.820007,220.210007,214.376236,331400
2015-06-09,220.039993,221.619995,217.550003,218.479996,212.692078,505500
2015-06-10,219.679993,224.240005,219.380005,223.860001,217.929535,346300
2015-06-11,224.850006,226.050003,223.339996,224.149994,218.211853,249000
2015-06-12,223.399994,223.399994,221.210007,221.649994,215.778091,132300
2015-06-15,219.339996,221.619995,218.809998,221.229996,215.369232,250600
2015-06-16,220.580002,224.119995,220.160004,223.820007,217.890594,217300
2015-06-17,224.639999,225.690002,222.699997,223.309998,217.394104,274400
2015-06-18,224.080002,225.559998,223.320007,225.039993,219.078278,339700
2015-06-19,225.350006,226.289993,223.869995,225.130005,219.165909,453900
2015-06-22,226.339996,229.100006,224.100006,227.899994,221.862534,322700
2015-06-23,228.000000,229.119995,227.500000,227.919998,221.881958,464900
2015-06-24,226.770004,227.779999,225.500000,226.419998,220.421722,508500
2015-06-25,226.830002,227.619995,225.509995,225.889999,219.905792,337600
2015-06-26,226.990005,227.889999,225.500000,226.759995,220.752716,552800
2015-06-29,224.050003,225.029999,218.979996,219.270004,213.461136,310300
2015-06-30,221.270004,222.449997,216.899994,218.600006,212.808884,602700
2015-07-01,220.669998,221.800003,218.630005,220.070007,214.239944,304600
2015-07-02,219.479996,220.889999,217.850006,219.250000,213.441681,227000
2015-07-06,216.669998,217.320007,214.369995,215.750000,210.034393,316200
2015-07-07,216.100006,216.100006,209.000000,215.649994,209.937012,503400
2015-07-08,213.289993,213.779999,208.190002,208.800003,203.268509,423700
2015-07-09,212.550003,214.580002,209.240005,210.630005,205.050034,485800
2015-07-10,212.880005,214.740005,211.559998,213.820007,208.155533,522300
2015-07-13,215.309998,216.960007,214.550003,216.520004,210.784012,345200
2015-07-14,215.899994,217.720001,215.479996,216.660004,210.920288,254100
2015-07-15,216.889999,218.110001,216.059998,216.729996,210.988434,213600
2015-07-16,218.179993,220.580002,217.050003,219.990005,214.162079,340500
2015-07-17,219.270004,220.160004,217.110001,218.800003,213.003616,350100
2015-07-20,219.399994,219.399994,217.320007,218.240005,212.458450,167600
2015-07-21,218.960007,220.350006,217.330002,217.899994,212.127441,197000
2015-07-22,217.880005,219.270004,217.119995,218.690002,212.896545,211500
2015-07-23,219.070007,220.720001,215.949997,216.250000,210.521149,235600
2015-07-24,215.860001,216.710007,212.740005,213.690002,208.028976,237300
2015-07-27,211.360001,211.410004,207.750000,210.160004,204.592514,484000
2015-07-28,209.000000,210.660004,206.169998,208.020004,202.509171,605700
2015-07-29,207.880005,210.570007,205.130005,210.410004,204.835861,802500
2015-07-30,209.240005,209.919998,207.240005,209.250000,203.706558,577500
2015-07-31,210.169998,210.169998,206.210007,207.899994,202.392349,678400
2015-08-03,207.419998,208.850006,205.949997,208.750000,203.219803,552600
2015-08-04,209.649994,211.639999,209.169998,211.020004,205.429718,422400
2015-08-05,212.509995,214.860001,211.440002,212.080002,206.461609,349500
2015-08-06,212.039993,212.559998,208.839996,209.630005,204.076523,173300
2015-08-07,209.130005,209.740005,207.460007,209.020004,203.482681,232200
2015-08-10,211.110001,212.470001,211.000000,211.830002,206.218262,230000
2015-08-11,209.949997,210.190002,206.369995,207.500000,202.002930,258800
2015-08-12,205.149994,206.630005,200.080002,203.330002,197.943420,667100
2015-08-13,202.990005,205.000000,201.759995,203.529999,198.138092,245600
2015-08-14,204.059998,205.729996,203.600006,205.550003,200.104630,168700
2015-08-17,204.710007,205.899994,203.619995,205.720001,200.270111,144500
2015-08-18,205.309998,205.940002,203.889999,204.910004,199.481598,180900
