,Quarter end,Assets,Liabilities,Shareholders equity,Revenue,Earnings,Earnings available for common stockholders,EPS basic,EPS diluted,Cash from operating activities,Cash from investing activities,Cash from financing activities,Cash change during period,Cash at end of period,Price,ROE,ROA,Book value of equity per share,P/B ratio,P/E ratio,Cumulative dividends per share,Equity to assets ratio,Net margin,Asset turnover
0,1994-12-31,0.02104206713995671,0.018721093575208902,0.04793528920117285,0.03953238407840609,0.07995543589267484,0.07995543589267484,0.024390243902439046,-0.0652173913043479,-0.5386429094813514,1.6604329849096715,3.5919284029478487,-0.6417656047960503,-0.0191027736859124,0.011235955056179579,0.03279702970297027,-0.007751937984496027,0.049999999999999815,0.03797468354430378,0.00918196994991649,inf,0.026448362720403074,0.02427377636291284,0.0
1,1995-03-31,0.02104206713995671,0.018721093575208902,0.04793528920117285,0.03953238407840609,0.07995543589267484,0.07995543589267484,0.024390243902439046,-0.0652173913043479,-0.5386429094813514,1.6604329849096715,3.5919284029478487,-0.6417656047960503,-0.0191027736859124,0.011235955056179579,0.03279702970297027,-0.007751937984496027,0.049999999999999815,0.03797468354430378,0.00918196994991649,inf,0.026448362720403074,0.02427377636291284,0.0
2,1995-06-30,0.06757927757013382,0.06802549643490963,0.06255305860914806,0.03953238407840609,0.07995543589267484,0.07995543589267484,0.024390243902439046,-0.0652173913043479,-0.5386429094813514,1.6604329849096715,3.5919284029478487,-0.6417656047960503,-0.006976541878709996,0.08717948717948731,0.03279702970297027,-0.007751937984496027,0.006435006435006496,0.03797468354430378,0.00918196994991649,0.9285714285714286,-0.0036809815950921134,0.02427377636291284,0.0
3,1995-09-30,0.04142127973449483,0.05009381289951942,-0.0567694395127869,0.03717848228629883,0.13369783875793062,0.13369783875793062,0.1428571428571428,-0.0652173913043479,0.5329202899690217,-0.5267238822695774,-0.2845159593685561,-43.920262510254304,0.3015387062602948,0.17767295597484267,0.03279702970297027,-0.007751937984496027,-0.03069053708439895,0.1707317073170731,0.00918196994991649,0.4814814814814814,-0.09482758620689656,0.02427377636291284,0.0
4,1995-12-31,0.004038441233462642,0.0024291704625241106,0.024322919020042463,1.323110565610981,0.00908442907623952,0.00908442907623952,-0.02083333333333337,-0.0652173913043479,-0.16898330991044594,-0.4913252908311648,-0.8952025666920863,-1.2700965982285866,-0.06257561023995127,0.08878504672897193,0.03279702970297027,-0.007751937984496027,-0.0026385224274406704,0.11979166666666675,0.00918196994991649,0.325,0.020408163265306145,0.02427377636291284,0.0
5,1996-03-31,-0.005757507505209425,-0.005351325192347711,-0.010767908931998528,-0.5738339189597613,-0.05577431766261876,-0.05577431766261876,0.0,-0.0652173913043479,0.4146895445006789,-2.5062463854656936,-12.448161138062147,2.7301895070552105,-0.2490002257935604,-0.10729613733905574,0.03279702970297027,-0.007751937984496027,0.021164021164021163,-0.10232558139534886,0.00918196994991649,0.2641509433962264,-0.005333333333333301,0.02427377636291284,0.0
6,1996-06-30,0.009096442731947985,0.011290188947186364,-0.01811235865318705,0.024767617490539573,0.03602069239952255,0.03602069239952255,-0.04255319148936165,-0.0652173913043479,-0.3493159052040068,-0.4925379191079841,-1.3917076222475773,-2.9378746718064686,0.6425184765858414,0.0439560439560438,0.043738765727980855,-0.007751937984496027,-0.10103626943005173,0.020725388601036343,0.00918196994991649,0.17910447761194034,-0.02680965147453085,0.017871017871017747,0.0
7,1996-09-30,0.012038630066798284,0.011612676941950673,0.01747988200334039,0.012721086997865784,0.02112524582104225,0.02112524582104225,0.022222222222222143,-0.0652173913043479,0.0615654879242602,-4.870471866984074,-0.541189111747851,-1.8311457178994195,-0.325126619942574,0.005921052631578938,-0.0011481056257175435,-0.007751937984496027,0.02161383285302576,0.116751269035533,-0.00992555831265507,0.17721518987341778,0.005509641873278293,-0.0034351145038168385,0.0
8,1996-12-31,0.013892381066532566,0.014439130790321997,0.006948312019847025,1.4314449660928532,0.018988008365556697,0.018988008365556697,-0.08695652173913049,-0.0652173913043479,0.8824562289987621,-0.564451352566945,0.3351893450588665,-1.1003130660925158,0.04832676629201238,0.15631131458469594,0.005747126436781658,0.0,0.02961918194640334,0.13181818181818186,0.1687552213868002,0.129032258064516,-0.006849315068493178,-0.027192646495595496,0.0
9,1997-03-31,0.03606285069097859,0.035905017368408336,0.03808234657436183,-0.5462017386528444,-0.01882613510520492,-0.01882613510520492,0.11904761904761907,-0.0652173913043479,-0.009743723954663495,0.2851101250857502,-0.2484592851560402,-2.846914334022168,-0.08514081701582242,0.09671945701357476,0.0028571428571428914,0.0,0.013698630136986356,0.06827309236947787,0.1272337383845603,0.1333333333333333,0.0013793103448276336,-0.011811023622047223,0.0
