,Quarter end,Assets,Liabilities,Shareholders equity,Revenue,Earnings,Earnings available for common stockholders,EPS basic,EPS diluted,Cash from operating activities,Cash from investing activities,Cash from financing activities,Cash change during period,Cash at end of period,Price,ROE,ROA,Book value of equity per share,P/B ratio,P/E ratio,Cumulative dividends per share,Equity to assets ratio,Net margin,Asset turnover
0,1997-06-30,0.006569193915126448,0.03697367784000138,-0.004641475751264501,0.24977398940978945,-1.3781158357771262,-1.3335219464877537,0.0,-0.025000000000000026,-0.9604300091491308,-0.05400736987563337,-6.376865671641791,-0.6876486129458388,-0.6904099594144739,0.17024253731343286,-0.04051383399209474,-0.058004640371229765,-0.004748982360922693,0.1705882352941177,0.021181716833890585,3.1568627450980395,-0.011086777990692577,-0.08364779874213846,0.0
1,1997-09-30,0.006569193915126448,0.03697367784000138,-0.004641475751264501,0.24977398940978945,-1.3781158357771262,-1.3335219464877537,0.0,-0.025000000000000026,-0.9604300091491308,-0.05400736987563337,-6.376865671641791,-0.6876486129458388,-0.6904099594144739,0.17024253731343286,-0.04051383399209474,-0.058004640371229765,-0.004748982360922693,0.1705882352941177,0.021181716833890585,3.1568627450980395,-0.011086777990692577,-0.08364779874213846,0.0
2,1997-12-31,0.07312416855272019,0.2689793631524886,-0.0021103604950081234,0.0,0.0,0.0,0.0,-0.025000000000000026,-0.9604300091491308,-0.05400736987563337,-6.376865671641791,-0.6876486129458388,-0.6965679776108411,0.16580310880829008,-0.04051383399209474,-0.058004640371229765,-0.0020449897750510764,0.1705882352941177,0.021181716833890585,0.7547169811320755,-0.07017301038062296,-0.08364779874213846,0.0
3,1998-03-31,0.4978346092234378,1.5160724579025473,0.0004373431106479142,0.2086390410251111,0.12336403296170627,0.12336403296170627,0.13888888888888884,-0.025000000000000026,49.1849710982659,6.705538648813148,9.177394170714779,-0.8741805878621273,-0.28883495145631066,0.1186324786324786,-0.04051383399209474,-0.058004640371229765,0.0,0.12060301507537695,0.021181716833890585,0.4301075268817205,-0.33209288478713905,-0.08364779874213846,0.0
4,1998-06-30,0.13100877888338625,0.07720091833899567,0.19711359961674346,0.2961696306429549,0.01920172599784253,0.01920172599784253,-0.02439024390243893,-0.025000000000000026,-0.7813867772402672,-0.6531650368872529,-0.6372725335606222,-1.9159663865546217,0.3720136518771331,-0.03728606356968212,-0.04051383399209474,-0.058004640371229765,0.08674863387978138,-0.0358744394618834,0.021181716833890585,0.3007518796992481,0.0586137731223535,-0.08364779874213846,0.0
5,1998-09-30,0.13139556708648434,0.24783814725486564,0.002671255490080293,0.04294195250659638,0.08319220999153254,0.08319220999153254,0.024999999999999908,0.02564102564102577,1.8661749209694416,0.22694147119107266,0.120191742839016,-2.4,-0.3796019900497513,-0.09714285714285707,-0.04051383399209474,-0.058004640371229765,0.0012570710245127792,-0.16744186046511622,0.021181716833890585,0.23121387283236985,-0.11389473684210527,-0.08364779874213846,0.0
6,1998-12-31,0.11359698950653185,0.19859951189617095,-0.0033476352025544327,0.16052115615710585,-0.03713113152237635,-0.03713113152237635,-0.07317073170731703,-0.025000000000000026,0.8608455882352941,-0.5848538283062645,-0.7367427420708172,-1.4023591087811271,0.2461908580593424,0.017580872011251802,-0.04051383399209474,-0.058004640371229765,-0.08725674827369745,0.016759776536312776,0.021181716833890585,0.187793427230047,-0.10501306723687344,-0.08364779874213846,0.0
7,1999-03-31,0.03693597537978799,-0.02035234640437844,0.13172213907062644,0.06485367049975466,0.07529937081388273,0.07529937081388273,0.07894736842105265,0.02564102564102577,0.3832855872764991,-0.4249306983814719,-1.099203187250996,-1.3387622149837133,-0.06692406692406694,-0.020732550103662817,-0.04051383399209474,-0.058004640371229765,0.1437414030261348,0.0714285714285714,0.021181716833890585,0.15810276679841914,0.09131935226971066,-0.08364779874213846,0.0
8,1999-06-30,0.022602990090619283,-0.07550339715874001,0.16311266216389564,0.07958442090178619,0.09796149490373728,0.05945639864099661,0.0,0.024999999999999908,-0.4863957723344997,0.11359042139636145,-7.862650602409638,-14.586538461538463,0.9744827586206896,0.02117148906139743,-0.028836251287332807,-0.017241379310344862,0.15333734215273598,-0.10769230769230764,0.021181716833890585,0.14675767918088733,0.13743614692288975,-0.038435140700068586,0.0
9,1999-09-30,0.10272588883040012,0.19109944146022076,0.002121995740797189,0.06167630605859475,0.0055011174144747885,-0.12114733654017462,-0.12195121951219512,-0.12195121951219512,-0.10859288097886544,3.0217133282133632,4.949438202247192,-1.2547770700636942,-0.125742228431715,0.0421561852107808,-0.036055143160127257,-0.030075187969924814,-0.1465067778936392,-0.09770114942528728,0.028930131004366814,0.12797619047619047,-0.22433704020530365,-0.08922198429693085,0.0
10,1999-12-31,0.03715996103703412,0.06724572159368193,-0.0035481447187668547,0.0374637195802634,-0.12993674132330313,0.031623758362051564,-0.16666666666666666,-0.1944444444444444,1.2912182186866326,-0.5652136173463187,-0.7777187598363235,-3.619444444444445,0.3767479025169795,-0.009283819628647216,-0.0572057205720572,-0.04134366925064592,0.1631032376298105,0.16560509554140124,0.01591511936339507,0.11345646437994715,0.1257237386269643,-0.0489811912225705,0.0714285714285714
11,2000-03-31,0.028232765993176926,0.04684457408648357,0.0012605538058443333,0.03133339072049579,0.12733346433483986,-0.052662605619964616,0.16666666666666674,0.2068965517241379,-0.8775954796105929,-0.33000598921940505,0.19515001327551107,-2.5673382820784734,-0.42890307603018,0.020749665327978617,-0.021003500583430482,-0.02425876010781669,-0.17594537815126055,-0.12568306010928965,0.09086161879895573,0.1018957345971565,-0.16923830516776886,-0.07045735475896164,0.0
12,2000-06-30,0.05799553892102384,0.05452843024292031,0.06324881900545433,0.039562640848009416,0.10528150601359587,0.12528521053723285,0.08571428571428585,0.08571428571428585,1.6023359288097887,1.2568533969010731,1.3664099526066351,-0.1644113667117727,-0.6275406504065041,0.06360655737704901,0.014302741358760418,-0.0303867403314918,0.0669216061185467,0.2937499999999997,0.1014839636189564,0.09247311827956972,0.01533018867924518,-0.049202127659574435,-0.06666666666666654
