,Quarter end,Assets,Current Assets,Liabilities,Current Liabilities,Shareholders equity,Revenue,Earnings,Earnings available for common stockholders,EPS basic,EPS diluted,Cash from operating activities,Cash from investing activities,Cash from financing activities,Cash change during period,Cash at end of period,Price,ROA,Book value of equity per share,P/B ratio,P/E ratio,Cumulative dividends per share,Equity to assets ratio,Net margin,Asset turnover,Current ratio
19,2005-09-30,-0.0981267760830482,-0.12599401765521268,-0.022823877287007962,-0.4001423149905123,-0.2250428282199034,-0.05752014324082366,0.008253094910591452,0.008253094910591452,0.02083333333333326,0.021276595744680767,0.061343204653622425,4.685714285714286,18.024242424242424,-2.2620286085825745,-0.20853029651912336,0.10785219399538117,0.031240612796635595,-0.2112676056338028,-0.1417682926829268,0.016349683016349648,0.0980392156862746,-0.1407089151450054,0.0635077328068443,-0.036363636363636376,0.4570004921259842
20,2005-12-31,-0.06295415085846567,-0.12203672787979968,0.08539007092198593,0.14452352708580474,-0.3782154340836013,0.12372358109712668,0.023874488403820004,0.023874488403820004,0.061224489795918435,0.04166666666666674,-0.1948181365221724,-0.3555276381909548,0.13889773813316353,0.29160226687274604,-0.34030134383059585,0.1651031894934334,0.0378677541508885,-0.36309523809523797,0.477353463587922,0.05449770190413639,0.1607142857142856,-0.3365625000000001,0.0021658415841585565,0.03773584905660377,-0.2328900147772852
21,2006-03-31,0.0310183914356299,0.010458262027001286,-0.024046001045478268,-0.04974952496113316,0.2352941176470589,-0.06973795435333896,-0.0259826782145236,-0.0259826782145236,-0.03846153846153855,-0.020000000000000014,-0.1330445544554455,-0.5633528265107213,-0.6934265734265734,-1.039489429597128,0.02037037037037037,0.1901950259438181,0.058658433904013485,0.2242990654205608,0.8686504358280731,0.12546699875466993,0.10769230769230753,0.19830428638718803,0.019759184933621388,0.03636363636363616,0.06334966151136556
22,2006-06-30,-0.2471379126730564,-0.3603688370342492,-0.008659168005713314,-0.0418105798945646,-0.9461015175300892,0.161744661517492,0.17715458276333784,0.17715458276333784,0.2,0.20408163265306126,0.30264097073518914,-5.366071428571429,4.125,-28.54545454545455,-0.5499092558983666,-0.07501503307276003,0.15509013785790038,-0.9465648854961832,-0.2444909120154416,-0.12254495159059475,0.09722222222222232,-0.9284591194968552,0.008779897063275754,0.1491228070175441,-0.3324534161490683
23,2006-09-30,0.021306692600123744,0.0005884083553986398,0.005402971634398845,-0.0034149117814455954,0.8786407766990292,-0.03109112240907308,-0.08773968622893669,-0.08773968622893669,-0.06666666666666654,-0.06779661016949146,0.3512328767123287,-1.2750511247443763,-0.7128360334698238,-1.2141547488082145,0.2616487455197132,-0.060620835364862735,0.09456047739270136,1.0,16.579518841813925,-0.11538461538461542,0.08860759493670889,0.8406593406593408,-0.02250900360144059,0.114503816793893,0.004031945413661918
24,2006-12-31,0.2964854570637119,0.4729491326080564,0.1914912673533362,0.33257186369693503,3.325581395348837,0.1907164480322907,0.7745222929936306,0.7745222929936306,0.7857142857142856,0.7454545454545451,-0.25669099756690994,-3.513011152416357,-0.17792932424054553,1.166095890410959,0.44921875,0.14446366782006925,0.1960578737680856,3.2857142857142856,-0.4277651960131281,0.1069137562366358,0.08139534883720945,2.3373134328358205,0.13632176849861846,0.0547945205479452,0.10533631940690412
25,2007-03-31,-0.01856179475195296,-0.12256712246731215,0.1576336164774863,0.10428571428571433,-1.4187574671445642,-0.011864406779661052,-0.3704235463029433,-0.3704235463029433,-0.37,-0.35416666666666663,0.010911074740862059,-0.5798816568047338,1.5196078431372548,-1.9375494071146244,-0.2906150453320264,0.018442932728647055,0.04523141654978957,-1.4333333333333331,-0.7623703703703704,-0.16258853831294262,0.08602150537634401,0.0,-0.029451499594704056,0.07792207792207795,-0.20540767134772586
26,2007-06-30,0.05673855364310487,0.04424980093277209,0.1812987012987013,0.4109961190168177,2.7931526390870185,0.10823327615780444,0.4931584948688712,0.4931584948688712,0.5396825396825395,0.532258064516129,0.5715056664867781,-3.2816901408450705,-0.523795270876983,-1.6079258010118045,0.24905008635578585,-0.003413982484785527,0.03170077155317008,2.8461538461538463,0.0,-0.051134179161860915,0.07920792079207928,0.0,0.049832962138084635,-0.01807228915662651,-0.2599138310032533
27,2007-09-30,-0.001094444086782942,-0.05163398692810461,0.18793975373790686,-0.004492527734482389,1.2922151184655886,-0.18743228602383533,-0.4772814051164567,-0.4772814051164567,-0.4639175257731959,-0.4631578947368421,0.0065247252747253634,-0.3395061728395061,0.2570710245128849,-0.1747572815533981,0.16454646017699126,-0.20971105153410785,-0.08681515200780365,1.36,0.0,-0.3018638573743921,0.07339449541284382,0.0,-0.0352691593741713,-0.05521472392638027,-0.04740406320541768
28,2007-12-31,0.10505284867233833,0.13611302549965545,0.1559853778168525,0.2425861116227665,0.2856439704675964,-0.038285714285714256,-0.07012417823228634,-0.07012417823228634,-0.03846153846153855,-0.03921568627450989,-0.2685090412828386,0.06308411214953269,-0.15849999999999995,-0.9126050420168068,0.012348610781287128,-0.1421032793064455,-0.20580380986291613,0.33898305084745783,0.0,-0.13116656993615786,0.06837606837606837,0.0,-0.14650907091808685,-0.06493506493506496,-0.08568221501621354
29,2008-03-31,-0.07453633500524902,-0.13810534829643106,-0.0033624209430790364,-0.0229765787133116,0.1523736600306278,-0.14695979401861758,-0.05184603299293011,-0.05184603299293011,-0.020000000000000014,-0.020408163265306145,-0.13759328358208955,0.15824175824175835,0.4147355912061794,-17.653846153846153,-0.2031433262960357,-0.18673110720562391,-0.09459762385115444,0.16772151898734178,0.0,-0.038076152304609256,0.08000000000000007,0.0,-0.011272141706924366,-0.08333333333333326,-0.11785568135315773
30,2008-06-30,0.04890345349130332,0.07073313782991207,-0.0014458992690176142,-0.11955697162797753,-0.08992248062015508,0.13211051776178315,0.12013256006627993,0.12013256006627993,0.12244897959183687,0.12500000000000022,-0.6657652785289345,-0.4648956356736242,-1.027719445611088,-1.4665127020785218,0.11892846629378863,0.07374392220421377,-0.2097053726169844,-0.086720867208672,0.0,0.13611111111111107,0.07407407407407396,0.0,-0.13029315960912047,-0.09090909090909094,0.21617442399876285
31,2008-09-30,0.01796443162701267,0.0054776511831726715,0.04098624406725127,0.07599517490952956,0.08761255779995136,-0.1111566858080394,-0.16420118343195267,-0.16420118343195267,-0.1454545454545456,-0.14814814814814814,1.48705501618123,-0.3404255319148937,-7.045454545454546,0.44801980198019803,0.15390686661404884,-0.0877987421383648,-0.0664160401002506,0.10682492581602364,0.0,0.09718826405867964,0.06896551724137945,0.0,0.0011235955056179137,-0.06666666666666654,-0.06560712015257464
32,2008-12-31,0.046685946998760615,-0.1184353889736326,0.06943317491596157,0.11555092889173603,0.11255314388006266,-0.06852791878172593,-0.21504424778761067,-0.21504424778761067,-0.1914893617021276,-0.15217391304347827,-0.1262199089134678,10.817204301075268,0.8395989974937343,-4.294017094017094,-0.4393524851801186,-0.3190843905129619,-0.08590604026845639,0.13404825737265424,0.0,-0.301949860724234,0.06451612903225801,0.0,-0.02469135802469136,-0.0625,-0.20968839297863665
33,2009-03-31,0.016183602120221074,0.05808923495241625,-0.016764217067707254,-0.03897781925202781,-0.06989139179404669,0.012880852117909349,0.016910935738444266,0.016910935738444266,0.0,-0.02564102564102566,0.4303797468354431,-0.9381255686988172,0.08174386920980936,-1.4971458225220549,0.3895892639284262,-0.1502632644795464,-0.09544787077826712,-0.07328605200945637,0.0,-0.10454908220271343,0.06060606060606055,0.0,-0.05485232067510537,-0.04761904761904767,0.1010674931129476
34,2009-06-30,0.03978691526552347,0.05197990888914839,-0.03604762254721838,-0.02517179563788463,-0.1812087793274949,0.10222548300317924,0.2117516629711751,0.2117516629711751,0.21052631578947367,0.21052631578947367,-0.3107756376887037,0.4705882352941178,0.17758186397984874,-0.4665970772442589,0.14954638571846646,0.2631077216396569,-0.08847402597402597,-0.18367346938775508,0.0,0.3342245989304813,0.05714285714285716,0.0,-0.040178571428571515,-0.05000000000000005,0.07912431587177493
35,2009-09-30,0.00021346995410387318,-0.004552520541860949,-0.03872984408950564,-0.07876791050494214,-0.1325762577578239,0.0024406478810738985,-0.07959743824336685,-0.07959743824336685,-0.0652173913043479,-0.08695652173913049,-0.0022658610271902857,0.54,-0.2438502673796792,-0.4148727984344423,0.07612016293279011,-0.09358490566037736,-0.05431878895814779,-0.1312500000000001,0.0,-0.05076820307281227,0.054054054054053946,0.0,-0.04143763213530649,-0.010526315789473715,0.0805680336183161
36,2009-12-31,0.06888272329527267,0.1298382598996095,0.030812547091247918,0.0280296099143309,-0.07718069721418785,0.07525453740593191,0.012922465208747623,0.012922465208747623,0.0,0.023809523809523725,0.4171082513247539,-0.04545454545454541,0.4879773691654881,0.7123745819397993,0.12112609415661235,-0.016236469608659432,0.002354048964218425,-0.07913669064748198,0.0,0.007741027445461013,0.05128205128205132,0.0,-0.01323334803705334,0.010638297872340495,0.0989674131688345
37,2010-03-31,0.0,-0.004837595024188014,-0.023890128491190318,-0.07208737864077673,-0.1065654899373144,-0.018937834499794137,0.11285574092247308,0.11285574092247308,0.11627906976744184,0.09302325581395343,-0.1233974358974359,-0.5374149659863945,0.06368821292775673,-0.560546875,0.04747837096433849,0.20947947524333466,0.03006106153123533,-0.10546875,0.0,0.18086592178770955,0.053658536585366116,0.0,0.019222172552525674,0.010526315789473715,0.0724832214765101
38,2010-06-30,-0.02276244197074828,-0.04761904761904767,-0.03456430063453275,-0.04594995204464203,-0.0766248153618907,0.002517834662190577,0.0670194003527338,0.0670194003527338,0.0625,0.08510638297872353,-0.14747105423522244,0.44852941176470573,0.0,-1.4666666666666668,-0.02115229653505235,-0.1459062281315605,0.01687186502507987,-0.06986899563318782,0.0,-0.18923713778829088,0.046296296296296065,0.0,0.012719298245613908,0.01041666666666674,-0.0017066788030493107
39,2010-09-30,0.1994687643663482,0.3556250000000001,0.08009470934030039,-0.2756351672454761,-0.3847230553889223,0.07429886982000844,0.12396694214876035,0.12396694214876035,0.13725490196078427,0.13725490196078427,0.22015725518227305,0.101522842639594,-2.064343163538874,-30.314285714285717,0.6334636756534266,-0.06595657517410891,0.01928251121076241,-0.38497652582159614,0.0,-0.0911743253099927,0.0486725663716816,0.0,0.04720658293633595,-0.030927835051546393,0.8713243674492819
40,2010-12-31,0.0818073417937144,0.031965575534040225,0.07290800514022222,0.1781478677769366,0.006174845628859282,0.0993571011104617,0.010294117647058787,0.010294117647058787,0.01724137931034475,0.01724137931034475,0.046280023432923256,7.009216589861751,-2.1469353484466835,-1.435672514619883,-0.168955524757465,0.17894736842105252,0.009678838539375343,0.03053435114503822,0.0,0.08426966292134819,0.04219409282700415,0.0,0.033498759305210964,-0.021276595744680767,-0.12406358487118585
41,2011-03-31,-0.006259103255521037,-0.002531645569620267,-0.032092154859618804,-0.0993788819875776,-0.25096899224806196,0.022682970051391086,0.13173216885007275,0.13173216885007275,0.15254237288135594,0.13559322033898313,0.12486002239641647,-0.9234752589182968,0.0622254758418741,-1.4466815809097688,0.09081261370527582,0.13913690476190488,0.02265795206971677,-0.2444444444444445,0.0,0.0540340488527018,0.04453441295546545,0.0,0.03201280512204874,-0.010869565217391351,0.10756501182033107
42,2011-06-30,0.08722864839169707,0.15191101821439235,0.004949774348522285,0.013079667063020215,-0.8874514877102199,0.04869173453474263,0.21543408360128624,0.21543408360128624,0.22058823529411756,0.22388059701492516,0.2195121951219512,1.0375939849624058,-0.9448656099241902,2.656093489148581,0.3043780403057679,0.2439581972566951,0.03664252236898169,-0.892156862745098,0.0,0.1383426966292136,0.05426356589147297,0.0,0.060100814269096414,-0.02197802197802201,0.13704564002762254
43,2011-09-30,-0.08135976098520736,-0.11865724839608582,-0.02379400260756193,-0.020070422535211296,6.049808429118774,-0.12210839391936545,-0.30846560846560844,-0.30846560846560844,-0.3012048192771084,-0.30487804878048785,-0.1004081632653061,-0.08118081180811809,28.9125,-1.3849315068493149,-0.0898241875332978,-0.1197164610133894,-0.02507192766132349,6.545454545454545,0.0,-0.2220851326341765,0.051470588235293935,0.0,-0.016459400146305758,-0.011235955056179804,-0.1006515017667844
44,2011-12-31,0.14072105659778678,0.0473529411764706,0.10332034872936367,0.3582464965864176,-0.08152173913043481,0.06738189346884993,-0.26396327467482783,-0.26396327467482783,-0.27586206896551724,-0.26315789473684204,-0.3784029038112523,7.124497991967871,-0.8942749686585876,0.11743772241992878,-0.11027862327323812,-0.02415747092156284,-0.09654300168634067,-0.0843373493975903,0.0,-0.02061855670103097,0.048951048951048966,0.0,-0.06842692450725163,-0.02272727272727271,-0.22886610596107804
45,2012-03-31,0.04113208859219086,0.07174950856500972,-0.047141896435776716,-0.10802469135802473,-1.4893491124260354,0.14053958737436067,0.8035343035343034,0.8035343035343034,0.8571428571428572,0.8095238095238095,-0.5474452554744526,-0.9327731092436976,-0.7233201581027668,-1.5806794055201698,0.0719736842105263,0.17695599022004882,-0.01213252449836677,-1.4868421052631582,0.0,0.2574898785425101,0.053333333333333455,-0.7531305903398926,0.001197604790419193,-0.023255813953488413,0.20149669612292032
46,2012-06-30,-0.010185679935880263,-0.004716363159963266,-0.017185404756863587,-0.016114681166584318,0.19830713422007265,-0.00927643784786647,-0.0057636887608069065,-0.0057636887608069065,-0.012820512820512886,0.0,1.7983870967741935,-0.09558823529411764,18.357142857142858,-0.8281535648994516,0.011537989443967113,-0.0015580368735391705,-0.046764289088332515,0.21621621621621626,-0.07445671535447096,-0.036703155183515634,0.05063291139240489,0.21014492753623196,-0.042663476874003285,0.0,0.011595547309833032
47,2012-09-30,0.23563548027936165,0.4517572726076082,0.1744641125991886,-0.012359324758842494,2.1442986881937443,0.074438202247191,0.06608695652173924,0.06608695652173924,0.07792207792207795,0.06578947368421062,0.5014409221902016,0.6422764227642277,-4.224354243542436,72.87234042553192,0.8426161873559035,0.05851755526657997,-0.0069375619425173785,2.1111111111111107,-0.1297151655119323,0.08422459893048106,0.04819277108433751,1.5479041916167664,0.02540608079966677,-0.03571428571428559,0.4699679046309035
48,2012-12-31,0.08153346257816119,0.14502674766524626,0.06756343625802508,0.1851663444907925,0.2362002567394095,0.0954248366013073,-0.12941816204458945,-0.12941816204458945,-0.14457831325301207,-0.11111111111111116,0.255662188099808,-0.7970297029702971,-1.2101167315175096,-0.6588421658986174,0.15600921962462966,0.16535626535626524,0.013972055888223478,0.22857142857142865,-0.6253869969040247,0.06350184956843408,0.04597701149425282,0.1433607520564042,0.026401299756295682,-0.012345679012345734,-0.03386507441404507
49,2013-03-31,-0.01254765331111618,-0.0021380211426534896,-0.034650630011454735,-0.13005408189544165,0.186656282450675,-0.02970034473614425,0.17676452217364158,0.17676452217364158,0.18309859154929573,0.15277777777777768,-0.3806175481504127,-0.3170731707317073,0.6993464052287581,-0.9890249050232164,0.0014811438988264758,0.014758591608686531,-0.042814960629921184,0.19186046511627894,-0.17414403778040144,-0.08521739130434791,0.0439560439560438,0.2014388489208634,-0.009101701622477143,-0.025000000000000026,0.14703440642007193
50,2013-06-30,-0.029888525260789563,-0.03078998531920807,-0.03328389202017201,-0.11476218669824355,-0.020783198424852326,0.033069144575020415,0.1969214437367304,0.1969214437367304,0.20238095238095236,0.20481927710843384,-0.17818361303060215,4.785714285714286,0.7320512820512821,-49.07692307692307,-0.07110352673492604,0.2572200290878868,0.016966580976863762,-0.009756097560975618,0.055039313795568263,0.22877059569074776,0.05263157894736836,0.009409751924721821,0.032747603833865664,-0.02564102564102566,0.09485323683152402
51,2013-09-30,0.09493187149144776,0.13898554877799166,0.1602737203878728,0.00011147029316682656,-0.3710902591599643,-0.06679894179894175,-0.18447893569844787,-0.18447893569844787,-0.16831683168316836,-0.17000000000000004,0.7081081081081082,11.580246913580249,-1.3071798667653591,-2.6168,0.12375995101041035,0.08610147083126751,-0.03134479271991919,-0.3546798029556649,0.09654471544715436,0.008767405879319234,0.0625,-0.4254237288135593,-0.005800464037122977,-0.013157894736842146,0.1388593044180837
52,2013-12-31,0.05791310627030932,0.06706922579253828,0.049218481394303286,0.2720686580472582,0.19715808170515106,0.10446491849751947,0.12398042414355626,0.12398042414355626,0.16666666666666674,0.1325301204819278,-0.039029535864978926,-0.8081452404317959,-2.8746987951807226,-0.5823849579416129,0.045992044030298114,0.11122945830797316,0.033402922755741304,0.20610687022900764,0.7222737102255177,0.10480572597137017,0.06823529411764717,0.1312684365781711,0.05250875145857648,-0.026666666666666727,-0.16117381489841998
53,2014-03-31,-0.009487838729494212,-0.007747237941255758,-0.0286348054043154,-0.09988609480417067,0.1433234421364986,-0.015400410677618104,0.05466860183841327,0.05466860183841327,0.04081632653061229,0.06382978723404252,-0.3516282473472375,1.1023017902813301,0.4273778920308484,-2.508293838862559,-0.06631935399843714,0.0835273175407365,0.009090909090909037,0.139240506329114,-0.10170403587443956,0.017121702915317002,0.06167400881057272,0.15384615384615374,0.024759793052475887,-0.013698630136986356,0.10237582654159616
54,2014-06-30,0.09950843019249313,-0.0005091995383257331,0.03542142412289806,0.06434342451085362,0.15598235141448225,0.1385557872784151,0.4642201834862385,0.4642201834862385,0.4803921568627452,0.48,0.5846501128668171,-0.6204379562043796,0.2566411526339487,-0.8829536527886881,-0.008313804262917055,0.032730949071148714,0.05005005005005003,0.17222222222222205,-0.0934504792332268,-0.013648771610555109,0.058091286307053736,0.05197740112994365,0.07068157230436345,-0.01388888888888895,-0.06092414995640805
55,2014-09-30,0.043266619312246624,0.039941582039873635,0.0966642440039096,-0.04728370221327971,-0.4371351594072743,-0.06571265025758444,-0.3258145363408521,-0.3258145363408521,-0.3245033112582781,-0.32432432432432434,-0.10327635327635333,3.2051282051282053,-1.3862414905051952,-11.973154362416107,0.09199347324593488,0.11747430249632895,-0.012869399428026562,-0.4312796208530806,-0.04669603524229071,-0.008763837638376404,0.05490196078431375,-0.4607948442534908,-0.0016840687100033724,-0.014084507042253502,0.09154040404040398
56,2014-12-31,-0.06502192762881231,-0.12263627159606785,0.05720096896567495,0.15167514639531546,-1.7491025129637017,0.07523587795613285,0.09804832713754652,0.09804832713754652,0.11764705882352923,0.1299999999999999,0.2263701350277998,1.4413109756097562,-7.225417439703153,-5.4116207951070345,-0.3716508656224238,0.04303547963206311,0.01545147271849334,-1.7333333333333334,0.8341035120147873,0.002791996277338393,0.052044609665427455,0.0,0.0003373819163292602,0.014285714285714237,-0.23818596264416705
