,Quarter end,Assets,Current Assets,Liabilities,Current Liabilities,Shareholders equity,Revenue,Earnings,Earnings available for common stockholders,EPS basic,EPS diluted,Cash from operating activities,Cash from investing activities,Cash from financing activities,Cash change during period,Cash at end of period,Price,ROE,ROA,Book value of equity per share,P/B ratio,P/E ratio,Equity to assets ratio,Net margin,Asset turnover,Current ratio
0,1996-05-04,0.06722824941168426,0.03442766225965599,0.038878208864074,0.03919547207178487,0.08895360905802807,0.0,0.0,0.0,0.0,0.5909090909090908,-0.8675771847200419,-0.4371943812875697,-389.1401869158879,-0.9703872437357632,-0.1836051861145964,0.013594688586784807,-0.008024072216649912,-0.015274034141958603,0.08679245283018866,-0.2099173553719008,-0.10754070265638394,0.020491079314608696,0.008275862068965578,-0.012987012987012991,-0.004577114427860685
1,1996-08-31,0.06722824941168426,0.03442766225965599,0.038878208864074,0.03919547207178487,0.08895360905802807,0.0,0.0,0.0,0.0,0.5909090909090908,-0.8675771847200419,-0.4371943812875697,-389.1401869158879,-0.9703872437357632,-0.1836051861145964,0.013594688586784807,-0.008024072216649912,-0.015274034141958603,0.08679245283018866,-0.2099173553719008,-0.10754070265638394,0.020491079314608696,0.008275862068965578,-0.012987012987012991,-0.004577114427860685
2,1996-11-23,0.06808142301406095,0.10376824548154696,0.09656376666166257,-0.1170608179768241,0.04725837644498143,0.0857919587923881,0.009839117138678466,0.009839117138678466,0.0,0.5909090909090908,-0.8675771847200419,-0.4371943812875697,-389.1401869158879,-0.9703872437357632,-0.006659836065573743,-0.14036182158452915,-0.008024072216649912,-0.015274034141958603,0.046875,-0.2099173553719008,-0.10754070265638394,-0.01956032542842301,0.008275862068965578,-0.012987012987012991,0.2500999600159937
3,1997-02-15,0.05261526733774469,0.08033491104848857,0.0726248771475757,-0.059109204004923026,0.03729779103529229,-0.05470135027102052,-0.2256221198156681,-0.2256221198156681,-0.24,0.5909090909090908,-3.9566901130166765,-0.0936358605423354,1.1021164912956585,-30.153846153846153,0.1954615781330582,-0.13606676342525406,-0.008024072216649912,-0.015274034141958603,0.03316749585406309,-0.17364016736401675,-0.10754070265638394,-0.014477401129943447,0.008275862068965578,-0.012987012987012991,0.1481688789381097
4,1997-05-10,0.08454033441448973,0.1273497738280711,0.12385566384260492,0.1962219236842726,0.053419235178634894,0.1856519928923519,0.5677559764681879,0.5677559764681879,0.5789473684210527,0.5909090909090908,-2.8528774959236585,0.3644930190906501,-1.0237448884918043,-0.7335092348284961,0.04357204486626398,0.01595968080638399,-0.008024072216649912,-0.015274034141958603,0.052969502407704594,-0.01772151898734187,-0.10754070265638394,-0.02866356144750992,0.008275862068965578,-0.012987012987012991,-0.05759454000974995
5,1997-08-30,0.031188801084161444,-0.05506294710889803,-0.033110342304777274,-0.02725866671920718,0.08548975899722168,0.4836109391043981,0.7682797214931782,0.7682797214931782,0.8000000000000003,0.5909090909090908,0.918506015753484,0.8646838596124875,2.928123492522914,-1.8415841584158412,-0.035138486978090085,0.06986357999173197,-0.008024072216649912,-0.015274034141958603,0.08231707317073167,0.01804123711340222,-0.10754070265638394,0.05256362965695316,0.008275862068965578,-0.012987012987012991,-0.028598876736624312
6,1997-11-22,0.037291595564158835,0.02326778821831477,0.016938486094986605,0.017638559748300198,0.052601915164321784,-0.28647235594703224,-0.4167780871655852,-0.4167780871655852,-0.4259259259259259,0.5909090909090908,-0.5754622632287367,-0.4370790471467195,-2.6716197961439274,0.7823529411764707,-0.06491002570694082,0.15455950540958274,-0.008024072216649912,-0.015274034141958603,0.04788732394366213,0.06582278481012649,-0.10754070265638394,0.014718766427194609,0.008275862068965578,-0.012987012987012991,0.005553442373526174
7,1998-02-14,0.013572808330454931,-0.012090252132263668,-0.012508069820512556,-0.11541510892317484,0.032527041808995794,-0.10096197987779776,-0.2774576199890633,-0.2774576199890633,-0.25806451612903225,0.5909090909090908,-1.1345956286088774,-0.2152956389524392,3.6472965030855127,-2.445544554455445,0.10034364261168394,-0.06593038821954478,-0.029322548028311468,-0.015274034141958603,0.02956989247311825,-0.10926365795724467,-0.10754070265638394,0.018822310481782182,0.0,-0.013157894736842146,0.11681041004690562
8,1998-05-09,0.11605815831987075,0.0838206602920406,0.2139109922053235,0.18998233699218847,0.048045532223324194,0.22494593121033368,0.5701228386796298,0.5701228386796298,0.5217391304347825,0.5909090909090908,-13.950125016449533,2.1463366049762778,0.2078123270997012,1.4337899543378994,0.22194461794711628,0.16911501254030825,-0.015625,-0.01186131386861322,0.04699738903394257,0.1359999999999999,0.14354296687470014,-0.06101694915254219,0.0,-0.013333333333333308,-0.08921555344804223
9,1998-08-29,0.24310305208152405,0.3091732012624242,0.4666417840813661,0.3548316444466855,0.06314320614277169,0.6363504338670443,0.706766777901372,0.706766777901372,0.7428571428571429,0.0,1.2312312007153892,-0.20636903083218705,-2.062561350696944,-0.5356472795497186,0.12983472482535352,-0.009806926141587513,-0.0005291005291004902,-0.053554939981532816,0.07980049875311734,-0.05399061032863839,-0.04492023509655752,-0.14476534296028887,-0.03830369357045138,-0.013513513513513488,-0.033692822610636
10,1998-11-21,0.06991488341272722,0.018737075795146385,0.13179849189796244,-0.006333817538138442,0.0011873520130070148,-0.25962987615971866,-0.44277288378610297,-0.44277288378610297,-0.4426229508196721,-0.02857142857142847,-0.8137185693921328,0.38328824941439255,-2.8509576892283057,-0.1333333333333333,0.06469612426481675,-0.2107706592386258,-0.018528321863419798,-0.08487804878048777,0.0034642032332563573,-0.2704714640198512,-0.247912087912088,-0.06416209371042625,-0.0497866287339972,-0.041095890410958964,0.025246305418719302
11,1999-02-13,0.05240546117384026,0.006209902980700789,0.08458406348601155,-0.010549133117114915,0.012005955800960866,-0.05373334117691453,-0.29748538011695896,-0.29748538011695896,-0.2941176470588236,-0.2941176470588236,-1.007750232262481,-0.6100984046596729,-0.5078991149264658,-2.7249417249417247,-0.10481586402266284,0.2682352941176471,-0.02265372168284796,-0.09488272921108733,0.014959723820483497,0.2653061224489797,0.2437171244886032,-0.03856562922868745,-0.05988023952095811,-0.03571428571428559,0.016891891891891886
