,Assets,Current Assets,Liabilities,Current Liabilities,Shareholders equity,Revenue,Earnings,Earnings available for common stockholders,EPS basic,EPS diluted,Cash from operating activities,Cash from investing activities,Cash from financing activities,Cash change during period,Cash at end of period,Price,ROE,ROA,Book value of equity per share,P/B ratio,P/E ratio,Cumulative dividends per share,Equity to assets ratio,Net margin,Asset turnover,Current ratio
12,-0.013927576601671321,-0.01185707418682902,0.005580029368575712,0.0397643593519883,-0.052127251820620946,0.047953573610262756,0.1217948717948718,0.1217948717948718,0.13953488372093026,0.13178294573643412,0.1169102296450939,0.30000000000000004,-0.586414445399828,-0.8551401869158879,-0.03799019607843135,0.14133538326378225,0.04146208401527551,0.04249999999999998,-0.04063360881542699,0.12933753943217674,0.12394366197183104,0.03017004936917167,-0.038757396449703996,0.02375960866526894,0.011904761904761862,-0.049654031942207966
11,0.03199316778347128,0.002918761148046123,0.06269470404984423,0.23441926345609065,-0.03194500606550743,0.018653453803555875,0.01904761904761898,0.01904761904761898,0.027210884353741527,0.027397260273972712,0.16635514018691588,7.030769230769231,-0.6777546777546777,-0.3978494623655914,-0.023779193205944793,0.09006061772346774,0.02697747511786286,0.018385291766586986,-0.0208183776022971,0.13547486033519562,0.057644110275689275,0.029286474973375887,-0.06186518928901197,0.0020477815699659896,0.0235294117647058,-0.18756296364135916
10,-0.03233815010503538,-0.010024252223120422,0.002381824844265301,-0.20826161790017217,-0.11152882205513781,-0.02746781115879826,-0.0523364485981308,-0.0523364485981308,-0.03311258278145701,-0.033333333333333326,0.0641025641025641,-1.2011494252873562,1.9419354838709677,-4.089285714285714,0.07525010874293181,0.05702180245387933,0.08084672277480243,0.03767660910518056,-0.09970674486803532,0.07995079950799489,0.035545023696682554,0.03362648732540108,-0.08169291338582685,0.019073569482288777,0.011494252873563315,0.2504227257355429
9,0.02157752779422406,0.050138820839457754,0.008133796380917602,0.04166666666666674,0.056182416549130254,0.02118270079435125,0.05719921104536496,0.05719921104536496,0.06164383561643838,0.0620689655172415,-0.30271084337349397,-1.5428571428571427,-0.013157894736842146,-0.8786127167630058,0.008495145631068013,0.06931106471816295,0.0740915526191599,0.03177004538577899,0.059446254071661375,0.1879271070615034,0.027917620137299703,0.03253253253253252,0.033583422650946826,0.018716577540107027,0.011363636363636465,0.008113590263691517
8,0.02530748921372905,0.021772939346811793,0.010606472667935796,-0.017043478260869604,0.06187402626307592,0.03687698069720535,0.0951492537313432,0.0951492537313432,0.09677419354838701,0.09740259740259738,0.002159827213822796,0.14035087719298245,-0.046666666666666634,-0.8571428571428572,0.001203369434416457,0.09511909410386554,0.039323374340949124,0.01832844574780057,0.06533435818601063,0.033557046979865834,0.04942119323241312,0.03150751333010193,0.035603180089871955,0.017060367454068137,0.011235955056179803,0.03948133243907903
7,0.02462002261022489,0.05205479452054784,0.012558306422676635,0.014508138711960328,0.052819115489415314,0.004445679355376431,0.09028960817717202,0.09028960817717202,0.09411764705882364,0.09467455621301779,0.6810344827586208,0.10769230769230775,0.06060606060606055,95.33333333333333,0.11578525641025639,0.010340155458889111,0.03508771929824572,0.0381569474442045,0.05772005772005784,-0.051948051948051854,-0.027153160797624087,0.03054511278195471,0.027703604806408544,0.040000000000000036,-0.011111111111111072,0.037035443909153365
6,0.028564423194801902,0.05295138888888884,0.07999645641389086,0.06487617718869898,-0.08719888512840934,0.003872752420470249,-1.11875,-1.11875,-1.118279569892473,-1.1189189189189188,-0.10897435897435892,-0.20833333333333337,-0.25274725274725274,0.0692041522491349,0.11095152603231595,0.12097684923771879,-0.269756994078007,-0.2753120665742025,-0.08458390177353348,0.0596868884540116,0.06061927605756656,0.035567715458276306,-0.11269892822344918,-0.2686104218362283,0.0,-0.011199137251648672
5,-0.0367699642431466,-0.11747732893652107,-0.015667295545894522,-0.04192597445135937,-0.09291166848418753,0.03168917057040499,-9.578947368421053,-9.578947368421053,-9.727272727272727,-9.636363636363637,-0.22589928057553954,0.5614035087719298,3.7294117647058824,-4.73462783171521,-0.37297996121525534,0.045649162573983215,0.08780760626398232,0.058373205741626855,-0.08494783904619974,0.14219759926131115,0.405016447368421,0.034346103038308984,-0.05819912152269413,0.04834605597964381,0.011235955056179803,-0.07886236838793581
4,-0.03959660954030808,-0.04732990814261251,-0.022083333333333344,0.21264957264957274,-0.08992546285164704,0.023237179487179516,0.021472392638036908,0.021472392638036908,0.03125,0.03684210526315801,0.15241635687732336,-0.1460674157303371,-0.5186567164179104,-0.7296360485268631,-0.16082474226804122,-0.10531703498524703,0.1025706940874036,0.05063291139240511,-0.08061889250814336,-0.021827000808407382,-0.16710564822944107,0.033205619412516096,-0.05246793626117363,0.027508090614886793,0.022222222222222143,-0.2143995628216221
3,-0.013141789602525322,-0.029253145938878955,0.0032381763953983622,0.03270369326191158,-0.06420079260237777,-0.05690420255807882,-0.042042042042042094,-0.042042042042042094,-0.03535353535353536,-0.035532994923857864,0.3612903225806452,0.2236842105263157,-0.01679586563307489,-0.875,-0.023955773955773974,-0.045564678960829275,0.09093028678013515,0.014629948364888179,-0.05403011514614697,0.0380165289256198,-0.09416725228390721,0.03213844252163178,-0.05168170631665303,-0.0007874015748030594,0.010869565217391353,-0.05999652194075711
2,-0.029310007180625375,-0.027272727272727226,-0.013675358871995225,-0.033033033033033066,-0.08130999435347264,-0.00913368391918079,-0.048589341692789945,-0.048589341692789945,-0.036649214659685736,-0.03684210526315779,-0.041469194312796165,-0.27956989247311825,0.0788436268068331,1.1794871794871793,-0.05349276274386405,-0.07347859812425084,0.4864287240863434,0.40542832909245097,-0.07116104868913853,-0.0207006369426751,-0.08184639255236614,0.03992015968063867,-0.05363321799307952,0.3680063041765169,0.021505376344086002,0.005981746423285639
1,0.03066577000672499,0.051401869158878455,0.044264553909748594,0.11829474872953138,-0.0178242163491088,-0.007821229050279377,-0.016474464579901205,-0.016474464579901205,-0.010869565217391353,-0.010928961748633892,-0.23856613102595803,0.07462686567164178,-0.6406820950060901,-3.9529411764705884,0.1668882978723405,0.02572494101529821,0.04701653486700219,-0.007845503922751962,-0.011088709677419262,0.10487804878048768,-0.25095057034220536,0.03838771593090207,-0.04707495429616093,-0.008640552995391682,0.010526315789473717,-0.05982958376754732
