,Assets,Current Assets,Liabilities,Current Liabilities,Shareholders equity,Revenue,Earnings,Earnings available for common stockholders,EPS basic,EPS diluted,Cash from operating activities,Cash from investing activities,Cash from financing activities,Cash change during period,Cash at end of period,Price,ROE,ROA,Book value of equity per share,P/B ratio,P/E ratio,Cumulative dividends per share,Equity to assets ratio,Net margin,Asset turnover,Current ratio
22,0.023217890976859668,0.008029647930821504,0.01436239663426675,0.047953573610262756,0.05928698050029535,-0.056959314775160585,-0.6038647342995169,-0.6038647342995169,-0.6363636363636364,-0.5909090909090909,-0.17111459968602827,0.507177033492823,-0.3616352201257862,-0.9090909090909091,0.1832061068702291,-0.13850063532401524,-0.12035010940919033,-0.07630522088353409,0.05730129390018468,-0.17903930131004375,-0.06309148264984232,0.03418803418803429,0.035514967021816446,-0.0786516853932584,0.0,-0.038119312436804886
21,-0.014494953327768068,0.04227941176470584,-0.01501716247139584,-0.07024191197901486,-0.012458162885831126,-0.04722979109900094,-0.4390243902439024,-0.4390243902439024,-0.375,-0.4444444444444444,-1.3428030303030303,-0.584126984126984,-2.320197044334975,-5.7,-0.3032258064516129,0.07128810226155347,-0.13349917081260365,-0.09999999999999998,-0.013111888111888126,0.010638297872340496,0.15555555555555567,0.03305785123966953,0.001959823615874434,-0.0945121951219513,0.0,0.12109744560075675
20,0.0005775450485137057,0.14138741916519693,-0.005566042301921481,0.037931034482758585,0.024477499529278912,0.2221163012392755,6.239130434782608,6.239130434782608,6.1,5.999999999999999,-3.845303867403315,0.3435114503816794,-1.9925373134328357,-2.382978723404255,0.6018518518518519,-0.03854979348324916,0.20574162679425845,0.24154589371980673,0.023029229406554608,-0.021052631578947323,0.061771561771561734,0.03200000000000003,0.023960880195599055,0.2222222222222221,0.014285714285714235,0.09967182372245675
19,-0.003963520221649253,-0.046870976049446345,-0.0192251533145138,0.11507097553609191,0.0536666054034185,-0.0454368174726989,-0.42342342342342343,-0.42342342342342343,-0.4225352112676056,-0.4285714285714285,0.5747572815533981,0.19886363636363646,0.7105263157894737,1.1076923076923078,0.7919075144508672,0.02482100238663487,-0.051587301587301626,-0.023346303501945553,0.04848484848484835,0.0,-0.17014270032930845,0.03100775193798455,0.05778414517669539,-0.03305785123966942,0.0,-0.14529331514324706
18,-0.020360067995673026,-0.08268035666036211,-0.021686268671529896,0.041711809317443116,-0.015698587127158548,-0.08335035750766084,-1.296875,-1.296875,-1.3170731707317074,-1.325,-0.4007398273736128,0.6492890995260663,-0.22857142857142854,-2.4817518248175183,-0.6548387096774193,-0.0908244061481136,-0.2225941422594142,-0.2071713147410359,-0.01734104046242768,-0.13440860215053763,-0.06481481481481477,0.03007518796992481,0.004514672686230181,-0.2165242165242165,0.028169014084507005,-0.119413407821229
17,0.01214654730449194,0.0698085419734904,0.013543674546008022,-0.007540301612064537,0.0072656388445861975,-0.03432137285491421,-1.280701754385965,-1.280701754385965,-1.2307692307692308,-1.2307692307692308,-1.0246913580246915,-0.13793103448275867,-1.9458689458689458,-1.0935960591133005,0.17757009345794383,0.021516393442623016,-0.0742734122712595,-0.055276381909547756,0.007563025210084007,0.04347826086956519,0.31824611032531824,0.029197080291970767,-0.004494382022471877,-0.06545454545454543,0.0,0.07794267588082016
16,0.0419637638807715,0.18667400881057272,0.029878384465241936,0.02777050039297868,0.08444757213230125,0.2617124394184167,20.1875,20.1875,22.666666666666668,22.666666666666668,-17.75,-0.31999999999999995,-0.9036144578313253,0.8421052631578947,0.2777777777777777,-0.0025075225677031465,-0.018604651162790642,0.005319148936170137,0.08173477898248538,-0.011904761904761862,0.06706008583690992,0.042553191489361764,0.040632054176072296,-0.0077821011673152585,0.013698630136986356,0.15459800315291639
15,-0.02131478573031187,-0.12598607888631086,-0.03960540382933231,-0.09686464440479226,0.03974691758598303,-0.047740991402963284,-0.37168141592920356,-0.37168141592920356,-0.3661971830985915,-0.380281690140845,2.6616915422885574,0.019607843137254832,-18.78125,-2.1714285714285717,-0.25465838509316774,0.06938159879336347,0.013033175355450233,0.042328042328042326,0.03392444101773329,-0.012048192771084376,0.05882352941176472,0.04081632653061229,0.062472885032538006,0.027450980392156987,0.013513513513513598,-0.03222282905516116
14,-0.11260125324774573,-0.020175205734005885,-0.05383798006375551,0.07761783799040356,-0.2938055858948354,-0.0783711102573953,-9.032863849765258,-9.032863849765258,-8.955555555555556,-9.136363636363637,-0.09646739130434778,0.15384615384615374,-0.35676625659050965,-2.5609756097560976,0.5333333333333334,-0.03949224259520445,-3.3473684210526313,-3.2791878172588835,-0.2967934377330351,-0.07317073170731703,-0.07597340930674257,0.013071895424836555,-0.20416496529195594,0.0,0.040000000000000036,-0.09076373212942057
13,0.000688912809472475,0.03494987808182071,0.0003208727739452133,-0.027763226820324727,0.002209456473707405,-0.04814506044185074,-1.0087668030391583,-1.0087668030391583,-1.0083798882681565,-1.0083798882681565,-1.1007518796992481,-0.1958333333333333,-1.505464480874317,-2.15625,-0.40217391304347827,0.004405286343612369,0.053811659192825045,0.024498886414253906,0.0,0.4342105263157896,0.0,0.03870967741935494,0.001539250897896416,0.0,0.03846153846153855,0.06454949829316226
12,0.04444731293834181,0.21832460732984282,0.032665062817428536,0.12742456896551735,0.09303350970017643,0.2404204072695424,17.0,17.0,17.666666666666668,17.666666666666668,-7.537313432835821,0.041450777202072464,-1.9297297297297298,-1.9054054054054053,0.6090909090909091,0.08528265107212474,0.1229314420803782,0.08913043478260874,0.088016967126193,0.08256880733944949,0.0,0.03726708074534146,0.04661885245901631,0.0,0.03703703703703698,0.08065299776503765
11,-0.005479113454725182,-0.08594757198109149,-0.029250362393870355,-0.03847072879330948,0.08713190802743043,-0.04589585172109445,-0.007407407407407418,-0.007407407407407418,0.0,-0.017857142857142905,0.31278538812785395,-0.04477611940298509,1.5116279069767442,-1.7014925373134329,-0.2655367231638418,0.05343511450381677,0.004631578947368542,-0.025948103792415078,0.08284600389863539,-0.029661016949152463,0.0,0.03592814371257491,0.09300048947626038,0.0,0.023809523809523725,-0.049366064202859605
