,Assets,Current Assets,Liabilities,Current Liabilities,Shareholders equity,Revenue,Earnings,Earnings available for common stockholders,EPS basic,EPS diluted,Cash from operating activities,Cash from investing activities,Cash from financing activities,Cash change during period,Cash at end of period,Price,ROE,ROA,Book value of equity per share,P/B ratio,P/E ratio,Cumulative dividends per share,Equity to assets ratio,Net margin,Asset turnover,Current ratio
102,0.040164484580115456,0.06430289774506548,0.051444593441423825,0.061037295762238486,0.03495787791762428,0.08803472406065382,0.01892243247147185,0.01892243247147185,0.024691358024691246,0.034482758620689724,-0.9934281375120806,0.2399026512013256,-5.141163184641446,-1.1471095772217428,4.506220839813375,0.12261089073205911,0.018239492466296525,0.020606060606060517,0.034445640473627526,-0.005970149253731294,-0.042464612822647796,inf,-0.00496930722011113,0.007092198581560405,0.00990099009900991,0.003054989816700493
101,0.040164484580115456,0.06430289774506548,0.051444593441423825,0.061037295762238486,0.03495787791762428,0.08803472406065382,0.01892243247147185,0.01892243247147185,0.024691358024691246,0.034482758620689724,-0.9934281375120806,0.2399026512013256,-5.141163184641446,-1.1471095772217428,4.506220839813375,0.12261089073205911,0.018239492466296525,0.020606060606060517,0.034445640473627526,-0.005970149253731294,-0.042464612822647796,inf,-0.00496930722011113,0.007092198581560405,0.00990099009900991,0.003054989816700493
100,0.04703004349990958,0.06995301416417665,0.07593984140005472,0.0877088924806122,0.03347346004234586,0.08803472406065382,0.01892243247147185,0.01892243247147185,0.024691358024691246,0.034482758620689724,-0.9934281375120806,0.2399026512013256,-5.141163184641446,-1.1471095772217428,-0.12039259991526619,0.027947317699967833,0.018239492466296525,0.020606060606060517,0.0332986472424559,-0.005970149253731294,-0.042464612822647796,1.1111111111111112,-0.012925969447708408,0.007092198581560405,0.00990099009900991,-0.016289801568989293
99,0.020911063948424014,0.021693691850023233,-0.003590605868993735,-0.001726786087557164,0.032872671254428276,0.013982101452858275,0.017035251866553303,0.017035251866553303,0.012048192771084265,0.034482758620689724,284.35714285714283,0.19001879306744618,-2.808881010817198,-0.7777126099706745,-0.030424660833266448,-0.03125,0.018239492466296525,0.020606060606060517,0.03222557905337364,-0.06306306306306309,-0.042464612822647796,0.5263157894736841,0.011607142857142705,0.007092198581560405,0.00990099009900991,0.023455458085096526
98,0.002676633648100779,0.005314265684073449,0.024227002915892193,0.044807949672708736,-0.007472748397289619,-0.013405620428589726,-0.9775351376466489,-0.9775351376466489,-0.9761904761904762,0.034482758620689724,0.28121917102260174,0.6238638357606598,-0.05706173521947788,-9.480211081794195,0.26610365954628246,-0.10580645161290325,0.018239492466296525,0.020606060606060517,-0.007804878048780495,-0.13461538461538458,-0.042464612822647796,0.3448275862068968,-0.010150044130626479,0.007092198581560405,0.00990099009900991,-0.037814548288032324
97,0.024549910702126976,0.0356624735639437,0.0011754252449467373,0.003576944609640309,0.035909973325070954,0.049390455652771115,47.46845915201654,47.46845915201654,45.0,0.034482758620689724,-0.9171167858045832,-0.518542531120332,-1.3692709443615434,-1.3758556316116988,-0.07899555323044727,0.08333333333333348,0.018239492466296525,0.020606060606060517,0.03539823008849563,0.09259259259259256,-0.042464612822647796,0.2564102564102564,0.011145786892554632,0.007092198581560405,0.00990099009900991,0.031964557926829285
96,0.06876749284069428,0.09577239552229844,0.15828119776493632,0.1734430520976007,0.02672229839806417,0.008292979783770305,-0.157566835221575,-0.157566835221575,-0.16304347826086962,0.034482758620689724,-7.325291181364393,0.4209982942813537,4.7317073170731705,-2.7839403973509933,0.15301050837830155,-0.0006660006660006434,-0.04283489096573201,0.020606060606060517,0.026590693257360076,-0.03389830508474578,-0.042464612822647796,0.22448979591836737,-0.03938859494415059,-0.03521126760563387,-0.014705882352941346,-0.06619581775377381
95,0.008335906878714994,0.00462420240052519,-0.040726500572088264,-0.0473254568560314,0.034333712947765216,0.04479925459547296,0.24442812278391246,0.24442812278391246,0.24675324675324672,0.034482758620689724,-2.2710114428515062,-0.2057680765707427,-1.3297494649376809,2.0839907192575406,0.4092616540427365,-0.02232589136954355,0.02359641985353944,0.020606060606060517,0.033302497687326404,-0.0491228070175439,0.00043478260869567187,0.19999999999999996,0.02585679314565481,0.024330900243308973,-0.004975124378109319,0.054525680953087186
94,-0.014945974495004677,-0.032759265681276406,-0.1222088500139692,-0.1376217687708854,0.03776718494487752,-0.05101516183645638,0.04155897018418653,0.04155897018418653,0.03125,0.034482758620689724,0.8404304858488125,0.09616990812552206,2.4580788026878437,-2.719079145350587,-0.4992353069696308,0.07361963190184051,0.32352941176470607,0.33966745843230406,0.035810205908684,0.040590405904058935,0.02564102564102555,0.15277777777777768,0.05354213273676378,0.3539192399049882,-0.010000000000000009,0.12160135008438022
93,0.0031367512099795825,0.013462443302655558,-0.0706888320336887,-0.07417097465641154,0.03382469305212665,0.04468746668121337,-0.020575649217421943,-0.020575649217421943,-0.010101010101010055,0.034482758620689724,-0.29906288070471376,-0.5905083269837814,-0.6536092035241902,-3.8128665207877463,2.804275741710297,0.06158730158730141,-0.01501501501501501,0.0026595744680852906,0.03370786516853941,0.024822695035461084,-0.22161016949152545,0.14457831325301207,0.0305775764439411,0.0052631578947368585,-0.005050505050505083,0.09466688957619329
