Quarter end,Assets,Current Assets,Liabilities,Current Liabilities,Shareholders equity,Revenue,Earnings,Earnings available for common stockholders,EPS basic,EPS diluted,Cash from operating activities,Cash from investing activities,Cash from financing activities,Cash change during period,Cash at end of period,Price,ROE,ROA,Book value of equity per share,P/B ratio,P/E ratio,Cumulative dividends per share,Equity to assets ratio,Net margin,Asset turnover,Current ratio
1993-12-31,-0.0013616446209918642,0.2001862197392923,0.0003186357992814859,-0.856159669649002,-0.024313372354795137,0.058437433834427344,-3.7850746268656716,-3.7850746268656716,-3.3333333333333335,-0.8231511254019293,-0.39202453987730057,-8.444444444444445,-72.8,0.17841601392515227,0.20329087048832273,-0.18604651162790697,-0.03894472361809054,-1.4297872340425533,-0.0227790432801821,0.085427135678392,-0.0049261083743842304,inf,-0.02346041055718462,1.775,0.08333333333333348,7.3433441558441555
1994-03-31,-0.0013616446209918642,0.2001862197392923,0.0003186357992814859,-0.856159669649002,-0.024313372354795137,0.058437433834427344,-3.7850746268656716,-3.7850746268656716,-3.3333333333333335,-0.8231511254019293,-0.39202453987730057,-8.444444444444445,-72.8,0.17841601392515227,0.20329087048832273,-0.18604651162790697,-0.03894472361809054,-1.4297872340425533,-0.0227790432801821,0.085427135678392,-0.0049261083743842304,inf,-0.02346041055718462,1.775,0.08333333333333348,7.3433441558441555
1994-06-30,-0.014055339696339098,0.2001862197392923,-0.020182992465016092,-0.856159669649002,0.07175819104753112,0.058437433834427344,-3.7850746268656716,-3.7850746268656716,-3.3333333333333335,-0.8231511254019293,-0.39202453987730057,-8.444444444444445,-72.8,0.17841601392515227,0.19908836935744745,0.05714285714285716,-0.03894472361809054,-1.4297872340425533,0.06993006993006978,0.085427135678392,-0.0049261083743842304,inf,0.08708708708708701,1.775,0.08333333333333348,7.3433441558441555
1994-09-30,-0.03223391423699207,0.2001862197392923,-0.019533767915295708,-0.856159669649002,-0.19483315392895584,-0.010935520437420854,-3.909967845659164,-3.909967845659164,-4.142857142857142,-0.8231511254019293,3.7921291624621594,-0.6374905135340247,1.1370473537604457,-2.1004431314623337,-0.18270999386879216,0.3513513513513513,-0.03894472361809054,-1.4297872340425533,-0.1938997821350762,0.2592592592592593,-0.0049261083743842304,inf,-0.16712707182320452,1.775,0.08333333333333348,7.3433441558441555
1994-12-31,-0.011759712910434983,0.2001862197392923,0.0018465162013217018,-0.856159669649002,-0.22388591800356505,-0.12360951931504083,-0.062246777163904254,-0.062246777163904254,-0.045454545454545525,-0.8231511254019293,-0.6793009054537797,-1.2554082344731332,-0.6406412930135558,0.0738255033557047,-0.24006001500375096,-0.040000000000000036,-0.03894472361809054,-1.4297872340425533,-0.22432432432432436,0.19117647058823528,-0.0049261083743842304,inf,-0.21558872305140964,1.775,0.08333333333333348,7.3433441558441555
1995-03-31,-0.9484982740344106,0.2001862197392923,-0.9901966938093092,-0.856159669649002,-0.10932475884244375,-0.7420670025770222,-1.1366849960722702,-1.1366849960722702,-1.1428571428571428,-0.8231511254019293,-0.9927774130006566,12.868852459016393,-1.0,2.165625,-1.0,0.10416666666666674,-0.03894472361809054,-1.4297872340425533,-0.10801393728222997,0.4259259259259258,-0.0049261083743842304,inf,16.308668076109935,1.775,0.08333333333333348,7.3433441558441555
1995-06-30,29.65305045387376,0.2001862197392923,127.21245634458674,-0.856159669649002,1.2956420835482207,4.611392782582762,1.8103448275862069,1.8103448275862069,15.0,-0.8231511254019293,98.81818181818181,0.5384160756501182,inf,-3.0341559723593288,inf,0.15094339622641506,-0.0954248366013073,-1.4297872340425533,-0.6640625,0.2900432900432901,-0.0049261083743842304,inf,-0.9251251984854036,1.775,-0.07692307692307698,7.3433441558441555
1995-09-30,0.4020151029417336,0.2001862197392923,-0.6082290290508423,-0.856159669649002,11.598483572030329,0.1262024980069094,2.5470347648261757,2.5470347648261757,-0.47916666666666663,-0.8231511254019293,13.768670309653917,13.875016007171213,5.334489244151875,-0.23983305833252455,0.7601669416674754,0.15344262295081967,-1.1005780346820808,-1.4297872340425533,11.593023255813954,2.4312080536912752,-0.0049261083743842304,inf,7.986949429037519,1.775,-0.1499999999999999,7.3433441558441555
1995-12-31,0.12977612948385753,0.2001862197392923,0.7589779245610986,-0.856159669649002,-0.0394443552845094,0.7697680454942306,0.20351686364946664,0.20351686364946664,0.24,-0.8231511254019293,-1.0563640848544646,-0.5441506900024966,-0.5818881929946649,-2.1239785495403476,-0.48541494347945957,0.07788516202387719,1.2155172413793105,2.03960396039604,-0.04062788550323171,-0.9144254278728606,-0.0049261083743842304,inf,-0.14975494645126153,1.775,0.07843137254901977,7.3433441558441555
1996-03-31,0.2284855889424644,0.2001862197392923,0.722084972099795,-0.856159669649002,-0.015491859580076817,-0.26820975720323725,-0.02035928143712573,-0.02035928143712573,-0.032258064516129115,-0.8231511254019293,-17.728665207877462,0.8893127608543747,1.1318405752074918,-2.285243666931728,1.2123874839262752,0.13185654008438807,-0.015564202334630406,-0.039087947882736285,-0.1385948026948991,0.18285714285714283,-0.0049261083743842304,1.032258064516129,-0.19854824935952176,0.09189189189189184,-0.10909090909090913,7.3433441558441555
1996-06-30,0.20952723077140867,0.2001862197392923,0.19564493854175824,-0.856159669649002,0.26784047518031406,0.3027603170265101,1.3466992665036677,1.3466992665036677,1.0666666666666669,-0.8231511254019293,-0.5591890124264225,0.08877360282284275,0.034861812314578744,-1.2446526427435036,-0.13406955342439209,0.09319664492078283,0.22134387351778662,0.36610169491525446,-0.22346368715083786,0.2657004830917875,-0.0049261083743842304,0.49206349206349187,0.048215237080447615,0.44389438943894377,-0.061224489795918324,7.3433441558441555
