,Assets,Liabilities,Shareholders equity,Revenue,Earnings,Earnings available for common stockholders,EPS basic,EPS diluted,Cash from operating activities,Cash from investing activities,Cash from financing activities,Cash change during period,Cash at end of period,Price,ROE,ROA,Book value of equity per share,P/B ratio,P/E ratio,Equity to assets ratio,Net margin,Asset turnover
61,0.018188441883549844,0.00792915782676884,0.11687251561612721,-0.06401944894651534,-0.061813186813186816,-0.1062124248496994,-0.30000000000000004,-0.31999999999999995,0.17813383600377009,0.20114805070557273,-5.970588235294118,-0.4170657379190248,-0.18694555220965248,0.1128230616302186,0.01564380264741283,0.02857142857142847,0.15871369294605797,-0.2068965517241378,0.08746618575293064,0.13798449612403108,0.1132075471698113,0.0
60,0.018188441883549844,0.00792915782676884,0.11687251561612721,-0.06401944894651534,-0.061813186813186816,-0.1062124248496994,-0.30000000000000004,-0.31999999999999995,0.17813383600377009,0.20114805070557273,-5.970588235294118,-0.4170657379190248,-0.18694555220965248,0.1128230616302186,0.01564380264741283,0.02857142857142847,0.15871369294605797,-0.2068965517241378,0.08746618575293064,0.13798449612403108,0.1132075471698113,0.0
59,-0.017351457279504157,-0.020367970597494622,0.008834090692427576,-0.06401944894651534,-0.061813186813186816,-0.1062124248496994,-0.30000000000000004,-0.31999999999999995,0.17813383600377009,0.20114805070557273,-5.970588235294118,-0.4170657379190248,-0.13403403403403402,-0.08217954443948194,0.01564380264741283,0.02857142857142847,-0.25559534467323186,-0.2068965517241378,0.08746618575293064,0.14032697547683903,0.1132075471698113,0.0
58,0.03308758438920756,0.016307312880684544,0.17453617664661225,0.028282828282828243,-0.014641288433382083,0.2982062780269059,0.08571428571428585,0.0588235294117645,0.2447999999999999,-0.799084030266826,-0.978021978021978,-2.5899925317401045,0.24609871691133978,-0.13673965936739674,0.01564380264741283,0.02857142857142847,0.2176788935658449,0.16304347826086962,0.08746618575293064,0.18279569892473124,0.1132075471698113,0.0
57,-0.00551959180242001,-0.012651944671181803,0.04650289637416871,0.039386284965852836,0.2838038632986628,0.3281519861830742,0.3421052631578947,0.5833333333333333,-0.11889460154241649,3.3022794846382553,-55.42307692307692,-2.4156881164866135,-0.2795918367346939,0.02367531003382206,0.01564380264741283,0.02857142857142847,0.057283950617283974,-0.15887850467289721,0.08746618575293064,0.06262626262626259,0.1132075471698113,0.0
56,-0.0017492806164750574,0.001992306345961259,-0.027497309210189114,-0.056705670567056665,-0.0532407407407407,-0.05981794538361507,-0.05882352941176472,-0.22807017543859642,0.08570386579139311,0.6581432849573832,-0.5257950530035336,0.6230922362309224,-0.6299253154777233,0.08094713656387653,0.01564380264741283,0.02857142857142847,-0.03316207379729108,0.022222222222222143,0.08746618575293064,-0.03136882129277563,0.1132075471698113,0.0
55,0.012399964822794818,-0.0007024246658837718,0.10529921737068171,0.036927480916030486,0.07701711491442542,0.08713692946058083,0.08333333333333348,0.09090909090909083,0.20322472287537785,-1.2038066129480411,-0.7317436661698957,-1.9952984464431727,1.694154488517745,0.05094243504839535,0.04620853080568721,0.02857142857142847,0.1280193236714977,0.08695652173913038,0.08746618575293064,0.11383709519136409,0.12203389830508482,0.0
54,-0.008712325946516386,-0.001134339238095916,-0.05728930742639171,0.024661820189564754,-0.1157775255391601,-0.1297709923664122,-0.13461538461538458,-0.125,-0.2931323283082077,-3.341513292433538,26.5,-2.202094886013555,-0.7559085625726463,0.041686863790596274,0.01812004530011313,0.02857142857142847,-0.06980728051391871,-0.07999999999999996,-0.036484245439469376,-0.05991189427312771,0.025679758308157163,0.0
53,0.02420192395071985,0.006705786859487528,0.14303778261089484,-0.03161203412662772,-0.010269576379974277,-0.011695906432748537,0.0,0.0,-0.0007898894154818592,0.8459970887918487,-1.8684848484848486,-1.0833760464718947,0.2582010582010581,0.008841321544904579,-0.0745272525027808,-0.02777777777777779,0.17034990791896876,0.08695652173913038,-0.023235800344234003,0.14432989690721643,-0.02356406480117823,0.0
52,-0.005894040364670006,0.0018677762367083073,-0.052325324129386286,0.04024853936752293,-0.16212710765239946,-0.1849112426035503,-0.20000000000000007,-0.16666666666666674,-0.18181818181818177,-0.6235609525311465,-1.240055826936497,-3.764344262295082,-0.5672834314550042,0.13238007380073813,-0.09254807692307687,-0.05714285714285716,-0.0613690007867822,-0.030000000000000027,0.2290748898678414,-0.05651105651105659,-0.07541478129713419,0.0
51,0.005734540806405786,0.006150324867099766,0.0031050825298251095,-0.03352054916644376,-1.3452012383900929,-1.5771324863883849,-1.5833333333333335,-1.6,0.2763285024154589,-0.4084625052366988,-0.8091085271317829,-1.765752409191994,1.0038872691933918,-0.02525458248472512,-0.41324503311258276,-0.36363636363636365,0.0037720033528918506,0.030927835051546504,0.027240143369175795,-0.0017361111111110494,-0.4094616639477977,0.0
50,0.023929359263673122,0.012434598196267688,0.09684401619885485,0.03154690526704185,-3.1704035874439462,-2.2232704402515724,-2.238095238095238,-2.238095238095238,-0.2903103709311128,1.145184135977337,-8.406091370558375,-0.7047434656340755,0.14791464597478177,-0.09360635185959043,-0.2257336343115125,-0.15873015873015872,0.11148225469728601,-0.08999999999999997,0.5443126308443824,0.08869565217391306,-0.18508287292817693,0.0
49,0.012725111588487659,0.014883940058347145,8.487703439641336e-05,0.022355360815523584,-0.8801652892561983,-1.095115681233933,-1.0769230769230769,-1.0769230769230769,0.45333333333333337,0.2162429844833278,0.6799177518848527,3.891803278688524,0.6303337558090409,-0.06177962194559705,-0.5539358600583091,-0.4339622641509434,0.0067618332081142984,-0.1648351648351648,0.12155445097153184,-0.012779552715655007,-0.5559322033898304,0.0
48,0.013353791419218553,0.015212003913698702,0.002312702891939411,-0.02519023878247184,0.7931034482758621,-1.2432432432432432,-1.5,-1.5,-0.6686238532110091,-0.018729641693811083,-0.35903712770297835,-1.7647453083109919,-0.29567245400362785,-0.09041769041769043,-0.9281045751633987,-0.5666666666666667,0.0033582089552239847,-0.0921052631578948,0.9625302175664787,-0.010517799352750767,-0.9236641221374046,0.0
47,0.008556985238672654,0.022243951854014288,-0.07381456392887387,0.049080305069537866,-6.759615384615385,-72.66666666666667,-39.0,-39.0,1.6223698781838318,-0.13139695712309818,1.0872056015276894,-3.1971954425942157,0.9223693892568066,0.03997839005942727,-7.2727272727272725,-0.9230769230769231,-0.13759761993306063,0.04347826086956519,8.879901457606241,0.06950122649223212,0.0,0.0
46,0.0814554741775051,0.09618203464246156,-0.016364592142253054,0.0051317139924735855,-0.10350584307178634,-0.16744186046511633,-0.23684210526315796,-0.23684210526315796,-0.061233108108108114,-0.05318471337579622,-1.1683440073193045,-1.5193458316713202,-0.2491866028708134,-0.11012987012987019,3.1739130434782608,-29.999999999999996,-0.00431220353600692,0.0277777777777779,0.0,-0.0902140672782874,0.0,0.0
45,-0.07319366399716831,-0.08095323295006895,-0.01575388619095197,-0.05258679373723618,0.4283054003724396,0.4283054003724396,0.4137931034482758,0.4137931034482758,-0.3076923076923077,-0.4756138580558359,-1.3115942028985508,-1.1167434715821813,0.03874585776191686,-0.17338003502626964,0.5868055555555556,0.8275862068965518,-0.006496318752706731,-0.17567567567567566,0.0,0.06218487394957983,0.0,-0.07142857142857151
44,-0.007435521023547831,0.001605251563412624,-0.06992610779291297,0.023262080114963224,-0.924380704041721,-0.924380704041721,-0.926829268292683,-0.926829268292683,1.9805068226120857,0.676074406670943,-4.203488372093023,8.361842105263158,0.3492024539877301,-0.2457627118644068,0.04157549234135671,0.09433962264150941,-0.06974716652136015,-0.2295081967213115,0.0,-0.06329113924050633,0.0,0.0
43,-0.017573709778269442,-0.0009206878561272003,-0.14153361931111508,-0.1220925129465461,82.98275862068965,82.98275862068965,87.00000000000001,87.00000000000001,-0.45301940265969043,0.995790279372369,-1.2921960072595282,-2.788475052705552,-0.46289559839941796,0.028089887640449396,2.302521008403361,2.1724137931034484,-0.14198687910028118,0.08510638297872353,0.0,-0.12584459459459463,0.0,0.0
42,-0.01894984853584647,0.002006901282983309,-0.20049673279914848,-0.04389122175564886,-0.6263600903305275,-0.6263600903305275,-0.6287878787878788,-0.6287878787878788,-0.7333599043443604,-0.7911792905081496,5.149068322981367,-1.223968565815324,0.19302404334575018,-0.3979963570127505,0.3409669211195927,0.24456521739130443,-0.20043691971600208,-0.2941176470588236,0.0,-0.1855072463768116,0.0,0.0
