,Assets,Current Assets,Liabilities,Current Liabilities,Shareholders equity,Revenue,Earnings,Earnings available for common stockholders,EPS basic,EPS diluted,Cash from operating activities,Cash from investing activities,Cash from financing activities,Cash change during period,Cash at end of period,Price,ROE,ROA,Book value of equity per share,P/B ratio,P/E ratio,Cumulative dividends per share,Equity to assets ratio,Net margin,Asset turnover,Current ratio
63,0.005944861410418278,0.112999150382328,-0.01279432319105478,-0.011084718923198733,0.04761904761904767,0.2408088235294117,1.5,1.5,1.4999999999999996,1.4999999999999996,1.0686274509803924,-0.3475935828877005,0.43333333333333335,-0.9948186528497409,-0.00990099009900991,0.0016393442622950616,0.06448508180943202,0.035608308605341144,0.04380132968322248,-0.005952380952380931,0.04521276595744683,0.045746962115797096,0.041639557579700615,0.05186533212010924,-0.032258064516129115,0.12544264406052164
62,0.05141464135332785,0.005343511450381699,0.07351339577434102,0.1665332265812649,0.00461467466543608,-0.22444444444444445,-0.8618181818181818,-0.8618181818181818,-0.8588235294117648,-0.8588235294117648,-0.5758293838862559,0.9918032786885247,-1.2491694352159468,-12.0,0.1100000000000001,0.037175590367079625,0.11934900542495464,0.09455587392550147,0.008992131884600907,-0.005988023952095856,0.011450381679389388,0.04374572795625409,-0.04465958775765144,-0.012975778546712835,0.13333333333333353,-0.13815789473684204
61,0.02852525820276819,0.2809415337889143,-0.04504413107436345,-0.30267673301304054,0.19499310978410667,0.1614135625596944,1.5526315789473686,1.5526315789473686,1.291666666666667,1.291666666666667,0.3631284916201116,-0.3374485596707819,4.8533333333333335,46.45454545454545,4.702702702702703,0.05117222723174031,-0.06785137318255241,-0.02617801047120416,0.05792796138135903,0.04216867469879526,-0.09748427672955984,0.04125736738703356,0.16181758744687813,-0.030674846625766805,0.0,0.8369288638123686
60,0.00259580572443463,-0.020746887966805017,0.0001062360565176057,0.017716535433070835,0.006726888333653758,-0.052631578947368474,0.21649484536082464,0.21649484536082464,0.18181818181818166,0.18181818181818166,-0.21311475409836067,0.2795031055900621,-1.246013667425968,-1.2337164750957854,-0.1927330173775671,-0.06905425691614853,-0.0433275563258233,-0.005376344086021501,-0.053703053703053616,-0.12138728323699421,-0.045993031358884995,0.040251572327044016,0.004220596510973618,0.0018083182640142859,-0.02941176470588236,-0.03776198506384021
59,0.21032908632554337,0.2966101694915255,0.26609305289993634,0.3288201160541586,0.11340206185567014,0.14322916666666674,0.9661016949152543,0.9661016949152543,0.846153846153846,0.846153846153846,0.5625,1.9611650485436893,-5.12962962962963,-2.1147540983606556,0.26614481409001955,0.02510942179221387,-0.14764492753623182,-0.1459459459459458,0.11053412462908008,0.08552631578947367,0.03506208911614328,0.0386940749697704,-0.08013449145418894,-0.07490974729241884,-0.06060606060606066,-0.024222319584402463
58,-0.01857689709524879,-0.261437908496732,-0.025085997147411665,0.31513828238719066,-0.005486968449931462,0.11996962794229304,-0.6422413793103448,-0.6422413793103448,-0.65,-0.65,0.31000000000000005,-0.5262295081967213,-2.5291479820627805,-5.25,-0.893353941267388,0.0822471910112359,0.020191285866099973,0.04113924050632889,-0.008016032064128376,-0.024242424242424176,0.2872265349329568,0.0372526193247964,0.013402375875723571,0.0019512195121951237,0.032258064516129004,-0.4384220654265556
57,-0.005793277503728378,-0.09102402022756007,-0.01196213425129089,-0.07304925290536801,0.0065517241379309255,0.10237288135593214,0.45783132530120474,0.45783132530120474,0.4761904761904763,0.4761904761904763,-0.09160305343511455,-0.301038062283737,-0.7155425219941349,-0.9325259515570934,-0.5652173913043479,0.033014950166113,0.016666666666666607,0.003039513677811634,0.0033670033670034627,0.04347826086956519,-0.0328947368421052,0.03535353535353525,0.012323414487526385,-0.031158714703018453,0.03125,-0.01941747572815522
56,0.009115559914613769,0.08831710709318497,-0.02343001480707252,-0.17611940298507467,0.0729701952723536,-0.022140221402214055,0.5289256198347108,0.5289256198347108,0.5,0.5,-0.14845938375350143,0.19306930693069302,-0.6597938144329897,-0.9230769230769231,-0.09999999999999998,0.05065326633165834,0.07274590163934413,0.07575757575757569,0.03154362416107381,0.04166666666666674,0.025510204081632626,0.03468834688346889,0.06324228028503565,0.03919597989949741,0.030303030303030276,0.32102504368083884
55,0.03424618375164368,0.26709265175718855,0.03630039243667493,0.011594202898550732,0.03065134099616862,0.17484276729559745,0.5135135135135136,0.5135135135135136,0.4731182795698925,0.4731182795698925,0.4078947368421053,-0.14937759336099588,-1.4242424242424243,-84.66666666666667,9.296296296296296,0.04094126650086083,0.049665711556829084,0.07042253521126773,0.02797657774886142,0.011428571428571344,-0.051409618573797666,0.03300157150340488,-0.0033510192683607887,-0.013539651837524258,0.08823529411764697,0.2525350498192398
54,0.003980099502487455,-0.08320726172465964,0.013942680092951187,0.06518624641833815,-0.014250309789343274,-0.09207708779443258,-0.9285714285714286,-0.9285714285714286,-0.927007299270073,-0.927007299270073,-0.8084112149532711,0.13658536585365844,-2.107142857142857,-1.7250996015936255,-0.6546762589928057,-0.04374195919867663,-0.1146496815286624,-0.10263157894736841,-0.016455696202531733,-0.06779661016949157,-0.09207459207459212,0.032454361054766734,-0.018212384421406602,-0.12352941176470589,0.027027027027026973,-0.13931714185146082
53,0.008369122343354185,-0.19526952695269528,0.017146252440370047,0.00806993947545398,-0.007856693903205536,0.061320754716981174,2.5,2.5,2.4,2.4,2.5,1.1201716738197427,-5.516129032258065,-0.6318681318681318,-0.6979166666666667,-0.026907553334614587,-0.10174717368961961,-0.09677419354838701,-0.010617760617760541,-0.012121212121212088,0.07573812580231065,0.03143418467583503,-0.01598173515981738,-0.10738255033557043,0.026315789473684292,-0.20170129232782585
52,0.007426012886316391,0.05604921394395079,0.008595510306267151,-0.06070713809206141,0.005543237250554389,-0.13888888888888884,0.7571428571428571,0.7571428571428571,0.7647058823529409,0.7647058823529409,-0.013937282229965153,-0.4898785425101214,-1.0642857142857143,-1.328358208955224,0.7586206896551724,-0.01975113569030218,-0.11441647597254012,-0.12337662337662336,0.0029268292682926855,-0.012269938650306678,0.08054892601431973,0.030000000000000027,-0.0020301624129930307,-0.10651629072681701,-0.02564102564102566,0.12428278688524586
