,Assets,Current Assets,Liabilities,Current Liabilities,Shareholders equity,Revenue,Earnings,Earnings available for common stockholders,EPS basic,EPS diluted,Cash from operating activities,Cash from investing activities,Cash from financing activities,Cash change during period,Cash at end of period,Price,ROA,Book value of equity per share,P/B ratio,P/E ratio,Cumulative dividends per share,Equity to assets ratio,Net margin,Asset turnover,Current ratio
32,0.12819912152269408,0.20792734840601645,0.05006334702652904,0.1968690001476887,-0.09393303127417396,0.03795093795093796,0.2995169082125604,0.2995169082125604,0.19999999999999996,0.19999999999999996,1.3433922996878254,-0.6697247706422018,-1.020494699646643,-0.39169222191246167,0.6083077780875383,0.06671449067431845,0.05732801595214365,-0.09276018099547512,0.5606162346756711,0.02146985962014858,inf,-0.3214285714285714,-0.046016483516483575,0.0,0.009223674096848544
31,0.12819912152269408,0.20792734840601645,0.05006334702652904,0.1968690001476887,-0.09393303127417396,0.03795093795093796,0.2995169082125604,0.2995169082125604,0.19999999999999996,0.19999999999999996,1.3433922996878254,-0.6697247706422018,-1.020494699646643,-0.39169222191246167,0.6083077780875383,0.06671449067431845,0.05732801595214365,-0.09276018099547512,0.5606162346756711,0.02146985962014858,inf,-0.3214285714285714,-0.046016483516483575,0.0,0.009223674096848544
30,0.019674003322259104,0.01887383506930851,-0.026799751380205517,-0.014437314906219134,-0.13501646542261247,-0.02710968997636587,-0.27434944237918213,-0.27434944237918213,-0.2727272727272728,-0.2727272727272728,-0.5763765541740675,1.3333333333333335,9.844827586206897,-0.9060494958753438,0.0355347547235223,0.3762609280430398,0.05732801595214365,-0.13466334164588523,0.5606162346756711,0.02146985962014858,0.6666666666666667,-0.3214285714285714,-0.046016483516483575,0.0,0.03382838283828393
29,0.05396324390368079,0.026979246733282114,0.027349913592305874,0.37748841868035554,-0.04836435420191765,0.02086310374392686,-0.34426229508196726,-0.34426229508196726,-0.375,-0.375,0.6761006289308176,1.1130952380952381,1.6263910969793325,-2.770731707317073,-0.06076330766655502,0.06645492303933542,0.05732801595214365,-0.04899135446685887,0.5606162346756711,0.02146985962014858,0.3999999999999999,-0.3214285714285714,-0.046016483516483575,0.0,-0.2544662041868746
28,-0.03555040332318993,-0.0707282389042736,-0.05638850288890518,-0.16224322850390838,-0.11631352793006366,0.06872900335946253,0.9624999999999999,0.9624999999999999,1.0333333333333332,1.0333333333333332,-0.09756097560975607,0.6028169014084508,0.07748184019370452,1.727272727272727,-0.17643913740866157,0.10400916380297831,0.05732801595214365,-0.11515151515151512,0.5606162346756711,0.02146985962014858,0.3142857142857145,-0.3214285714285714,-0.046016483516483575,0.0,0.10927206851119897
27,0.017679170631542007,-0.018202319587628857,-0.01515268950550297,-0.06531409352283823,-0.12340710932260224,0.0009168303863784644,-0.03343949044585992,-0.03343949044585992,-0.032786885245901676,-0.032786885245901676,-0.6167706167706168,-0.30579964850615116,-0.7460674157303371,-0.6575757575757576,-0.07336074442761309,0.05229300684789373,0.05732801595214365,-0.12328767123287665,0.5606162346756711,0.02146985962014858,0.24999999999999978,-0.3214285714285714,-0.046016483516483575,0.0,0.05040457278598476
26,0.09133858267716533,0.10869565217391308,0.03620194388698694,0.08763784097504357,-0.18917368018362668,0.06019366657942937,-0.12602965403624378,-0.12602965403624378,-0.11864406779661008,-0.11864406779661008,1.6998191681735983,0.24556962025316453,-0.05752212389380529,-3.174041297935103,0.17211583372255945,0.06054032735160719,0.05732801595214365,-0.1914062500000001,0.5606162346756711,0.09781729991915933,0.19999999999999996,-0.3214285714285714,-0.015838732901367947,0.006849315068493178,0.01936395759717313
25,0.034045815295815185,0.07214206437291892,0.006873504727908042,0.04172892209178225,-0.13328615239443264,-0.008022710441866199,-0.061262959472196066,-0.061262959472196066,-0.07692307692307698,-0.07692307692307698,0.10716677829872734,-0.41056910569105687,-0.04694835680751175,0.27137042062415206,0.18669057581191462,0.10598735589438446,0.05732801595214365,-0.13043478260869557,0.5606162346756711,0.08431516936671568,0.1521739130434785,-0.3214285714285714,0.05413313825896138,0.0,0.029187465335551943
24,0.0751384588548254,0.1045548654244306,0.02428905483895294,0.053375678721442554,-0.28551986935220464,0.11957197959437593,0.4668674698795181,0.4618473895582329,0.47916666666666674,0.47916666666666674,0.20447670901391413,0.1206896551724137,0.7512315270935961,0.2059765208110993,0.18972464741437212,-0.0043712172158708595,-0.009429514380009385,-0.28888888888888886,0.5606162346756711,-0.08590831918505937,0.16352201257861632,-0.3214285714285714,0.000693962526023606,-0.006802721088435382,0.04856854159649715
23,0.024620751196560375,0.042861605748203635,-0.0019147212607703024,-0.011184594436880024,-0.2506666666666667,0.03578573016225839,-0.0958247775496236,-0.09546703296703296,-0.09859154929577463,-0.09859154929577463,-0.5349070818684079,-0.4953846153846154,0.19549929676511946,-1.0433628318584072,-0.006915043748235927,0.06990881458966558,-0.030461684911946785,-0.25,0.5606162346756711,0.02340267459138179,0.145945945945946,-0.3214285714285714,-0.0277392510402219,-0.006849315068493178,0.05467043556469231
