,Assets,Current Assets,Liabilities,Current Liabilities,Shareholders equity,Revenue,Earnings,Earnings available for common stockholders,EPS basic,EPS diluted,Cash from operating activities,Cash from investing activities,Cash from financing activities,Cash change during period,Cash at end of period,Price,ROA,Book value of equity per share,P/B ratio,P/E ratio,Cumulative dividends per share,Equity to assets ratio,Net margin,Asset turnover,Current ratio
22,0.021337239222516846,0.028039062968066686,0.005238692540396883,0.020556703058915993,-0.22572445348246062,0.0020386266094420957,0.09538228614685851,0.09567198177676528,0.109375,0.09375,0.8164146868250539,0.6707317073170731,-0.2647058823529411,-12.755102040816327,0.08185306238453882,0.11805555555555558,0.04025527736867951,-0.21875,0.5606162346756711,0.09401088929219603,0.12264150943396213,-0.3214285714285714,0.041369472182596345,0.0,0.007309496253883108
21,0.07240310077519374,0.10128795384346412,0.0770698766881972,0.1566114109483423,0.1759684832567301,-0.024199593104186734,-0.4084312370421562,-0.4074844074844075,-0.4084507042253521,-0.4,0.027942925089179615,0.3248175182481752,-0.09440000000000004,0.3715277777777777,0.10376986733219495,-0.03147939017504242,-0.07173194903256253,0.17333333333333334,0.5606162346756711,-0.10019907100199066,0.10504201680672276,-0.3214285714285714,-0.05547945205479454,-0.020689655172413834,-0.04783213400253972
20,0.03610669365331787,-0.06794729322114623,-0.013493253373313308,-0.06166152820598281,-0.5790061418202122,0.0826292110172282,0.9182242990654206,0.9157894736842105,0.9047619047619049,0.9047619047619049,-0.8877964141122036,2.746556473829201,0.2561837455830389,-3.2734177215189875,-0.21373319052719264,0.12461740271097499,-0.0030503304524657215,-0.5795454545454546,0.5606162346756711,0.1519174041297935,0.11406844106463887,-0.3214285714285714,0.012327773749093662,-0.014084507042253502,-0.006668360218468172
19,0.0324763665538772,0.03769942655992731,0.010534678087869676,0.014652339934286385,-0.7692307692307692,0.02604905736874108,0.00974421437271622,0.009768009768009733,0.012499999999999956,0.012499999999999956,11.77319587628866,-0.8580882352941177,0.20112517580872002,-1.7048997772828507,0.19161495383683969,0.07853810264385697,0.022947475777664428,-0.7567567567567568,0.5606162346756711,0.040653008962868054,0.10238907849829348,-0.3214285714285714,0.04154727793696278,-0.014285714285714346,0.022696758519276106
18,0.06270693965808505,0.08677572905837949,0.048877191783162965,0.13241729389112544,-2.5229885057471266,-0.0898943001086634,-0.15379975874547647,-0.15356711003627566,-0.14814814814814825,-0.14814814814814825,-0.30225988700564976,0.7150259067357514,-1.2318501170960188,0.3515007898894156,0.21732503492950594,-0.0964912280701754,-0.05583250249252236,-2.4444444444444446,0.5606162346756711,-0.15287603814211015,0.09287925696594423,-0.3214285714285714,-0.004126547455295615,-0.05072463768115931,-0.040322580645161255
17,0.035861893558847946,0.01444897548205204,0.04047316453221228,0.058737151248164476,-0.2943396226415095,0.06490828177575159,-0.04347826086956519,-0.043571428571428594,-0.04347826086956508,-0.05797101449275355,0.4609600925390398,0.22054380664652573,-7.606060606060606,-0.510812390414962,0.08733305509181966,-0.09881633195903705,0.04382259767687424,-0.3076923076923077,0.5606162346756711,-0.09549745824255629,0.08498583569405116,-0.3214285714285714,0.06767955801104963,-0.022900763358778664,-0.041821379714676477
16,0.005309680191516897,0.020297766749379553,-0.01421904851389022,-0.03868895539820427,3.0053475935828873,0.057894200387320405,0.28539493293591645,0.28528752800597457,0.28787878787878785,0.3076923076923077,-0.1769596199524941,0.9158415841584158,0.1781345565749235,-1.2974910394265233,-0.02389406007101047,0.08043093270365986,-0.019221041982802167,3.1111111111111116,0.5606162346756711,-0.0036130068245684432,0.08877284595300261,3.0175438596491224,0.0006468305304010435,-0.0234375,0.06139098511115626
15,0.0010074797740802222,-0.0050586118001848535,-0.022081016679904697,-0.05642038119826864,0.9586114819759679,0.016764620869062608,-0.059710144927536235,-0.059267867518884354,-0.05882352941176461,-0.05882352941176461,-0.076960076960077,-0.49224806201550386,0.0129785853341986,-0.46586345381526106,-0.013075108139992131,0.10176205436415797,-0.029912325941206852,0.9459459459459458,-0.732002360346184,0.08340048348106377,0.08153477218225413,0.9519650655021832,-0.01680672268907557,-0.016000000000000014,0.05438124519600307
14,0.02345370257411239,0.017208506477633723,0.003736192332683519,-0.00981812328987608,0.43285616905248814,-0.008054581635553837,-0.0036991368680641123,-0.0037059913526867883,0.0,-0.012499999999999956,0.0015633142261595179,0.559796437659033,-0.025624599615631016,0.40601503759398505,-0.018627353322044016,-0.0839325564096206,0.018075491759702356,0.44444444444444464,-0.5292201834862386,-0.08107103012272221,0.07538802660753885,0.40044742729306515,0.0039447731755424265,0.016260162601626105,0.027337342810278997
13,0.03528324939654914,0.017974720046138426,0.011134487781194302,0.4477405721716514,0.3882017126546147,0.013278563240351593,-0.051980198019802026,-0.051456912585244874,-0.0625,-0.05063291139240511,0.11654526534859522,0.019575856443719397,-0.4516765285996055,-4.508021390374331,0.06658546488022732,0.0848558668290702,0.013577023498694496,0.39423076923076916,-0.24895254798791777,0.049777418049372635,0.07010309278350535,0.3418530351437701,0.010478061558611529,0.008000000000000007,-0.2968482053101531
12,0.019314354796925892,0.05679618526037489,0.0015365408623835286,-0.00022455510020769065,0.18540095956134328,0.049589893466578605,0.3211488250652741,0.32091503267973853,0.33333333333333326,0.33333333333333326,-0.07921714818266545,-0.060799999999999965,0.050359712230215736,-0.4024390243902439,0.03730491054434726,-0.012974051896207484,0.0257599175682639,0.17931034482758612,-0.2920342501297353,-0.04394757131842719,0.07321772639691715,0.16309523809523796,0.027867790019442618,-0.007936507936507908,0.057017912707089335
11,0.16132949282729014,0.2384739099356683,0.15329050404321287,-0.02088831489696219,0.25498699045967044,-0.001976107069073918,-0.15316205533596838,-0.15338941118258287,-0.15000000000000002,-0.16000000000000003,-0.46153846153846156,-0.45826235093696766,-5.776255707762557,11.660714285714286,0.45532110091743117,0.1037664307381192,-0.044701155198392684,0.2573099415204678,-0.06413780465457208,0.05443548387096775,0.06822262118491929,0.08085977482088036,0.0006305170239597757,-0.040000000000000036,0.26485798392871374
10,-0.10229787234042553,-0.15705937522545266,-0.13895740376354515,-0.2905316281470437,0.1732319741994932,-0.018360183601836,0.09451575262543765,0.09468147282291062,0.09411764705882364,0.09523809523809534,1.449248120300752,0.550314465408805,-2.4201720841300194,-1.7880314326012492,-0.24654857214902604,0.08588114050154583,0.014195583596214423,0.172093023255814,-0.13628353240650093,0.07304015296367106,0.06218487394957983,0.3068181818181819,0.027725267800882136,-0.01666666666666672,0.1881368725625865
9,0.02294273795980284,0.03479116740842181,0.006372911905758061,-0.02473526796540293,0.12762615354408013,0.0032089483817732134,-0.15565031982942434,-0.15643352909770425,-0.17204301075268824,-0.15217391304347827,-0.12202609363008443,-0.13590263691683568,-0.8954897340962639,-1.2620813091281002,0.08575970548862122,0.024148476220605453,-0.01296008294453066,0.12698412698412698,-0.12627522103831335,-0.013898788310762522,0.058544303797468444,0.10217391304347823,-0.0006131207847945852,-0.008474576271186418,0.06104081740695633
8,0.02865086720508403,0.04995657747818538,0.003134294943550664,-0.00538748445917947,0.16228452028556495,0.00018278194114418334,0.30934343434343425,0.3101265822784811,0.3246753246753247,0.3076923076923077,0.1997377622377623,0.07746478873239426,0.2930756843800322,0.3287804878048781,0.10495492024350783,0.04273064250411851,-0.015231092436974847,0.1619718309859155,-0.07472755578619628,0.03397181062522581,0.06278026905829592,0.12952005259697552,0.01104294478527601,-0.02564102564102566,0.05563317034228121
7,0.01915205807398257,0.030643191933514613,0.007811254583134142,0.02475000000000005,0.13423220973782768,-0.056652046783625676,-0.21456123432979746,-0.21449275362318843,-0.21568627450980393,-0.21568627450980393,-0.33697632058287796,-0.2657952069716776,0.26151930261519296,-0.697503671071953,0.028732826556942648,-0.04413942924854353,-0.0021333333333334314,0.13030303030303036,-0.17750981491867635,-0.0496329954561342,0.057665260196905654,0.11292200232828864,0.0060679611650484855,-0.00877192982456143,0.0057664130075152364
6,-0.04576797757065998,-0.06936217373027098,0.07108509965200893,-0.029356753679759318,-0.5357284374587241,-0.05317706315381632,-0.04726826273787599,-0.04858548585485856,-0.03749999999999998,-0.03749999999999998,-0.16263736263736261,0.34124629080118685,0.8993089832181638,-3.70873786407767,-0.07565588773642462,-0.16787190082644632,-0.05024051309460176,-0.5227882037533512,-0.2635526764405045,-0.15851415961750648,0.054521276595744794,-0.5135983263598327,-0.019903498190591007,-0.03539823008849541,-0.041214342779265944
5,0.058286349559278916,0.06865965834428378,0.3558791387305431,0.050016756032171594,-2.7988620199146514,-0.010741687979539671,-0.17525773195876293,-0.17582417582417587,-0.11688311688311681,-0.1298701298701298,0.9750656167979002,0.07079646017699126,-1.4532224532224531,-4.027777777777778,0.24781811514484775,-0.04531346989447538,-0.057962858750703505,-2.904494382022472,1.0,-0.002622377622377603,0.05170239596469117,0.0,-0.014769230769230868,-0.04587155963302758,0.017743358494265227
4,0.00467722168029816,0.012296341838303082,0.004051757940138456,-0.008776829170988543,0.004902736043017608,-0.005067218200620505,-0.43203125,-0.432156862745098,-0.42647058823529416,-0.417910447761194,-0.4681063122923588,0.14669421487603307,-1.8830275229357798,-0.9973364900858243,0.0005289761372986312,-0.01963589076723027,-0.21326164874551956,0.002949852507374562,0.0,0.013584574934268234,0.04916067146282965,0.0,-0.17988757026858204,-0.03846153846153855,0.021286842612213475
3,0.002937661820354487,-0.005504099605223245,-0.013277792241603747,-0.065845608951139,-0.11536040289581362,-0.021411495686519122,1.1334250343878955,1.1339779005524862,1.1282051282051282,1.1282051282051282,-0.2754528419737664,-0.5477477477477477,-0.0662337662337662,14.222222222222221,0.00804793514656632,0.1509484016447804,-0.018982536066818545,-0.10588235294117643,0.0,0.42628620838737574,0.04800000000000004,0.0,0.007616146230007725,-0.030000000000000027,0.06460435725738001
2,0.040981978851213796,0.07091873735638754,0.01855760773966586,0.07712193020249902,-0.1487279843444227,-0.004248539564524645,-0.03739522888459057,-0.037540453074433655,-0.036144578313252906,-0.036144578313252906,1.0224137931034485,0.17131474103585664,0.0709318497913769,8.284671532846716,0.07412587412587412,-0.016595597556759212,-0.037151702786377805,-0.14802631578947378,0.0,-0.027584116398908898,0.04471101417666312,0.0,-0.0015117157974301465,-0.030927835051546393,-0.005758327427356491
1,-0.025276009251973153,-0.03532095377267708,-0.015672221742509262,-0.0046399999999999775,0.07147335423197498,-0.03829333333333329,0.12391158740790353,0.12373907195696043,0.13749999999999996,0.125,-0.2289002557544757,0.3163265306122449,1.255844155844156,-1.3757861635220126,-0.02593315972222221,-0.10840267197937414,0.07315112540192925,0.08108108108108114,0.0,-0.11845386533665825,0.04279749478079342,0.0,0.09765329295987879,-0.02127659574468077,-0.030829546467076696
0,0.034102306920762215,0.04090002216803379,0.013180402649239031,0.05192091303648927,-0.15915740198946748,-0.02007542147293695,-0.2854588796185935,-0.28665469778575703,-0.2857142857142857,-0.2777777777777778,0.08568269762299607,0.2506459948320414,-0.5705238917674151,-2.705020920502092,0.045393784114960534,0.04127234490010512,0.07265917602996241,-0.1607142857142856,0.0,-0.040664780763790764,0.0,0.0,0.10965517241379308,-0.03260869565217395,-0.01048083111151954
