,Assets,Current Assets,Liabilities,Current Liabilities,Shareholders equity,Revenue,Earnings,Earnings available for common stockholders,EPS basic,EPS diluted,Cash from operating activities,Cash from investing activities,Cash from financing activities,Cash change during period,Cash at end of period,Price,ROA,Book value of equity per share,P/E ratio,Net margin,Asset turnover,Current ratio
32,0.005207854568611836,0.017798298433240545,-0.007148818608424423,0.03289453014546484,-0.030868582499192776,-0.027575223057558218,0.47313570244890446,0.47313570244890446,0.487179487179487,0.0,-0.3611805178345102,1.9645726807888968,0.017816363121638146,-1.3363689993363321,0.1370926570863893,-0.07072587077904802,0.08139534883720945,-0.03387622149837133,0.01602671118530896,0.09018830525272548,-0.01666666666666672,-0.014624378732077115
31,0.005207854568611836,0.017798298433240545,-0.007148818608424423,0.03289453014546484,-0.030868582499192776,-0.027575223057558218,0.47313570244890446,0.47313570244890446,0.487179487179487,0.0,-0.3611805178345102,1.9645726807888968,0.017816363121638146,-1.3363689993363321,0.1370926570863893,-0.07072587077904802,0.08139534883720945,-0.03387622149837133,0.01602671118530896,0.09018830525272548,-0.01666666666666672,-0.014624378732077115
30,0.029450043060029074,0.06695584882567274,0.010660649635984676,0.1632802044044288,-0.02674995800082025,0.0,0.0,0.0,0.0,0.0,-0.3611805178345102,1.9645726807888968,0.017816363121638146,-1.3363689993363321,-0.04055405651696531,-0.019742489270386354,0.08139534883720945,-0.024949426837491573,0.01602671118530896,0.09018830525272548,-0.01666666666666672,-0.08280717033166407
29,-0.026614815282879456,-0.03920004505752306,-0.028023902420699076,-0.04269079245546137,-0.030991470547109712,0.1490768331255239,0.07944404169687269,0.07944404169687269,0.06896551724137945,0.09090909090909083,0.4570413619787239,-0.6503634347665394,0.22247770216395635,-1.9148306478132193,0.03866824811430902,0.22095738470519555,0.08139534883720945,-0.03112033195020758,0.01602671118530896,0.09018830525272548,-0.01666666666666672,0.003639816426649789
28,0.022405587708020702,0.08345426159984215,0.0006049830930543454,0.10211774131871731,-0.04551493396572848,0.0040798310441119146,-0.03869757532247975,-0.03869757532247975,-0.048387096774193616,-0.033333333333333326,0.1500953171402264,0.6264975334742777,-0.9932046050935125,9.019290678169183,0.37300496917682957,-0.03442505378914651,0.08139534883720945,-0.044967880085653,0.01602671118530896,0.09018830525272548,-0.01666666666666672,-0.016911069063386908
27,-0.00946104307505291,-0.03342998540281383,-0.020513573562836784,0.0175382073523338,-0.04555942368064092,0.013694782794517302,-0.11712840279450731,-0.11712840279450731,-0.11864406779661008,-0.1206896551724137,-0.33825336866437394,0.5281629116117852,102.08928571428571,-0.9348369428732017,0.017702881388420577,-0.0047041346868036404,0.08139534883720945,-0.04559043348281022,0.01602671118530896,0.09018830525272548,-0.01666666666666672,-0.05008220056938928
26,0.2164448858178547,0.5382234874534202,0.14109018023009479,1.2258314186821244,-0.03612752123606111,0.104367937938179,-0.5854889762060685,-0.5854889762060685,-0.5961538461538463,-0.607843137254902,4.871266208870789,-0.3874397504961724,-0.0791616144119176,53.63718113415305,0.9504105320955651,0.19552238805970146,0.08139534883720945,-0.045418950665622515,0.01602671118530896,0.09018830525272548,-0.01666666666666672,-0.3089489235964543
25,-0.019295455456678545,0.007834971003180868,-0.03073482944595962,-0.10436031207788088,-0.06468733566649143,0.04158304064224794,3.04956882364558,3.04956882364558,3.095238095238095,3.25,-1.109787066085841,0.7000694283730617,-0.7449445071482317,-1.1881713567872954,-0.09169353650752088,0.17790262172284632,0.08139534883720945,-0.06234618539786707,0.01602671118530896,0.09018830525272548,-0.01666666666666672,0.12528251175859761
24,-0.04204455592228862,-0.15557702326397105,-0.0746042990360084,-0.4421599344059338,-0.1759328708612281,-0.00690908234086729,1.206398231383195,1.206398231383195,1.2093023255813953,1.2000000000000002,1.714663353511856,-0.22855976041383064,-1.1889001567253619,0.8976652029559815,-0.19156930018668417,0.1501501501501501,0.5622119815668201,-0.17672790901137359,0.01602671118530896,0.550909090909091,0.016949152542372836,0.5137335794159159
23,0.026194764217451372,0.05120044818826708,-0.0011794596966457904,0.008329804786169959,-0.09920421360953535,0.04219633978519566,-0.5718664122418607,-0.5718664122418607,-0.5736842105263158,-0.572192513368984,-1.6471814047695559,0.2645138521263455,-0.14885309907271838,-1.57415507332261,0.13605431562711057,0.025188143142374386,0.046214355948869246,-0.09883103081827838,-0.3604995070653959,0.041031652989449,0.0,0.04253030194362761
