,Assets,Liabilities,Shareholders equity,Revenue,Earnings,Earnings available for common stockholders,EPS basic,Cash from operating activities,Cash from investing activities,Cash from financing activities,Cash change during period,Cash at end of period,Price,ROE,ROA,Book value of equity per share,P/B ratio,P/E ratio,Equity to assets ratio,Net margin,Asset turnover
20,0.020648298417712985,0.016160739654285328,0.025787552390824198,-0.033922081234457724,-0.05711422845691383,-0.05711422845691383,-0.057306042859307404,-0.29266542270704754,0.8614196040560116,-1.2649063032367973,-0.8752251514655314,0.01581372182791685,0.021575799802589612,-0.043710021321961556,-0.03764705882352948,0.025566058858770502,-0.044117647058823595,-0.002686366689053088,0.005026223776223748,-0.017773620205799756,-0.025000000000000022
19,0.019062762655977172,0.01119948612344368,0.028087271321371565,0.09480122324159024,0.3591923485653561,0.3591923485653561,0.3588399720475193,0.40117694805194803,-0.7486381322957198,-2.7684887459807075,7.511811023622048,0.13293699436136297,0.0698026667272913,0.05685618729096986,0.0635696821515892,0.029337347017020177,0.04615384615384621,0.08013468013468006,0.008697542944118286,0.06666666666666665,0.0
18,0.0257425467753416,0.035281500939768895,0.014747548129313559,0.02887745669386277,-0.2780297107114934,-0.2780297107114934,-0.2771920802262793,0.7847936278059378,5.338493292053664,0.7036363636363636,0.06768424298489051,0.12487602560634747,0.058870250096292986,-0.05168776371308015,-0.0482758620689655,0.014455363351719042,0.02941176470588225,-0.03366583541147128,-0.01056262125458074,-0.044642857142857206,0.0
17,0.01705379008549124,0.022009593555209817,0.011429485883700519,-0.05742299654290128,-0.10006497725795971,-0.10006497725795971,-0.10022056207755237,-0.36278805582603046,0.36812113318137407,0.6595517609391675,-0.8716245487364621,0.014251362616223062,0.07214193072548336,-0.05895439377085654,-0.06038647342995174,0.011352543986178576,0.05714285714285716,0.09419354838709681,-0.005664488017429137,-0.04579439252336448,-0.02564102564102566
16,0.00929329172573956,0.01087021779283015,0.005362867968522256,0.007977786526865538,0.24283995186522267,0.24283995186522267,0.2426461285425101,-0.24067235451419844,-0.032250386766630945,0.8122186495176849,-0.5028121484814398,0.006986043718092638,0.03574620823915353,0.008274231678487176,0.005141388174807249,0.005320041518337648,0.020270270270270396,0.07900943396226423,-0.0037248028045573367,0.006856023506366382,0.0
15,0.018261039851170002,0.018638401045287578,0.018988809648054827,0.05599868431872368,-0.2228892331525949,-0.2228892331525949,-0.2230353165765192,0.33825255743753146,-0.309886866699459,-0.865862313697658,5.506787330316742,0.04514134136962222,-0.033525282897813424,-0.12778429073856978,-0.13299232736572897,0.018802198274782578,-0.03311258278145701,-0.05519125683060122,0.0006597756762700691,-0.1245136186770428,0.0
14,0.008680151042764539,0.0088314378609744,0.009104099689891676,0.14836084722005927,1.3493645651632193,1.3493645651632193,1.3493038493038494,0.27969924812030067,0.9786172487526728,0.5925925925925926,-1.1136995827538247,-0.004910868487842945,-0.048395202554399,0.25403225806451624,0.2536873156342183,0.009081963422483685,-0.06849315068493145,0.07750144592249852,0.0004395604395603936,0.21999999999999997,0.026315789473684292
13,0.012446192993906147,-0.0017576245890660314,0.029269019626796844,-0.12153113292308737,-0.4189647857445906,-0.4189647857445906,-0.4189088373714486,-0.2816294555424991,-0.8360951008645533,-0.9916943521594684,-17.72782874617737,0.08255357681859343,-0.017506454077183653,0.04180064308681675,0.04470588235294115,0.029208945088025073,-0.02941176470588236,-0.22490606548577563,0.01647627416520203,0.04007285974499086,0.0
12,0.061670562799566175,0.10505738514456975,0.012173742907454432,0.011250482439212561,0.020262869660460092,0.020262869660460092,0.020181658927564516,0.019765539803707766,16.8510989010989,2321.6,-3.4475319926873857,-0.18664436079743485,0.005125256262813238,0.0,-0.006756756756756799,0.012014232764401056,-0.022727272727272707,-0.049861495844875314,-0.046466392911173604,0.0,0.0
11,0.011087896437921518,0.0064102959214491495,0.016871503628301143,0.03925347785432143,-0.10520665593129364,-0.10520665593129364,-0.10555718906204059,0.04665151717684801,-1.196127920219151,-0.9879445449065702,-2.070884374066328,0.2457406328202667,0.06225654801880465,0.022633744855967253,0.015873015873015817,0.016789218855856047,0.054263565891472965,0.0437317784256559,0.005666364460562123,0.02539404553415059,-0.02564102564102566
10,0.01892998839437543,0.01489781294593917,0.02372017869023857,0.08461255967682701,0.43931213757248555,0.43931213757248555,0.4395134779750165,0.2592592592592593,-0.7073132454488387,2.164285714285714,-0.1521238752877171,0.16725601618073993,0.025595994932784416,-0.10563380281690138,-0.1116071428571428,0.02360621603502233,0.007352941176470562,-0.013966480446927498,0.0047329276538201626,-0.08795900939368051,-0.02631578947368418
9,0.02783930812299884,0.009269121334367192,0.05101684592073208,-0.023616848378140487,-0.12670186162823005,-0.12670186162823005,-0.1270038821648779,-0.2531440162271805,-33.179624664879356,0.3431151241534989,-5.295656465942744,-0.6693817410266989,0.058964816548322974,0.008998875140607376,0.007537688442210921,0.050781038209327,0.03649635036496335,0.16005665722379603,0.02243158366980702,0.008426966292134797,0.0
8,0.05411417176985256,0.07078132707514317,0.03480553072250636,0.1302862691380715,-0.3541202672605791,-0.3541202672605791,-0.3541467753116131,1.4857414448669202,-0.6256602516037657,2.3865546218487395,-0.960071239802367,-0.07433685111237875,0.08756274039705403,-0.09253065774804903,-0.08977556109725682,0.0346985706252132,0.035211267605633756,0.05128205128205132,-0.018209741114523892,-0.11420612813370479,0.027027027027026973
7,0.017020372801019423,0.009286067269544507,0.02666202266681683,-0.11764615644223542,0.04975369458128087,0.04975369458128087,0.049817739975698716,-0.5453701174542475,-0.7549630552835396,-2.232754342431762,-1.2182254196642686,0.01752493933674848,-0.00853313350342666,-0.06511056511056512,-0.0602739726027397,0.02663701775380023,-0.04761904761904767,0.059233449477351874,0.009385474860335252,-0.04507337526205446,0.0
6,0.023984735347586383,0.022697283794886225,0.025341000934613556,0.05227928648423097,-0.04575316752698266,-0.04575316752698266,-0.0459104938271605,0.30617639990386936,-2.2310626702997274,-0.4371980676328503,34.7978021978022,0.6165493224316754,0.056134726735319385,-0.17214191852825234,-0.16909620991253638,0.025233806098311495,0.028571428571428692,0.09155701754385981,0.001328315253486867,-0.14928649835345775,-0.02631578947368418
5,0.030138477655475615,-0.05291018171392092,0.12981140399250024,-0.026732755059892588,7.003688222276862,7.003688222276862,7.002438334007278,-0.23836246550137996,-3.935959864246717,-1.3354792560801145,-1.6828953831041258,-0.26045520535756095,0.08150526600769781,1.2825396825396829,1.3333333333333335,0.12969051359044004,0.05555555555555558,0.2631843294826719,0.09683838160512925,1.394838709677419,-0.027027027027027084
4,0.000791915623953976,0.004164036773756763,-0.0025696533982589864,-0.007367545453002222,-1.0349605234862216,-1.0349605234862216,-1.0349671021216238,-0.08732938760719888,-2.121174046338644,-9.08955223880597,-3.3520632922772635,0.8482728049900263,0.07063457330415757,-0.152990264255911,-0.13082706766917307,-0.002627866874958973,-0.052631578947368474,-0.5550695825049702,-0.003426728482160857,-0.09051724137931028,-0.05555555555555547
3,0.013208548767453587,-0.004052912550945864,0.030779991997720302,0.06373881962615213,-11.554481546572935,-11.554481546572935,-11.550578034682081,0.12956590788777134,-0.9945311099157254,-0.5461254612546125,-0.7400045868052901,0.11652448007674643,-0.044100784826684114,0.14532019704433496,0.17474048442906587,0.03076432277103036,-0.04166666666666674,0.0813226094727435,0.017394822006472577,0.1718009478672986,0.0
2,0.03445132400285411,0.019607395180681664,0.04890336057012967,0.020096463022508004,0.543585047040213,0.543585047040213,0.5449938364607587,0.22601054481546567,-275.2704918032787,-0.9941927990708479,-4.392384592766833,-0.35404136491960225,0.053935224035470464,0.24301075268817196,0.2798232695139913,0.051079543838811636,0.02898550724637694,-0.11818181818181817,0.013916500994035852,0.2891809908998988,0.0
1,-0.038922737043066924,-0.004890208380013417,-0.07162558638573402,0.0041607565011820835,-2.36957928802589,-2.36957928802589,-2.3713581560283687,0.03641055045871555,-0.347957323451182,27.6,-0.5107258938244854,-0.2681646516709817,-0.001379511815112977,-0.9354094579008074,-0.9355581127733027,-0.07122618059932984,-0.05633802816901401,-0.23430178069353325,-0.03392156862745099,-0.9364705882352942,0.02941176470588225
0,0.0436991554039734,0.030507129306996505,0.05785439184635632,-0.047650437894340314,-1.8530639571518588,-1.8530639571518588,-1.8539057671770234,-0.3013370216689719,-0.5324502704189202,4.8671328671328675,-0.6202834366696192,-0.1391386193242673,-0.023890396710601114,5.598214285714286,5.625,0.06154106790457936,0.05223880597014907,14.188494492044065,0.013395575400852344,5.623456790123457,0.0
