,Assets,Current Assets,Liabilities,Current Liabilities,Shareholders equity,Revenue,Earnings,Earnings available for common stockholders,EPS basic,EPS diluted,Cash from operating activities,Cash from investing activities,Cash from financing activities,Cash change during period,Cash at end of period,Price,ROA,Book value of equity per share,P/B ratio,P/E ratio,Cumulative dividends per share,Equity to assets ratio,Net margin,Asset turnover,Current ratio
73,0.2072565581605701,-0.036878453627133934,0.11194150897879629,-0.07698365651643857,-0.3939165813690785,0.19158892335377553,-0.9258564731337902,3.5195927069548594,2.4893617021276597,0.4537037037037037,-0.8391943156500271,-2.0270542039064563,-0.5094070613168922,-8.43935814938503,0.08980082459446881,0.38824711200401807,0.1869851729818781,-0.5219465648854962,-0.1094387755102042,-0.8752827140549273,inf,-0.1076233183856502,5.457692307692308,0.08333333333333348,0.04338675732556241
72,0.2072565581605701,-0.036878453627133934,0.11194150897879629,-0.07698365651643857,-0.3939165813690785,0.19158892335377553,-0.9258564731337902,3.5195927069548594,2.4893617021276597,0.4537037037037037,-0.8391943156500271,-2.0270542039064563,-0.5094070613168922,-8.43935814938503,0.08980082459446881,0.38824711200401807,0.1869851729818781,-0.5219465648854962,-0.1094387755102042,-0.8752827140549273,inf,-0.1076233183856502,5.457692307692308,0.08333333333333348,0.04338675732556241
71,-0.025089059992978835,-0.036878453627133934,-0.0019228281380344603,-0.07698365651643857,0.11161646356093646,0.19158892335377553,-0.9258564731337902,3.5195927069548594,2.4893617021276597,0.4537037037037037,-0.8391943156500271,-2.0270542039064563,-0.5094070613168922,-8.43935814938503,-0.6130115532964033,0.24023154848046313,0.1869851729818781,0.11177644710578849,-0.1094387755102042,-0.8752827140549273,inf,-0.1076233183856502,5.457692307692308,0.08333333333333348,0.04338675732556241
70,-0.00011962752339311766,-0.036878453627133934,0.013940729662835105,-0.07698365651643857,0.09307164944089275,0.002087706007277701,3.3103112840466924,-0.07594082195346108,-0.4512195121951219,0.4537037037037037,20.15923984272608,-0.24221540346443948,0.08671405568864632,-0.9153062602418257,-0.13415966653755207,0.13681446907817962,0.1869851729818781,0.09156193895870723,-0.1094387755102042,-0.8752827140549273,inf,-0.1076233183856502,5.457692307692308,0.08333333333333348,0.04338675732556241
69,0.06666467263606912,-0.036878453627133934,0.08352496389019093,-0.07698365651643857,0.12589677684002898,0.21128904124698988,95.85849695328368,2.7775274173957434,0.19999999999999996,0.4537037037037037,-0.5711100197767484,1.3462557291854633,-3.2783961548191245,-2.036757735068517,0.1606428652506895,0.1131639722863742,0.1869851729818781,0.11842105263157898,-0.1094387755102042,-0.8752827140549273,inf,-0.1076233183856502,5.457692307692308,0.08333333333333348,0.04338675732556241
68,-0.0055382603919920115,-0.036878453627133934,0.02544185232849694,-0.07698365651643857,0.19526363473399133,-0.04465730942933677,-0.4439465958339158,-0.4439465958339158,0.4537037037037037,0.4537037037037037,-0.9440163401726859,-0.37972448332933406,-0.28246663124251536,-1.6339415603308534,-0.08774291532912226,0.46749654218533876,0.1869851729818781,0.1926470588235294,-0.1094387755102042,-0.8752827140549273,inf,-0.1076233183856502,5.457692307692308,0.08333333333333348,0.04338675732556241
67,-0.005736008599313336,-0.036878453627133934,0.020274198326297954,-0.07698365651643857,0.10112765802209922,0.013495653887510839,-0.296672491168965,-0.296672491168965,-0.29299363057324834,-0.29299363057324834,-3.603648424543947,0.6004324796159264,0.30720258194297845,5.57520325203252,-0.6324176725062116,0.1968268928683632,0.1869851729818781,0.09864364981504314,-0.1094387755102042,-0.8752827140549273,inf,-0.1076233183856502,5.457692307692308,0.019230769230769162,0.04338675732556241
66,0.014555956318810459,-0.036878453627133934,0.0325435415510098,-0.07698365651643857,0.10175192928672705,-0.04649538364318628,0.06086495439298889,0.06086495439298889,0.04504504504504481,0.04504504504504481,-12.999858457183297,-0.3373898330296382,-0.7826344292859045,-1.071336690432268,0.12273327729074102,-0.03780023625147655,0.1869851729818781,-0.029180695847362492,-0.1094387755102042,-0.8752827140549273,inf,-0.1076233183856502,5.457692307692308,0.0,0.04338675732556241
65,0.0066360284178157425,-0.036878453627133934,0.02940437305267607,-0.07698365651643857,0.11098771050217149,0.28631844931342876,0.21333460629103174,0.21333460629103174,0.10344827586206917,0.10344827586206917,-0.33201618325292825,0.37206235180222524,2.4490518331226294,-1.3883142298015096,-0.042449154225814856,-0.05197108170781617,-0.21235253296322,0.10867052023121371,-0.1094387755102042,-0.8752827140549273,inf,-0.1076233183856502,5.457692307692308,0.05660377358490565,0.04338675732556241
64,0.020304031747296225,-0.036878453627133934,0.02480263824590745,-0.07698365651643857,0.042917239072954416,-0.09687091287872918,-0.46542467021522793,-0.46542467021522793,-0.4765625,-0.4765625,-1.0412671505006093,0.1200212698510088,0.8154207056780183,3.0763138948884086,-0.1807069336950451,0.020719424460431624,-0.16123348017621142,0.04275286757038588,-0.1094387755102042,-0.8752827140549273,inf,-0.1076233183856502,5.457692307692308,0.01785714285714257,0.04338675732556241
63,0.0186215083211434,-0.036878453627133934,0.02971672192416519,-0.07698365651643857,0.07225745058177258,0.03181858076136401,0.4870600458894325,0.4870600458894325,0.4776119402985073,0.4776119402985073,-14.100556268720583,0.1282533537847248,-0.09272086825249892,0.5374425997880607,-0.33910519857423893,-0.08246405413025082,-0.00945378151260512,0.06999999999999984,-0.1094387755102042,-0.8752827140549273,inf,-0.1076233183856502,5.457692307692308,0.01754385964912286,0.04338675732556241
62,0.045712230730356795,-0.036878453627133934,0.04214844172521004,-0.07698365651643857,-0.0022633220274804744,-0.04255730290122661,-0.7662738430724084,-0.7662738430724084,-0.7676767676767676,-0.7676767676767676,1.4969950352756727,-0.052278502182204645,-0.304737678202161,-1.265709362435382,0.1363355044060004,0.03656475649101232,-0.22057264050901382,-0.00747663551401867,-0.1094387755102042,-0.8752827140549273,inf,-0.1076233183856502,5.457692307692308,0.01724137931034475,0.04338675732556241
