,Assets,Current Assets,Liabilities,Current Liabilities,Shareholders equity,Revenue,Earnings,Earnings available for common stockholders,EPS basic,EPS diluted,Cash from operating activities,Cash from investing activities,Cash from financing activities,Cash change during period,Cash at end of period,Price,ROA,Book value of equity per share,P/B ratio,P/E ratio,Cumulative dividends per share,Equity to assets ratio,Net margin,Asset turnover,Current ratio
72,0.012085880847433561,0.09716846608270524,0.0539083557951483,0.07291365867744726,4.604395604395604,0.0,0.0,0.0,0.0,0.0,0.4456233421750664,-4.162790697674419,4.855555555555555,-1.3973941368078175,0.7791878172588833,0.11686586985391778,-0.1563981042654029,4.818181818181818,-0.3043064119917781,-0.057985257985258,0.0,0.5274725274725274,0.05221932114882488,-0.033333333333333326,0.02257336343115135
71,0.012085880847433561,0.09716846608270524,0.0539083557951483,0.07291365867744726,4.604395604395604,0.0,0.0,0.0,0.0,0.0,0.4456233421750664,-4.162790697674419,4.855555555555555,-1.3973941368078175,0.7791878172588833,0.11686586985391778,-0.1563981042654029,4.818181818181818,-0.3043064119917781,-0.057985257985258,0.0,0.5274725274725274,0.05221932114882488,-0.033333333333333326,0.02257336343115135
70,0.009272267490868291,0.0005569996286669543,0.2357203751065644,-0.03687256089355406,-0.7254901960784313,0.06778142729172898,-0.4114285714285715,-0.4114285714285715,-0.41538461538461535,-0.421875,0.4456233421750664,-4.162790697674419,4.855555555555555,-1.3973941368078175,-0.17403708987161193,0.11686586985391778,-0.1563981042654029,-0.734375,-0.3043064119917781,-0.057985257985258,0.0,0.5274725274725274,0.05221932114882488,-0.033333333333333326,0.038907284768211925
69,0.023802895322939888,0.06977175728335494,0.015108658157985566,0.02822411624982535,-0.8785714285714286,-0.10318791946308725,0.18770226537216828,0.18770226537216828,0.21052631578947367,0.18918918918918926,0.7651376146788991,-4.0588235294117645,-0.7988614800759013,-11.434426229508198,2.1986183074265977,-0.012286959968291655,-0.1563981042654029,-0.8823529411764706,-0.3043064119917781,-0.057985257985258,0.0,0.5274725274725274,0.05221932114882488,-0.033333333333333326,0.040371845949535246
68,-0.0371855880353501,-0.04804856895056375,-0.023379094739703676,-0.0718847669520315,11.941176470588236,-0.09416900530090422,-0.20708446866485009,-0.20708446866485009,-0.19565217391304357,-0.18181818181818188,-0.6767151767151767,-0.9543269230769231,3.632075471698113,-1.11311861743912,-0.0777537796976242,0.208266452648475,-0.1563981042654029,13.000000000000002,-0.3043064119917781,-0.057985257985258,0.0,0.5274725274725274,0.05221932114882488,-0.033333333333333326,0.025657390860352347
67,0.032690814093059295,0.05721574344023317,0.030132219902574864,0.013469985358711467,-0.13636363636363635,0.15593803786574867,0.8281786941580755,0.8281786941580755,0.8648648648648647,0.8888888888888891,0.135048231511254,1.789473684210526,0.3238289205702647,0.7708333333333333,-0.14929742388758782,0.057788110262371406,-0.1563981042654029,-0.07142857142857151,-0.3043064119917781,-0.057985257985258,0.0,0.5274725274725274,0.05221932114882488,-0.033333333333333326,0.04318606098319844
66,-0.021536988923834266,-0.056532230265425754,0.0141187597108694,0.030771453337185894,2.7578947368421054,-0.06283502084574155,-0.37030075187969924,-0.37030075187969924,-0.3478260869565216,-0.36764705882352944,-0.7875354107648725,-2.716981132075472,-0.17692307692307696,1.1921568627450982,-0.3847212663454921,0.1821036106750391,-0.1563981042654029,2.692307692307692,-0.3043064119917781,-0.057985257985258,0.0,0.5274725274725274,0.05221932114882488,-0.033333333333333326,-0.0847053209257933
65,-0.0329816225281252,-0.04658385093167705,-0.030908606448174836,-0.060126138752627845,0.009803921568627416,-0.027963139497934497,-0.6746268656716419,-0.6746268656716419,-0.6666666666666667,-0.6744186046511628,12.013333333333334,-1.7802197802197801,-0.07476635514018692,-2.032200357781753,0.645413870246085,-0.02735723771580345,-0.1563981042654029,0.01041666666666674,-0.3043064119917781,-0.057985257985258,0.0,0.5274725274725274,-0.15963606286186927,0.011494252873563315,0.014468196037539016
64,0.021388828672591842,-0.02165165740563324,-0.0055677756392631395,0.024008350730688965,-0.5395284327323162,-0.022883295194508046,2.18348623853211,2.18348623853211,2.1333333333333333,2.214285714285714,-0.7069672131147541,-6.577464788732394,-0.9919191919191919,-1.192374350086655,-0.07545887151597552,-0.12261059530311291,0.04494382022471921,-0.5360824742268041,-0.3043064119917781,0.04121022430881571,0.0,0.5274725274725274,0.03740157480314954,0.0,-0.0445843505075163
63,0.08079235939158114,0.2028985507246377,0.06898458560862664,0.04572593563419258,-0.4337349397590361,0.1913683506189361,0.8530259365994237,0.8530259365994237,0.8297872340425532,0.911111111111111,1.7762237762237763,-0.3560606060606061,2.25,-6.036036036036036,0.411029411764706,0.06224712107065056,0.07096774193548372,-0.4444444444444444,-0.3043064119917781,0.006012024048096087,0.0,0.5274725274725274,0.06641366223908918,0.011363636363636465,0.1502151694459386
62,0.03580545918701317,-0.10029306414848582,0.01390236016812163,0.028269043308731368,-1.7659574468085106,-0.11625947767481049,-0.42301710730948683,-0.42301710730948683,-0.41860465116279066,-0.4418604651162791,-0.23551637279596982,2.776470588235294,5.230769230769231,-1.7620751341681573,-0.221990620114643,0.04424260181658357,-0.0010040160642569296,-1.76,-0.3043064119917781,-0.055776892430278724,0.0,0.5274725274725274,0.02491103202846978,-0.03370786516853941,-0.12498538524494329
