,Assets,Current Assets,Liabilities,Current Liabilities,Shareholders equity,Revenue,Earnings,Earnings available for common stockholders,EPS basic,EPS diluted,Cash from operating activities,Cash from investing activities,Cash from financing activities,Cash change during period,Cash at end of period,Price,ROE,ROA,Book value of equity per share,P/B ratio,P/E ratio,Equity to assets ratio,Net margin,Asset turnover,Current ratio
57,0.03046175563728215,0.1004625346901018,-0.004741319202342775,0.047601875225387724,0.04324488555803119,0.2677155897189527,0.485207100591716,0.485207100591716,0.5,0.5,2.1097922848664687,0.07065217391304346,-1.2774566473988438,0.02960526315789469,0.34170305676855905,-0.02857142857142858,0.14814814814814814,-0.04955527318932651,0.043209876543209846,0.5767195767195767,0.3237343241987922,0.012404580152671763,0.024729520865533372,0.12352941176470589,0.050457891901598106
56,0.03046175563728215,0.1004625346901018,-0.004741319202342775,0.047601875225387724,0.04324488555803119,0.2677155897189527,0.485207100591716,0.485207100591716,0.5,0.5,2.1097922848664687,0.07065217391304346,-1.2774566473988438,0.02960526315789469,0.34170305676855905,-0.02857142857142858,0.14814814814814814,-0.04955527318932651,0.043209876543209846,0.5767195767195767,0.3237343241987922,0.012404580152671763,0.024729520865533372,0.12352941176470589,0.050457891901598106
55,0.08378095821767184,0.2030934767989241,0.23371164354770912,0.612736660929432,0.03184156877973021,0.04073898626243477,-0.18061088977423634,-0.19389110225763617,-0.16666666666666663,-0.16666666666666663,0.48568702290076327,-0.8984771573604061,-0.4097222222222222,3.5111821086261985,1.1489015459723353,0.6470588235294117,0.14814814814814814,-0.04955527318932651,-0.017751479289940808,0.5767195767195767,0.3237343241987922,-0.047933216641982024,0.024729520865533372,0.12352941176470589,-0.253992673992674
54,0.001896018361440932,0.009013415315818785,-0.043384440658716605,-0.05101387406616864,0.020651049016840783,-0.06572598998634505,-0.14748784440842788,-0.5963756177924218,-0.6000000000000001,-0.6000000000000001,-0.8259473346178549,12.816666666666666,6.047058823529412,-1.8194050991501416,-0.4380916319575918,-0.053571428571428714,0.14814814814814814,-0.04955527318932651,0.024096385542168752,-0.03691275167785235,0.3237343241987922,0.01880922076085434,0.024729520865533372,0.12352941176470589,0.06324265933418438
53,0.06759628154050468,6.924728204427133e-05,-0.0005936127270568248,0.027215474583895727,0.09406830437387659,0.8691415765370749,2.220532319391635,5.914285714285715,5.5,5.5,11.55350553505535,0.15440289505428217,-0.7729549248747913,-2.995678478824546,1.5559299191374665,0.5345911949685536,0.14814814814814814,-0.04955527318932651,0.04705882352941182,0.5017421602787455,0.3237343241987922,0.024708495280399756,0.024729520865533372,0.12352941176470589,-0.026415442874295758
52,0.05383132230376919,0.15309513917739914,-0.007246376811594235,0.013356689292752355,0.07549077428595496,0.04019183652192049,-0.13990554899645813,-0.13990554899645813,-0.07692307692307698,-0.23076923076923073,-1.0558495002939448,0.2685475444096135,-1.75,-1.56388046773495,-0.343263907197469,1.0245901639344264,0.14814814814814814,-0.04955527318932651,0.061797752808988804,0.9327146171693736,0.3237343241987922,0.020590625846653943,0.024729520865533372,0.12352941176470589,0.13787433197356358
51,0.0366217133413993,0.0350087071398546,-0.05719755893263134,-0.07605877268798622,0.0673325499412456,-0.015635962714242724,0.02127659574468077,0.02127659574468077,0.16666666666666674,0.09999999999999987,0.8368421052631578,-0.3080724876441515,-2.8431372549019605,0.05760368663594462,-0.5527900441589724,-0.06545209176788125,0.14573732718893995,-0.04955527318932651,0.06349206349206349,-0.12004801920768304,-0.18999999999999995,0.029599150517653383,0.06636500754147812,0.09947643979057608,0.12022343884612163
50,0.044095877932133876,-0.1376189371083778,0.11194313999238492,0.22825070159027128,0.024477962494036554,-0.22070053965991243,-0.6525537634408602,-0.6525537634408602,-0.8571428571428572,-0.6363636363636364,-9.544412607449857,3.447619047619048,-4.8563829787234045,-0.9789397240377633,-0.02603231597845601,-0.17256317689530676,-0.007038712921065837,-0.04955527318932651,0.01990049751243772,-0.2223738062755798,-0.3105912930474335,-0.01882170942374628,-0.015558698727015652,0.023809523809523725,-0.29787392393758216
49,0.07456989393898072,0.14706673842841766,0.15626070083323818,0.28293983244478293,0.04893251182117786,0.31240608871758013,1.6557059961315281,1.6557059961315281,4.5,1.5,-0.42320590207914155,-0.6822805139186295,-0.670344827586207,-27.620689655172413,0.711520737327189,-0.19633507853403143,-0.10936708860759492,-0.10895721925133695,0.043902439024390505,-0.21228070175438596,-0.2384542884071631,-0.023781369071081304,-0.07327586206896541,-0.037209302325581395,-0.10592890961769486
48,0.020653608038160964,0.044340175953079264,-0.02922013820335634,-0.20124666073018704,0.03790724677276147,0.09716760416148151,-0.337946103423161,-0.337946103423161,-0.36363636363636354,-0.29999999999999993,0.28197674418604657,-0.11204717775905648,-1.3556485355648535,0.38082901554404147,0.5740441572428647,-0.15418023887079269,-0.15122228538942584,-0.1507876969242311,0.03738317757009346,-0.18930957683741645,-0.08168316831683153,0.01682368775235532,-0.13798449612403108,-0.01449275362318836,0.30746127094530484
