,Assets,Current Assets,Liabilities,Current Liabilities,Shareholders equity,Revenue,Earnings,Earnings available for common stockholders,EPS basic,EPS diluted,Cash from operating activities,Cash from investing activities,Cash from financing activities,Cash change during period,Cash at end of period,Price,ROE,ROA,Book value of equity per share,P/B ratio,P/E ratio,Equity to assets ratio,Net margin,Asset turnover,Current ratio
76,0.042178058026498544,0.045837354599481905,0.08535548433514295,0.15862953739340435,0.0349462660079094,0.532865223327482,-0.10467706013363032,-0.10467706013363032,-0.4782608695652174,-0.4782608695652174,-1.378619153674833,-0.6009306593262551,-0.8395561817541388,-0.7721606171223914,-0.3586355103250667,0.5007898894154819,0.18724899598393585,0.1591187270501837,0.029239766081871288,-0.303956834532374,-0.668556116664949,-0.006888499708114448,1.9511343804537522,0.05882352941176472,-0.09735478225752159
75,0.042178058026498544,0.045837354599481905,0.08535548433514295,0.15862953739340435,0.0349462660079094,0.532865223327482,-0.10467706013363032,-0.10467706013363032,-0.4782608695652174,-0.4782608695652174,-1.378619153674833,-0.6009306593262551,-0.8395561817541388,-0.7721606171223914,-0.3586355103250667,0.5007898894154819,0.18724899598393585,0.1591187270501837,0.029239766081871288,-0.303956834532374,-0.668556116664949,-0.006888499708114448,1.9511343804537522,0.05882352941176472,-0.09735478225752159
74,0.012190839763386085,0.006984176323739488,0.30715921417379777,0.2916042467270241,-0.039619785547193365,0.0,0.0,0.0,0.0,0.0,-1.378619153674833,-0.6009306593262551,-0.8395561817541388,-0.7721606171223914,-0.12740227228962064,-0.28315789473684216,0.18724899598393585,0.1591187270501837,-0.03977272727272729,-0.303956834532374,-0.668556116664949,-0.05114037150246886,1.9511343804537522,0.05882352941176472,-0.2203629964356555
73,-0.06595742788269099,-0.08059537360368874,-0.25688073394495414,-0.26142208774583964,-0.020313016642786286,0.5369639903295584,-0.15248756218905468,-0.15248756218905468,-0.16666666666666663,-0.16666666666666663,-7.189839572192513,-1.3660699622269665,-0.605927552140505,1.7167472793228535,-0.39665445557664303,-0.3142437591776799,0.18724899598393585,0.1591187270501837,-0.017751479289940808,-0.28682170542635665,-0.668556116664949,0.04881675133192909,1.9511343804537522,0.05882352941176472,0.24483042255676501
72,-0.019075100470449358,-0.027058786498935117,0.07432222842608094,0.12965997541990992,-0.03601201525532416,0.05306730689626615,0.24567067801584974,0.24567067801584974,0.19999999999999996,0.19999999999999996,-0.9060043196544276,3.8317631224764472,-0.6323119777158774,-2.0920218092800713,0.7179224579370884,0.2676659528907923,0.18724899598393585,0.1591187270501837,-0.04216867469879504,0.2934782608695652,-0.668556116664949,-0.01724748966331957,1.9511343804537522,0.05882352941176472,-0.13873010019054643
71,-0.025154607147364616,-0.02785446232152866,0.03978749205982557,0.03009972801450589,-0.03827929883528236,-0.14614779874213835,0.13053722902921772,0.13053722902921772,0.08333333333333348,0.08333333333333348,8.703125,0.0244196843082638,3.992424242424242,-0.8843488893417567,0.048330778402316366,0.07770270270270263,0.18724899598393585,0.1591187270501837,-0.04402515723270439,0.12324929971988796,-0.668556116664949,-0.013463156629402562,1.9511343804537522,0.05882352941176472,-0.05625535255495284
70,-0.0005079074214237034,-0.010316254201377717,0.2255914695101633,0.24960394296778743,-0.0499114142174113,0.4743577939416259,-0.11400583576490209,-0.11400583576490209,-0.07692307692307698,-0.07692307692307698,-1.4420763474471914,-2.6695368440134146,-1.575113808801214,-13.451101321585902,-0.5740281896096511,-0.12382445141065834,0.18724899598393585,0.1591187270501837,-0.052631578947368474,-0.08229426433915199,-0.668556116664949,-0.04946996466431097,1.9511343804537522,0.05882352941176472,-0.20799697513942716
69,-0.04855471746993356,-0.08930833118506143,-0.0005890882726119484,-0.02460440437620326,-0.06207451496302352,-0.10016861300193591,0.3213361561985415,0.3213361561985415,0.25,0.25,-2.5125348189415044,-1.1844733984799132,-4.870712401055409,-0.8477214831587886,-0.20520644607609417,0.10554561717352406,0.18724899598393585,0.1591187270501837,-0.06249999999999989,0.1657608695652173,-0.668556116664949,-0.014228945007050409,1.9511343804537522,0.05882352941176472,-0.06633566466951524
68,-0.02045283176943702,-0.021390505963003514,0.04316481523464066,0.060800077023058785,-0.03955987090272761,0.34547852036921367,-0.3341641445611536,-0.3341641445611536,-0.33333333333333326,-0.33333333333333326,-0.9609009774755631,3.912301353737493,-1.5371506475800953,-8.219795539033457,1.8640671865626874,0.016181229773462924,0.02198731501057094,-0.0026399155227032622,-0.04444444444444451,0.08391608391608396,-0.668556116664949,-0.01950585175552666,1.9511343804537522,0.14814814814814814,-0.07749143529171143
67,-0.007270005880151809,-0.0008929357463559606,0.17294736384578613,0.14331094572517689,-0.06605887023593471,-0.11894568525300464,0.7283422459893047,0.7283422459893047,0.7999999999999998,0.7999999999999998,32.641304347826086,-0.9041456985382219,-3.5939086294416245,-1.35605329214134,-0.2317359249329759,-0.25159235668789814,0.15308233347124545,0.11169931180518788,-0.06976744186046513,-0.2172043010752689,-0.668556116664949,-0.05915119363395227,1.9511343804537522,0.12903225806451601,-0.12612587645151452
66,-0.013720316622691242,-0.010284232521839853,0.03390647002149261,0.0344923394458998,-0.033232628398791486,0.23792518002458873,-0.5977722772277227,-0.5977722772277227,-0.5555555555555556,-0.5555555555555556,-1.2662358642972538,-3.19875,-0.8620352250489237,-0.8674981923355025,-0.03996728462377319,0.006382978723404209,-0.03336921420882677,-0.06047619047619046,-0.04166666666666674,0.08241758241758235,-0.668556116664949,-0.01987595150831689,1.9511343804537522,0.10000000000000009,-0.043289356843841165
65,-0.023640274729474497,-0.030550079491255988,-0.030249811834701212,-0.0206039212676975,-0.020744346733668317,-0.09032868290375973,-0.11807692307692308,-0.11807692307692308,-0.25,-0.25,-3.4053398058252426,-3.9101762364980104,2.425531914893617,-8.049113233287859,0.2934628272846027,-0.2600422832980973,-0.1458797327394209,-0.16675114039533712,-0.02608695652173898,-0.2284263959390863,-0.668556116664949,0.0030202790162519033,1.9511343804537522,0.09090909090909083,-0.010143534325587678
64,1.7454035072022904,0.054170001180746,0.5118823225043427,0.5198229256444409,2.2806170721146906,0.11531063166103461,-1.3829044919319669,-1.3829044919319669,-1.8333333333333335,-1.8333333333333335,-1.493104608139926,-1.756788435241258,-1.220496894409938,-1.9856783433326881,-0.22363221217177487,0.38857142857142857,-0.5406345067362016,-0.5091240875912408,1.276785714285714,0.42763157894736836,-0.668556116664949,0.1950100372813306,1.9511343804537522,-0.27380952380952384,-0.30638625632095373
63,-0.02737053074958351,-0.06867283950617287,-0.16598626152003326,-0.17669802809640422,0.00034705928359146654,0.09043024285647694,-4.818906605922551,-4.818906605922551,-3.4,-3.4,-3.6954297407912686,-0.9398554465668559,-15.924882629107982,0.021598272138228847,-0.2942706860471693,0.034979423868312765,-0.4787133396404919,-0.45105328376703835,-0.168627450980392,-0.5460829493087558,-0.668556116664949,0.028437724982001367,1.9511343804537522,-0.16393442622950816,0.13122827346465815
62,0.31926923656832695,1.030467434588556,0.05627692939004025,0.07056981840951781,0.36311306786808495,0.17958363613046635,0.44795705338502834,0.44795705338502834,0.41666666666666674,0.41666666666666674,-1.3875743388586612,156.08154506437768,23.66215791129286,-2.616759561791274,-0.0916012181439333,0.05367793240556651,-0.06896551724137945,-0.02257336343115124,0.3160377358490565,0.2690355329949239,-0.668556116664949,0.03325166258312917,1.9511343804537522,-0.1960784313725491,0.8965855740503628
61,0.004269922601700449,0.018065390791586644,-0.10691788994644391,-0.11610224015909221,0.018633696232752683,-0.01938827281293032,-1.1756951596292482,-1.1756951596292482,-1.1764705882352942,-1.1176470588235294,-1.2987267384916747,-0.988087431693989,-0.9512251119245928,-0.7609367570137898,0.17741508601676226,0.11132075471698122,-0.4814814814814815,-0.46420323325635104,0.014336917562723928,-0.15600000000000003,-0.668556116664949,0.01434056007226725,1.9511343804537522,-0.12195121951219512,0.1517879244773499
60,0.019349495319894272,-0.08239545422223371,0.041915237385036,0.0614081524616199,0.016793651352254857,0.1477512103181935,4.662368112543962,4.662368112543962,3.666666666666667,6.000000000000001,-13.968306010928961,19.506880733944953,-0.7547071129707112,-3.544007956240676,-0.38333583096058743,-0.03395585738539886,-0.6390977443609023,-0.6336206896551724,0.010600706713780772,-0.04739336492891,-0.668556116664949,-0.002560391851274768,1.9511343804537522,0.0277777777777779,-0.13547731624399195
59,0.044541958692551065,0.11354237849338134,0.104851936897981,0.11792394014962593,0.03754235498932257,0.14283414367131408,0.2656314699792961,0.2656314699792961,0.2857142857142856,0.2142857142857142,-0.0832631046688016,-0.32496365059836707,3.4882729211087424,-1.5938232994526973,0.36913730255164023,0.3268892794376097,-3.510416666666667,-3.529411764705882,0.027972027972027913,0.31343283582089576,-0.668556116664949,-0.006696428571428492,1.9511343804537522,0.027027027027026973,-0.003932381124570616
58,0.05167699355447808,0.11780038465431719,0.06067640152230824,0.0703231743022057,0.05056475878495137,0.2733215000140874,0.911009324390643,0.911009324390643,0.9444444444444444,0.9411764705882353,-0.21989336275050564,0.43550658603264014,-0.25296912114014247,-2.8094140882159317,-0.48784167554135605,0.3708609271523178,2.282157676348548,2.2837209302325583,0.030612244897959107,0.33333333333333326,-0.668556116664949,-0.0010112359550561445,1.9511343804537522,0.10526315789473673,0.04435721740708809
57,0.04226362042633447,0.0905854519933893,-0.007481487136422604,-0.0037514654161782124,0.04847078099399238,-0.07921405496304823,-0.22068139017291555,-0.22068139017291555,-0.2571428571428571,-0.24242424242424243,0.45510252180061284,-0.20423591874422897,1.129093799682035,-1.9557940694924505,0.9104141396638363,0.36714975845410636,0.3008849557522124,0.30028328611898036,0.04620462046204632,0.3267045454545454,-0.668556116664949,0.00596108424249242,0.22353636901241858,0.04761904761904767,0.09470116665580397
56,0.05504333694474539,0.10019253823518737,0.06432838499602589,0.0677806542715933,0.0539465834032411,0.2677464314894027,0.6239015817223199,0.6239015817223199,0.6153846153846152,0.6000000000000001,-0.15630061548428897,0.11864529697585025,-0.7029569892473118,-1.5810810810810811,-0.2769160997732426,0.09611307420494697,0.25364431486880457,0.252723311546841,0.04731861198738163,0.047109207708779355,-0.18718905472636804,-0.0011180679785330883,0.15079748670855486,0.09090909090909083,0.030364372469635637
55,0.09856439430892228,0.1833345126064294,0.1393572942763539,0.13175617760144975,0.09369845694089252,0.15387823185988325,0.4015151515151516,0.4015151515151516,0.40476190476190466,0.375,1.0496256479170665,1.0755267423014585,4.7425842131724485,-1.2479528332787422,0.09495735072754652,0.3391360412637008,0.2705426356589147,0.2704347826086957,0.07831325301204828,0.2801635991820042,0.03634276970160677,-0.004365345869711268,0.17933641327173455,0.08333333333333348,0.04557186332293228
