Quarter end,Assets,Current Assets,Liabilities,Current Liabilities,Shareholders equity,Revenue,Earnings,Earnings available for common stockholders,EPS basic,EPS diluted,Cash from operating activities,Cash from investing activities,Cash from financing activities,Cash change during period,Cash at end of period,Price,ROE,ROA,Book value of equity per share,P/B ratio,P/E ratio,Equity to assets ratio,Net margin,Asset turnover,Current ratio
1995-09-30,0.01206740472828316,0.002502449588537292,-0.017548514616272604,-0.003089353577451881,0.03400912388306487,-0.06355174615150971,-0.04465614895510084,-0.04465614895510084,0.0,0.0,-1.7772904910875265,-45.451465274989964,-8.142314231423143,-3.6583526929388945,-0.5224385891794647,-0.1446153846153847,-1.188340807174888,-1.1974921630094044,0.029126213592232997,-0.0185185185185186,0.4677314914742068,0.02176183844011126,0.0,-0.008547008547008517,0.005634583410308425
1995-12-31,0.01206740472828316,0.002502449588537292,-0.017548514616272604,-0.003089353577451881,0.03400912388306487,-0.06355174615150971,-0.04465614895510084,-0.04465614895510084,0.0,0.0,-1.7772904910875265,-45.451465274989964,-8.142314231423143,-3.6583526929388945,-0.5224385891794647,-0.1446153846153847,-1.188340807174888,-1.1974921630094044,0.029126213592232997,-0.0185185185185186,0.4677314914742068,0.02176183844011126,0.0,-0.008547008547008517,0.005634583410308425
1996-03-31,0.06376830652299548,0.0987179594168317,0.1203680760932162,0.20534774497651553,0.023925782874273605,0.03216610531408515,-0.19252348761562088,-0.19252348761562088,-0.33333333333333326,-0.33333333333333326,-1.8726381383452235,-1.134366369664206,1.398290765841455,-2.4580173939536065,1.5950295250771291,0.010791366906474975,-1.188340807174888,-1.1974921630094044,0.018867924528301883,-0.0185185185185186,0.4677314914742068,-0.03748509115692622,0.0,-0.008547008547008517,-0.0885000459263342
1996-06-30,0.03246965932240942,0.056670065169794004,0.07564396980429589,0.16720244999453548,-0.0007847955501240067,0.44585423815728475,-2.318000883320159,-2.318000883320159,-2.0,-2.0,-2.256497938188767,-6.460378271565109,-0.4532811499545568,-1.41267194377923,-0.24712984095089785,0.07117437722419928,-1.188340807174888,-1.1974921630094044,-0.09259259259259267,0.05283018867924527,0.4677314914742068,-0.03221809169764556,0.0,-0.008547008547008517,-0.0946742580742681
1996-09-30,0.050541637320991484,-0.00770969798852239,0.10765019236460494,0.06988855327570054,0.00318998834427342,-0.26517542904829283,-1.0747034805418778,-1.0747034805418778,-1.0,0.0,-6.082846393980629,2.645960271095979,0.3598177417058237,-0.30043140063627427,-0.23569023569023573,-0.07641196013289031,-1.188340807174888,-1.1974921630094044,0.010204081632652962,0.017921146953404854,0.4677314914742068,-0.04499725626486184,0.0,-0.008547008547008517,-0.07251780943900255
1996-12-31,-0.007342612693142625,-0.011508353779647207,-0.016765747111081475,-0.15138239875389403,0.0012841680425610402,0.039130971485001886,-0.7428571428571429,-0.7428571428571429,-inf,0.0,0.8717660292463443,-0.6306549628629304,-2.094240837696335,-4.328571428571429,1.0264317180616742,-0.26618705035971213,-1.188340807174888,-1.1974921630094044,0.0,-0.27464788732394363,0.4677314914742068,0.008619038498371756,0.0,-0.008547008547008517,0.1647764776477647
1997-03-31,0.0691773332475718,0.13988534956562848,0.18532608695652164,0.3590684868647471,-0.03523879320874557,0.053575671180803086,-65.11111111111111,-65.11111111111111,-inf,0.5,0.3125,-0.2321755027422303,-0.507177033492823,1.228898426323319,1.128985507246377,0.23529411764705888,13.714285714285715,-1.1974921630094044,-0.04040404040404044,0.2378640776699028,0.0,-0.09760729206228624,0.0,0.0,-0.16124877646695168
1997-06-30,0.09180327868852456,-0.07227291580257156,0.1316483264557542,0.09149995779522246,0.04779388491485714,0.14736723418649222,-2.285961871750433,-2.285961871750433,-2.3333333333333335,-2.3333333333333335,-0.5819597069597069,10.585714285714285,-9.504854368932039,-2.4127086007702183,-0.7491490810074881,-0.09920634920634919,-1.2071197411003236,-1.1974921630094044,0.05263157894736836,-0.06274509803921557,0.0,-0.04040404040404044,-0.44339622641509435,-0.06896551724137923,-0.15005220809532593
1997-09-30,0.030773893159214305,0.07544428299988826,0.012813370473537589,0.04075477534606753,0.05219913001449972,0.08667452830188682,0.11185983827493251,0.11185983827493251,0.25,0.25,-1.8061336254107339,-0.9860254829428688,-0.5644977168949772,-0.9813721035892776,-0.05563093622795112,0.11894273127753308,3.71875,3.587301587301587,0.050000000000000044,0.06276150627615062,2.735294117647059,0.02083333333333326,3.389830508474576,0.03703703703703698,0.03331406272582749
1997-12-31,0.03477307959587317,0.02021409270421959,-0.07670767076707674,-0.3600832218754644,0.162781350482315,0.1050822933622717,-0.027878787878787836,-0.027878787878787836,0.0,0.0,2.120923913043478,14.191176470588236,5.614678899082569,-42.8780487804878,2.4669540229885056,0.46456692913385833,0.695364238410596,0.7024221453287198,0.08571428571428563,0.39370078740157477,-0.7559055118110236,0.12373791621911923,0.633204633204633,0.03571428571428559,0.594307294216379
1998-03-31,0.2520470102027639,0.1606478887587226,0.4536395147313692,0.25661867162099394,0.06824354352871453,-0.013829787234042601,0.30673316708229437,0.30673316708229437,0.19999999999999996,0.19999999999999996,-0.6094906399651719,6.152952565343659,0.5730136714880127,-1.202096680256261,-0.1438043928719437,0.2930107526881718,0.759765625,0.725609756097561,0.06140350877192979,0.192090395480226,-0.2946774193548387,-0.1468170521888741,0.7754137115839244,-0.025862068965517238,-0.07636969776725011
1998-06-30,-0.005219400490995008,-0.020143064027735136,-0.07011922503725787,0.007022731472925425,0.07530162252114825,0.16065056841755876,0.050572519083969425,0.050572519083969425,0.0,0.0,-1.2486064659977703,-0.858573555284883,-1.0818742914724777,3.2420749279538903,-0.712487899322362,0.5675675675675678,0.014983351831298508,0.029446407538280317,0.07438016528925617,0.4763033175355451,-0.137891607592042,0.08088729554111596,0.01997336884154466,0.008849557522123908,-0.026975683890577473
1998-09-30,0.22386976358357535,0.041920458616983236,0.3847664075647088,-0.1505780877225179,0.05124236952970507,0.08229069850575543,-0.01180744777475018,-0.01180744777475018,0.0,0.0,-4.130044843049328,6.087081339712919,-12.952307692307693,-0.7724184782608696,-0.563973063973064,-0.22015915119363394,-0.014215418261345092,-0.04919908466819234,0.03846153846153855,-0.274478330658106,-0.2909814323607427,-0.14096185737976785,-0.013054830287206332,-0.0350877192982455,0.22662046075751663
1998-12-31,0.040684571719054485,0.07238651994497936,0.01663725007956951,0.5024305930647077,0.07467081050134938,0.02331880036993006,0.2959558823529411,0.2959558823529411,0.3333333333333335,0.16666666666666674,-4.5315186246418335,-1.2932757223872535,-1.5354614493499807,-2.423880597014925,1.8416988416988418,-0.23469387755102045,0.0782029950083194,0.030084235860409203,0.07407407407407396,-0.26327433628318575,-0.267863823419379,0.03257722007722008,0.08465608465608465,-0.054545454545454564,-0.2862202061199316
1999-03-31,0.07577829881464115,0.15508257174923834,0.08936703096539156,0.051049755536382024,0.0576103500761036,-0.0498353882899748,0.03404255319148941,0.03404255319148941,0.0,0.1428571428571428,-1.2807302231237323,-1.6293738489871088,-1.4754807692307692,-1.169811320754717,-0.11005434782608692,0.0,0.02211934156378592,0.007009345794392496,0.05517241379310356,-0.06906906906906907,-0.08022483392948387,-0.016826361299368986,0.039024390243902474,-0.028846153846153855,0.09895194559036691
1999-06-30,-0.02648705917965799,-0.08793420550369568,-0.09089246525237749,-0.41100013681762215,0.062207670720299424,0.09307697533799852,0.14883401920438954,0.14883401920438954,0.125,0.125,-4.320809248554913,0.6386247256766642,-1.0611729019211324,-0.2222222222222222,-0.09618320610687026,-0.03555555555555556,0.04932058379466531,0.04176334106728552,0.05882352941176472,-0.08387096774193559,-0.10722222222222222,0.09103874494889452,0.07629107981220673,-0.02970297029702973,0.5485212803733577
1999-09-30,0.10373134328358202,0.21896282768329334,0.1355289249073195,0.634959349593496,0.0662534295295194,0.043880912424637986,0.016119402985074638,0.016119402985074638,0.0,0.0,-0.052219321148825104,-0.4598214285714286,6.066115702479339,-2.7936507936507935,0.1908783783783783,0.023041474654378113,0.041247002398081545,0.059020044543429906,0.05555555555555536,-0.035211267605633645,-0.07902924704418168,-0.03398692810457504,0.07960741548527817,-0.020408163265306145,-0.25443883902247266
1999-12-31,0.07192359702501694,0.11901491978275791,0.05555133753448227,-0.311429992185835,0.09247434797801701,0.013932718070854389,0.0781433607520563,0.0781433607520563,0.22222222222222232,0.11111111111111116,-2.6772268135904502,0.1702479338842975,-6.133333333333334,-7.017699115044247,-0.9645390070921985,-0.04504504504504503,-0.002303086135421517,0.011566771819137678,0.0584795321637428,-0.09489051094890522,-0.1317567567567568,0.01917004961659896,0.042424242424242475,-0.03124999999999989,0.6251153389867743
2000-03-31,0.08269599726668253,0.10892304259295416,0.06387263834276391,-0.2656556277726194,0.105524861878453,-0.022608491397028585,-0.022343324250681196,-0.022343324250681196,-0.09090909090909083,-0.10000000000000009,-0.08376676704078845,1.272598870056497,0.6126680337206654,-1.7544117647058823,20.52,1.0707547169811318,-0.03000923361034158,-0.008316008316008316,0.1049723756906078,0.9556451612903225,0.8980544747081713,0.02102235007745068,0.02034883720930236,-0.021505376344086002,0.5101119342453901
2000-06-30,0.0757971137624256,0.06348727236140461,0.08683403948435942,0.002247822422028589,0.06291591046581968,0.10069694784907468,0.21739130434782616,0.21739130434782616,0.09999999999999987,0.22222222222222232,-1.1290708096803108,0.4145431945307645,-0.43373834416501833,-1.2183235867446394,-0.20817843866171004,-0.1241457858769931,-0.008567348881485026,-0.009433962264150941,0.06000000000000005,-0.2061855670103092,-0.14801148011480114,-0.01192024273948844,0.03703703703703698,-0.05494505494505497,0.06108892986947878
2000-09-30,0.0285775531386796,0.006859035004730396,0.02417833074131681,0.060274740678441185,0.03382742322634935,-0.07871179039301313,-0.809981684981685,-0.809981684981685,-0.8181818181818181,-0.8181818181818181,4.782407407407407,-0.31920035149384884,-0.844560878243513,-1.1964285714285714,0.05164319248826299,0.14694408322496755,-0.22659625540086425,-0.22116402116402123,0.023584905660377187,0.08051948051948044,0.08854667949951867,0.005044966001316098,-0.17216117216117222,-0.05813953488372081,-0.05036699569729197
2000-12-31,0.0586712588708882,-0.010500352360817478,0.14769897349719585,1.0846113167636173,-0.046579539470534725,-0.10623296599123122,-6.31566265060241,-6.31566265060241,-7.0,-7.0,-0.6881505204163331,1.2003872216844145,9.271268057784912,15.318181818181817,0.8013392857142858,-0.25396825396825395,-0.6604593420235878,-0.6684782608695652,-0.04608294930875578,-0.2716346153846154,-0.09106984969053944,-0.09930161501527712,-0.6382743362831858,-0.07407407407407418,-0.5253375977256574
2001-03-31,-0.11824737354690318,-0.24511549509769015,0.02408001975796492,2.4309360730593608,-0.32079734886523403,-0.5972157772621809,4.882592928377154,4.882592928377154,4.583333333333334,4.583333333333334,0.6765083440308088,-0.81976829447133,-0.9159243631817472,0.7130919220055709,0.762081784386617,-0.37537993920972645,-7.173674588665448,-6.709016393442623,-0.32367149758454106,-0.34323432343234317,0.9990272373540858,-0.22970680881996608,0.0,-0.17333333333333334,-0.7799655611289961
2001-06-30,-0.04262969273250694,-0.11730297502987608,0.044409226369916066,0.048910331059723866,-0.22939306572041107,0.750658327847268,-0.516452184634353,-0.516452184634353,-0.5074626865671642,-0.5074626865671642,-1.0459418070444104,0.039056143205858485,-0.9888475836431226,-3.1642276422764226,-0.9360056258790436,-0.4793187347931873,0.924489191590169,0.7056712132089016,-0.22857142857142843,-0.23115577889447236,0.0,-0.19502988361119844,0.0,-0.11290322580645151,-0.15855733242599523
2001-09-30,0.03385004357057819,-0.03071113011258375,0.027181711722113144,0.0010926072781742846,0.05324251726784346,0.20729529002538305,-0.9236653386454183,-0.9236653386454183,-0.9393939393939394,-0.9393939393939394,33.3,-0.1339075959279562,833.8333333333334,-2.386175807663411,20.274725274725274,0.6401869158878504,0.2308047391906447,0.06313131313131315,0.04629629629629606,1.1241830065359477,0.0,0.01875732708089095,0.0,-0.07272727272727275,-0.03174282248281435
2001-12-31,0.0036920519973882016,0.05050356538998746,-0.025065433466608833,-0.06812540708011339,0.08525366608980778,-0.011602554119296005,-10.572025052192068,-10.572025052192068,-13.0,-13.0,-1.1788143828960156,-0.5352622061482821,-0.28828109403074464,0.8531165311653117,1.7660123966942147,0.06837606837606836,-0.19164895611951505,-0.284639746634996,0.07964601769911517,0.021538461538461506,0.0,0.08131952435749912,0.0,-0.019607843137254943,0.12737523491334324
2002-03-31,0.002460199181510747,0.013331000699789985,-0.0024211081098887144,-0.006007140563311086,0.014897188417960505,0.05908768612621129,-0.9670665212649946,-0.9670665212649946,-0.9583333333333334,-0.9583333333333334,0.057065217391304435,0.8949416342412451,-0.9612903225806452,-1.1307399824510092,-0.08347338935574233,-0.02399999999999991,-0.8625115991339313,-0.8666297731045932,0.016393442622950838,-0.09638554216867468,0.0,0.012415750266051795,0.0,0.17999999999999994,0.019448045934432168
