,Assets,Liabilities,Shareholders equity,Revenue,Earnings,Earnings available for common stockholders,EPS basic,EPS diluted,Cash from operating activities,Cash from financing activities,Cash change during period,Cash at end of period,Price,ROE,ROA,Book value of equity per share,P/B ratio,P/E ratio,Cumulative dividends per share,Equity to assets ratio,Net margin,Asset turnover
55,-0.020741296263380282,-0.06874474440743217,-0.002176418508445299,0.0408894613447075,0.42668263573327025,0.42668263573327025,0.42682926829268286,0.4303797468354429,-1.7863728592815988,-1.6022448905643398,3.3729347518542605,-0.96000236359484,-0.013117621337997432,0.1294298921417567,0.18942731277533031,-0.0021994134897361795,-0.023668639053254448,-0.23482245131729673,0.09774436090225547,0.018998751906809108,0.20328773999247063,0.0
54,-0.016851524927116168,-0.023997602505818727,-0.014272221949656383,-0.04400408928934563,-1.8992428358432134,-1.8992428358432134,-1.905982905982906,-1.9380530973451329,0.898570051785107,-0.3114731280284406,-0.9857042283477156,-0.34311963928535105,0.07532122286220644,-0.31036834924965906,-0.3027777777777777,-0.014695077149154967,0.07878787878787885,-0.02844311377245501,0.09360730593607314,0.002585737615677708,-0.32547710918761075,0.09090909090909083
53,0.030676680530397293,0.04626447870693684,0.025105935311959593,0.029485781129243493,-1.696026678680008,-1.696026678680008,-1.6886792452830188,-1.669811320754717,-0.65234280886502,-0.7059415134814011,-57.58256633199821,29.555746998666073,-0.09270704573547595,0.20771513353115734,0.18592297476759634,0.02460850111856816,-0.07865168539325851,0.315100154083205,0.08559498956158662,-0.005429618569295469,0.21474953617810755,-0.08333333333333326
52,0.026492283158437324,0.08069758415069761,0.006720628541749596,0.16091702611420722,-0.3210076482850417,-0.3210076482850417,-0.3287671232876712,-0.323943661971831,-1.3028848363336645,-0.9912730018578344,-2.0129410867111774,-0.979790495211798,-0.03769300635785644,-0.19574119574119575,-0.1970884658454648,0.00727802037845704,-0.060975609756097504,-0.20913884007029881,0.07884615384615379,-0.01924389245257263,-0.2292223494972635,0.09090909090909083
51,-0.04708806512300945,-0.20528448052070158,0.014855059146143601,-0.06826231662548032,-0.0084618561776022,-0.0084618561776022,0.0,0.0,-9.323650593209344,1024.553459119497,-1.0096288582498982,0.4668231058536114,0.04483246814535158,-0.5061099796334012,-0.500697350069735,0.004335260115607031,0.038961038961039085,0.30148148148148146,0.071301247771836,0.06498747564709162,-0.5102377807133422,0.0
50,0.08825319509562335,0.09294886126256463,0.08681339779621045,0.12620239479390505,-0.0865308359474054,-0.0865308359474054,-0.10204081632653061,-0.10416666666666663,-1.6601636934854647,-1.6668489101659103,0.8965873409353826,0.6035975227584514,-0.002258355916892496,2.131958762886598,2.1620111731843576,0.008633093525179714,-0.006249999999999978,1.0608992601024472,0.06988352745424287,-0.001306677120083588,2.0620364126770063,0.0
49,0.1401210094381906,0.6412814806262142,-0.014413617549795754,0.1208420461118287,-0.17771079637929155,-0.17771079637929155,-0.22727272727272718,-0.20930232558139528,2.0001086452594214,1.6488936470631947,18.115332389354826,7.19505182140202,0.06790402897238579,-0.18499012508229107,-0.20759717314487625,-0.00998573466476449,0.05660377358490565,-0.6898646782656724,0.06531881804043538,-0.13554886824545342,-0.22968509138956172,0.08333333333333348
48,0.13050944990572932,0.3933609859685576,-0.0044638585596987745,0.04980253149306302,-0.01891438737074591,-0.01891438737074591,-0.02941176470588236,-0.02941176470588236,0.43171146515643466,0.050797729874572095,-1.57427953540176,-0.5042031590813584,-0.03603221704111914,-0.09208400646203552,-0.14381270903010046,-0.004322766570605263,-0.023809523809523836,0.17008014247551206,0.0613138686131387,-0.11941879824428636,-0.12349914236706694,0.0
47,0.3009965426156671,0.34238693422058053,0.27124951856322466,0.06449737603163808,0.4601756587939192,0.4601756587939192,0.33333333333333326,0.33333333333333326,1.4052193511945141,1.6893628125332376,-1.1714411394571604,0.17434795258203883,0.012313104661389573,-0.05693950177935947,-0.1289062499999999,0.06584659913169322,0.018292682926829285,0.10882800608828003,0.057771664374140386,-0.022860089377793047,-0.059523809523809534,-0.07692307692307698
46,-0.028740895497552543,-0.10154044651548078,0.02650749174505962,0.1528553802139898,-0.8761107199141602,-0.8761107199141602,-0.8863636363636364,-0.8863636363636364,-1.2450638482108494,-1.142567623954629,9.315539393471719,1.5314823592758975,-0.13987836663770625,-0.27264150943396226,-0.3094170403587444,-0.14935505770536328,-0.19760479041916157,-0.11736444749485253,0.0546163849154746,0.05699208443271764,-0.29322004508409916,-0.08333333333333326
45,0.16820744294677015,0.11433726185244586,0.20399036046255414,0.07484107836689868,1.571888490425604,1.571888490425604,1.1999999999999997,1.1999999999999997,-4.254211010912734,-6.269871865732766,-1.618591391360241,-0.3742320383931588,-0.04949494949494948,-0.24513618677042803,-0.25108225108225113,0.02873104549082206,0.11940298507462677,0.26127527216174173,0.05178791615289757,0.030620735563321677,-0.21884200196270853,0.0
44,-0.00637025246541123,-0.22960912874238093,0.13087293080066287,-0.004567062682830025,-7.263718385243439,-7.263718385243439,-6.545454545454545,-6.545454545454545,-0.856842082743922,-0.8671739219661823,-1.418841863053854,0.25048269293388903,-0.05791710945802342,-1.2268041237113403,-1.2369942196531791,0.10705973622963527,-0.08000000000000007,0.17509247842170161,0.049237983587338885,0.1380590989827224,0.0,0.0
43,0.007952824203728559,0.07594710516156744,-0.020523941346324848,0.006205787410215713,-1.2359675737375566,-1.2359675737375566,-1.2131147540983607,-1.2131147540983607,-1.0615629954040615,-1.2552867254260218,-2.0760000490830492,-0.215482835180838,-0.025944726452340694,0.8106060606060608,0.9024390243902436,-0.021023125437981682,-0.12318840579710144,0.0,0.04692737430167604,-0.028234960272417786,0.0,0.0
42,-0.010561497947666698,0.13559247019945708,-0.07780123119107896,0.011715761821366133,-6.007945532217871,-6.007945532217871,-6.076923076923077,-6.076923076923077,-14.83940391761041,-5.313252718615668,-1.7157720745583611,0.1966457795798009,-0.08627678054429644,2.1380753138075312,2.185897435897436,-0.07730851825340013,-0.06611570247933896,0.0,0.04482390608324449,-0.0678931230836618,0.0,0.0
41,-0.053350027484272866,-0.030873660279311488,-0.06608328304164157,0.02200195018190554,-0.3528973075822053,-0.3528973075822053,-0.3484848484848485,-0.3484848484848485,-2.6308423215202876,-2.517560700169396,-1.690721649484536,-0.11350685353457568,-0.33840304182509506,0.5346666666666666,0.5412474849094568,-0.06594259115593493,-0.2831858407079645,0.0,0.042900919305413954,-0.013471177944862078,0.0,0.0
40,0.02085178926367348,0.04678378251573423,0.005606997911659306,-0.07444105691056913,-2.1292980336152914,-2.1292980336152914,-2.116279069767442,-2.116279069767442,-0.4579166994724825,-0.8428337550230689,-7.476255088195387,0.829221681723419,-0.26819923371647514,-0.6741963509991311,-0.6853785900783289,0.004983388704318914,-0.22222222222222232,0.0,0.04113614103819785,-0.014925373134328512,0.0,0.0
39,-0.16300104523687986,-0.39596099297591836,-0.0204417486570041,-0.03028639399762101,-1.0766536964980544,-1.0766536964980544,-1.0833333333333333,-1.0833333333333333,8.014814814814814,31.211174242424242,-2.2493190865283887,-0.5663405831512964,-0.13089005235602091,0.41600000000000015,0.4315352697095436,-0.01983471074380172,-0.12698412698412687,0.0,0.019755409219190945,0.17021276595744683,0.0,0.0
38,-0.02446178553899858,-0.07953401104550706,-0.0036800588809421386,-0.12408001509718813,-5.307106598984771,-5.307106598984771,-5.25,-5.25,-0.7765640356389063,-0.8065853300014699,-1.1190675834311588,0.15549715286903187,0.3237951807228916,-1.2824858757062148,-1.2927536231884058,-0.004215851602023535,0.34545454545454524,0.0,0.019372693726937396,0.02134986225895319,-0.721105527638191,0.0
37,-0.02201780238754425,-0.11250201533961357,0.009527212577687072,0.05612409781320693,0.8638774307601651,0.8638774307601651,0.7647058823529409,0.7647058823529409,0.0866022497836747,0.06178750569995439,0.5464788732394366,0.20811220621683102,-0.03299203640500559,4.093333333333333,4.356435643564357,0.009314140558848383,-0.027027027027027084,1.4774396642182581,0.01900452488687776,0.03223196223870528,4.326576576576576,0.0
36,-0.05137071783850922,-0.2592097579964965,0.012328543760364852,0.001019991840065293,0.261460638634208,0.261460638634208,0.26666666666666683,0.26666666666666683,0.6036896940739267,0.8809677188461813,-2.924408014571949,-0.3315029808597427,0.1399999999999999,-0.11910994764397898,-0.05360443622920519,0.015100671140939603,0.12500000000000022,-0.7744599745870394,0.018650088809946785,0.06715442905670232,-0.09471458773784347,0.09090909090909083
35,-0.09001469653893301,-0.3841720821874617,-0.02404252226486847,-0.18799673935194616,-1.2190476190476192,-1.2190476190476192,-1.2105263157894737,-1.2105263157894737,0.27439377638003815,0.08794094143612763,-2.0444865120681497,0.5179535320347337,0.24045407636738902,-0.054977711738484314,-0.009765625,-0.023966942148760273,0.2222222222222221,0.39342723004694835,0.018308631211856996,0.07247796278158658,0.010509107893507563,0.0
34,-0.04608125930052964,-0.3949426856671502,0.0032886659769995052,-0.0021332664073283603,-3.194508009153318,-3.194508009153318,-3.25,-3.25,-0.4652401207909861,-0.46824064358167194,-0.42637063887630267,0.19573283858998147,-0.05823627287853572,0.02672955974842761,0.08284023668639051,0.003386960203217493,-0.030303030303030276,-0.009433962264150941,0.017979452054794676,0.05182648401826495,0.06609660272706264,0.0
33,0.018405429583244093,0.34152877021436634,-0.009171661731783076,0.006790744466800724,-0.44421272158498437,-0.44421272158498437,-0.4444444444444444,-0.4444444444444444,-1.2428805634829072,-1.1775965270012498,-2.0268562401263823,-0.16808895784846134,0.012367491166077826,-0.2526799387442572,-0.22040072859744986,-0.009282700421940904,0.01041666666666674,-0.0006802721088434716,0.01766190075693852,-0.027132624267419136,-0.2161283329720356,0.0
32,-0.010747848433921292,0.3078109121491397,-0.047558309037900925,0.0489632775418436,-4.931050656660412,-4.931050656660412,-5.0,-5.0,-0.31925000000000003,0.9111111111111112,-2.8746153846153844,0.3787690394777743,-0.014834205933682565,-1.348360655737705,-1.352803738317757,-0.047700170357751315,-0.010309278350515427,0.3253914227365555,0.01735537190082659,-0.03714859437751006,0.0,0.0
31,0.15261836968327125,1.5881943141930814,-0.0751610228939481,0.06930221481305066,0.707433480491588,0.707433480491588,0.7,0.7,19.832170400293794,9.781201550387596,-1.4493229380385722,-0.1234359147784917,-0.07794508414526125,3.1470588235294112,2.9139072847682117,-0.07513416815742391,-0.03124999999999989,0.0,0.017059301380990988,-0.19765959911945308,0.0,0.0
30,0.011122783560946203,0.07566722570760098,-0.017537327155045634,0.09432071269487752,-0.9622641509433962,-0.9622641509433962,-0.9705882352941176,-0.9705882352941176,-0.9132143990410041,-0.9302726896874045,-0.046575342465753455,-0.1342592592592593,-0.20461095100864557,0.31063829787234054,0.2098138747884939,-0.01740812379110246,-0.13978494623655913,0.0,0.016773162939297093,-0.028303249097472838,0.0,0.0
29,-0.029934765634838656,-0.03660144557904965,-0.026693680078232807,-0.05159255113462913,1.3870370370370368,1.3870370370370368,2.0,2.0,-2.9349989843591304,-3.703274039700954,-0.08045977011494254,-0.142602495543672,-0.08212560386473422,0.2142857142857142,0.13146853146853155,-0.02460629921259838,-0.0625,0.0,0.0164964650432049,0.0032694308218159662,0.0,0.0
28,0.010369471238105055,0.09199800199800201,-0.028911237597107897,0.17982832618025757,0.24359968968192391,0.24359968968192391,0.3333333333333335,0.3333333333333335,-1.1128490447197144,-1.2857142857142856,-3.0010416666666666,0.33281358281358275,0.11973684210526314,-0.24777183600713004,-0.2991347342398022,-0.029263370332997085,0.14666666666666672,0.0,0.016228748068006338,-0.0388090653236558,0.0,0.08333333333333348
27,0.033391046252782663,0.23222241535463684,-0.07420223562142947,-0.09412513641324116,5.60012476606363,5.60012476606363,5.25,5.25,13.391627906976744,4.709279038718291,-0.14940135346173866,0.2124008839204472,-0.07403055229142186,-0.1812796208530807,-0.21516754850088182,-0.07380457380457373,-0.04651162790697683,0.0,0.015969581749049278,-0.10417629835105557,0.0,0.0
26,-0.08798095155203822,-0.22165220167343513,0.00829354109072633,0.008432888264230609,-1.516446124763705,-1.516446124763705,-1.52,-1.52,-3.1488591558399586,-2.8951768488745984,-0.49326805385556916,0.08877452557092314,0.08248730964466988,-0.40955137481910264,-0.41797752808988764,0.007856341189674598,0.1707317073170731,0.0,0.01571856287425155,0.10562532255289869,0.0,0.0
25,-0.0031390379070354024,-0.04651939182357545,0.020979614348443976,-0.02160278745644595,0.531112737920937,0.531112737920937,0.5384615384615385,0.5384615384615385,-0.7349977440216574,-0.7714162322238332,0.6908212560386473,0.13786312161496794,-0.046893317702227266,-1.2107843137254901,-1.2084942084942085,0.021158129175946394,-0.05208333333333326,0.0,0.015475313190862039,0.024117006379337003,-0.8885508849557522,0.0
24,-0.024110967891931456,-0.016796550654755382,-0.027908788697278197,-0.1428571428571429,-1.3302653597896246,-1.3302653597896246,-1.325,-1.325,-0.8934165720771851,-0.5045883940620783,-2.9514285714285715,-0.2364344439636521,0.088560885608856,-0.6976744186046512,-0.7037037037037037,-0.028353326063249695,0.06593406593406592,4.6815613764766315,0.015239477503628418,-0.003798237617745448,-0.684863523573201,0.0
23,-0.014980958487049278,0.022313343236808336,-0.034566410361907995,0.015075973409306664,-0.25479551212450235,-0.25479551212450235,-0.23076923076923073,-0.23076923076923073,9.699680511182109,-0.48706074639062924,-3.9882869692532945,0.9253088518644452,-0.027118644067796627,17.5,18.5625,-0.03479236812570152,0.0,1.5944675465557765,0.015010721944245908,-0.019978648772304375,18.251968503937007,0.0
22,0.04957443100375958,-0.1132221945757651,0.1401056022315943,0.09355630920360203,-14.926663428848956,-14.926663428848956,-14.6,-14.6,0.2282273315417538,7.034519383961763,-1.3416217540421362,-0.18172720315535407,-0.015098722415795462,2.496881496881497,2.568690095846645,0.1406976744186048,0.020618556701030855,-0.9312891986062718,0.014788732394366289,0.08636788048552768,2.644989775051125,0.0
21,0.02158995021874599,0.0030864543934274735,0.029593382267272483,-0.10255587637685804,-0.6336181342632956,-0.6336181342632956,-0.6323529411764706,-0.6323529411764706,-1.0972447325769854,-0.7613854187322361,0.7246324847615633,-0.3460431654676259,0.09198113207547154,0.039833531510107045,0.058191584601611446,0.029561671763506547,-0.0505050505050505,-0.6932048681541583,0.014573213046495503,0.007735281478298273,0.11052513464991032,-0.07692307692307698
20,0.022835382237230473,0.14988699174256492,-0.030704235977518812,0.1118922783603431,-1.2000761469636398,-1.2000761469636398,-1.2,-1.2,7.929166666666667,-3.2202216066481992,-0.43866943866943864,-0.29702970297029707,0.06047516198704117,-0.0040022870211550154,-0.0008460236886632666,-0.03069306930693072,0.03191489361702127,-0.0049586776859504855,0.014363885088919393,-0.052309879175550855,-0.006769728200464842,0.0
19,-0.08321495981786697,-0.010450520579935785,-0.11959080826555624,0.0909870324724038,8.598001902949571,8.598001902949571,8.6,8.6,-2.0372375174988333,-2.213849033063007,-1.512962962962963,0.21674491392801243,-0.0010183299389001643,-0.5177956371986222,-0.5182049110922946,-0.11950970377936665,0.030927835051546504,-0.01827242524916939,0.014160485502360043,-0.039598020098995046,-0.5384537131230926,0.08333333333333348
18,0.066299476099007,0.0007178256765261182,0.10314877535347056,-0.1471512770137524,-2.1402230483271376,-2.1402230483271376,-2.135416666666667,-2.135416666666667,-0.8853698038509987,-0.7188816939048206,-2.054873646209386,-0.18790996784565916,-0.06625891946992868,-0.3297619047619048,-0.3391915641476274,0.1032482598607889,0.06000000000000005,0.9373942470389169,0.013962765957446832,0.034515071060440494,-0.32334141503195946,-0.07692307692307698
17,0.141167571799661,0.4582043647869194,-0.02042973054192132,0.005067956692006437,-0.9856111980525126,-0.9856111980525126,-0.981651376146789,-0.981651376146789,-34.220565149136576,-16.498720292504572,-1.0451745379876796,0.010452961672473782,-0.04912663755458513,-0.9040852575488455,-0.9095744680851063,-0.02103049421661407,-0.13207547169811318,0.4349344978165939,0.013770491803278828,-0.14160628019323673,-0.906514657980456,0.0
16,0.11107008817347475,0.21980458221024257,0.028566169515443773,0.05695622278248913,27.827794561933533,27.827794561933533,21.5,21.5,-0.3527632729248872,-0.3739885347613767,-13.984848484848484,-0.13432601880877748,-0.06084959816303115,11.11111111111111,10.411764705882353,0.022556390977443552,-0.0434782608695653,8.957395009129641,0.013583441138421692,-0.07421737601125578,11.02439024390244,-0.08333333333333326
15,-0.033821139913183806,-0.0685066208519548,-0.0026097590073967947,0.07719830857638521,-0.6534269545168727,-0.6534269545168727,-0.6444444444444444,-0.6444444444444444,-1.6343956485233453,-1.5682092252034971,-3.6837806301050176,0.416440340394713,0.028117359413202925,1.7767584097859328,1.670103092783505,-0.0031512605042015585,0.0,-0.9143031784841076,0.013401403956605051,0.03229483282674783,1.867574616053318,-0.09090909090909083
14,0.035803943552121575,0.13296326608072695,-0.04584759996610899,0.024056366381479677,-2.4200181433323253,-2.4200181433323253,-2.4375,-2.4375,-2.2740821728622396,-2.202148826104258,-2.7456521739130437,-0.5132302185862201,0.0,-0.7632158590308371,-0.777992277992278,-0.13909378292939945,0.011363636363636465,-0.6512125534950071,0.013224181360201426,-0.07894736842105277,-0.7747574777687956,0.0
13,-0.1417034004214578,-0.31001685528533596,0.02625310795846314,-0.01120503243562021,0.8534923339011926,0.8534923339011926,0.6521739130434783,0.6521739130434783,-3.983966397181699,-4.093346573982125,-3.490161892901619,2.625525210084034,-0.07966706302021398,-1.0651162790697675,-1.065217391304348,0.025703794369645205,0.0674157303370786,2.957055214723927,0.013051584835301444,0.19580419580419606,0.0,0.09999999999999987
12,-0.05264664938482955,-0.04564800133522495,-0.057342087850562384,-0.06003976143141154,-1.5649126838235294,-1.5649126838235294,-1.5526315789473684,-1.5526315789473684,-1.0393836653145245,-0.9036561441055823,-1.8005601120224046,-0.579747935680139,-0.2054263565891472,8.571428571428571,8.933333333333334,-0.05489260143198105,-0.231578947368421,0.0,0.012883435582822234,-0.005012531328320802,0.0,0.0
11,0.04678456591639879,0.11319914782663987,0.001673829938878102,0.04103214890016926,0.12182224933902797,0.12182224933902797,0.1428571428571428,0.1428571428571428,3.4485011529592624,-2.998333950388745,-0.9025487256371814,-0.13443640124095135,0.1756097560975609,-0.4179104477611941,-0.4093959731543624,0.0037878787878788955,0.24657534246575352,0.0,0.012719563900666087,-0.043157010915197414,0.0,0.09090909090909083
10,0.035718015665796354,-0.02902824987860264,0.0845919984475565,-0.009345794392523366,0.7472806381435824,0.7472806381435824,0.7083333333333333,0.7083333333333333,-1.702548596112311,-1.648633626679018,-2.448717948717949,0.22500995619275188,0.10650069156293207,-4.794871794871796,-4.965909090909091,-0.008805031446540879,0.10989010989010994,0.0,0.012559808612440326,0.04720954720954729,0.3037236428891881,0.0
9,-0.09646536844040832,-0.3287759889976539,0.06052473323492724,0.022764561115668602,-0.9049595351732724,-0.9049595351732724,-0.9024390243902439,-0.9024390243902439,2.8694048204623708,3.54698657526421,-1.3292035398230089,-0.06046814044213267,0.05875000000000008,0.805743243243243,0.8825214899713465,0.060913705583756306,0.05940594059405946,-0.08785529715762286,0.012404016538688722,0.1737891737891739,0.8506538196834132,0.0
8,0.07872917295799797,0.2706345119265452,-0.0033507509899945997,-0.11840786043713658,4.08296943231441,4.08296943231441,3.5,3.5,-1.674378694463866,-1.6424398517494816,1.0591397849462365,-0.13252595155709346,0.09681227863046016,-0.04583723105706272,-0.025875190258751846,-0.003588516746411363,0.03738317757009346,-0.41529745042492916,0.01225204200700114,-0.07609937178755,0.00464856824098181,0.0
7,0.09952622498379671,0.2448541395396966,0.02028024639112247,0.09541680882520187,0.32366838487972505,0.32366838487972505,0.33333333333333326,0.33333333333333326,0.14335532516493865,0.2833675564681726,-3.5953002610966056,0.3964898284802554,0.03659849300322948,-0.006862745098039191,0.0031249999999998224,-0.0024009603841536054,0.04504504504504481,0.07267441860465107,0.012103746397694293,-0.07201359913460048,0.036831389968535966,-0.08333333333333326
6,0.01249498401804372,0.012801152657901715,0.012291285492411763,0.12479235880398676,-0.11650170371572288,-0.11650170371572288,-0.125,-0.125,-1.0469046245157037,-1.1191619047619048,-2.001006036217304,-0.2842045129962868,-0.017653167185877505,-0.21322803553800596,-0.21339563862928335,-0.0072202166064982976,-0.017241379310344862,-0.01806684733514008,0.011958997722095743,-0.00016652789342208596,-0.21831488754016426,0.09090909090909083
5,0.11988738861859738,0.25849805074892274,0.027621215570225344,0.0023075503045966173,0.314967860422406,0.314967860422406,0.2857142857142858,0.2857142857142858,-33.41564147627417,-12.630434782608695,-0.7442211055276382,-0.10155626496408621,-0.003171247357294016,0.3437892095357593,0.26534653465346514,0.027878787878787836,0.0,0.2943882244710212,0.011817670230725996,-0.08244503664223868,0.3334094542132906,-0.08333333333333326
4,0.00557207081875033,-0.020244015108285107,0.02661740143631186,0.020904318998066218,0.2994413407821228,0.2994413407821228,0.29629629629629606,0.29629629629629606,-1.124454444414324,-1.1999725123694338,4.273084479371317,-0.596047079724628,-0.0827147401908801,0.17273576097105492,0.13458528951486692,0.01650943396226401,-0.10526315789473673,-0.31698649609097374,0.011679644048943283,0.020874931929570018,0.13358451789690018,0.0
3,0.008298442980060994,-0.054398713112935426,0.05707627575790264,0.11663359191773415,0.29976354256233884,0.29976354256233884,0.2857142857142858,0.2857142857142858,1.2326290568503593,0.3261855670103093,-1.2242921013412817,0.3309510720175921,0.032369942196531776,0.1743630573248407,0.16965517241379313,0.022041763341067444,0.019607843137254832,-0.1311134235171696,0.01154480483782283,0.04836415362731161,0.13763408369844377,0.0
2,-0.038312663688183646,-0.047262616367401256,-0.03208396781397094,-0.09063736973907421,-1.8193996526916398,-1.8193996526916398,-1.7999999999999998,-1.7999999999999998,-0.563219512195122,-0.4893242122719734,-1.7475083056478407,-0.18587360594795543,0.05823068309070534,-0.4616949152542372,-0.46226415094339623,-0.055618615209988675,0.028846153846153966,-0.11616766467065864,0.011413043478260887,0.00661465400271366,-0.4567065073041169,0.0
