,Assets,Current Assets,Liabilities,Current Liabilities,Shareholders equity,Revenue,Earnings,Earnings available for common stockholders,EPS basic,EPS diluted,Cash from operating activities,Cash from investing activities,Cash from financing activities,Cash change during period,Cash at end of period,Price,ROE,ROA,Book value of equity per share,P/B ratio,P/E ratio,Equity to assets ratio,Asset turnover,Current ratio
67,-0.015179361513852019,-0.17845659163987138,0.011627906976744207,-0.15141612200435728,-0.062441226255407156,0.4572649572649572,0.2491103202846976,0.2491103202846976,0.24675324675324672,0.24675324675324672,-0.8575949367088608,-0.6226271829916477,-1.1386861313868613,-0.4354285714285714,-0.2990314769975787,-0.0791515151515152,0.13670505758637974,0.09724047306176087,-0.06389042103327824,-0.03321033210332103,0.0,-0.04780326056921802,0.16666666666666674,-0.031878924488810134
66,0.03117224218965986,-0.10247286959615731,0.09353580090688607,0.24967907573812576,-0.08746238716148447,0.2697947214076246,0.5726495726495726,0.5726495726495726,0.5520833333333335,0.5520833333333335,9.844444444444445,-0.03621730382293764,-6.842105263157895,-1.2246963562753037,0.09585492227979264,-0.32795401693650994,0.2555066079295152,0.1928143712574848,-0.08907001865854847,-0.2824427480916031,0.0,-0.11520603598374934,0.1428571428571428,-0.2817783690891956
65,0.035994369595817366,-0.04380574826560957,0.09932497589199607,0.03800719054956336,-0.10837546713563417,0.036951501154734334,-0.030797101449275388,-0.030797101449275388,-0.02684563758389269,-0.02684563758389269,-0.4016393442622951,0.394572025052192,4.72972972972973,1.1261261261261262,0.18597320724980304,-0.36156849431335936,0.27614035087719313,0.15963855421686768,-0.10931435963777492,-0.2978723404255318,0.0,-0.1393899639225975,0.25,-0.07884377894411865
64,-0.03674948240165632,-0.19237147595356552,0.009035087719298174,-0.06580900544285007,-0.16543392504930965,-0.13363028953229394,0.36635514018691584,0.36635514018691584,0.37241379310344835,0.37241379310344835,-0.6232876712328768,-0.7170658682634731,-0.9874213836477987,-1.3516949152542372,-0.05780730897009967,-0.6476387212893462,0.4052790761616716,0.258008658008658,-0.1655773420479304,-0.6060606060606061,0.0,-0.13338414634146356,0.09999999999999987,-0.1354476517658887
63,-0.04278613648576035,-0.1919917864476386,-0.032600191254455346,-0.16790254237288138,-0.07740029542097493,-0.03598971722365041,-0.4021887824897401,-0.4021887824897401,-0.4120603015075377,-0.4120603015075377,-3.3,-2.597883597883598,1.75,-1.8795180722891565,0.0514809590973202,-0.62473879730671,0.16767755820778718,0.043358568479008985,-0.11277922831447629,-0.5480769230769231,0.0,-0.03649956024626211,0.0,-0.028978484202364818
62,-0.3462914883166094,-0.35387547649301143,-0.15699137311286848,-0.11394016549968178,-1.0208133205251362,-0.1466666666666666,6.494279176201373,6.494279176201373,6.282051282051282,6.282051282051282,0.0,1.4867549668874172,-33.5,-3.5205479452054793,-0.13011401743796114,0.0788863109048723,0.0,1.4360158311345645,-1.0202730319627238,0.21276595744680837,0.0,0.0,0.0,-0.2707855075356822
61,-0.02844568484328036,-0.17256637168141598,-0.02824858757062143,-0.0431034482758621,0.0,0.20625000000000004,-0.9725190839694656,-0.9725190839694656,-0.9730046948356808,-0.9730046948356808,-0.7430830039525691,-0.9760319573901465,-0.8769230769230769,0.016304347826086918,-0.14417887432536625,-0.13232974910394257,0.0,0.033577037638776064,-0.008064516129032251,0.0,0.0,0.0,0.09090909090909083,-0.13529975362715574
60,0.03237211357861014,0.23767082590612,0.03356735410267664,0.26951951951951947,0.19999999999999996,0.9430051813471503,0.7333333333333334,0.7333333333333334,0.6956521739130435,0.6956521739130435,1.4153846153846152,3.8888888888888893,-0.9886363636363636,-0.6844919786096257,-0.053153153153153165,0.045935228023793684,0.0,-0.011527377521613702,0.1707317073170731,0.0,0.0,0.0,0.41666666666666674,-0.0250890383854373
59,-0.026755136986301387,-0.007201152184349469,-0.007853958819783458,-0.2838557066824364,2.2564102564102564,0.42266666666666675,0.9166666666666667,0.9166666666666667,0.8717948717948716,0.8717948717948716,0.4012738853503184,-4.920454545454545,-482.0,0.4915254237288136,-0.08372978116079921,0.14091627172195897,0.0,0.1004505698383249,2.1284722222222223,0.0,0.0,0.0,0.588235294117647,0.386345185906803
58,-0.014405102265229841,-0.06479690522243708,-0.01551133932391957,0.11725846407927332,-0.055118110236220486,-0.11433926897844426,0.04682274247491636,0.04682274247491636,0.013698630136986356,0.013698630136986356,-1.0681818181818181,-1.6608695652173913,-1.1247401247401247,-3.034090909090909,0.18587746625129808,0.05303240099695383,0.0,-0.773121387283237,-0.11542730299667037,0.0,0.0,0.0,0.29629629629629606,-0.1629677343795749
57,-0.022313957380341365,-0.19338159255429166,-0.04150820384657172,-0.12564671101256464,-0.7583333333333333,0.3227513227513228,-1.3801916932907348,-1.3801916932907348,-1.3513513513513513,-1.2972972972972974,-8.0,-1.412280701754386,-0.9833333333333333,-2.106145251396648,-0.17338003502626975,-0.01972386587771202,0.0,-0.23779193205944804,-0.7641154328732748,0.0,0.0,0.0,0.25714285714285734,-0.07744508185252552
56,-0.010841036174826013,0.044871794871794934,-0.049314136719192825,0.07016060862214712,-5.862068965517241,-0.24719999999999998,-4.882352941176471,-4.882352941176471,-4.653846153846153,-5.318181818181818,0.0,-0.45744680851063835,9.0,-0.8535353535353536,-0.03072033898305082,0.2756539235412474,0.0,0.4986072423398329,-4.4361702127659575,0.0,0.0,-0.851665905979005,0.06818181818181812,-0.023659664821414905
55,0.01222888786340559,0.40245398773006125,0.02528022895301696,0.429699842022117,-0.375886524822695,-0.07120085015940492,-0.4653679653679653,-0.4653679653679653,-0.6,-0.6,-1.8095238095238095,-0.37254901960784315,-35.6,-14.862068965517242,0.43934426229508206,-0.16403785488958988,0.0,-0.04553903345724908,-0.39628482972136225,20.596491228070178,0.0,-0.3815384615384616,-0.02127659574468077,-0.01902912621359243
54,-0.05482106222931393,-0.1487314085739283,-0.05652477320307048,-0.20939226519337018,0.02840909090909083,0.09954233409610991,-0.5101214574898785,-0.5101214574898785,-0.5263157894736843,-0.5263157894736843,-0.6588235294117647,-1.5,-1.739884393063584,-1.4676616915422884,-0.14274867122247537,0.016981132075471583,0.0,-0.19766309639727364,0.028205128205128105,0.6839967506092608,0.0,0.08457711442786064,0.021739130434782483,0.07672209026128285
53,-0.041119016037622136,-0.10226104830421379,-0.023545364891518705,-0.16212438853948286,-0.8287292817679558,-0.06451612903225812,0.2148760330578512,0.2148760330578512,0.22222222222222232,0.22222222222222232,-0.7241379310344828,0.6875,-0.99609375,-1.1702127659574468,0.02834366696191326,-0.01941867656153362,0.0,0.4077669902912622,-0.830423940149626,-0.04630969609261948,0.0,-0.8211009174311927,-0.06382978723404253,0.07140230899330824
52,-0.03319919517102621,-0.18832283915283343,-0.027648024239363744,0.052543786488740585,-1.4516129032258065,0.021134593993325845,-0.5714285714285714,-0.5714285714285714,-0.5909090909090909,-0.5909090909090909,-6.625,-19.37037037037037,74.0,-20.1875,-0.52885443583118,-0.33211402623612507,0.0,-0.39051724137931043,-1.4558823529411764,2.9387961557916036,0.0,0.0,0.022727272727272707,-0.22882635552505148
51,-0.03811134235171698,-0.13117066290550072,-0.01921578810698521,-0.14817749603803487,10.357142857142858,-0.08496732026143794,1.7142857142857144,1.7142857142857144,1.7777777777777777,1.7777777777777777,-0.6444444444444444,-0.8689516129032258,-0.9866666666666667,-0.8697068403908794,-0.1462522851919561,-0.17280453257790374,0.0,-0.09335219236209324,10.225806451612904,0.0,0.0,0.0,0.022222222222222143,0.019935920256318962
50,0.020148749154834444,0.13798701298701288,0.019459888800635428,0.18418604651162784,-0.012578616352201255,0.25595238095238093,-0.5497076023391814,-0.5497076023391814,-0.56,-0.56,-0.3125,-0.03076923076923077,-36.0,-0.7,-0.051391862955032175,0.11986301369863006,0.0,-0.06552262090483618,-0.017241379310344862,0.0,0.0,0.0,0.06521739130434767,-0.039005235602094235
49,-0.05898727465535525,-0.1283880171184023,-0.04739644202051685,-0.1688923802042419,0.5095541401273886,-0.042654028436018954,0.0,0.0,0.0,0.0,5.0,-0.8253968253968254,-1.7142857142857144,3.458333333333333,-0.24153498871331824,-0.19877675840978593,0.0,-0.12854757929883132,0.497076023391813,0.0,0.0,0.0,0.04081632653061229,0.04876055570689197
48,0.08930835328919562,0.21112929623567922,0.11464013086150482,-0.017013232514177745,0.8734177215189873,-0.09900990099009899,1.4415584415584415,1.4415584415584415,1.4545454545454546,1.4545454545454546,-0.8333333333333334,57.0,-31.88,-2.046728971962617,0.33333333333333326,-0.22519083969465647,0.0,0.3199233716475096,0.8632812499999998,0.0,0.0,0.0,0.0,0.23212121212121217
47,-0.019785335574809215,0.013513513513513598,0.004280298397945526,-0.04038461538461535,0.4234234234234233,-0.12197802197802199,0.0851063829787233,0.0851063829787233,0.07407407407407396,0.07407407407407396,-5.2727272727272725,-0.8934169278996865,-0.9145077720207254,-0.625,0.09375,0.04696223316912973,0.0,0.05805515239477499,0.4171907756813418,0.0,0.0,0.0,-0.019607843137254943,0.05614503548591099
46,0.09195250659630605,0.1180000000000001,0.06587920116902102,0.43787575150300606,-0.24683544303797467,0.11889862327909895,-0.17156862745098034,-0.17156862745098034,-0.2413793103448275,-0.2413793103448275,-2.9787234042553195,-1.7941176470588234,-1.0151515151515151,-1.9047619047619047,-0.07755102040816331,0.40213299874529507,0.0,0.14128943758573365,-0.3557692307692307,0.0,0.0,0.0,-0.06000000000000005,-0.22248835662009314
45,0.0008457170472393472,0.13357185450208697,0.008796983891237398,-0.17212543554006965,0.1470588235294117,0.41722595078299785,-0.00591715976331364,-0.00591715976331364,-0.09090909090909083,-0.09090909090909083,-0.32258064516129037,-3.574074074074074,-329.0,-4.368421052631579,0.2831858407079646,0.3977628635346755,0.0,0.09975961538461542,0.1102181400688862,0.0,0.0,0.0,0.042553191489361764,0.3693308232072565
44,0.17708836310960896,0.710678590215676,0.10804077010192525,0.6153198653198653,-0.9395604395604396,0.20757695343330695,0.1964285714285714,0.1964285714285714,0.1499999999999999,0.1499999999999999,-3.1587301587301586,0.29496402877697836,2.408536585365854,7.421875,1.8586206896551722,0.1403649167733676,0.0,-0.042622950819672156,-0.9565667011375388,0.0,0.0,0.0,0.08163265306122458,0.05899262592175991
43,-0.041841862373089955,-0.4646371463714637,-0.10251430907604253,-0.5320479416362689,-18.03030303030303,-0.4281045751633987,-0.31343283582089554,-0.31343283582089554,-0.4782608695652174,-0.4782608695652174,-0.8823529411764706,1.6777777777777776,-1.4141323792486582,-1.859925788497217,-0.5591073582629674,-0.06315789473684208,0.0,-0.13470319634703187,-18.047619047619047,0.0,0.0,14.435897435897436,-0.037735849056603765,0.14410480349344978
42,0.0696778336722681,0.3721998851234922,0.09554720419086671,0.034521158129176,-0.3345195729537367,-0.03314285714285714,0.7173913043478262,0.7173913043478262,0.41666666666666674,0.41666666666666674,6.0,-1.2697095435684647,-2.5248380129589636,-2.024811218985976,1.2995896032831737,0.2304119850187265,0.0,0.05013192612137196,-0.49022346368715086,-0.8527032233209195,0.0,-0.37873754152823913,-0.05882352941176472,0.32638745615844855
41,0.06413848308985393,-0.3704478861448305,-0.04147609147609144,0.12271259418729819,2.7807486631016043,0.24822695035460995,1.7299578059071732,1.7299578059071732,1.5882352941176467,1.5882352941176467,-1.8303571428571428,-4.7153846153846155,-1.320113314447592,-1.8389473684210527,-0.4741225461035098,0.12589796663825648,0.0,0.5477386934673367,2.7972602739726025,1.208369659982563,0.0,2.556149732620321,-0.10416666666666663,-0.43925960491522786
40,-0.011847672778561358,-0.053856382978723416,-0.004988612948704008,-0.057526366251198446,-0.05657708628005653,-0.0037878787878787845,-0.6877897990726429,-0.6877897990726429,-0.7045454545454546,-0.7045454545454546,-1.3118279569892473,-0.6666666666666667,-0.9424778761061947,-0.8180677540777918,-0.16402714932126694,-0.06564291121444787,0.0,-0.018668831168831224,-0.059163059163059195,-0.7540465850769837,0.0,-0.045864661654135275,-0.11627906976744184,0.003883495145631022
39,-0.01855552383671144,-0.10892480674631067,-0.0042506811989100335,-0.04883011190233977,-0.11694152923538226,0.008555133079847899,-0.13861386138613863,-0.13861386138613863,-0.15384615384615385,-0.15384615384615385,2.4827586206896552,0.22360248447204967,-0.8461538461538461,-0.3310344827586207,-0.13125845737483088,-0.056365740740740744,0.0,0.005789909015715411,-0.11809815950920244,0.0032102728731941976,0.0,-0.10007880220646193,0.026315789473684292,-0.06320806852721739
38,-0.006689936009307784,-0.030757097791798138,0.004268826619965083,0.024598930481283476,-0.09168081494057723,0.03675777568331773,-0.4770114942528736,-0.4770114942528736,-0.5454545454545454,-0.5454545454545454,0.9207920792079207,-0.3908629441624365,0.0,-1.7422680412371134,0.11214953271028039,-0.2769532687354348,0.4944705093833781,-0.12088815789473684,-0.09652173913043471,-0.17920000000000003,0.0,-0.0858143607705778,0.0512820512820511,-0.053978320182877515
37,-0.022059541239629055,-0.12611879576891782,-0.010245231607629468,-0.13256784968684765,-0.12336448598130845,-0.0072727272727273196,0.989010989010989,0.989010989010989,1.4,1.4,-1.2422680412371134,-0.07499999999999996,12.0,-3.513888888888889,-0.2535014005602241,-0.3370653095843936,-0.35699069402399375,-0.4097287184284377,-0.12704523580365734,-0.267056530214425,0.0,-0.10344827586206895,0.024390243902439046,0.0074050978252397925
36,-0.0019962072063079983,0.13314711359404097,-0.005506001541680461,0.006016847172081841,0.031982942430703654,-0.001831501831501825,-0.8176795580110497,-0.8176795580110497,-0.8333333333333333,-0.8333333333333333,-3.3404255319148937,-1.1711711711711712,-0.9230769230769231,-1.707182320441989,0.2401500938086305,0.23592630501535305,-0.1958151700087184,-0.25198098256735346,0.027563395810363822,0.41755319148936176,0.0,0.03418803418803407,0.023809523809523725,0.12635406994738463
35,-0.026602660266026645,-0.06820049301561215,-0.011183700586867462,0.36602870813397126,-0.17045454545454541,-0.01834862385321101,2.6363636363636362,2.6363636363636362,3.0,3.0,0.08181818181818179,-7.631578947368421,33.0,-1.6171875,-0.11951588502269284,-0.01552795031055898,-0.024501300954032912,-0.09957627118644063,-0.19742489270386265,-0.04315196998123838,0.0,-0.1477272727272727,0.023255813953488413,-0.3178539534244693
34,-0.00976060824000824,0.09700176366843039,-0.01881298992161251,-0.07880910683012254,0.09090909090909083,-0.01962616822429908,-1.3666666666666667,-1.3666666666666667,-1.375,-1.375,0.9411764705882353,-0.18253968253968256,-1.9117647058823528,-3.3544303797468356,0.31958762886597936,-0.4763406940063092,-0.28072905090020006,-0.30823529411764716,0.08288770053475925,-0.34705882352941175,0.0,0.10181818181818181,0.0,0.19083585095669697
33,-0.025938991492010843,-0.05787781350482313,-0.02613558548276651,0.2328897338403042,-0.023972602739726012,-0.06577693040991417,-4.0,-4.0,-3.666666666666667,-3.666666666666667,-1.0173160173160174,-0.23300970873786409,-1.1451612903225807,-1.5161290322580645,-0.125,-0.3220883534136546,-0.14925834363411628,-0.15306122448979598,-0.02716049382716046,-0.37537537537537535,0.0,0.002200220022002153,-0.022727272727272707,-0.2358562367864695
32,-0.016297400937366868,-0.04692832764505117,-0.01406304933786473,-0.2752505782575173,-0.038596491228070184,-0.038775510204081653,0.015151515151515138,0.015151515151515138,0.0,0.0,-26.0,-0.03797468354430378,7.0,-0.5625,-0.0625,0.1729857819905214,0.4805666545586633,0.4457831325301205,-0.043147208121827374,0.20673076923076916,0.0,-0.023051591657519244,0.0,0.31507304116865864
31,-0.028911748781808355,-0.11548791405550585,-0.013788184951860183,-0.04042553191489362,-0.18369829683698302,-0.027600849256900206,0.26865671641791056,0.26865671641791056,0.25,0.25,-0.16000000000000003,-0.013157894736842146,0.5277777777777777,1.3333333333333335,-0.15555555555555556,0.07222222222222219,0.1933267909715406,0.1694444444444445,-0.18567639257294433,0.12350597609561764,0.0,-0.15955056179775273,-0.023255813953488413,-0.07826306488260537
30,0.010481712756467365,0.2742914979757085,0.03302398457273714,0.6840354767184036,-0.2682563338301043,0.008733624454148492,0.07058823529411762,0.07058823529411762,0.19999999999999996,0.19999999999999996,1.1071428571428572,0.026666666666666616,-2.881818181818182,-4.1020408163265305,0.5714285714285714,-0.04616109279321712,0.7900904605263159,0.6009501187648456,-0.2719869706840391,0.17021276595744683,0.0,-0.2754010695187167,-0.023809523809523836,-0.24331233452022272
29,-0.04414036636504082,-0.17315329626687848,-0.01516742503791857,-0.380513495720869,-0.54989816700611,-0.015151515151515138,0.3076923076923077,0.3076923076923077,0.16666666666666674,0.16666666666666674,-1.0451977401129944,0.06493506493506485,-1.4879227053140096,-1.6480263157894737,-0.2356459330143541,0.11506172839506168,0.0,0.19584569732937696,-0.552572706935123,0.5303030303030303,0.0,-0.5295202952029521,0.0,0.3348214285714286
28,-0.04225352112676062,-0.17771373679154656,-0.01895510010662249,-0.15409139213602552,-0.9321266968325792,-0.00219780219780219,-0.2899159663865546,-0.2899159663865546,-0.2857142857142857,-0.2857142857142857,-11.625,0.2195121951219512,0.7425742574257426,0.0,-0.3082942097026604,-0.0566873339238263,0.0,0.07692307692307687,-0.9299999999999999,1.108910891089109,0.0,-0.9294117647058824,0.024390243902439046,-0.027930940974419394
27,0.0077145612343298975,0.09696261682243001,0.01992512981523964,-0.07788944723618085,-6.733333333333333,0.004405286343612369,-0.035502958579881616,-0.035502958579881616,0.0,0.0,-0.15294117647058825,0.32000000000000006,-1.7443181818181817,-1.385786802030457,0.17194570135746612,-0.2507042253521127,0.0,0.008064516129032251,-6.5,9.704225352112676,0.0,0.0,0.023809523809523725,0.18960386832806408
26,-0.0005980861244019309,0.03514376996805102,0.007814349988159996,0.3024523160762942,0.8255813953488371,0.009868421052631637,-0.6809815950920246,-0.6809815950920246,-0.7,-0.7,1.6388888888888888,-0.12878787878787878,-0.816793893129771,0.2894736842105263,0.18918918918918926,-0.041353383458646586,0.0,-0.15542857142857147,0.831168831168831,0.0,0.0,0.0,0.0,-0.20526850621433612
25,0.05350089766606825,0.5288065843621399,0.06520206766917291,0.2343096234309623,0.6878980891719746,0.008686210640608039,2.9423076923076925,2.9423076923076925,3.0,3.0,-1.0,-0.008695652173912993,22.916666666666668,3.724489795918367,0.7516233766233766,0.2895424836601306,0.0,-0.05683355886332875,0.6524822695035462,0.0,0.0,0.0,0.0,0.23861512737287316
24,0.0068166325835037345,0.0915208613728129,0.025035844270431262,0.41694915254237297,0.6301886792452831,0.0032292787944026013,-0.11707317073170731,-0.11707317073170731,-0.08333333333333326,-0.08333333333333326,inf,0.368421052631579,-1.8188153310104531,-2.0691144708423326,-0.458758109360519,0.4673086670045614,0.0,0.0028694404591105283,0.5622317596566524,0.0,0.0,0.0,0.0,-0.22965139363138265
23,0.04423380726698256,0.3323057953144266,0.05196901226597794,-0.340311004784689,0.21064814814814814,0.016094420600858417,0.14364640883977908,0.14364640883977908,14.909090909090908,14.909090909090908,-0.48091603053435117,-0.10897435897435892,-0.8936170212765957,-0.7515151515151515,-0.2106164383561644,0.04663212435233155,0.0,0.045779685264663694,-0.3076923076923077,0.0,0.0,0.0,-0.023255813953488413,1.0195856097309557
22,0.4251134644478063,-0.21008792225821382,0.22685895468957762,0.5031731640979147,-3.281070745697897,0.6103484688489969,-0.2125603864734299,-0.2125603864734299,-0.5542857142857143,-0.5542857142857143,1.7205882352941178,-1.474820143884892,-5.14,-4.715447154471544,0.9913232104121474,-0.1333333333333333,0.0,0.03146374829001353,-3.273809523809524,0.0,0.0,49.27777777777778,0.023809523809523725,-0.4744793793385055
21,-0.008644222020018244,-0.06092560046865847,-0.019174656106711097,-0.013872135102533156,0.09723386420787938,0.040000000000000036,-0.15337423312883436,-0.15337423312883436,-0.15384615384615385,-0.15384615384615385,-1.4054054054054055,-3.0,-0.8357487922705313,-1.3719912472647702,-0.18518518518518523,-0.1546077684691547,0.0,-0.176392572944297,0.055846422338568846,-0.9660526315789474,0.0,0.10607734806629843,0.04651162790697683,-0.04778554778554778
20,-0.009713936056294892,-0.0037429819089207506,-0.002719932001699954,0.011620795107033732,-0.07257448433919023,0.0,-0.5507246376811594,-0.5507246376811594,-0.5606060606060607,-0.5606060606060607,-3.44,0.34090909090909083,-1.4705882352941178,-0.9117647058823529,-0.020053475935828846,0.04594594594594592,0.0,-0.2431561996779389,-0.0760330578512397,-0.007751937984496138,0.0,-0.06293706293706292,0.04444444444444429,-0.015197878416972732
19,0.0207770139800727,0.08641202254226665,0.02377908463308609,-0.006650544135429315,-0.008237232289950547,0.0025220680958386588,1.6774193548387095,1.6774193548387095,1.6206896551724141,1.6206896551724141,-0.6174863387978142,0.29378531073446323,-14.5,-5.0,0.08185538881309684,-0.0766580534022393,-0.506029631331113,-0.1404255319148936,-0.01073345259391767,0.0,0.0,-0.028784648187633155,0.02127659574468077,0.0937338166752979
18,0.0068855932203388814,0.06167146974063398,0.010323010323010307,0.09677419354838701,-0.027408637873754138,0.015094339622641506,-0.6626506024096386,-0.6626506024096386,-0.6578947368421053,-0.6578947368421053,4.714285714285714,-0.1834061135371179,-1.125,2.1,0.2345523329129886,-0.034514925373134386,-0.1987909788421297,-0.20544554455445552,-0.032549728752260476,-0.02604166666666663,0.0,-0.034028540065861757,0.02083333333333326,-0.032007575757575846
17,-0.03193807770346435,-0.17752442996742668,-0.02982860909690177,-0.17425083240843509,-0.05380017079419297,-0.022924411400247813,0.3928571428571428,0.3928571428571428,0.3846153846153846,0.3846153846153846,-0.9825,-0.11229946524064172,5.888888888888889,-2.9838709677419355,-0.3769152196118488,0.07487922705314021,-0.10533952408589664,-0.13707165109034258,-0.06542056074766345,0.11229946524064172,0.0,-0.022727272727272707,0.0,-0.004010956759929574
16,-0.0013196708585623274,-0.007920792079207928,-0.0014438593511125752,0.010080645161290258,0.0,-0.007609384908053296,-0.6923076923076923,-0.6923076923076923,-0.6944444444444444,-0.6944444444444444,29.857142857142858,0.30722891566265065,-0.9301075268817205,-0.962059620596206,-0.022950819672131195,-0.026516853932584294,-0.08433344145313015,-0.10469314079422387,-0.0039999999999998925,0.04086538461538458,0.0,0.001162790697674554,0.0,-0.01777821432079363
15,-0.001010493587252248,-0.042581503659347986,-0.004422896997533399,-0.04856952761144373,0.035198555956678756,0.002555910543130979,-0.125,-0.125,-0.18181818181818188,-0.18181818181818188,-0.5185185185185186,-0.20276497695852536,0.6153846153846154,5.357142857142857,-0.14932885906040272,0.10110803324099726,-0.4406659582004959,-0.44354838709677413,0.030120481927710774,0.10623556581986149,0.0,0.03600464576074347,0.0,0.006299999999999972
14,0.0017117958294428082,0.010423905489923557,-0.020674925245621534,0.01118881118881121,0.23016564952048824,0.021032504780114758,-1.6666666666666665,-1.6666666666666665,-1.6666666666666665,-1.6666666666666665,2.7115384615384617,0.09248554913294793,2.5238095238095237,-2.393258426966292,0.2445759368836291,0.24821802935010462,-0.42178594046865103,-0.3840579710144927,0.16959064327485374,0.21085594989561574,0.0,0.22869955156950672,0.0,-0.0007949915532146079
13,0.0011651390399254336,0.012379642365887289,-0.015004798045886725,0.21438450899031802,0.1325301204819278,0.004369538077403146,7.0,7.0,7.0,6.833333333333333,-0.6347150259067358,-0.1428571428571429,-0.9594594594594594,-1.1935483870967742,-0.03803486529318545,0.17937520994289557,-1.6746987951807228,-1.7411764705882353,0.12166666666666681,0.008620689655172376,0.0,0.13138686131386867,0.0,-0.16628543013426156
