Quarter end,Assets,Current Assets,Liabilities,Current Liabilities,Shareholders equity,Revenue,Earnings,Earnings available for common stockholders,EPS basic,EPS diluted,Cash from operating activities,Cash from investing activities,Cash from financing activities,Cash change during period,Cash at end of period,Price,ROE,ROA,Book value of equity per share,P/B ratio,P/E ratio,Equity to assets ratio,Net margin,Asset turnover,Current ratio
1996-03-31,0.05647771363679377,0.03966854724964741,0.054878973166910816,0.057611869623549916,0.057435090479937,0.09439293356010325,0.08114399733954114,0.08114399733954114,-0.4782608695652174,-0.4782608695652174,-20.113452188006484,-0.33625000000000005,0.5116279069767442,-2.450067476383266,-0.20530581145667381,0.45542949756888174,0.05868452146514369,0.07658505963590723,0.061224489795918435,0.23362445414847177,-0.15465523957927552,0.0007993605115907965,0.07861060329067637,-0.006849315068493178,-0.0170120630992886
1996-06-30,0.05647771363679377,0.03966854724964741,0.054878973166910816,0.057611869623549916,0.057435090479937,0.09439293356010325,0.08114399733954114,0.08114399733954114,-0.4782608695652174,-0.4782608695652174,-20.113452188006484,-0.33625000000000005,0.5116279069767442,-2.450067476383266,-0.20530581145667381,0.45542949756888174,0.05868452146514369,0.07658505963590723,0.061224489795918435,0.23362445414847177,-0.15465523957927552,0.0007993605115907965,0.07861060329067637,-0.006849315068493178,-0.0170120630992886
1996-09-30,0.10319962736702548,0.12233078097076744,0.11877844311377239,0.1198666766161729,0.093893086080586,0.0,0.0,0.0,0.0,0.0,-20.113452188006484,-0.33625000000000005,0.5116279069767442,-2.450067476383266,0.3747929922426567,0.30846325167037847,0.05868452146514369,0.07658505963590723,-0.0673076923076924,0.23362445414847177,-0.15465523957927552,-0.008466453674121355,0.07861060329067637,-0.006849315068493178,0.0022026431718060735
1996-12-31,0.06865921288740573,0.08455467869222089,0.07542443640411922,0.07423037626049478,0.06452583387835187,0.1941847349291892,0.1713318978775762,0.1713318978775762,0.16666666666666674,0.16666666666666674,-0.7401000593572458,0.10384718859295128,-0.3730769230769231,-1.0621219171707772,-0.016927661193178234,0.1029787234042554,0.05868452146514369,0.07658505963590723,0.16494845360824728,0.18230088495575214,-0.15465523957927552,-0.003866602223296378,0.07861060329067637,-0.006849315068493178,0.009628466771324007
1997-03-31,0.06846484063366631,0.09683434425702475,0.012701067048893178,0.01542469605491692,0.10288389467087722,0.07344360018471097,0.334296218487395,0.334296218487395,0.357142857142857,0.357142857142857,1.6202283849918433,-0.35096271021203995,5.104294478527607,-14.372659176029963,0.2302657035986071,-0.24228395061728403,0.05868452146514369,0.07658505963590723,0.09734513274336298,-0.34955089820359286,-0.15465523957927552,0.032346757237587065,0.07861060329067637,-0.006849315068493178,0.08018036695345687
1997-06-30,0.09624109339666909,0.10277479237909137,0.1421073324159623,0.14709835064141719,0.0702460002673917,0.07952523415654755,0.2471954339696909,0.2471954339696909,0.1578947368421053,0.1578947368421053,0.22450504295853557,0.7243710101389411,-2.024120603015075,-0.5489427251085282,0.11600660498519111,0.12423625254582471,0.05868452146514369,0.07658505963590723,0.0,0.024165707710011697,-0.15465523957927552,-0.023813253955820124,0.07861060329067637,-0.006849315068493178,-0.038625785710858285
1997-09-30,0.07183445770627928,0.04623058590046858,0.053305564639666736,0.04407640146270464,0.08304098437451213,0.11351615707868423,0.316080164115512,0.316080164115512,0.09090909090909083,0.09090909090909083,-0.01393125889770186,0.43771777003484313,-1.66045142296369,0.24837007140639544,0.09443622442988331,0.10326086956521752,0.05868452146514369,0.07658505963590723,-0.008064516129032251,0.10337078651685383,-0.15465523957927552,0.01043171240571339,0.07861060329067637,-0.006849315068493178,0.0020463166300657143
1997-12-31,0.02736119684810623,0.016995943668651092,-0.05359827439701936,-0.059897648638998935,0.07498221803571781,-0.006766978446522964,-0.13189448441246998,-0.13189448441246998,0.08333333333333348,0.04166666666666674,-0.41249871094152835,-0.15873977582550747,-0.7384843982169391,-0.9089778662024373,0.00785407725321896,0.11001642036124792,0.05868452146514369,0.07658505963590723,0.12195121951219501,0.11914460285132389,-0.15465523957927552,0.04637865311308764,0.07861060329067637,-0.006849315068493178,0.08178512726004894
1998-03-31,0.04444640805867284,0.04256665611937316,-0.06181366116444509,-0.05962672261004809,0.09947335008360225,0.05142567025336153,0.08480662983425424,0.08480662983425424,0.0769230769230771,0.08000000000000007,0.09777075653852907,-0.2189413035649982,1.125,5.5683060109289615,0.051185964314610644,-0.03698224852071008,0.018601190476190466,0.04198250728862973,0.0869565217391306,-0.14194722474977262,-0.15465523957927552,0.052671523982999346,0.043220338983051,0.0,0.10866061973387375
1998-06-30,0.0997743936830231,0.11239077999456892,0.17839001766784457,0.19164567186568449,0.06503529488305526,0.07632517640461689,0.07231983702571942,0.07231983702571942,0.0714285714285714,0.07407407407407396,0.5647585545251039,1.4455970493314894,-0.5975935828877006,-1.3198835274542429,-0.01557626088717845,0.02611367127496167,-0.009495982468955444,0.008393956351427034,0.06000000000000005,-0.0551431601272534,-0.05760368663594473,-0.03157894736842115,0.011372867587327473,0.0,-0.06648947215415935
1998-09-30,0.1354531001589825,0.15764155142951508,0.2159490230989083,0.2256060165908138,0.09609731141332145,0.38068568286082294,-0.021253858940869175,-0.021253858940869175,-0.2666666666666666,-0.2413793103448275,0.39127324749642356,-0.6007163728909417,-4.122923588039868,-11.964889466840052,0.2881010678792617,-0.09356287425149701,-0.0803834808259587,-0.07658157602663707,-0.03144654088050314,-0.1447811447811448,-0.15403422982885084,-0.03454437164979152,-0.11967871485943771,0.048275862068965614,-0.05547646587774702
