,Quarter end,Assets,Current Assets,Liabilities,Current Liabilities,Shareholders equity,Revenue,Earnings,Earnings available for common stockholders,EPS basic,EPS diluted,Cash from operating activities,Cash from investing activities,Cash from financing activities,Cash change during period,Cash at end of period,Price,ROE,ROA,Book value of equity per share,P/B ratio,P/E ratio,Cumulative dividends per share,Equity to assets ratio,Net margin,Asset turnover,Current ratio
0,1993-12-31,0.07389088133086298,,0.08390097577959699,,-0.01661245353159846,0.14201099985897625,0.4250936329588016,0.4250936329588016,0.435483870967742,0.0,-12.589442815249267,0.6384364820846906,-1.4991539763113368,-2.2204610951008643,-0.21566190180236167,0.1326815642458099,0.04555555555555557,0.09756097560975596,-0.019841269841269767,0.021739130434782483,-0.15565648224607764,inf,-0.08471275559883151,0.04834605597964381,0.08000000000000007,
1,1994-03-31,0.07389088133086298,,0.08390097577959699,,-0.01661245353159846,0.14201099985897625,0.4250936329588016,0.4250936329588016,0.435483870967742,0.0,-12.589442815249267,0.6384364820846906,-1.4991539763113368,-2.2204610951008643,-0.21566190180236167,0.1326815642458099,0.04555555555555557,0.09756097560975596,-0.019841269841269767,0.021739130434782483,-0.15565648224607764,inf,-0.08471275559883151,0.04834605597964381,0.08000000000000007,
2,1994-06-30,-0.030312118182827974,,-0.03799079160866803,,0.03894467414845448,0.14201099985897625,0.4250936329588016,0.4250936329588016,0.435483870967742,0.0,-12.589442815249267,0.6384364820846906,-1.4991539763113368,-2.2204610951008643,0.3355784469096672,0.002466091245376223,0.04555555555555557,0.09756097560975596,0.040485829959514115,0.021739130434782483,-0.15565648224607764,1.0,0.07127659574468083,0.04834605597964381,0.08000000000000007,
3,1994-09-30,-0.026841998755264385,,-0.032260688279387106,,0.018647665251667608,-0.0026549765374166427,-0.1011826544021025,-0.1011826544021025,-0.1123595505617977,0.0,-0.18294534412955465,1.0687872763419484,-4.298305084745763,-1.033057851239669,-0.008306140611094581,-0.022140221402214052,0.04555555555555557,0.09756097560975596,0.01945525291828809,-0.06079027355623101,-0.15565648224607764,0.5,0.046673286991062435,0.04834605597964381,0.08000000000000007,
4,1994-12-31,-0.23693761206561706,,-0.26457902955396995,,-0.018194671826164632,-0.15941311211539655,-0.4385964912280702,-0.4385964912280702,-0.40506329113924056,0.0,1.0291111799318675,0.3757447626369401,-0.9917780061664954,20.071428571428573,-0.22494765180975174,0.08050314465408802,0.04555555555555557,0.09756097560975596,-0.011450381679389388,0.06148867313915862,-0.15565648224607764,0.3888888888888888,0.2874762808349145,0.04834605597964381,0.08000000000000007,
5,1995-03-31,0.018181444231916144,,0.01468872180451131,,0.033804524955470594,0.11400795404330545,0.7864583333333333,0.7864583333333333,0.7234042553191491,0.0,-0.5949328449328449,-0.2654372729812797,172.125,-1.2813559322033898,0.06406792744114242,0.3015133876600697,0.04555555555555557,0.09756097560975596,0.0347490347490349,0.3170731707317074,-0.15565648224607764,0.28,0.01547531319086226,0.04834605597964381,0.08000000000000007,
6,1995-06-30,0.035259064740935216,,0.0327045740165508,,0.03530188056746941,0.1773767023667856,0.2580174927113703,0.2580174927113703,0.2592592592592593,0.0,0.30331574981160503,-0.02015975656143021,-0.2595667870036101,1.1566265060240966,0.12985128763148346,-0.0974955277280859,0.02284803400637614,0.09756097560975596,0.04477611940298498,-0.12962962962962976,-0.15565648224607764,0.21875,0.0,0.013349514563106846,0.07407407407407396,
7,1995-09-30,0.04843367381781638,,0.05676514990614723,,0.0011330642305784624,-0.02627884777359757,-0.06720741599072999,-0.06720741599072999,-0.058823529411764726,0.0,-0.07834634287366292,-0.0025232919254658537,-0.02730375426621157,-0.8770949720670391,0.01412520064205447,-0.06937561942517334,0.032727272727272716,0.09756097560975596,0.007142857142857118,-0.10904255319148927,-0.10855745721271393,0.15384615384615374,-0.04571843251088537,0.02754491017964078,0.06896551724137945,
8,1995-12-31,0.060968403813316925,,0.06177144781583733,,0.047216524014996215,0.13903465774753476,0.15838509316770175,0.15838509316770175,0.15625000000000022,0.0,0.7707026348808029,0.8812998637867289,0.8481203007518796,-8.636363636363637,-0.10636277302943976,-0.06070287539936104,0.16599597585513082,0.1518518518518519,0.05319148936170226,-0.06567164179104479,-0.10970927043335166,0.1777777777777778,-0.012927756653992484,0.09440559440559436,0.06451612903225823,
9,1996-03-31,0.00955116539127765,,0.012794802271448358,,-0.011415448005673956,-0.13436614013770753,-0.18659517426273453,-0.18659517426273453,-0.18018018018018025,0.0,-0.5840566873339239,-0.7071783202316921,-0.7748847301328994,-2.032738095238096,0.12291888062345024,0.8582766439909297,0.00474547023295946,-0.016077170418006492,-0.010101010101010166,0.7635782747603832,0.5539125077017868,0.15094339622641506,-0.02080123266563949,-0.006389776357827559,0.0,
10,1996-06-30,0.051552258126170036,,0.05994312298265904,,0.0008540876635578787,0.11510118142472806,0.2577455504284773,0.2577455504284773,0.2637362637362637,0.0,0.477427597955707,0.5506888025432709,0.2313253012048193,-0.7089337175792507,0.03186119873817028,-0.13605857230018306,0.01760412194074701,-0.013071895424836557,0.006802721088435382,-0.12681159420289845,-0.1578112609040444,0.11475409836065588,-0.04799370574350903,0.009646302250803984,-0.03030303030303028,
11,1996-09-30,0.029333157083786032,,0.029985036075448782,,0.023996450027307548,0.050089163956781764,-0.06289308176100628,-0.06289308176100628,-0.05217391304347807,0.0,0.4782358028250216,0.326879271070615,1.0528375733855184,12.871287128712874,0.4283093855090188,-0.04519774011299438,0.01097046413502123,-0.013245033112582849,0.027027027027026973,-0.051867219917012486,-0.07532956685499048,0.11764705882352945,-0.0049586776859504855,-0.010615711252653924,0.0,
12,1996-12-31,0.09318490099605904,,0.10243834729098222,,0.037534584486149436,0.14849408121472465,0.15604026845637575,0.15604026845637575,0.14678899082568808,0.0,0.34672386895475826,0.2302145922746781,-1.1053384175405148,-1.3433261955745897,-0.10295376712328763,-0.07544378698224853,0.015442404006677625,-0.016778523489932917,0.039473684210526334,-0.10065645514223197,-0.10336048879837068,0.11842105263157897,-0.05066445182724244,-0.013948497854077369,0.0,
13,1997-03-31,-0.008568219029228885,,-0.007487304318630096,,-0.021236947791164692,-0.12338001217708973,-0.18867924528301885,-0.18867924528301885,-0.5920000000000001,0.0,-0.6462496379959455,-0.8088194250627965,6.434389140271493,0.18503118503118496,-0.13600572655690768,0.8071999999999999,0.011919441019317743,-0.017064846416382284,-0.01582278481012667,0.7396593673965937,0.7490062464508802,0.09411764705882364,-0.013123359580052507,-0.015233949945593015,0.0,
