,Quarter end,Assets,Current Assets,Liabilities,Current Liabilities,Shareholders equity,Revenue,Earnings,Earnings available for common stockholders,EPS basic,EPS diluted,Cash from operating activities,Cash from investing activities,Cash from financing activities,Cash change during period,Cash at end of period,Price,ROE,ROA,Book value of equity per share,P/B ratio,P/E ratio,Cumulative dividends per share,Equity to assets ratio,Net margin,Asset turnover,Current ratio
0,1993-12-31,0.1349291692157406,0.2760485872968379,0.09891176570822192,0.1168023640056608,0.21721850029739545,0.14538078895947915,0.4606505088202748,0.4606505088202748,0.46774193548387105,0.4596774193548388,-3.8702928870292888,1.6200707164956047,-1.2900162293541648,-2.1750531762913106,0.8126572154641969,0.021043771043770976,-0.09754115017272913,0.058490566037735725,0.21333333333333335,-0.15327564894932022,0.035548686244204035,inf,0.07263294422827493,0.011682242990654236,-0.008130081300813052,0.14264354066985652
1,1994-03-31,0.1349291692157406,0.2760485872968379,0.09891176570822192,0.1168023640056608,0.21721850029739545,0.14538078895947915,0.4606505088202748,0.4606505088202748,0.46774193548387105,0.4596774193548388,-3.8702928870292888,1.6200707164956047,-1.2900162293541648,-2.1750531762913106,0.8126572154641969,0.021043771043770976,-0.09754115017272913,0.058490566037735725,0.21333333333333335,-0.15327564894932022,0.035548686244204035,inf,0.07263294422827493,0.011682242990654236,-0.008130081300813052,0.14264354066985652
2,1994-06-30,0.03831916970173066,0.021943849045996,0.02141723088461434,0.07352667796515644,0.2742941127449867,0.14538078895947915,0.4606505088202748,0.4606505088202748,0.46774193548387105,0.4596774193548388,-3.8702928870292888,1.6200707164956047,-1.2900162293541648,-2.1750531762913106,-0.5268042044136381,0.0272052761747732,-0.09754115017272913,0.058490566037735725,0.2692307692307692,-0.15327564894932022,0.035548686244204035,inf,0.2273276904474004,0.011682242990654236,-0.008130081300813052,-0.04806769606560246
3,1994-09-30,0.013888281385509904,-0.02430667137459652,-0.005378229738459139,-0.004174023217237477,0.16669738351872446,-0.04520524240873936,-0.4846027006551094,-0.4846027006551094,-0.489010989010989,-0.4861878453038674,2.084027488546439,0.4529965793542945,-0.8622148441683624,-1.6491097722421852,0.7226474967289791,0.1685393258426966,-0.09754115017272913,0.058490566037735725,0.16450216450216448,-0.08029197080291972,0.035548686244204035,inf,0.15073891625615765,0.011682242990654236,-0.008130081300813052,-0.020252932551319658
4,1994-12-31,-0.0028458241658522176,-0.06728328212190171,-0.005098191948856634,-0.08061917099947258,0.06118975550595685,0.028652758899198275,-0.2707594754287361,-0.2707594754287361,-0.3655913978494625,-0.3763440860215055,-0.7378082601418974,-0.4174030262767509,-6.0359502526233975,-1.3355393228028554,-0.14094147227266374,0.041208791208791284,-0.09754115017272913,0.058490566037735725,0.0594795539033457,-0.10476190476190483,0.035548686244204035,inf,0.06421232876712324,0.011682242990654236,-0.008130081300813052,0.014498176035918188
5,1995-03-31,0.06253021035357298,0.13375499527719234,0.04914441897372601,0.03565371581684928,0.13696758703481393,-0.01167616220615697,1.0725663017272042,1.0725663017272042,1.3728813559322033,1.3965517241379308,-2.2325012416990115,-0.1453275321886036,6.354813814393209,-3.952304161756497,0.4837398373983739,-0.027044854881266508,-0.09754115017272913,0.058490566037735725,0.13684210526315788,-0.08156028368794321,0.035548686244204035,inf,0.06999195494770727,0.011682242990654236,-0.008130081300813052,0.0947814862622165
6,1995-06-30,0.14107192501130286,0.10050391345223963,0.13928101896936607,0.3187747737875921,0.2103656025695444,0.10427590403001097,0.4819405774438384,0.4819405774438384,0.4714285714285715,0.4820143884892088,-2.251686567164179,4.001968911917098,0.4823504721930745,-1.394264705882353,-0.12876712328767126,0.06983050847457628,-0.07700968250394058,0.058490566037735725,0.2098765432098764,-0.059845559845559726,0.035548686244204035,inf,0.06090225563909767,0.03695150115473456,-0.03278688524590168,-0.16548762001010608
7,1995-09-30,0.02455236786001613,0.018221396076896657,0.0026832377893355464,-0.028534565530484838,0.06637879144748893,0.03208148905275987,-0.2658731180028311,-0.2658731180028311,-0.2669902912621359,-0.27184466019417475,-2.6497740362257494,-1.2599442706498996,-0.9565683665090466,0.4077902701550593,-0.2077044025157233,0.16032953105196454,-0.0004879238838740863,0.058490566037735725,0.061224489795918435,-0.041067761806981566,0.10223880597014913,inf,0.04039688164422395,0.07795100222717144,-0.016949152542372947,0.048037137955394105
8,1995-12-31,0.033122566177396166,0.03219784707137885,0.027077497665732864,0.06479908577076321,0.06902526296156307,0.03566707555823045,-0.5021297481112728,-0.5021297481112728,-0.5960264900662251,0.0,-1.1307650608940771,-2.2216421925123035,4.508353027463125,0.13221044663133985,-0.29648739829331217,-0.02676133260513369,-0.08933365877471322,-0.04456327985739738,0.06490384615384602,-0.08351177730192716,-0.12728503723764384,inf,0.03474114441416898,-0.02479338842975209,-0.017241379310344862,-0.03062108810784792
9,1996-03-31,0.041361512171305126,0.08521719858156017,0.030226628083545926,0.07357617002287054,0.08004285277012557,-0.06074654356697973,0.9434566771115728,0.9434566771115728,1.377049180327869,0.0,-4.797258456776476,-0.21794725425276865,1.9929134673708817,-2.2268913181559857,0.5176304654442878,0.006172839506172867,-0.07960332350576249,-0.04104477611940305,0.06997742663656893,-0.053738317757009435,0.0007757951900697613,inf,0.037524687294272496,-0.010593220338983023,-0.0350877192982455,0.010926790503625885
10,1996-06-30,0.07110962268363474,0.059889717144899324,0.081428333055231,0.15707159929335954,0.08913135893439139,0.10705234641265404,0.01992753623188404,0.01992753623188404,0.020689655172413838,0.0,0.4861717612809315,0.35036496350364965,0.19179436480474527,-0.7275204359673024,0.09293680297397766,-0.036252091466815295,-0.16249271986022118,-0.13618677042801552,0.09282700421940926,-0.09876543209876544,-0.046511627906976716,inf,0.0164974619289342,-0.1220556745182012,-0.018181818181818188,-0.08401297042350397
11,1996-09-30,0.011443460135487138,0.00231225010838676,-0.0007714858818083092,-0.06089182271318872,0.07390059849076236,0.004973160719924152,-0.030195381882770825,-0.030195381882770825,-0.027027027027027084,0.0,-3.237022526934378,-0.20540540540540544,-1.523019493985898,-1.1,-0.008503401360544172,-0.05497685185185197,-0.08379694019471495,-0.0495495495495496,0.0714285714285714,-0.136986301369863,0.0536585365853659,inf,0.0617977528089888,-0.03170731707317076,-0.01851851851851849,0.06726024458270753
12,1996-12-31,0.028315884922924806,0.05402028163598782,0.028052295655754508,-0.033424185913068394,0.03683062757450939,0.09685020815332646,-0.1831501831501832,-0.1831501831501832,-0.26388888888888884,0.0,-0.8975481611208407,0.051506316812439217,-1.3084853291038858,40.8,-0.3584905660377359,0.08940600122473974,0.01366223908918407,0.04502369668246442,0.03603603603603611,0.01904761904761898,0.1026234567901234,inf,0.008230452674897082,0.04534005037783384,0.0,0.09046135289978884
