,Quarter end,Assets,Current Assets,Liabilities,Current Liabilities,Shareholders equity,Revenue,Earnings,Earnings available for common stockholders,EPS basic,EPS diluted,Cash from operating activities,Cash from investing activities,Cash from financing activities,Cash change during period,Cash at end of period,Price,ROE,ROA,Book value of equity per share,P/B ratio,P/E ratio,Cumulative dividends per share,Equity to assets ratio,Net margin,Asset turnover,Current ratio
0,1993-12-31,-0.015754764562075696,-0.13572865297433112,-0.023768561182212492,-0.2067347359455504,0.0017897350319111551,0.22406226143014685,0.3325321106746153,0.3325321106746153,0.320754716981132,0.6190476190476191,-0.13435346735170595,0.7564907089081334,-0.5979902275853013,-0.6387039502885042,-0.414988093201942,-0.05745914602003166,0.00480384307445969,0.042654028436018836,-0.000926784059314123,-0.12650602409638556,0.044117647058823366,inf,0.01786283891547047,0.010449320794148287,0.0,0.08947987070232166
1,1994-03-31,-0.015754764562075696,-0.13572865297433112,-0.023768561182212492,-0.2067347359455504,0.0017897350319111551,0.22406226143014685,0.3325321106746153,0.3325321106746153,0.320754716981132,0.6190476190476191,-0.13435346735170595,0.7564907089081334,-0.5979902275853013,-0.6387039502885042,-0.414988093201942,-0.05745914602003166,0.00480384307445969,0.042654028436018836,-0.000926784059314123,-0.12650602409638556,0.044117647058823366,inf,0.01786283891547047,0.010449320794148287,0.0,0.08947987070232166
2,1994-06-30,-0.00025124357411931975,0.015375696247475812,0.00039742013515486896,-0.027105040688757187,-0.0016351237333693813,0.22406226143014685,0.3325321106746153,0.3325321106746153,0.320754716981132,0.6190476190476191,-0.13435346735170595,0.7564907089081334,-0.5979902275853013,-0.6387039502885042,-0.25629146519734625,-0.12416107382550336,0.00480384307445969,0.042654028436018836,0.012059369202226387,-0.12650602409638556,0.044117647058823366,0.6774193548387097,-0.0012535255405828893,0.010449320794148287,0.0,0.04369521240728247
3,1994-09-30,0.007745126813921255,0.133510177654782,-0.00029666354453283805,0.00514384296303394,0.024936671422151724,0.04840660075520753,0.7660418140063412,0.7660418140063412,0.7857142857142858,0.6190476190476191,0.5408591665650944,-0.20573107644738664,0.29402764406546544,-7.329720954720955,2.1813027306540866,-0.004469987228607919,0.00480384307445969,0.042654028436018836,0.031164069660861493,-0.013793103448275891,0.044117647058823366,0.40384615384615374,0.01694383432695323,0.010449320794148287,0.0,0.12766507300684848
4,1994-12-31,-0.027049659992935186,-0.23708057977720895,-0.039307433609963034,-0.1855382930524716,-0.0014904246461282524,-0.14877916584043893,-0.6572010942927593,-0.6572010942927593,-0.6559999999999999,0.6190476190476191,-0.3621254136435349,-0.3952699119736982,1.1124935234021072,-1.86405761539368,-0.5924526508400465,0.07055805003207194,0.00480384307445969,0.042654028436018836,0.000888888888888939,0.034965034965035,0.044117647058823366,0.2876712328767124,0.026226473310706492,0.010449320794148287,0.0,-0.06325197662426951
5,1995-03-31,-0.0014262599210500546,0.05715070968475655,-0.0020699775936504627,0.2388425753756731,-0.00013485068146057433,-0.08576251813152846,0.31049419177003346,0.31049419177003346,0.3255813953488371,0.6190476190476191,0.4349220456220848,0.5282047578764932,-0.3880114081234141,-1.5920019253138662,0.8605947521865889,0.06710605152786077,0.00480384307445969,0.042654028436018836,0.004440497335701732,0.06756756756756754,0.044117647058823366,0.23404255319148934,0.0015033072760071153,0.010449320794148287,0.0,-0.14666666666666672
6,1995-06-30,0.0019195023341973536,0.04314686429197545,-0.0023720238282956,0.10283448185288148,0.010512384941485651,0.24576724654865176,0.3852363782051281,0.3852363782051281,0.38596491228070173,0.6190476190476191,0.10375580655615703,0.3765416680730416,0.4935362545215389,-1.4718006396010623,-0.21822546475624585,0.058394160583941764,0.015936254980079667,0.042654028436018836,0.01326259946949615,0.05696202531645556,0.044117647058823366,0.18965517241379315,0.008405884118883211,0.018614270941054837,0.023809523809523725,-0.054185779816513735
7,1995-09-30,0.0005205245169741524,0.0946501075211319,-0.018571471685797203,-0.03659091367334388,0.03826083183636242,0.08202838434497561,0.7385793408627497,0.7385793408627497,0.7341772151898736,0.6190476190476191,-0.0802240226197597,-0.3950587012171798,0.10356820949641876,-0.3896946893758796,-0.17036134339247488,0.0366047745358089,0.021176470588235352,0.042654028436018836,0.03926701570680624,0.0239520958083832,0.006259780907668322,0.15942028985507273,0.03780887168800251,0.020304568527918843,0.023255813953488413,0.13625341012428005
8,1995-12-31,-0.013550665475042023,-0.14045275599137094,-0.019522362894225487,-0.01626668149102528,-0.002392209749532248,-0.14220147356362833,-0.6892480318071608,-0.6892480318071608,-0.5766423357664234,0.6190476190476191,-0.5012319988649531,0.8339116054346769,-0.8690610163256781,1.6967386700550615,-0.5537591805179745,0.110030706243603,-0.01382488479262689,0.0,-0.0008396305625524293,0.06432748538011701,0.06765163297045107,0.13749999999999996,0.011474469305794656,-0.01592039800995026,0.0,-0.12618380685607578
9,1996-03-31,-0.01547447650439926,-0.057733917357116415,-0.02326497880116529,-0.1561201295355561,-0.0011674421156564474,-0.002681880886585275,0.2541755888650963,0.2541755888650963,-0.06896551724137923,0.6190476190476191,1.3073713754717342,-0.2604940236226041,7.0297121634169,-0.6878697450395268,-0.3873356865972237,0.039188566159520384,-0.02180685358255452,-0.004545454545454518,0.003361344537815114,0.038461538461538325,-0.00801165331391118,0.12637362637362615,0.014463981849120788,-0.041456016177957584,0.04545454545454541,0.11662341627232498
