Quarter end,Assets,Current Assets,Liabilities,Current Liabilities,Shareholders equity,Revenue,Earnings,Earnings available for common stockholders,EPS basic,EPS diluted,Cash from operating activities,Cash from investing activities,Cash from financing activities,Cash change during period,Cash at end of period,Price,ROA,Book value of equity per share,P/B ratio,P/E ratio,Cumulative dividends per share,Equity to assets ratio,Net margin,Asset turnover,Current ratio
2005-12-31,-0.06295415085846567,-0.12203672787979969,0.08539007092198592,0.14452352708580474,-0.37821543408360125,0.12372358109712667,0.023874488403820004,0.023874488403820004,0.061224489795918435,0.04166666666666674,-0.1948181365221724,-0.3555276381909548,0.13889773813316353,0.29160226687274604,-0.34030134383059585,0.1651031894934334,0.0378677541508885,-0.363095238095238,0.47735346358792197,0.054497701904136386,0.1607142857142856,-0.3365625000000001,0.0021658415841585565,0.037735849056603765,-0.23289001477728521
2006-03-31,0.0310183914356299,0.010458262027001286,-0.02404600104547827,-0.04974952496113316,0.23529411764705888,-0.06973795435333896,-0.025982678214523602,-0.025982678214523602,-0.03846153846153855,-0.020000000000000018,-0.1330445544554455,-0.5633528265107213,-0.6934265734265734,-1.039489429597128,0.020370370370370372,0.1901950259438181,0.058658433904013485,0.22429906542056077,0.8686504358280731,0.12546699875466993,0.10769230769230753,0.198304286387188,0.019759184933621388,0.036363636363636154,0.06334966151136556
2006-06-30,-0.2471379126730564,-0.36036883703424916,-0.008659168005713314,-0.0418105798945646,-0.946101517530089,0.161744661517492,0.17715458276333784,0.17715458276333784,0.19999999999999996,0.20408163265306123,0.30264097073518914,-5.366071428571429,4.125,-28.545454545454547,-0.5499092558983666,-0.07501503307276003,0.15509013785790038,-0.9465648854961832,-0.2444909120154416,-0.12254495159059475,0.09722222222222232,-0.9284591194968553,0.008779897063275754,0.1491228070175441,-0.3324534161490683
2006-09-30,0.021306692600123744,0.0005884083553986397,0.005402971634398845,-0.0034149117814455954,0.8786407766990292,-0.03109112240907308,-0.08773968622893669,-0.08773968622893669,-0.06666666666666654,-0.06779661016949146,0.3512328767123287,-1.2750511247443763,-0.7128360334698238,-1.2141547488082143,0.2616487455197132,-0.060620835364862735,0.09456047739270135,1.0,16.579518841813925,-0.11538461538461542,0.08860759493670889,0.8406593406593408,-0.02250900360144059,0.11450381679389299,0.004031945413661919
2006-12-31,0.2964854570637119,0.4729491326080564,0.19149126735333621,0.33257186369693503,3.325581395348837,0.1907164480322907,0.7745222929936306,0.7745222929936306,0.7857142857142856,0.7454545454545451,-0.25669099756690994,-3.513011152416357,-0.17792932424054553,1.166095890410959,0.44921875,0.14446366782006925,0.1960578737680856,3.2857142857142856,-0.4277651960131281,0.10691375623663579,0.08139534883720945,2.3373134328358205,0.13632176849861843,0.0547945205479452,0.10533631940690413
2007-03-31,-0.018561794751952965,-0.12256712246731216,0.1576336164774863,0.10428571428571431,-1.418757467144564,-0.011864406779661052,-0.3704235463029433,-0.3704235463029433,-0.37,-0.35416666666666663,0.010911074740862059,-0.5798816568047338,1.5196078431372548,-1.9375494071146244,-0.2906150453320264,0.018442932728647055,0.04523141654978957,-1.4333333333333333,-0.7623703703703704,-0.16258853831294262,0.08602150537634401,0.0,-0.029451499594704056,0.07792207792207795,-0.20540767134772586
2007-06-30,0.05673855364310487,0.04424980093277209,0.1812987012987013,0.41099611901681765,2.7931526390870185,0.10823327615780443,0.4931584948688712,0.4931584948688712,0.5396825396825395,0.532258064516129,0.5715056664867781,-3.2816901408450705,-0.523795270876983,-1.6079258010118043,0.24905008635578585,-0.003413982484785527,0.03170077155317008,2.846153846153846,0.0,-0.051134179161860915,0.07920792079207928,0.0,0.049832962138084635,-0.01807228915662651,-0.25991383100325327
2007-09-30,-0.001094444086782942,-0.051633986928104614,0.18793975373790683,-0.004492527734482388,1.2922151184655886,-0.18743228602383533,-0.47728140511645667,-0.47728140511645667,-0.4639175257731959,-0.4631578947368421,0.006524725274725363,-0.3395061728395061,0.2570710245128849,-0.1747572815533981,0.16454646017699126,-0.20971105153410785,-0.08681515200780365,1.3599999999999999,0.0,-0.30186385737439214,0.07339449541284382,0.0,-0.0352691593741713,-0.05521472392638027,-0.04740406320541768
2007-12-31,0.10505284867233833,0.13611302549965543,0.1559853778168525,0.24258611162276655,0.2856439704675964,-0.038285714285714256,-0.07012417823228634,-0.07012417823228634,-0.03846153846153855,-0.03921568627450989,-0.2685090412828386,0.06308411214953269,-0.15849999999999997,-0.9126050420168067,0.012348610781287128,-0.1421032793064455,-0.20580380986291613,0.33898305084745783,0.0,-0.13116656993615783,0.06837606837606836,0.0,-0.14650907091808685,-0.06493506493506496,-0.08568221501621354
2008-03-31,-0.07453633500524903,-0.13810534829643106,-0.0033624209430790364,-0.0229765787133116,0.1523736600306278,-0.14695979401861758,-0.05184603299293011,-0.05184603299293011,-0.020000000000000018,-0.020408163265306145,-0.13759328358208955,0.15824175824175835,0.4147355912061794,-17.653846153846153,-0.2031433262960357,-0.18673110720562391,-0.09459762385115444,0.16772151898734178,0.0,-0.038076152304609256,0.08000000000000007,0.0,-0.011272141706924366,-0.08333333333333326,-0.11785568135315772
2008-06-30,0.04890345349130332,0.07073313782991208,-0.0014458992690176142,-0.11955697162797752,-0.08992248062015507,0.13211051776178317,0.12013256006627993,0.12013256006627993,0.12244897959183687,0.12500000000000022,-0.6657652785289345,-0.46489563567362424,-1.0277194456110879,-1.4665127020785218,0.11892846629378862,0.07374392220421377,-0.2097053726169844,-0.086720867208672,0.0,0.13611111111111107,0.07407407407407396,0.0,-0.13029315960912047,-0.09090909090909094,0.21617442399876285
2008-09-30,0.017964431627012667,0.0054776511831726715,0.040986244067251265,0.07599517490952956,0.08761255779995136,-0.11115668580803939,-0.16420118343195267,-0.16420118343195267,-0.14545454545454561,-0.14814814814814814,1.48705501618123,-0.34042553191489366,-7.045454545454546,0.448019801980198,0.15390686661404884,-0.0877987421383648,-0.0664160401002506,0.10682492581602365,0.0,0.09718826405867964,0.06896551724137945,0.0,0.0011235955056179137,-0.06666666666666654,-0.06560712015257464
2008-12-31,0.04668594699876061,-0.1184353889736326,0.06943317491596157,0.11555092889173602,0.11255314388006266,-0.06852791878172593,-0.21504424778761067,-0.21504424778761067,-0.1914893617021276,-0.15217391304347827,-0.1262199089134678,10.817204301075268,0.8395989974937343,-4.294017094017094,-0.4393524851801186,-0.3190843905129619,-0.08590604026845639,0.13404825737265424,0.0,-0.301949860724234,0.06451612903225801,0.0,-0.024691358024691357,-0.0625,-0.20968839297863662
2009-03-31,0.016183602120221074,0.05808923495241625,-0.016764217067707254,-0.03897781925202781,-0.06989139179404669,0.012880852117909347,0.016910935738444266,0.016910935738444266,0.0,-0.02564102564102566,0.4303797468354431,-0.9381255686988171,0.08174386920980936,-1.497145822522055,0.3895892639284262,-0.1502632644795464,-0.09544787077826711,-0.07328605200945637,0.0,-0.10454908220271342,0.06060606060606055,0.0,-0.05485232067510537,-0.04761904761904767,0.1010674931129476
2009-06-30,0.03978691526552347,0.051979908889148385,-0.03604762254721838,-0.02517179563788463,-0.1812087793274949,0.10222548300317924,0.2117516629711751,0.2117516629711751,0.21052631578947367,0.21052631578947367,-0.31077563768870375,0.47058823529411775,0.17758186397984876,-0.4665970772442589,0.14954638571846646,0.2631077216396569,-0.08847402597402598,-0.18367346938775508,0.0,0.3342245989304813,0.05714285714285716,0.0,-0.04017857142857151,-0.050000000000000044,0.07912431587177493
2009-09-30,0.00021346995410387315,-0.004552520541860949,-0.03872984408950564,-0.07876791050494214,-0.1325762577578239,0.0024406478810738985,-0.07959743824336685,-0.07959743824336685,-0.0652173913043479,-0.08695652173913049,-0.0022658610271902857,0.54,-0.2438502673796792,-0.41487279843444225,0.07612016293279011,-0.09358490566037736,-0.05431878895814779,-0.1312500000000001,0.0,-0.05076820307281227,0.054054054054053946,0.0,-0.04143763213530649,-0.010526315789473717,0.0805680336183161
2009-12-31,0.06888272329527267,0.1298382598996095,0.03081254709124792,0.0280296099143309,-0.07718069721418785,0.07525453740593191,0.012922465208747624,0.012922465208747624,0.0,0.023809523809523725,0.41710825132475393,-0.045454545454545414,0.48797736916548806,0.7123745819397993,0.12112609415661235,-0.016236469608659432,0.002354048964218425,-0.07913669064748197,0.0,0.007741027445461013,0.05128205128205132,0.0,-0.013233348037053339,0.010638297872340496,0.0989674131688345
2010-03-31,0.0,-0.004837595024188013,-0.02389012849119032,-0.07208737864077674,-0.1065654899373144,-0.018937834499794137,0.11285574092247308,0.11285574092247308,0.11627906976744184,0.09302325581395343,-0.1233974358974359,-0.5374149659863945,0.06368821292775673,-0.560546875,0.04747837096433849,0.20947947524333466,0.030061061531235334,-0.10546875,0.0,0.18086592178770955,0.05365853658536612,0.0,0.019222172552525674,0.010526315789473717,0.0724832214765101
2010-06-30,-0.02276244197074828,-0.04761904761904767,-0.03456430063453275,-0.04594995204464203,-0.0766248153618907,0.0025178346621905767,0.0670194003527338,0.0670194003527338,0.0625,0.08510638297872353,-0.14747105423522244,0.44852941176470584,0.0,-1.4666666666666668,-0.02115229653505235,-0.1459062281315605,0.01687186502507987,-0.06986899563318782,0.0,-0.18923713778829088,0.04629629629629606,0.0,0.012719298245613908,0.01041666666666674,-0.0017066788030493107
2010-09-30,0.1994687643663482,0.3556250000000001,0.08009470934030039,-0.2756351672454761,-0.38472305538892226,0.07429886982000844,0.12396694214876036,0.12396694214876036,0.13725490196078427,0.13725490196078427,0.22015725518227303,0.10152284263959399,-2.064343163538874,-30.314285714285713,0.6334636756534266,-0.06595657517410891,0.01928251121076241,-0.38497652582159614,0.0,-0.0911743253099927,0.0486725663716816,0.0,0.04720658293633595,-0.030927835051546393,0.8713243674492819
