Quarter end,Assets,Liabilities,Shareholders equity,Revenue,Earnings,Earnings available for common stockholders,EPS basic,EPS diluted,Cash from operating activities,Cash from investing activities,Cash from financing activities,Cash change during period,Cash at end of period,Price,ROE,ROA,Book value of equity per share,P/B ratio,P/E ratio,Cumulative dividends per share,Equity to assets ratio,Net margin,Asset turnover
1993-10-31,0.037746985086197116,0.03990719257540598,0.02814807710750933,0.4247162381283298,1.1758620689655173,1.1758620689655173,1.1568627450980395,1.1568627450980395,-0.7648660916931457,2.6287744227353462,0.1618122977346279,-11.864406779661017,0.01744529863985811,0.04591836734693877,0.032863849765258246,0.013182674199623268,0.024630541871921263,0.09240924092409242,0.0574358974358975,inf,-0.00925421883505717,0.041916167664670656,0.01388888888888884
1994-01-31,0.037746985086197116,0.03990719257540598,0.02814807710750933,0.4247162381283298,1.1758620689655173,1.1758620689655173,1.1568627450980395,1.1568627450980395,-0.7648660916931457,2.6287744227353462,0.1618122977346279,-11.864406779661017,0.01744529863985811,0.04591836734693877,0.032863849765258246,0.013182674199623268,0.024630541871921263,0.09240924092409242,0.0574358974358975,inf,-0.00925421883505717,0.041916167664670656,0.01388888888888884
1994-04-30,0.06044786255135648,0.05678528065751376,0.07690872627209555,0.4247162381283298,1.1758620689655173,1.1758620689655173,1.1568627450980395,1.1568627450980395,-0.7648660916931457,2.6287744227353462,0.1618122977346279,-11.864406779661017,-0.1862830572507992,0.12113821138211378,0.032863849765258246,0.013182674199623268,0.07211538461538458,0.09240924092409242,0.0574358974358975,1.125,0.01538461538461533,0.041916167664670656,0.01388888888888884
1994-07-31,0.02598359015409235,0.01960033387342275,0.054135989605889945,-0.05430452808714736,-0.1669307976756471,-0.1669307976756471,-0.17272727272727273,-0.17272727272727273,-11.303088803088803,0.3325991189427313,-0.9354266903013421,-1.2449297971918876,0.05607142857142855,-0.11820159535895569,0.032863849765258246,0.013182674199623268,0.05381165919282527,-0.17522658610271902,0.0574358974358975,0.47058823529411753,0.02759740259740262,0.041916167664670656,0.01388888888888884
1994-10-31,-0.002800945611721839,-0.015390394005643793,0.05090386195562857,0.08149230636981009,0.07545973367152814,0.07545973367152814,0.07692307692307687,0.07692307692307687,-0.14333895446880274,-0.7436179981634528,-15.486274509803922,-4.203821656050955,-0.17010483598241466,-0.042763157894736836,0.032863849765258246,0.013182674199623268,0.04893617021276575,-0.09157509157509158,0.0574358974358975,0.3600000000000001,0.05371248025276465,0.041916167664670656,0.01388888888888884
1995-01-31,0.05394642130629368,0.06097835336926427,0.02584151061417561,-0.162904379620062,-0.1839622641509434,-0.1839622641509434,-0.18367346938775508,-0.18367346938775508,-1.5365266841644796,0.3724928366762177,-2.927720628045479,-6.421471172962226,1.111246943765281,-0.023195876288659933,0.032863849765258246,0.013182674199623268,0.026369168356997985,-0.06854838709677413,0.0574358974358975,0.2647058823529411,-0.0264867566216892,0.041916167664670656,0.01388888888888884
1995-04-30,0.031230745247091907,0.017314021776208444,0.08875762195121961,0.34838342116507626,0.7124277456647399,0.7124277456647399,0.7125000000000001,0.7125000000000001,-0.5161027313493681,-2.372651356993737,-1.205448672939194,-0.9900990099009901,0.005211349160393786,0.14511873350923477,0.01666666666666683,0.013182674199623268,0.08498023715415037,0.11255411255411252,0.0574358974358975,0.2325581395348839,0.05595482546201236,0.031609195402299006,0.013698630136986356
1995-07-31,-0.00933671192248442,-0.027676831754950393,0.061500227519339035,-0.04950529910918633,-0.24008438818565403,-0.24008438818565403,-0.24452554744525556,-0.24452554744525556,-3.4616680707666387,-3.4577946768060834,-2.7785372522214624,-35.851851851851855,-0.18068356374807992,0.12749615975422435,-0.023845007451564926,0.013182674199623268,0.05464480874316946,0.03891050583657596,0.05237633365664385,0.16981132075471694,0.07146329606222657,-0.0055710306406684396,0.013513513513513598
1995-10-31,0.006227428297375992,0.003066426820516277,0.017410802611620424,-0.02033709946286344,-0.16379789006107714,-0.16379789006107714,-0.7246376811594203,-0.7246376811594203,2.1184120465434635,-0.03960396039603964,-2.3554957724827057,-0.33049946865037194,-0.1476447152566206,-0.024523160762942697,-0.07061068702290085,-0.044609665427509326,0.015544041450777257,-0.07490636704119835,-0.05345622119815674,0.16129032258064502,0.010889292196007094,-0.03921568627451,0.0
1996-01-31,0.04329332582289824,0.04254785355881796,0.04589356323329219,-0.12368600166376764,0.10358565737051784,0.10358565737051784,0.10526315789473695,0.10526315789473695,-1.4226294995610185,-0.59375,-2.8123050751346756,-1.007936507936508,0.0013747594171020783,0.14315642458100553,-0.011909650924024628,0.021400778210116655,0.04421768707482987,0.12550607287449367,0.1781888997078871,0.13888888888888884,0.002692998204667729,0.018950437317784452,0.0
1996-04-30,0.021277921214931883,0.01706788830559991,0.03591571118686088,0.33277238403452003,0.6407942238267148,0.6407942238267148,0.6507936507936509,0.6507936507936509,-1.0945209036613868,-1.3417922283901667,-1.3265018773466832,-173.2,-0.2364085667215815,0.23152107513744657,0.00831255195344971,0.0323809523809524,0.043973941368078195,0.17985611510791366,0.18842975206611579,0.12195121951219523,0.0143240823634736,0.024320457796852546,0.01333333333333342
1996-07-31,0.004175054052039107,0.0006922901659742742,0.01606389661671015,-0.05960436429565841,-0.25045837917125047,-0.25045837917125047,-0.24038461538461542,-0.24038461538461542,18.585164835164836,-8.68445475638051,-0.8658361284139914,-1.2682926829268293,0.08306364617044237,-0.03422619047619058,0.002885408079142504,0.012915129151291449,0.02496099843993771,-0.07317073170731703,-0.07579972183588324,0.10869565217391308,0.011915269196822731,0.012569832402234526,0.0
1996-10-31,-0.011015193137102752,-0.028355503402134996,0.04728257669434144,0.00481994078358472,-0.1487279843444227,-0.1487279843444227,-0.1392405063291139,-0.1392405063291139,0.37494739795202703,-0.4156099033816425,20.517857142857142,-1.4199134199134198,-0.03220451527224433,0.02259887005649719,-0.006576243321002817,0.014571948998178597,0.05783866057838649,-0.00328947368421062,-0.011286681715575564,0.0980392156862746,0.05887483645878744,0.0041379310344829,0.013157894736842035
1997-01-31,0.03332491622704348,0.04249470506061015,0.004722815697739691,-0.17905845268279308,0.01551724137931032,0.01551724137931032,0.014705882352941124,0.014705882352941124,-1.2019995919200164,-0.15784035133040553,-2.000331950207469,-8.690721649484537,0.255917667238422,0.08337518834756397,-0.012412081092263105,0.0017953321364452268,0.007194244604316502,0.02310231023102327,0.04566210045662089,0.08928571428571419,-0.028006589785831815,0.005494505494505475,-0.012987012987012991
1997-04-30,0.0615216960570637,0.06854845681680644,0.03878007834359254,0.46957429048414023,0.8081494057724958,0.8081494057724958,0.8115942028985508,0.8115942028985508,-1.1712121212121211,0.5052147239263804,-0.40633814501410315,-2.3203753351206435,-0.26905217153783123,0.015762633286972694,0.029325513196480912,0.03405017921146958,0.04857142857142849,0.009677419354838568,-0.003639010189228631,0.08196721311475419,-0.021186440677966156,0.017759562841529908,0.013157894736842035
1997-07-31,-0.007615492300513282,-0.020526056036052065,0.03536605074610777,-0.025787395984209427,-0.20907668231611898,-0.20907668231611898,-0.19999999999999996,-0.19999999999999996,12.71976401179941,-0.5051966578357449,-1.66545556176635,-0.8223350253807107,-0.06539611360239161,0.19671382930168857,0.02279202279202286,0.03466204506065851,0.038147138964577776,0.14057507987220452,0.12344777209642088,0.07575757575757569,0.04329004329004338,0.00939597315436247,0.025974025974025983
1997-10-31,0.023178538065592003,0.0054847929160264375,0.07890423788339973,0.00399381978252622,-0.1642263553620894,-0.1642263553620894,-0.16000000000000003,-0.16000000000000003,0.8398193936787788,0.3369028006589785,0.9046619067618649,-5.565714285714286,0.3194722111155537,0.027459954233409745,0.00039793076004768224,0.01340033500837512,0.09055118110236227,-0.008403361344537785,-0.032509752925877766,0.07042253521126773,0.05435684647302885,-0.0013297872340426453,0.025316455696202445
1998-01-31,0.05315628868000832,0.07136519724627433,-0.0002893518518518601,-0.1736062717770035,-0.03740530303030298,-0.03740530303030298,-0.03571428571428559,-0.03571428571428559,-1.7078415332476335,0.2929759704251387,-3.2414553472987873,-1.135168961201502,-0.032727272727272716,0.01410541945063093,-0.009546539379475028,-0.0049586776859504855,0.006016847172081619,-0.07062146892655363,-0.028225806451612878,0.07236842105263142,-0.050767414403777966,-0.007989347536617841,0.0
1998-04-30,0.07947147021347156,0.09558862996787121,0.028774722624216098,0.4298865113664312,0.7963600590260698,0.7963600590260698,0.8271604938271604,0.7901234567901232,-0.9394089483242529,0.3249940433643079,-0.40255779636005906,-2.4074074074074074,0.04761904761904767,0.07540263543191794,0.011244979919678766,0.008305647840531671,0.04186602870813405,0.06686930091185395,0.04218533886583664,0.06748466257668717,-0.046849087893863994,0.005369127516778427,0.0
1998-07-31,0.003918461505292958,0.012213131390897303,-0.023867019904813214,-0.09244151759386676,-0.20372398685651694,-0.20372398685651694,-0.18918918918918926,-0.17931034482758623,-11.463215258855586,-0.18090271533896785,-0.8849003787255063,-1.2171052631578947,-0.009868421052631526,-0.15588835942818235,0.01707704527402698,-0.0016474464579900872,0.0022962112514350874,-0.18803418803418792,-0.197080291970803,0.06321839080459779,-0.027838190517616268,0.017356475300400742,-0.012345679012345734
1998-10-31,-0.03352321230115052,-0.03738660250027659,-0.02010327849165361,-0.13023230627605997,-0.4425722145804677,-0.4425722145804677,-0.42500000000000004,-0.4201680672268908,0.75859375,-1.6792535675082327,-15.406294706723891,5.484848484848484,-0.06463304137722747,-0.275,-0.042171026942600554,-0.06765676567656764,0.008018327605956443,-0.2771929824561403,-0.30743801652892555,0.059459459459459296,0.013870246085011084,-0.030183727034120866,-0.050000000000000044
1999-01-31,0.027869899730577963,0.03972216036834575,-0.012574145791460323,-0.2346843481509152,-0.6933991363355954,-0.6933991363355954,-0.6956521739130435,-0.6956521739130435,-1.5880349474307716,-2.319974143503555,-1.8160873882820259,-1.7383177570093458,0.051017113335485975,-0.03170189098998888,-0.1443130860171219,-0.16637168141592917,-0.012500000000000178,-0.03883495145631066,0.0035799522673030104,0.05612244897959173,-0.03927625772285959,-0.12584573748308514,-0.03947368421052633
1999-04-30,0.07329002550910113,0.0835941332117418,0.036266600471639654,0.4107789302420175,2.0201207243460764,2.0201207243460764,2.0952380952380953,2.0952380952380953,-1.1750188869302443,0.6368756121449559,-0.30737405694816256,-2.911392405063291,-0.09278033794162821,0.11315336013785182,-0.24392567889471173,-0.2611464968152867,0.029919447640966546,0.1262626262626263,0.30202140309155756,0.053140096618357724,-0.03445107946715664,-0.21207430340557276,-0.06849315068493145
