Quarter end,Assets,Current Assets,Liabilities,Current Liabilities,Shareholders equity,Revenue,Earnings,Earnings available for common stockholders,EPS basic,EPS diluted,Cash from operating activities,Cash from investing activities,Cash from financing activities,Cash change during period,Cash at end of period,Price,ROE,ROA,Book value of equity per share,P/B ratio,P/E ratio,Cumulative dividends per share,Equity to assets ratio,Net margin,Asset turnover,Current ratio
1993-12-31,0.05007431435747556,0.14504015555267125,0.05607807613824134,0.09748042417127079,0.035621370736131475,0.13914137040413999,0.42431756073990234,0.42431756073990234,0.4249999999999998,0.10000000000000009,1.0742711283840087,0.1730602676235391,-3.247274640240618,-1.0314192782423959,0.5934837867375884,0.09633027522935778,0.07322264793529154,-0.036743515850144015,0.0347490347490349,0.09025270758122739,-0.21147463252726417,inf,-0.013787510137875159,0.0734908136482939,0.03870967741935494,0.04334156748259588
1994-04-02,0.05007431435747556,0.14504015555267125,0.05607807613824134,0.09748042417127079,0.035621370736131475,0.13914137040413999,0.42431756073990234,0.42431756073990234,0.4249999999999998,0.10000000000000009,1.0742711283840087,0.1730602676235391,-3.247274640240618,-1.0314192782423959,0.5934837867375884,0.09633027522935778,0.07322264793529154,-0.036743515850144015,0.0347490347490349,0.09025270758122739,-0.21147463252726417,inf,-0.013787510137875159,0.0734908136482939,0.03870967741935494,0.04334156748259588
1994-07-02,0.028690013165659556,0.04473807272936314,0.002867246039287563,0.0984618622506972,0.04954761898844584,0.13914137040413999,0.42431756073990234,0.42431756073990234,0.4249999999999998,0.10000000000000009,1.0742711283840087,0.1730602676235391,-3.247274640240618,-1.0314192782423959,-0.011701927803128509,0.12970711297071125,0.07322264793529154,-0.036743515850144015,0.04850746268656714,0.09025270758122739,-0.21147463252726417,1.0,0.020353618421052655,0.0734908136482939,0.03870967741935494,-0.04885923374946177
1994-10-01,-0.0006977731634965068,0.02073628323349075,-0.08126628505194777,0.06051682959826321,0.06275009812426613,0.06259035229448306,0.298785262864947,0.298785262864947,0.29824561403508776,0.10000000000000009,0.21241521333712665,-0.6183845757676274,1.3608590810168955,-10.392295795488533,0.11120933086525331,0.04259259259259274,0.07322264793529154,-0.036743515850144015,0.06405693950177938,-0.004966887417218624,-0.21147463252726417,0.5,0.06346967559943595,0.0734908136482939,0.03870967741935494,-0.037565059968318715
1994-12-31,-0.07359991593714343,0.11710807981465998,-0.015412662153309498,-0.1464754876912051,-0.13430343411555723,0.016459376913739998,0.20186521189026907,0.20186521189026907,0.20270270270270263,0.10000000000000009,-0.1481101905427179,-0.031156851450456546,-0.6455760733587425,10.362181418992881,1.1371220144380123,-0.09591474245115461,0.07322264793529154,-0.036743515850144015,-0.137123745819398,-0.14975041597337757,-0.21147463252726417,0.3333333333333335,-0.06555513452065176,0.0734908136482939,0.03870967741935494,0.30888000627008383
1995-04-01,0.14449853300417015,0.17282458519501254,-0.030001664429564978,0.15911706132156822,0.3135957157924627,0.05299906545019861,-0.13205191968008534,-0.13205191968008534,-0.1348314606741573,0.10000000000000009,0.04945634655971065,-0.1348999789551214,0.04222481888242391,0.1414462555188487,0.6073418628789138,-0.10216110019646363,0.07322264793529154,-0.036743515850144015,0.31395348837209314,0.039138943248532065,-0.21147463252726417,0.5,0.14781021897810231,0.0734908136482939,0.03870967741935494,0.011796407185628688
1995-07-01,0.028206084515076446,0.0622815883674015,-0.01852525459136789,-0.04082170388223583,0.054447476981237974,0.04564082387331725,0.03900290321641786,0.03900290321641786,0.038961038961039085,0.10000000000000009,-0.2006680594667265,1.4528890055445225,-0.8465916019170319,-0.3790062802141424,0.2346454673527416,-0.0991976659372722,0.011900039666798978,-0.036743515850144015,0.05309734513274322,-0.31450094161958564,-0.21147463252726417,0.3333333333333335,0.025437201907789975,0.0317848410757946,0.01863354037267073,0.10747469965082557
1995-09-30,0.03816990942201959,0.041381695150688014,0.016846996896943578,0.08829923469371437,0.04602459275638804,-0.022277200345078962,-0.09910292717917468,-0.09910292717917468,-0.10000000000000009,0.10000000000000009,0.4537372517618192,0.2264476836492213,2.2730631101833225,0.48748829422729734,0.28269847110772006,0.08097165991902844,-0.061936495491963894,-0.036743515850144015,0.04761904761904767,0.027472527472527597,0.0036079374624173877,0.25,0.007579672695951611,-0.027251184834123143,-0.0060975609756097615,-0.0430716614118527
1995-12-31,0.027442096900863078,0.002502097613505949,-0.04643014939073098,-0.03378662175070657,0.05737200852803692,0.0221595682428104,0.1791388047853688,0.1791388047853688,0.18055555555555558,0.10000000000000009,-0.4344609641108117,0.7962831011591864,-0.026753651889120378,-2.008481149853589,-0.2222627418884815,-0.07041198501872659,-0.10447137484329305,-0.06432311144353042,0.053475935828877,-0.11229946524064183,-0.06470940683043747,0.09999999999999987,0.02906479740126522,-0.03410475030450688,-0.030674846625766805,0.037527223990618364
1996-03-30,0.046831896823835484,0.03965489290855273,0.07395379152757386,0.057426286723557984,0.03429430939547928,-0.003980209089215259,-0.29217554972292525,-0.29217554972292525,-0.2941176470588235,0.10000000000000009,0.20874118258518348,-0.09564847452154535,-1.369998556264544,-0.951319080484429,-0.01391209503766866,0.14504431909750215,-0.09659356042930467,-0.08553157474020778,0.035532994923857864,0.08734939759036142,0.15951313260730315,0.18181818181818188,-0.011962119953480621,-0.06305170239596458,-0.025316455696202556,-0.016793153560471508
1996-06-29,0.00926989521894761,-0.05217552669674863,-0.038214337991150926,-0.045379874777694895,0.03386354758421506,0.039931210109835025,0.050567335301531235,0.050567335301531235,0.050000000000000044,0.10000000000000009,0.11086201949394403,0.24776460944407463,-3.9341725110465844,15.685578695177963,-0.235406352108824,-0.011259676284306797,-0.0950413223140496,-0.08479020979020979,0.0318627450980391,-0.047091412742382266,0.045303867403314824,0.15384615384615374,0.024382041365394347,-0.06460296096904439,-0.019480519480519543,-0.007116658455137648
1996-09-28,0.043035583872240935,-0.0018395177097647597,0.0555890206819778,0.09706949943574994,0.03494039618730249,0.028921863874215914,0.0478649084415117,0.0478649084415117,0.04761904761904767,0.10000000000000009,0.2499018675506357,0.12329430755358906,-0.45780979115001996,-0.431691313007349,-0.17497330149901624,-0.13950177935943064,-0.05821917808219168,-0.050620821394460336,0.03562945368171033,-0.1656976744186046,-0.08720930232558155,0.13333333333333353,-0.007715036112934892,-0.04172661870503591,-0.013245033112582738,-0.0901472128797487
1996-12-31,0.035242120424248125,0.01378674468611596,-0.015168168681762295,-0.059611286702928146,0.05212751892266598,-0.01608175828611813,0.4244174899096125,0.4244174899096125,0.4242424242424241,0.10000000000000009,-0.21411426798541544,-0.06772751907001406,-2.146548248599173,-0.2065278342695992,-0.1682811534919767,0.052936311000827185,-0.004848484848484769,0.001006036217303885,0.050458715596330306,0.017421602787456303,0.07585408222350898,0.11764705882352944,0.01621174524400315,0.021021021021021102,-0.020134228187919434,0.07805114531571955
1997-04-05,0.05477389853908976,0.16024731796436287,0.08408133794252359,0.055517023624181094,0.0358283821344334,0.09553378216924813,-0.21155433960766712,-0.21155433960766712,-0.21276595744680848,0.10000000000000009,-0.0728126639614346,-0.5504289217108872,1.1624456316800211,-4.02988935680283,0.6130356166107689,-0.010212097407698462,0.010353227771010776,0.01306532663316573,0.03493449781659397,-0.05821917808219179,-0.04144241119483316,0.1578947368421053,-0.01790656031255089,0.013235294117647012,0.0,0.09921304103428885
1997-07-05,0.007077134117363437,-0.011840661715620038,0.002193326146471053,0.05243150921067019,0.03903788550073917,0.024345414109888885,0.1227994474947931,0.1227994474947931,0.12162162162162149,0.10000000000000009,0.6050211912165151,0.39251791437369743,-4.336597104892253,-1.3616626118256985,-0.1374501963642184,0.0349206349206348,0.026522001205545598,0.03273809523809512,0.04008438818565385,0.0,-0.014037057832678279,0.09090909090909083,0.03182496270512192,0.03483309143686508,0.0,-0.06105855279979544
1997-10-04,0.05183392039056689,0.14579306037178497,0.06757016494376766,0.10450559455902897,0.04164856740321987,0.06427491225000082,0.09575234387633591,0.09575234387633591,0.09638554216867479,0.10000000000000009,0.4036521921533156,-0.1867132898047914,-0.8627896128948984,-7.000731070798388,0.956236568060693,0.09969325153374231,0.0358191426893717,0.04034582132564846,0.04056795131845847,0.058181818181818334,0.03018223234624151,0.12500000000000022,-0.0097991967871488,0.035063113604488105,0.006849315068493178,0.03736179946626006
1997-12-31,0.019674096141801822,0.03427282450633973,-0.03682618199187826,-0.08205238427826322,0.04005578865710313,-0.05839077412765947,-0.04366623139804249,-0.04366623139804249,-0.04395604395604402,0.10000000000000009,-0.5759632092412902,0.14123266141007274,0.049942671990225174,-1.005557972354647,-0.002716816818863932,-0.10529986052998608,-0.05668934240362822,-0.050784856879039664,0.03898635477582846,-0.14089347079037806,-0.17025981205085683,0.07407407407407396,0.01995457495133035,-0.046070460704607075,-0.006802721088435382,0.12673911902136825
1998-04-04,0.011768848631945827,0.0024248382729177287,0.005531512715299058,0.004959292777105606,0.03044174727870641,0.09791384953770188,-0.14843696133868622,-0.14843696133868622,-0.14942528735632188,0.10000000000000009,0.4278624567951643,0.11274131421817901,3.2907211274998787,17.192495518088272,-0.049560324122773225,-0.011691348402182444,-0.03605769230769229,-0.021400778210116767,0.030018761726078758,-0.04800000000000004,0.008660892738174608,0.10344827586206917,0.018609829807539224,-0.029829545454545525,0.006849315068493178,-0.0025627883136852825
1998-07-04,0.030868569057648232,0.018151492446218942,0.03744640483212014,-0.030700999820077457,0.032288103835137694,-0.009230328669583399,0.10882357451995439,0.10882357451995439,0.10810810810810811,0.10000000000000009,-0.03083234073241603,0.3313146116436172,-1.2110497479584326,-2.5634864164598414,0.08152741886515291,0.039432176656151396,-0.03740648379052358,-0.029821073558648048,0.032786885245901676,0.008403361344537785,0.039630118890356725,0.09375,0.0012492192379762734,-0.023426061493411532,-0.006802721088435382,0.05040642810426976
1998-10-03,0.028218326031743235,-0.002744998504796925,0.045613444522440316,0.07747143192579586,0.01751547746916904,-0.1040357108743174,-0.09830387972421573,-0.09830387972421573,-0.09756097560975607,0.10000000000000009,0.3248971085575163,0.23708732766384588,-4.300556745258762,-1.7747374070990118,-0.058401053914416634,-0.22458270106221545,-0.07772020725388606,-0.07172131147540994,0.022927689594356204,-0.25,-0.22236340533672172,0.08571428571428585,-0.010293200249532064,-0.03148425787106435,-0.04109589041095896,-0.07444963308872576
1998-12-31,0.008122458910590602,-0.014050924667508458,-0.03931094738945107,-0.11545860848593092,0.020489609158758526,-0.13640750055160367,-0.059987688771441894,-0.059987688771441894,-0.05405405405405406,0.10000000000000009,0.1566485949396781,-0.09204995967235308,-0.2549185860901666,-3.0228971601408072,0.1254667144688646,0.05088062622309186,-0.0779494382022472,-0.07284768211920523,0.024137931034482918,0.0277777777777779,0.10702614379084974,0.07894736842105265,0.012133627481878184,-0.01702786377708987,-0.05714285714285705,0.11465090577098636
1999-04-03,0.03608004045053925,0.11725780132599017,0.16107869392197482,-0.06901703063343212,0.0061625818554156275,0.023783431552105272,-0.5397945349135793,-0.5397945349135793,-0.5428571428571428,0.10000000000000009,-0.5653060463931914,-0.6659978876392958,-4.576702809536487,3.3533776310067633,0.4853133204054234,0.06890130353817514,-0.15613099771515615,-0.16190476190476188,0.005050505050504972,0.043243243243243246,0.12988929889298895,0.09756097560975618,-0.028802740152576667,-0.08661417322834641,-0.08333333333333337,0.20011208345906795
1999-07-03,0.02444055682427937,0.05520157640554357,0.04074937997867001,0.14392039941692358,0.019478880503258633,0.11561945425713804,0.7976966706742306,0.7976966706742306,0.8124999999999998,0.10000000000000009,0.8739573394064801,0.674725709592749,-1.2602428442188387,-0.6035903172632737,0.12952344581230113,0.15766550522648082,-0.1092057761732852,-0.11647727272727282,0.0201005025125629,0.15544041450777213,0.3455258001306336,0.06666666666666665,-0.004809233728759188,-0.06379310344827593,-0.05785123966942152,-0.07755307302704839
1999-10-02,0.03794512183787924,0.08257245354094156,0.06515404171622619,0.12556294963735692,0.025031895609881616,0.029605462317643827,0.34581869292590683,0.34581869292590683,0.3448275862068968,0.10000000000000009,0.17100758036072716,0.12947543636742642,-0.12671735242616744,0.3653145959649706,0.15656182414171793,-0.08502633559066963,-0.003039513677811523,-0.0112540192926045,0.026272577996715896,-0.10313901345291476,0.00922330097087376,0.0625,-0.012403350515463929,0.011049723756906049,-0.01754385964912264,-0.038200934579439294
