Unnamed: 0,Quarter end,Assets,Current Assets,Liabilities,Current Liabilities,Shareholders equity,Revenue,Earnings,Earnings available for common stockholders,EPS basic,EPS diluted,Cash from operating activities,Cash from investing activities,Cash from financing activities,Cash change during period,Cash at end of period,Price,ROE,ROA,Book value of equity per share,P/B ratio,Equity to assets ratio,Asset turnover,Current ratio
11,1999-01-31,-0.10822374465180984,-0.1209603500783537,0.14739317914543326,0.25897294312534513,-0.12656839025488098,-0.33333333333333337,0.3333333333333333,0.3333333333333333,0.303030303030303,0.303030303030303,0.2578387458006719,-3.1030577576443936,-3.8645833333333335,3.170347003154573,-0.2679096159691965,0.6598984771573604,0.19559815406460768,0.2475288303130149,-0.12658227848101278,0.831858407079646,-0.02057877813504827,0.0,-0.3017782846861897
12,1999-04-30,0.3685759698593041,0.29064917591658257,2.104885548343013,1.0232456140350878,0.2048829194447128,71.78823529411764,-2.2905737704918034,-2.2905737704918034,-2.3023255813953494,-2.2325581395348846,-2.006009347874471,-1.388260635433495,0.1709090909090909,-1.7922339889056984,0.28991926182237604,-0.13455657492354733,-0.7464370546318291,-0.7735226147243315,0.2028985507246377,-0.009661835748792312,-0.11961041803458085,10.000000000000002,-0.3620921047586181
13,1999-07-31,-0.045638334480385456,-0.07060019285397823,0.21841989436619724,0.4502492954693258,-0.1097893498716852,-0.518748989817359,-1.6594156875198476,-1.6594156875198476,-1.6607142857142856,-1.6981132075471699,-1.9269911504424784,-0.6608876560332869,-1.062111801242236,-1.5921387651177594,-0.1330877356128617,-0.049469964664310966,1.1814988290398123,1.28862973760933,-0.12048192771084333,-0.20975609756097546,-0.06712243629583603,0.393939393939394,-0.359148833854292
14,1999-10-31,-0.12315770496236532,-0.15015983399697153,-0.051025015804208484,-0.07055306427503738,-0.14714272844659315,0.055919395465994885,0.2465687454851915,0.2465687454851915,0.2432432432432432,0.2432432432432432,0.6429594272076373,-9.860940695296524,-13.25,1.948669712442892,-0.4526776136644938,0.2193308550185873,0.3054213633923779,0.2312101910828026,-0.3424657534246576,0.3858024691358024,-0.02744836775483006,0.326086956521739,-0.08563763929013601
15,2000-01-31,1.0645608985067725,1.3611706866400501,-0.12466692044156835,-0.19604374396912194,1.504559698602162,0.062181933842239134,-0.2970832528491404,-0.2970832528491404,-0.4347826086956522,-0.4347826086956522,-0.30723416618245203,-0.6323563351027002,188.41632653061225,-4.649744804958075,3.018619026081713,1.3963414634146345,-0.3556743421052632,-0.34299017071908944,1.4583333333333337,2.648106904231625,0.21317988765584328,-0.016393442622950838,1.9369319464106192
16,2000-04-30,1.4267272500933648,1.5398406931246504,13.024679278103935,-0.02120424084816963,-0.07299105887645507,-0.3287917352897141,0.7364660621049739,0.7364660621049739,0.6153846153846152,0.6153846153846152,-0.4059551268609771,-1.6754551161330822,1.5256965543991208,1.8830815332750657,2.165650616195532,1.4605597964376589,1.4767070835992342,0.6944881889763779,-0.07627118644067787,0.0006105006105006082,-0.6179559570863918,-0.5666666666666667,1.5948557097849094
17,2000-07-31,-0.011475384607492643,-0.009193897144995078,0.01627144396468183,0.466993664418557,-0.06575674855929636,-0.10974793664956506,-0.19417629371736034,-0.19417629371736034,-0.2142857142857142,-0.2142857142857142,-0.5510060007059654,-71.6468401486989,-0.9967408924153228,-1.6661238772487506,-0.4557014529164988,-0.2564632885211996,-0.08193764493687195,-0.258364312267658,-0.09174311926605516,-0.1952410006101281,-0.05498078628436298,-0.3461538461538461,-0.3246000145375837
18,2000-10-31,0.07942315077165785,-0.04847845402043538,-0.0068956048147187365,-0.12594037336305375,0.26311603142653084,-0.18516662490603866,4.810683424980361,4.810683424980361,4.848484848484848,4.848484848484848,5.028301886792453,-0.5063276152388971,1.6963350785340312,-0.4257275115075547,-0.4807964466894554,0.5876216968011125,0.8125175413976986,0.6547619047619049,0.09090909090909104,0.7482941622441244,0.17015952455426975,-0.3529411764705883,0.08862076387726292
19,2001-01-31,0.9927935117568158,1.1941639918295888,0.01618354148424661,0.3358304112209116,2.626823281456826,-0.06918819188191883,-0.8434162498310126,-0.8434162498310126,-0.8652849740932642,-0.8652849740932642,-0.6660146061554513,-1.1636421776321049,202.2970873786408,-5.822280086040982,4.4655609837921695,-0.15286903197547086,-0.42025394859089504,-0.3157894736842105,2.6111111111111107,-0.2233304423243712,0.8198342689120555,-0.4545454545454546,0.6425482679203693
20,2001-04-30,-0.0195071348443362,-0.020828789531079583,0.050369989644825086,-0.16990812552201404,-0.05226530221746617,-0.3524942186983813,0.3947766026332831,0.3947766026332831,0.3846153846153846,0.3846153846153846,1.0027333073018352,-4.967920534114965,-0.9980801925538216,-1.1366069416272255,-0.11161281165002357,-0.5382626680455016,-0.29033119658119666,-0.17044825677919195,-0.05384615384615389,-0.8721384701284198,-0.03334312573442999,-0.3333333333333333,0.17959286488125215
21,2001-07-31,-0.015181003324073794,-0.014646641621778755,0.00637570611305005,0.14848354175650424,-0.02638112044985497,0.8193877551020408,1.5317239244815846,1.5317239244815846,1.5833333333333337,1.5833333333333337,0.52349385845194,2.636885952312554,-0.8830845771144279,2.312951123943081,-0.4162236856310051,-0.3213885778275476,-0.03274369589762882,0.06470980653769165,-0.027100271002710064,-0.28384279475982543,-0.011396444309375586,-0.25,-0.14203940940693127
22,2001-10-31,-0.015612390976842527,-0.015782349681734087,-0.008759322421720284,-0.13479349186483106,-0.01929280206445272,-0.4784071789119462,-0.5238997555012225,-0.5238997555012225,-0.5376344086021505,-0.5376344086021505,0.02725876631686708,-0.9203904310539379,0.1063829787234043,-0.8440661085001089,-0.11117850696807408,-0.2986798679867987,-0.4852140077821012,-0.4530075187969924,-0.01949860724233976,-0.2804878048780488,-0.0036889025514909024,0.0,0.13755256045691522
23,2002-01-31,-0.02663637978731504,-0.03742346410025155,0.01818562174483862,0.3859395342109069,-0.0509663878708142,0.8172043010752688,0.3878546668378482,0.3878546668378482,0.3953488372093024,0.3953488372093024,-0.3392300984178398,-8.627214741318214,1.5,-4.235928143712576,0.40476705670866703,0.2258823529411764,0.22071050642479206,0.1981672394043528,-0.05113636363636365,0.2542372881355932,-0.024992286331379177,0.0,-0.3054700358214736
24,2002-04-30,-0.03482262753738441,-0.048076447429298064,0.029274444373596387,0.4466130884041333,-0.0721506139424346,-0.8405325443786982,0.5823311748381128,0.5823311748381128,0.5666666666666667,0.5666666666666667,2.10105580693816,-1.5755993309793719,-0.5846153846153845,-1.973908216136196,-0.28062016422384684,0.05566218809980805,0.31145510835913304,0.2858508604206502,-0.07485029940119757,0.11486486486486493,-0.03876582278481011,-0.3333333333333333,-0.34196381276311016
25,2002-07-31,-0.04347039118219154,-0.04999403923103018,0.022797513749406303,0.24956709956709955,-0.08628118871758839,0.4044526901669758,0.2182402806197019,0.2182402806197019,0.22340425531914887,0.22340425531914887,-0.0003647859922178976,0.8564879088238142,0.6666666666666667,0.5591656638588047,-0.6082090474112019,-0.34363636363636363,0.15061378659112368,0.11970260223048325,-0.08737864077669899,-0.2909090909090909,-0.04477366255144033,0.0,-0.23973122174629602
26,2002-10-31,-0.06881709497301369,-0.07948607392915985,-0.0195906885342988,-0.15959351001789945,-0.1044150711998365,-0.5733157199471599,0.038487378827142704,0.038487378827142704,0.034782608695652195,0.034782608695652195,0.4793212504561488,-0.9468530982069876,-0.9,-0.6293989411398317,-0.5753142472779249,-0.1468144044321329,0.3487894952810833,0.3007968127490037,-0.1028368794326241,-0.06837606837606824,-0.03825607444425293,-0.5,0.09532062391681118
27,2003-01-31,-0.07238635984507269,-0.10674249600637586,-0.015012355848434966,-0.14015802129852284,-0.11780592643310896,-0.3188854489164087,-0.008086876155268041,-0.008086876155268041,-0.008403361344537784,-0.008403361344537784,0.21683180528717672,-21.1744109947644,3.5555555555555562,-2.172707343807088,1.5886458127103542,0.1168831168831168,0.2698509278977792,0.2169474221541603,-0.1185770750988142,0.2477064220183487,-0.04891596488084572,0.0,0.0388599454597256
28,2003-04-30,-0.0777996122117337,-0.08143411702094361,-0.02680270117706085,-0.2955653216140631,-0.12287488296456905,-0.24090909090909096,-0.07859305846727227,-0.07859305846727227,-0.07627118644067787,-0.07627118644067787,-0.2743183430753117,-0.5077773993155239,-0.07317073170731703,-0.7224974296663241,0.17030267107703478,-0.09011627906976748,0.1557259223766172,0.10444630872483217,-0.12556053811659196,0.02941176470588225,-0.04879427279577997,-1.0,0.30397668837847114
29,2003-07-31,-0.05660838950089176,-0.0637913553213425,0.04399664869277542,0.7135889292196007,-0.15527121548358105,0.0,0.0913135807462837,0.0913135807462837,0.08256880733944949,0.08256880733944949,-0.3575751932209703,-1.7458068342834547,0.763157894736842,-5.0826316380374985,-0.5941053457064436,0.3162939297124601,0.14987562189054726,0.08393467527535138,-0.15384615384615385,0.5071428571428571,-0.10457516339869287,inf,-0.4536560266507424
30,2003-10-31,0.07608323906237667,0.09511740080087372,-0.02434992557839644,0.03422254583967699,0.19781188168199115,-0.11976047904191613,-0.06356560415122314,-0.06356560415122314,-0.14406779661016944,-0.14406779661016944,0.5414552833744022,0.6318207926479036,659.8656716417912,-0.6170938290617094,-0.5604572532603446,0.02184466019417464,0.05210023436091582,0.020672740014015426,0.0,0.20853080568720367,0.11302809113028076,inf,0.058878523946682686
31,2004-01-31,-0.04960167085194589,-0.055966226632261695,0.02724249688908253,0.1744751664106503,-0.12546501943364796,0.0,-0.08237680585790619,-0.08237680585790619,-0.15841584158415845,-0.15841584158415845,-0.3233814471766421,-1.3632794519806135,-0.9867654365599168,-0.9721344441252514,-0.035531135531135516,0.10926365795724458,0.030671692940370088,-0.005835907998626766,-0.1333333333333333,0.1098039215686275,-0.0798887122416535,inf,-0.1962099276783048
32,2004-04-30,-0.0692858639051297,-0.08095284206449116,-0.03225519450299763,-0.24632152588555856,-0.11222748664714333,0.1428571428571428,-0.17975952984310128,-0.17975952984310128,-0.18823529411764706,-0.18823529411764706,0.36988395524980894,5.142952970112543,1.2559726962457338,-166.02061855670104,6.0793771363463724,0.1862955032119915,0.0004987531172069293,-0.031767955801105134,-0.11188811188811187,0.3674911660777385,-0.04600431965442764,inf,0.21942315303163684
33,2004-07-31,0.2618206226679565,0.3234212315973985,0.03995671944725365,0.4224873463485177,0.5422753034989539,23.684523809523807,0.3227502793663315,0.3227502793663315,0.2898550724637683,0.2898550724637683,-0.1569950289134625,-1.3124727008007766,60.298789712556726,-0.3961391891047665,0.5185622317596565,-0.14620938628158842,-0.11183117314722504,-0.06562054208273882,0.22834645669291345,-0.03875968992248058,0.22209644555127905,inf,-0.06964590867543607
34,2004-10-31,-0.06935148243761248,-0.08875523372163296,-0.024487769715680785,-0.1731306867280028,-0.10759207521359593,-0.9645526886906196,-0.04646424489390255,-0.04646424489390255,-0.2134831460674158,-0.2134831460674158,0.19820687165292727,0.8012735885687661,-0.9930525562397424,-2.7002896751500103,-0.5806189500459267,-0.14164904862579294,-0.031057062675397432,-0.023282442748091547,-0.11538461538461553,-0.3010752688172044,-0.04094108929233031,0.0,0.10204110691071656
35,2005-01-31,0.4303794063454063,0.4913564753958388,1.0571968323899283,7.490625192106719,-0.15365679397246035,2.8299319727891166,0.27527621430060445,0.27527621430060445,0.2571428571428573,0.2571428571428573,0.06960277205845422,-1.0963138607458505,258.97513321492005,-2.9704137511408577,2.7279715272512854,0.3349753694581281,0.07298706313960213,-0.04689331770222749,-0.15217391304347827,0.5115384615384615,-0.40834460112034,0.0,-0.8243494663944805
36,2005-04-30,-0.3404534897934238,-0.3821171984427508,-0.3826721651999769,-0.8091762780830745,-0.2448370336830311,-0.7317939609236235,0.3261136085002043,0.3261136085002043,0.3181818181818181,0.3181818181818181,0.09056763228320586,-0.7779767233661594,-1.8174166131478624,-2.0952869880727216,-0.8014845864003299,0.0793357933579335,0.247615619938816,0.19311193111931105,-0.2564102564102564,0.27226463104325704,0.14495592556317338,0.0,2.237918352335418
37,2005-07-31,-0.11567865021972425,-0.13305693944043162,-0.009485176666904516,-0.062300804370921226,-0.31228658536585363,0.3443708609271523,0.00591679506933751,0.00591679506933751,0.0,0.0,0.3967194764938866,41.89818548387097,-1.0141923404824391,-1.08324053059671,0.3360746706126747,0.008547008547008739,0.3931919803836723,0.19450171821305864,-0.3678160919540229,0.3560000000000001,-0.2224123182207015,-1.0,-0.07545519599268513
38,2005-10-31,0.13291042309831447,0.17124009504777238,-0.005236878709455772,-0.030711337703326014,0.5012930206439983,1.2660098522167489,0.07450523864959258,0.07450523864959258,0.0,0.0,-0.03455290817741885,-1.4486664316766538,38.136631330977615,0.35825571549534296,0.3416540648761475,0.15254237288135575,0.0,0.1611047180667433,0.4909090909090907,0.8230088495575221,0.3252658599193252,inf,0.2083517617573345
39,2005-12-31,-0.06541800071149062,-0.0766439312589926,0.007325660423606939,0.05990398664161978,-0.19394846152331835,-0.5565217391304348,-0.3476079146946456,-0.3476079146946456,-0.3620689655172413,-0.3620689655172413,-0.3920247749185876,-0.9232179332739748,-0.9826045083817376,-2.2070943208029425,-0.30738823977647955,-0.11176470588235288,0.0,0.1370168483647174,-0.20731707317073167,-0.4037216828478965,-0.13752075262866634,inf,-0.12882924101469162
40,2006-03-31,-0.09435082657368744,-0.11193697110102918,-0.03380138368884145,-0.2336746750689248,-0.2280498229332031,2.764705882352941,0.1898872476182152,0.1898872476182152,0.18918918918918928,0.18918918918918928,0.4753452712282729,5.1152796725784455,3.67560553633218,0.6362133966843981,-0.7261683742464875,0.20860927152317887,0.0,-0.002832861189801639,-0.23076923076923084,0.5237449118046134,-0.14757779916586455,inf,0.1588511273983475
41,2006-06-30,-0.09811116154738486,-0.12746960387993722,0.03168697662970986,0.29367322814411256,-0.4568377758443407,-0.55859375,0.2180923348147059,0.2180923348147059,0.20454545454545456,0.20454545454545456,-0.19341519843388505,-7.996430563301729,-0.8802960222016651,-2.2844833028217915,3.406294467230267,0.13424657534246576,0.0,0.03824300699300709,-0.46,0.4746215494211932,-0.3978170869401581,0.0,-0.3255350219044263
42,2006-09-30,-0.016683676560366508,-0.12501483045820186,0.12294377097839047,-0.14572325294982325,-0.7496505125815471,-0.22418879056047208,-0.03898688376300319,-0.03898688376300319,-0.03773584905660377,-0.03773584905660377,0.3759322183487048,-1.1403153548140237,41.26275115919629,-1.3111193021255685,-0.2405113787470081,0.0591787439613527,0.0,0.04672700484108616,-0.7407407407407407,0.961352657004831,-0.745625,0.0,0.02423437010049123
43,2006-12-31,0.5807365841868048,0.5108069261956094,0.03189150465650559,0.29386597218992705,13.504071661237786,-0.2851711026615969,0.23148845381526106,0.23148845381526106,0.1568627450980391,0.1568627450980391,-0.1026940346375882,-2.0169298943301897,4.336746635459333,-11.018560935155199,3.172632000200095,0.1436716077537057,0.0,0.06092901669012664,11.428571428571427,3.4116379310344827,8.184275184275185,0.0,0.16766772604017846
44,2007-03-31,-0.07735273747740135,-0.07119874708873143,-0.04817581154840567,-0.1900654158579541,-0.12623017878197262,32.60106382978724,-0.1670573248407643,-0.1670573248407643,-0.22033898305084745,-0.22033898305084745,0.4068196440060048,-1.202905027932961,-0.9219203991009264,-1.2352004414837006,-0.17883303561794928,-0.0079760717846461,0.0,-0.02653525398028811,-0.13793103448275856,-0.9201619094144742,-0.05296950240770471,2.0,0.14676321867782027
45,2007-06-30,-0.035247630281701636,-0.09718565044087446,0.008958842644292142,0.062438981095233936,-0.11591808259668256,0.5444039892353965,-0.1685070198513443,-0.1685070198513443,-0.18478260869565225,-0.18478260869565225,0.034603658536585424,-4.724118942731279,-0.1378795857468843,-0.18790641549909504,-0.17685704274702174,0.15577889447236193,0.0,-0.11214953271028028,-0.1333333333333333,0.34003496503496505,-0.08361581920903949,1.0,-0.15024496461622214
46,2007-09-30,0.08156219475226513,0.02056084769346045,0.13910229884484426,0.3903345724907064,-0.038271848490826536,1.2662976629766298,-0.2611462625073573,-0.2611462625073573,-0.2666666666666666,-0.2666666666666666,-0.06392122194391238,-2.753511755138252,1.8897485493230173,-0.12233779098563645,-0.1885708204746196,0.22434782608695647,0.0,-0.16951754385964926,-0.04615384615384621,0.4129158512720157,-0.11066584463625162,1.0,-0.2659577194106342
47,2007-12-31,0.041269989567275456,0.07683191576386195,0.018911939775910325,0.13287868773658595,0.09642105263157896,0.5313432835820895,-0.3862086133930793,-0.3862086133930793,-0.3818181818181817,-0.3818181818181817,-0.4382591358640048,-1.8423138544565312,-0.4630803917424082,-1.1796933784800605,0.04175956284153015,0.30184659090909083,-0.04317217103219795,-0.22630050171639826,0.08064516129032273,0.36472760849492136,0.05268630849220113,0.9166666666666669,-0.049465894016616496
48,2008-03-31,0.08863879027506537,0.062190169171284726,0.09945833566007024,0.5496300617889629,0.06383670093347504,0.3480122866087778,-0.6553374432186891,-0.6553374432186891,-0.6764705882352942,-0.6764705882352942,-0.4744781207677578,-1.2159375312844127,0.4711633094941277,1.4948966239204395,0.10000944178092963,-0.1265684669939987,-0.30664358363990474,-0.3378839590443685,0.04477611940298498,-0.19147496617050064,-0.022719789265722826,0.4782608695652175,-0.3145543354511734
49,2008-06-30,0.04174519360209228,0.045868194842406895,-0.013924322634838115,-0.06501240694789079,0.1736317440924111,0.3049451151377052,-1.5587196987526477,-1.5587196987526477,-1.5454545454545454,-1.5454545454545454,-2.2574424597885008,3.0384793694946683,-1.1681384354651678,-0.8691912304626036,0.011892727029965577,0.04622111180512167,-0.5010923845193509,-0.4943298969072165,0.15714285714285725,0.001255230125523088,0.12668463611859826,0.3529411764705881,0.1185972996142306
50,2008-09-30,0.13490370237533256,0.18537675886555904,0.016609150088553015,0.12356321839080465,0.3703686178015426,0.28444063869440384,7.293597304128053,7.293597304128053,3.333333333333334,2.833333333333333,0.3746996466431096,0.16783377338996666,-3.3480106100795766,13.473937449879713,0.17011149753536725,0.25611940298507463,-1.1345010947763527,-1.1488277268093785,0.3703703703703705,0.08566652737150028,0.20753588516746424,0.23913043478260845,0.055011375883127656
51,2008-12-31,0.1096985427902859,0.02470601286887076,-0.10146034616478884,0.3751771547721829,0.42150667587476986,0.011751633986928134,-0.2211387068921733,-0.2211387068921733,-0.3076923076923077,-0.3913043478260869,0.5859551717047091,0.7309544873685245,-0.9091730682331676,-0.2319796110587844,0.11165525573902536,-0.1321292775665398,3.7046511627906975,4.5,0.3603603603603602,-0.36682063125481146,0.2808320950965826,0.10526315789473696,-0.2548578952147461
52,2009-03-31,0.029506796132769075,0.03343546216000659,-0.059071784862285814,-0.1697979103982563,0.11218578062437,0.04997480587604497,-0.054059341375937375,-0.054059341375937375,0.0,0.1428571428571428,-0.4836628849270664,0.07746038957351352,4.134328358208955,-0.9259125667291876,0.007441381908819489,-0.016976998904709828,0.2481463173504697,0.4533001245330013,0.10596026490066213,-0.2772036474164133,0.08043310131477187,0.04761904761904767,0.2447829398324448
53,2009-06-30,0.04747967016650323,0.04841356864990965,-0.4074705782022855,0.6009074824496319,0.4067401742194525,0.13522093838827565,0.15827933268992145,0.15827933268992145,0.11111111111111116,0.1875,0.6770669847448051,0.4349865598482055,0.5811531007751938,5.586173320350536,0.04864822100274013,0.02674094707520891,-0.028910891089108937,0.1876606683804627,0.317365269461078,-0.07148864592094206,0.3428775948460987,0.03030303030303028,-0.3451052373959863
54,2009-09-30,0.07188753070477771,0.10629850447989876,-0.029329847982697776,-0.03790620153656932,0.1055539310694611,0.11242629205688526,0.5909415545768362,0.5909415545768362,0.5499999999999998,0.5263157894736841,0.4507374410421501,-0.7240138103283627,-2.8910678719166536,1.8817267888823181,0.13368723551641604,0.13293543136191002,-0.10358890701468193,0.039682539682539764,0.09545454545454546,-0.14039855072463758,0.03144989339019188,0.014705882352941124,0.14989349377779448
55,2009-12-31,0.4246240077100612,0.1243797870803025,-0.21418152090279569,-0.21013479086571865,0.6111769084210674,0.0781560587753829,7.870861546519022,7.870861546519022,7.774193548387097,8.03448275862069,-0.16286930718616954,2.6877828054298645,0.019363201814793785,-1.4167350707982762,-0.049142442300130096,0.10057471264367823,2.023202911737944,2.494101318528799,0.6016597510373443,0.005268703898840821,0.13087855297157613,-0.043478260869565084,0.4234969125771855
56,2010-03-31,0.06276950309066233,0.15162428773403014,-0.04851853740629308,-0.04488517745302712,0.07862065559100229,0.06262144257968894,-0.9117181932044852,-0.9117181932044852,-0.9117647058823528,-0.9122137404580152,-0.33754584964399104,-0.9178635871526524,-1.8532824670163728,-4.55656777052813,0.18381136589214364,0.097911227154047,-0.19112114371708053,-0.1090367428003971,0.07253886010362698,-0.3144654088050314,0.014966297269507491,-0.045454545454545525,0.2057487271980092
57,2010-06-30,0.06440940793023864,0.14347064855224945,0.04386416259325965,0.0957082335605084,0.0669908077713055,0.07021721750667642,0.040078341454093724,0.040078341454093724,0.0,0.04347826086956519,1.1152987158012282,8.509666080843585,-0.6764157973174367,-0.09858082381446864,0.13996409798884235,0.04320253666270313,-0.13916279069767434,-0.10789121711992866,0.06038647342995174,-0.02752293577981646,0.0023638000900494394,-0.04761904761904767,0.04358775301535611
58,2010-09-30,0.0591989154603112,0.1351240887786329,0.33950503183405223,0.318663214874088,0.02474331430648791,0.12504569512214506,0.28016350525880673,0.28016350525880673,0.29166666666666674,0.25,-0.0554089129382781,1.5605248567732397,1.5351180195739782,-1.0824821442285542,-0.010127107456719298,0.08890577507598785,-0.12340609466176787,-0.10969515242378812,0.02277904328018243,0.026729559748427608,-0.032453677709152084,-0.05000000000000005,-0.13918171096797605
59,2010-12-31,0.07405622882079932,0.1582105808106593,0.16758534509855028,0.17721798696276658,0.059028154163012214,0.10176662970000504,-0.051052990349083394,-0.051052990349083394,-0.03225806451612912,-0.09999999999999988,0.18783037980578896,-0.8199566943341754,0.7997047802884069,-27.624301675977648,0.2723856427060909,0.2728541521284018,-0.7014299802761341,-0.7039012068481616,0.04899777282850781,0.2434915773353749,-0.014043639740018543,0.035087719298245716,-0.016145350307731232
60,2011-03-31,0.14079722381691573,0.03509363458076331,0.6622609175251639,0.5679312709814821,0.048420677975564486,0.06507411396625118,0.014366729678638944,0.014366729678638944,0.0,0.03703703703703698,-0.5224176125781725,6.312587692924434,3.4095899053627763,-0.6103271608176397,0.08341911695895488,0.24095394736842124,0.0099091659785302,-0.023696682464455,0.04033970276008492,0.18349753694581286,-0.08098881695114779,0.0,-0.3398388962680491
61,2011-06-30,0.021693695004629587,0.046543423494499685,-0.10700968542130797,-0.13537954342440905,0.0578422725532941,0.11782020875720844,0.2950055907566158,0.2950055907566158,-0.3666666666666666,-0.3571428571428572,2.2299166700874347,-1.424792708833002,-1.745493046414468,1.6223019968588739,0.20190719690426007,0.0691407112878284,0.07522485690923952,0.04951456310679614,0.055102040816326525,0.02809573361082229,0.0353528884334573,0.033898305084745894,0.2104170047055005
