Unnamed: 0,Quarter end,Assets,Liabilities,Shareholders equity,Revenue,Earnings,Earnings available for common stockholders,EPS basic,EPS diluted,Cash from operating activities,Cash from investing activities,Cash from financing activities,Cash change during period,Cash at end of period,Price,ROE,ROA,Book value of equity per share,P/B ratio,P/E ratio,Equity to assets ratio,Net margin,Asset turnover
0,1998-03-31,0.08395284094360989,0.2094364774310018,-0.0007709320316872104,1.12177871610477,1.0025800903031603,1.0025800903031603,1.03125,1.03125,0.17461229178632975,-0.002009823576583747,0.03578230582587594,-1.0512122276879832,0.02039602574867061,-0.01945364238410596,-0.15146579804560267,0.4171597633136095,-0.001027749229188024,0.024590163934426142,0.03040935672514622,-0.07821135488192932,-0.02460521483657729,-0.16666666666666666
1,1998-06-30,0.08395284094360989,0.2094364774310018,-0.0007709320316872104,1.12177871610477,1.0025800903031603,1.0025800903031603,1.03125,1.03125,0.17461229178632975,-0.002009823576583747,0.03578230582587594,-1.0512122276879832,0.02039602574867061,-0.01945364238410596,-0.15146579804560267,0.4171597633136095,-0.001027749229188024,0.024590163934426142,0.03040935672514622,-0.07821135488192932,-0.02460521483657729,-0.16666666666666666
2,1998-09-30,0.09698540044429692,0.16662300710579947,0.0582592605682104,-0.4150398945267073,-0.4833583852265407,-0.5104502183093551,-0.5076923076923077,-0.5076923076923077,0.5039853300733497,0.026310899512352,-0.07504943262679309,5.9279588336192095,0.1384784173895155,0.023638666103841244,-0.15146579804560267,0.4171597633136095,0.0581275720164609,0.024590163934426142,0.03040935672514622,-0.03524709302325578,-0.02460521483657729,-0.16666666666666666
3,1998-12-31,0.07081234392248548,0.03974910465129411,-0.0007449017250474865,-0.6997480358490766,-1.0023898586866171,-1.0801959207544412,-1.0625,-1.0625,-0.3505925576707363,-0.05452196635316453,-0.011464829389177807,-2.997771725674672,-0.24299825332771186,-0.05278350515463925,-0.15146579804560267,0.4171597633136095,-0.002430724355858116,-0.10399999999999987,0.03040935672514622,-0.06685499058380417,-0.02460521483657729,-0.16666666666666666
4,1999-03-31,0.037535031301880295,0.0935306665326543,-0.0021678297910907585,2.8797535585298486,-407.0,-12.799908842297175,-16.0,-16.0,0.6149397952286779,-0.4814145826432593,-0.7264807162534435,-1.4991944478869748,0.16024187452758887,-0.05441880713974745,-0.15146579804560267,0.4171597633136095,-0.001949317738791368,-0.0535714285714286,0.03040935672514622,-0.03834510595358232,-0.02460521483657729,-0.16666666666666666
5,1999-06-30,0.009718613067403849,-0.04406340728780145,0.012532265929732887,0.05297886321322976,0.5462625829942171,0.5911004673799682,0.6000000000000001,0.6000000000000001,-0.18850756448412692,-0.9955089372149424,-2.030744051365984,1.7221946375372394,0.3759643408194755,0.01427255985267051,-0.15146579804560267,0.4171597633136095,0.00634765625,0.018867924528301886,0.03040935672514622,0.002938090241343172,-0.02460521483657729,-0.16666666666666666
6,1999-09-30,-0.022664702679995208,-0.07948037807458452,0.010756841886310207,-0.03114138866498517,0.2138190548745296,0.2248494853369587,0.2083333333333333,0.2083333333333333,0.31294531145536864,-280.02,2.996531170607778,1.7989968080255356,0.7647894343384003,-0.024058102587380947,0.24568138195777345,0.4171597633136095,0.010189228529839944,-0.03703703703703709,0.12996594778660595,0.03410755388156517,0.18975903614457826,0.0
7,1999-12-31,-0.007236124866945692,-0.04059689568511105,0.01467942833211766,-0.002987905245831257,-0.007341333992658683,-0.007650533158917061,0.0,0.0,-0.93025285884715,-0.6908067123822267,-0.5360814659967482,-2.05183930142387,-0.5296310416401915,-0.0869767441860465,0.4391371340523882,0.4171597633136095,0.030259365994236287,-0.09615384615384626,-0.264188849824209,0.022055847834884682,0.18354430379746844,0.2
8,2000-03-31,0.0096856318427192,0.023188770405941472,-0.02565137030896114,-0.010112157918349074,-0.4051884352307781,-0.4223855556443237,-0.4137931034482758,-0.4137931034482758,8.337505214851898,-2.372932873113183,-1.024849139634773,-0.794002849885385,-0.19962776176753128,0.03820682628629647,0.01498929336188426,0.02087682672233826,-0.008857808857808736,0.010638297872340495,-0.2825938566552901,-0.03504256582854881,0.01631016042780753,0.0
9,2000-06-30,0.053709060289715005,0.08866579291136656,-0.0019839132464360976,0.02860690880414785,-0.03343533580286684,-0.0358921161825726,-0.029411764705882363,-0.029411764705882363,0.6889688142257171,3.2922889305816136,73.8966065747614,0.7923308270676692,-0.4470407321281225,0.10107948969578028,-0.0770042194092827,-0.08179959100204492,-0.005174035747883443,0.11578947368421065,0.07802093244529029,-0.052728764874846124,-0.07419100236779796,0.0
10,2000-09-30,0.06488960221083673,0.0946482735119949,-0.00325444119631213,0.06954590717225217,0.16126237211317362,0.1735528297826554,0.18181818181818188,0.18181818181818188,-0.4540440447060379,-0.3276087403127035,-0.17445046193055114,-1.3407165030623374,0.2754527572407244,0.06818181818181812,-0.10971428571428564,-0.13363028953229406,-0.003782505910165379,0.06603773584905648,0.15622241835834072,-0.06411089452025133,-0.13128729752770665,0.0
11,2000-12-31,0.07862069167217878,0.1965134735497089,-0.002865746461809926,0.09197419482413416,-0.2571887734603685,-0.2738913847376303,-0.2564102564102565,-0.2564102564102565,1.4112459723332609,0.8890521293124183,0.6517540925968803,-0.6173356316178281,0.08264199106573078,0.028785982478097605,-0.1810012836970475,-0.21850899742930585,-0.003796867584243136,0.03539823008849563,0.14809160305343516,-0.07544549872714645,-0.22440300948642464,0.0
12,2001-03-31,0.04801987334673097,0.0290679558194904,0.016381870322919934,0.09280637421340933,0.7168907433163345,0.7810093017382886,0.7241379310344829,0.7241379310344829,-0.23086738538516416,-0.4550519458620536,-0.16894235162187976,49.36615186615187,3.8446311032517926,-0.001216545012165504,0.11598746081504707,0.04605263157894735,0.007622677465459747,0.0,0.2127659574468084,-0.030287859824780994,0.04301982285955287,0.0
13,2001-06-30,0.01811522022602152,0.03498779256323825,-0.003900067449796651,0.008230111714100373,-0.3264401440144015,-0.3428335105754461,-0.34,-0.34,0.1664119345273085,-0.6243866706239699,-0.9583632672184912,-0.5339917464130115,0.3698175955874152,-0.012180267965895329,-0.0028089887640450053,-0.05031446540880502,-0.004728132387706753,-0.017094017094017144,-0.11677631578947367,-0.02168301497160563,-0.060250707642539376,0.0
