Unnamed: 0,Quarter end,Assets,Current Assets,Liabilities,Current Liabilities,Shareholders equity,Revenue,Earnings,Earnings available for common stockholders,EPS basic,EPS diluted,Cash from operating activities,Cash from investing activities,Cash from financing activities,Cash change during period,Cash at end of period,Price,ROE,ROA,Book value of equity per share,P/B ratio,P/E ratio,Cumulative dividends per share,Equity to assets ratio,Net margin,Asset turnover,Current ratio
0,1994-12-31,0.009191102594728221,0.01540203406231644,-0.001953116401922305,-0.0044373641623215426,0.02268853647742964,0.11633927977879145,0.5215379927421813,0.5215379927421813,0.5217391304347825,-0.4065934065934066,-1.201234850217242,-0.33959378920953576,-3.601803607214429,-1.6080443258772832,-0.3272226698898738,0.0755597014925371,-0.043835616438356206,-0.0036900369003689533,0.02244039270687237,0.003095975232198178,0.06983962752198658,inf,0.013265531726730062,-0.035955056179775235,-0.02105263157894733,0.019906023067065348
1,1995-03-31,0.009191102594728221,0.01540203406231644,-0.001953116401922305,-0.0044373641623215426,0.02268853647742964,0.11633927977879145,0.5215379927421813,0.5215379927421813,0.5217391304347825,-0.4065934065934066,-1.201234850217242,-0.33959378920953576,-3.601803607214429,-1.6080443258772832,-0.3272226698898738,0.0755597014925371,-0.043835616438356206,-0.0036900369003689533,0.02244039270687237,0.003095975232198178,0.06983962752198658,inf,0.013265531726730062,-0.035955056179775235,-0.02105263157894733,0.019906023067065348
2,1995-06-30,0.02758461674470536,0.10881568568530976,0.02394860500129381,-0.20521558654529848,0.031882299988356566,0.11633927977879145,0.5215379927421813,0.5215379927421813,0.5217391304347825,-0.4065934065934066,-1.201234850217242,-0.33959378920953576,-3.601803607214429,-1.6080443258772832,0.2957380976145323,0.02471812662619266,-0.043835616438356206,-0.0036900369003689533,0.030178326474622708,0.003095975232198178,0.06983962752198658,1.1999999999999995,0.004145756054985794,-0.035955056179775235,-0.02105263157894733,0.3951248115262189
3,1995-09-30,-0.02456775363652741,-0.057304490902051926,-0.08160948835673232,-0.0942735325171472,0.042335901646246565,0.04826734864347658,0.1851946254961221,0.1851946254961221,0.17142857142857149,-0.4065934065934066,-19.528733766233767,0.14029567179243596,-4.47658476469229,0.5720553493081337,0.35880449853643515,0.05543800253914522,-0.043835616438356206,-0.0036900369003689533,0.039946737683089095,0.024691358024691246,0.06983962752198658,0.5454545454545456,0.06866579747935675,-0.035955056179775235,-0.02105263157894733,0.0408285800060042
4,1995-12-31,0.16456841820883428,0.16312334893577266,0.2751349678000365,0.210681621197371,0.05030674747500852,0.027424265454361274,0.01920181879627636,0.01920181879627636,0.024390243902439046,-0.4065934065934066,0.21042256235926995,7.864209101322503,-1.8111284658757325,7.830184628595964,2.331689342403628,0.02085004009623104,-0.043835616438356206,-0.0036900369003689533,0.04865556978233032,-0.01807228915662651,0.06983962752198658,0.3529411764705881,-0.0982106547376983,-0.035955056179775235,-0.02105263157894733,-0.03928468416498421
5,1996-03-31,0.0065173738640480474,0.0003919235501919083,0.0068313975765490476,-0.048715268743228735,0.006123389254801825,-0.07625118988378365,-0.4997588472900464,-0.4997588472900464,-0.5,-0.4065934065934066,-0.5897042430910433,-0.6831467405988979,-1.2093058192098112,-1.3059735965573411,-0.21413622364771745,0.07030636292223091,-0.043835616438356206,-0.0036900369003689533,0.0061050061050060824,0.021472392638036908,0.06983962752198658,0.3043478260869563,-0.00022547914317927467,-0.035955056179775235,-0.02105263157894733,0.05157920019214601
6,1996-06-30,0.02945552826685405,0.06755385514039314,0.02476057792543096,-0.005756273952280844,0.03535011444446656,0.18929009944075686,1.0395601084664057,1.0395601084664057,1.0476190476190474,-0.4065934065934066,-0.457977559805236,-0.6230465491351982,-0.2766540519378833,-0.9446960667461264,-0.015069501580565525,0.05504587155963292,0.024068767908309585,-0.0036900369003689533,0.03519417475728148,0.04804804804804808,0.06983962752198658,0.2333333333333334,0.005638249887234936,0.012820512820512777,0.010752688172043001,0.07377376805801394
7,1996-09-30,-0.003392213350893125,-0.027023385828984448,-0.0412596437688062,-0.013063514637198015,0.04366468827392489,0.036364477235135466,0.10250690617936864,0.10250690617936864,0.09302325581395343,-0.4065934065934066,2.5200169248795734,0.8158257106324383,4.819321666967347,-10.645114942528737,0.14757089470213236,0.05217391304347818,0.0072747621712367936,-0.0036900369003689533,0.04337631887456039,0.017191977077363862,-0.004835589941972972,0.18918918918918928,0.047320026911863655,0.0,-0.010638297872340273,-0.014145174155809626
8,1996-12-31,-0.007232700143081414,-0.05867312049188611,-0.062162460319526214,0.003185876942944033,0.05547273906863648,-0.005659520515761907,0.08484296280415915,0.08484296280415915,0.08510638297872353,-0.4065934065934066,0.588262489713266,-0.02510630230479649,1.8461860400229413,-8.126917920452852,-0.9164798957914296,0.016528925619834656,0.02388888888888885,0.05432098765432092,0.05505617977528088,-0.025352112676056304,-0.02332361516034976,0.15909090909090914,0.06295503211991438,0.02761795166858461,0.032258064516129004,-0.061707751227142775
9,1997-03-31,0.03153454147579371,-0.0210962049031056,0.05017730473019677,-0.09476415708941577,0.012624678249678169,-0.16924193825156084,-0.5335828269354281,-0.5335828269354281,-0.5294117647058824,-0.4065934065934066,-0.7540592307110129,2.442910323369264,-1.4873377047751832,-1.0279664736743097,0.3068807339449542,0.11804878048780496,-0.017905588714053122,0.004683840749414525,0.011714589989350266,0.057803468208092575,0.055721393034825706,0.1568627450980391,-0.01833199033037869,0.013437849944008871,-0.01041666666666663,0.08140270192584076
