Unnamed: 0,Quarter end,Assets,Current Assets,Liabilities,Current Liabilities,Shareholders equity,Revenue,Earnings,Earnings available for common stockholders,EPS basic,EPS diluted,Cash from operating activities,Cash from investing activities,Cash from financing activities,Cash change during period,Cash at end of period,Price,ROE,ROA,Book value of equity per share,P/B ratio,P/E ratio,Equity to assets ratio,Net margin,Asset turnover,Current ratio
0,1996-09-30,0.23148320848070925,0.2280495411209125,0.29303076111482995,0.2931036775952651,0.031152603024356518,0.2868560923949965,0.3513274336283185,0.3513274336283185,0.2857142857142856,0.25,-15.855263157894735,-0.30787037037037035,-8.792792792792794,-9.742461287693562,-0.08380575097329412,-0.002967359050445207,-0.1617647058823528,0.016129032258064502,0.02725724020442933,0.6462882096069869,-0.3633906633906634,-0.16255319148936165,0.007186858316221789,-0.13043478260869568,-0.050245196559208886
1,1996-12-31,0.23148320848070925,0.2280495411209125,0.29303076111482995,0.2931036775952651,0.031152603024356518,0.2868560923949965,0.3513274336283185,0.3513274336283185,0.2857142857142856,0.25,-15.855263157894735,-0.30787037037037035,-8.792792792792794,-9.742461287693562,-0.08380575097329412,-0.002967359050445207,-0.1617647058823528,0.016129032258064502,0.02725724020442933,0.6462882096069869,-0.3633906633906634,-0.16255319148936165,0.007186858316221789,-0.13043478260869568,-0.050245196559208886
2,1997-03-31,0.24559055573454944,0.24428836777339225,0.2923257839123965,0.29233781105785384,0.05483956732854756,0.2868560923949965,0.3513274336283185,0.3513274336283185,0.2857142857142856,0.25,-15.855263157894735,-0.30787037037037035,-8.792792792792794,-9.742461287693562,0.7996868942895483,0.6919642857142856,-0.1617647058823528,0.016129032258064502,0.011608623548921893,0.6462882096069869,-0.3633906633906634,-0.15294715447154486,0.007186858316221789,-0.13043478260869568,-0.03724394785847307
3,1997-06-30,0.5914331509423534,0.6119067389418098,0.6893482568982578,0.689386121067251,0.1018147568385026,0.1501506164404831,0.004584151931892544,0.004584151931892544,0.0,0.25,-6.337466784765277,12.605351170568564,59.43583815028902,-1.5616668220378485,-0.2495754111262997,-0.017370272647317497,-0.1617647058823528,0.016129032258064502,0.09836065573770504,-0.02785145888594165,-0.3633906633906634,-0.307738452309538,0.007186858316221789,-0.13043478260869568,-0.045806224723052624
4,1997-09-30,0.3751613194507151,0.3855697492026926,0.11281619628510595,0.0,2.38652973259328,0.30891564963819,0.8001955671447196,0.8001955671447196,0.6666666666666667,0.25,-1.6491499797175204,40.69001966568339,1.6414484381276662,-1.6137759336099586,0.2041289467873704,0.8171850525844708,-0.1617647058823528,0.016129032258064502,1.704477611940299,0.6534788540245564,-0.3633906633906634,1.461871750433276,0.007186858316221789,-0.13043478260869568,0.0
5,1997-12-31,0.18989133278715187,0.19295607257810168,0.25746089626715296,0.0,0.01966047462447773,0.054726983930523776,-0.11026615969581753,-0.11026615969581753,-0.1333333333333333,0.25,-1.2154178265068454,-0.9591556354845366,-0.9959590692824092,-4.773120605732829,-0.6396350967268727,0.002339613348109948,-0.1617647058823528,0.016129032258064502,0.016004415011037443,-0.6295379537953796,-0.3633906633906634,-0.14290742696233727,0.007186858316221789,-0.13043478260869568,0.0
6,1998-03-31,0.12269277691983115,0.11862511993388747,0.15343877935789707,0.0,0.02716828507173874,0.04261685898689605,0.24501424501424496,0.24501424501424496,0.23076923076923084,0.25,-7.7792721518987324,-1.371589432654829,1.9318996415770608,-4.986526195083496,7.075944536318534,-0.2837837837837839,-0.08991228070175439,0.016129032258064502,0.018468223791417767,-0.2939866369710468,-0.3633906633906634,-0.08501026694045177,0.053007135575942936,-0.10000000000000007,0.0
7,1998-06-30,0.06154595377776961,0.050577515591238464,0.07227399963222303,0.0,0.02411769298397481,0.16895833724136633,0.07224583197123248,0.07224583197123248,0.0625,0.06666666666666665,-1.6798537363364066,-5.560217560217558,1.8294621026894864,-1.7562023586940891,-0.6625659604631016,0.02658662092624353,-0.04337349397590373,0.016129032258064502,-0.016000000000000014,0.006309148264984188,-0.09417213431107684,-0.03545780969479352,0.039690222652468465,0.0,0.0
8,1998-09-30,0.4029564419546625,0.37911874668976897,0.14321011178861798,0.0,1.3517775818522917,0.2607035111367868,-3.9579268292682928,-3.9579268292682928,-1.5294117647058822,-1.5625,0.11460777021227896,30.087749190662805,86.04169367033917,-0.9773672824097188,0.021846699654560764,0.06265664160400998,-1.057934508816121,-1.0634920634920637,0.6878048780487807,0.08150470219435735,-0.06561567959096715,0.6765937645416473,0.0,-0.05555555555555547,0.0
9,1998-12-31,0.13814704142537626,0.12000471002809275,0.20226778283193456,0.0,0.02428911288504043,0.12320205697410967,-0.3018965161822305,-0.3018965161822305,-0.33333333333333337,-0.33333333333333337,-0.8643223819301848,-1.0358528725048506,-0.9962969949071272,-10.757352941176471,0.4243490178163545,0.47405660377358505,7.67391304347826,8.750000000000002,0.011239563262684492,-0.12753623188405805,11.214090287277703,-0.10019428254232587,0.0,-0.058823529411764726,0.0
