Unnamed: 0,Quarter end,Assets,Current Assets,Liabilities,Current Liabilities,Shareholders equity,Revenue,Earnings,Earnings available for common stockholders,EPS basic,EPS diluted,Cash from operating activities,Cash from investing activities,Cash from financing activities,Cash change during period,Cash at end of period,Price,ROE,ROA,Book value of equity per share,P/B ratio,P/E ratio,Equity to assets ratio,Net margin,Asset turnover,Current ratio
0,1995-03-31,0.04221721790356092,0.2170296866263608,0.377239578328338,0.377239578328338,0.00631812944104304,0.13235295189703633,-0.4236566303041839,-0.4236566303041839,0.0,0.0,-1.1269718817892571,0.5359693418624987,inf,-358.63613231552165,0.0012799405951235965,0.04456824512534818,0.5793871866295264,-0.5752066115702479,0.01041666666666674,0.329923273657289,-0.4078440366972477,-0.034433126660761704,0.5,0.06172839506172824,-0.11634083364072313
1,1995-06-30,0.04221721790356092,0.2170296866263608,0.377239578328338,0.377239578328338,0.00631812944104304,0.13235295189703633,-0.4236566303041839,-0.4236566303041839,0.0,0.0,-1.1269718817892571,0.5359693418624987,inf,-358.63613231552165,0.0012799405951235965,0.04456824512534818,0.5793871866295264,-0.5752066115702479,0.01041666666666674,0.329923273657289,-0.4078440366972477,-0.034433126660761704,0.5,0.06172839506172824,-0.11634083364072313
2,1995-09-30,0.00868549420463327,0.4511142237606181,-0.016085265198316878,-0.016085265198316878,0.012318140772989985,0.13235295189703633,-0.4236566303041839,-0.4236566303041839,0.0,0.0,-1.1269718817892571,0.5359693418624987,inf,-358.63613231552165,-0.4571678563354947,0.3440000000000001,0.5793871866295264,-0.5752066115702479,0.010309278350515427,0.329923273657289,-0.4078440366972477,0.0035546382295608132,0.5,0.06172839506172824,0.4748497244949073
3,1995-12-31,0.046965808118842656,-0.010992983547993496,0.2690426116173221,0.2690426116173221,0.015311890503821203,0.13026979021109586,2.9023901915455745,2.9023901915455745,2.0,0.0,-17.452560018391413,-3.3591187910615257,-0.8414478146275295,-5.928958171766832,4.151119766309638,0.22817460317460325,0.5793871866295264,-0.5752066115702479,0.010204081632652963,0.2153846153846155,-0.4078440366972477,-0.030164533820840944,0.5,0.06172839506172824,-0.22066711008590054
4,1996-03-31,-0.00021408878115569685,0.1109708527527955,-0.0761641538032315,-0.0761641538032315,0.013316888119449644,-0.008278711985179266,-0.10319840476454932,-0.10319840476454932,-0.3333333333333333,0.0,-1.2862800520596291,0.5572284287871719,-0.2579055663850985,-0.1201863533351617,0.7090131825756187,0.08077544426494354,0.5793871866295264,-0.5752066115702479,0.010101010101010166,0.06962025316455689,-0.4078440366972477,0.0135485391140433,0.5,0.06172839506172824,0.2025603777011076
5,1996-06-30,0.011126486935474356,0.008847148005973304,-0.17673440698230936,-0.17673440698230936,0.04163962793946442,0.0583092539082759,1.2602446447107671,1.2602446447107671,1.5,4.0,-2.0995356166675965,-2.4173250648017985,13.404596862458956,-2.276832070430519,-0.5297154984528638,0.14050822122570986,0.5793871866295264,-0.5752066115702479,0.040000000000000036,0.12869822485207094,-0.4078440366972477,0.03010577705451589,0.5,0.06172839506172824,0.2254284635711589
6,1996-09-30,0.03780770007754231,0.021649557705522016,0.15916635650749694,0.15916635650749694,0.022228549944651062,0.03876511693031071,-0.3375057733104749,-0.3375057733104749,-0.20000000000000007,-0.20000000000000007,-1.290821923889125,-4.086113311145823,-0.6505534027302889,-4.805058208264803,4.285912673716143,-0.06946264744429886,0.2310405643738977,-0.5752066115702479,0.01923076923076916,-0.1048492791612058,-0.4078440366972477,-0.015007898894154768,0.19720767888307145,0.023255813953488413,-0.11863863765187176
7,1996-12-31,-0.014167600902628032,-0.03490244913398799,0.03107261380360416,0.03107261380360416,-0.020753202008994887,-0.13248367611148204,-2.4990172793408094,-2.4990172793408094,-2.25,-2.25,14.099629306585259,-1.9057275767196202,0.05002464268112372,-2.0068818945792635,-0.8163978747455797,0.04788732394366213,-0.5773638968481376,-0.5752066115702479,-0.018867924528301886,0.02781844802342604,-0.17662096211945155,-0.006644518272425293,-0.5655976676384841,-0.02272727272727271,-0.06397673573246088
8,1997-03-31,0.10604032809214448,0.08388393864283472,0.4904230582495954,0.4904230582495954,0.047124535707933735,0.6945543270981012,-2.2578899104264267,-2.2578899104264267,-2.2,0.0,-1.4964063373234038,-0.9486077972040472,1.8501456438008201,-1.0462167054737723,0.2055053560749656,-0.2352150537634409,0.6847457627118645,0.6653696498054473,0.03846153846153855,-0.22079772079772075,0.7844576159563457,-0.05328105178180143,0.4999999999999998,0.11627906976744184,-0.27277072442120986
9,1997-06-30,0.06297280584094334,0.04150548345995797,0.06946377121386837,0.06946377121386837,0.06155672393605194,0.07254104310590083,0.8193194897321867,0.8193194897321867,1.0,-3.4,-1.0396542796134356,-0.7668135469774218,-0.6791374433293292,-1.0414365643210135,-0.0070637893580487434,0.12126537785588742,0.619718309859155,0.5864485981308412,0.06481481481481466,0.08043875685557599,-0.3272525966151737,-0.0013399926909489768,0.4541387024608503,0.08333333333333348,-0.02614607295432136
