Unnamed: 0,Quarter end,Assets,Current Assets,Liabilities,Current Liabilities,Shareholders equity,Revenue,Earnings,Earnings available for common stockholders,EPS basic,EPS diluted,Cash from operating activities,Cash from investing activities,Cash from financing activities,Cash change during period,Cash at end of period,Price,ROE,ROA,Book value of equity per share,P/B ratio,P/E ratio,Cumulative dividends per share,Equity to assets ratio,Net margin,Asset turnover,Current ratio
0,1993-06-30,0.006916426512968199,0.009871513632090156,0.013321332133213293,0.011589895988112886,0.0015174506828528054,-0.01666666666666672,-0.0453172205438066,-0.0453172205438066,-0.026490066225165587,-0.04081632653061229,-0.1977124183006536,0.1607142857142858,-0.3436619718309859,3.0,-0.033434650455927084,-0.03714388748647679,0.02441454907822637,0.03006012024048088,0.007905138339921125,-0.002840909090909172,0.023415191319246187,0.9759036144578312,-0.0053446369332842405,0.02166476624857472,0.008771929824561429,-0.00168722977960567
1,1993-09-30,0.006916426512968199,0.009871513632090156,0.013321332133213293,0.011589895988112886,0.0015174506828528054,-0.01666666666666672,-0.0453172205438066,-0.0453172205438066,-0.026490066225165587,-0.04081632653061229,-0.1977124183006536,0.1607142857142858,-0.3436619718309859,3.0,-0.033434650455927084,-0.03714388748647679,0.02441454907822637,0.03006012024048088,0.007905138339921125,-0.002840909090909172,0.023415191319246187,0.9759036144578312,-0.0053446369332842405,0.02166476624857472,0.008771929824561429,-0.00168722977960567
2,1993-12-31,-0.0026167307220541502,-0.012723041117145062,0.009948481080120695,-0.03584018801410105,-0.013333333333333308,0.0,0.0,0.0,0.0,-0.04081632653061229,-0.1977124183006536,0.1607142857142858,-0.3436619718309859,3.0,-0.1383647798742138,0.006741573033707926,0.02441454907822637,0.03006012024048088,-0.005228758169934622,-0.002840909090909172,0.023415191319246187,0.0,-0.010746711135816043,0.02166476624857472,0.008771929824561429,0.023978028942643004
3,1994-03-31,0.0678035582520291,0.06286342920006294,0.16798592788038702,0.1154783668494821,-0.01965601965601971,0.0433783395575984,-0.03164556962025311,-0.03164556962025311,-0.5102040816326531,-0.04081632653061229,-0.1120162932790224,-0.2153846153846154,-0.6995708154506437,-3.6363636363636362,0.42335766423357657,-0.0200892857142857,0.02441454907822637,0.03006012024048088,-0.009198423127463884,-0.014245014245014231,0.023415191319246187,0.5609756097560976,-0.08185053380782925,0.02166476624857472,0.008771929824561429,-0.04719414070559114
4,1994-06-30,0.010749385749385665,0.00576667159544586,-0.006626506024096424,-0.06801420376946188,0.028822055137844638,0.03854625550660784,0.12091503267973858,0.12091503267973858,0.12500000000000022,-0.04081632653061229,-0.05275229357798161,-0.007843137254901933,2.671428571428572,-1.6982758620689655,-0.20769230769230773,-0.06264236902050113,0.02441454907822637,0.03006012024048088,0.030503978779840683,-0.054913294797687806,0.023415191319246187,0.328125,0.017747858017135743,0.02166476624857472,0.008771929824561429,0.07919666540356207
5,1994-09-30,0.012078395624430359,0.008967950602763786,0.010157671315949024,0.04513481828839394,0.014007308160779441,0.012725344644750836,-0.005830903790087438,-0.005830903790087438,0.0,-0.04081632653061229,0.4213075060532687,0.233201581027668,0.0,-0.9382716049382716,-0.016181229773462813,0.07735925475901184,0.02441454907822637,0.03006012024048088,0.019305019305019263,0.04587155963302747,0.023415191319246187,0.2588235294117649,0.0020044097013429685,0.02166476624857472,0.008771929824561429,-0.0346107544141252
6,1994-12-31,0.012985063424153731,0.009471076788576394,0.014858171994597047,0.01093662366797532,0.011111111111111072,0.009162303664921543,-0.026392961876832814,-0.026392961876832814,-0.02469135802469136,-0.04081632653061229,-0.16013628620102216,0.125,-0.3929961089494164,0.3999999999999999,-0.023026315789473683,0.006015037593984918,0.02441454907822637,0.03006012024048088,0.012626262626262541,-0.011695906432748536,0.023415191319246187,0.20560747663551404,-0.0018003600720144508,0.02166476624857472,0.008771929824561429,-0.0014548477605736965
7,1995-03-31,0.052385892116182615,0.0733256351039262,0.04658385093167694,0.0011095700416088317,0.058212058212058215,0.0601815823605707,0.1325301204819278,0.1325301204819278,0.139240506329114,-0.04081632653061229,0.1926977687626774,-0.1737891737891738,0.3141025641025641,-9.285714285714286,0.19528619528619529,0.02428998505231683,0.02441454907822637,0.03006012024048088,0.05735660847880309,0.01183431952662728,0.023415191319246187,0.18604651162790686,0.005410821643286656,0.02166476624857472,0.008771929824561429,0.07211988760536991
8,1995-06-30,0.038583397873688696,0.04666487358795046,0.05369506853186379,0.08257134940426702,0.02357563850687616,0.011744555908979716,-0.061170212765957466,-0.061170212765957466,-0.06666666666666676,-0.04081632653061229,-0.18537414965986398,0.17586206896551726,-0.6585365853658536,-0.27586206896551724,0.11830985915492966,0.08208682962422477,-0.01945525291828798,-0.02140077821011677,0.023584905660377187,0.023391812865497075,0.023415191319246187,0.15032679738562085,-0.014351205899940322,-0.015625,-0.008695652173913104,-0.0331489031256067
9,1995-09-30,-0.015320995186766996,-0.021842477193884102,-0.02682043717312588,-0.020732019452265216,-0.003564573622155231,-0.0159613059250302,-0.025495750708215303,-0.025495750708215303,-0.02380952380952384,-0.04081632653061229,-0.09394572025052196,-0.09090909090909094,2.442857142857143,-2.261904761904762,-0.1335012594458438,-0.03877275792312873,-0.019345238095238138,-0.01988071570576544,-0.0023041474654377225,-0.06285714285714293,-0.04743303571428581,0.13636363636363644,0.01193124368048526,-0.013605442176870873,-0.008771929824561429,-0.0011545605140304005
10,1995-12-31,-0.023545611015490568,-0.15998949165900433,0.0057875155022737435,-0.026659696811291208,-0.052834342322509616,-0.7127058245269108,-1.2819767441860466,-1.2819767441860466,-1.2926829268292683,-0.04081632653061229,0.7488479262672811,-0.1387096774193548,0.5975103734439835,-3.660377358490567,0.4098837209302326,0.0961066292528936,-0.3090541224076884,-0.3133874239350912,-0.049653579676674386,0.10060975609756097,0.0931458699472758,0.115,-0.029976019184652206,-0.16666666666666666,-0.1769911504424777,-0.13699869333601367
11,1996-03-31,-0.004230416696044514,0.00891321344800633,-0.0204137553089464,0.03759398496240607,0.012928529924462584,1.9666381522668948,-4.731958762886597,-4.731958762886597,-4.625,-0.04081632653061229,-0.3201581027667985,-0.011235955056179804,-0.37662337662337664,-0.7021276595744681,0.08659793814432981,0.05503999999999998,-0.008784773060029338,-0.013293943870014702,0.012150668286755815,0.11080332409972304,0.5230439442658092,0.10762331838565033,0.01709929954676559,0.03310344827586209,-0.043010752688172116,-0.02760307477288615
12,1996-06-30,-0.06457551511718472,0.029448233106013744,-0.004755244755244803,0.03002070393374745,-0.12591424064247814,0.015570934256055269,0.05248618784530379,0.05248618784530379,0.04597701149425282,-0.04081632653061229,0.03488372093023262,-0.06818181818181822,-0.2458333333333333,1.5238095238095235,0.2011385199240987,0.01789505611161668,0.07459379615952733,0.058383233532934176,-0.12725090036014408,0.00498753117206996,0.03131597466572833,0.09311740890688247,-0.0654243467692932,0.08144192256341798,-0.0224719101123596,-0.0005988741166605973
13,1996-09-30,0.0361819695708121,0.060523938572718976,0.03906689151208553,0.09321608040201013,0.03281378178835115,0.028676888131743405,0.04461942257217855,0.04461942257217855,0.0439560439560438,-0.04081632653061229,-0.35018726591760296,0.1422764227642277,-0.41988950276243103,-1.4622641509433962,-0.07740916271721954,-0.008939213349225428,0.09347079037800696,0.06930693069306937,0.035763411279229766,0.1339950372208436,-0.038212214261344135,0.537037037037037,-0.003250975292587777,0.093827160493827,-0.02298850574712641,-0.0299017257909876
14,1996-12-31,-0.023741690408357045,-0.07921635434412266,-0.04246686502569652,-0.12916570903240632,-0.00174741858617955,0.0,-0.03266331658291455,-0.03266331658291455,-0.03157894736842093,-0.04081632653061229,1.3458213256484148,0.6725978647686832,2.619047619047619,-0.9795918367346941,-0.001712328767123239,0.16145520144317516,0.4959145191703331,0.484126984126984,0.0013280212483399725,0.12253829321663012,0.1007449450159632,0.05783132530120461,0.022396173081104642,0.20993227990970653,0.2352941176470589,0.057384643894001997
15,1997-03-31,-0.0050882969170906725,-0.007554733271662006,-0.0028248587570621764,-0.02744787542887306,-0.007638446849140723,0.025117306099917247,0.06493506493506485,0.06493506493506485,0.07608695652173902,-0.04081632653061229,-0.5307125307125307,-0.3659574468085106,-0.1947368421052632,209.0,-0.36020583190394506,0.1211493657778928,0.06176470588235295,0.04812834224598928,-0.006631299734747964,0.11890838206627685,-0.23525620367386396,0.06150341685649208,-0.00255210548702689,0.013992537313432862,0.02857142857142869,0.02044631382170814
