Unnamed: 0,Quarter end,Assets,Liabilities,Shareholders equity,Revenue,Earnings,Earnings available for common stockholders,EPS basic,EPS diluted,Cash from operating activities,Cash from investing activities,Cash from financing activities,Cash change during period,Cash at end of period,Price,ROE,ROA,Book value of equity per share,P/B ratio,P/E ratio,Equity to assets ratio,Net margin,Asset turnover
54,2008-06-30,-0.039733840304182484,-0.07332652018395502,0.05794947994056465,-0.011450381679389277,-0.6990881458966565,-0.6990881458966565,-0.6950000000000001,-0.6984924623115578,-0.9635416666666666,-1.0027816411682893,-0.5383435582822086,-2.2703862660944205,-0.4359351988217968,-0.036349574632637216,-0.05730550284629987,-0.10723860589812327,0.055961070559610526,-0.12173913043478267,-0.362493715434892,0.10160218835482593,-0.041692213366033126,-0.0652173913043479
55,2008-09-30,-0.050881013660661216,-0.06079404466501238,-0.0256320224719101,-0.16602316602316602,-0.21212121212121213,-0.21212121212121213,-0.21311475409836067,-0.2,14.142857142857142,-238.5,0.3156146179401993,-1.625,0.48302872062663205,-0.0200642054574639,-0.1002415458937198,-0.13963963963963974,-0.0023041474654377225,-0.07260726072607249,-0.009463722397476282,0.026605179141539592,-0.044785668586052485,-0.11627906976744184
56,2008-12-31,-0.026804338756779345,-0.011155144576544871,-0.06522522522522523,-0.024074074074074026,-0.1923076923076923,-0.1923076923076923,-0.16666666666666666,-0.16666666666666666,0.4056603773584906,-1.3263157894736843,-0.191919191919192,-2.762162162162162,-0.528169014084507,-0.235872235872236,-0.06666666666666665,0.0052356020942407894,-0.03926096997690531,-0.2348754448398577,-0.1839171974522293,-0.03939184519695915,-0.19557937039517748,0.26315789473684204
57,2009-03-31,0.0005358482477761939,-0.016179308297461725,0.04394757131842719,-0.009487666034155628,0.6349206349206349,0.6349206349206349,0.6499999999999999,0.6499999999999999,0.5570469798657718,-0.7354838709677419,-0.64375,-1.2361963190184049,0.2873134328358209,-0.082529474812433,-0.3978906999041229,-0.3784722222222222,0.04567307692307687,-0.041860465116279055,-0.03707317073170735,0.04352517985611515,-0.3613655287260616,-0.02083333333333337
58,2009-06-30,-0.015638389031705224,-0.04133977066988537,0.04726735598227472,-0.011494252873563204,0.35922330097087385,0.35922330097087385,0.3636363636363635,0.3636363636363635,-0.31034482758620685,-22.390243902439018,0.9298245614035088,9.610389610389607,2.3681159420289846,0.20210280373831768,0.1202229299363058,0.14525139664804487,0.055172413793103565,0.15048543689320382,0.9483282674772038,0.06377111340916919,0.1890482398956974,-0.04255319148936165
59,2009-09-30,-0.010228509249183948,-0.027069562480327325,0.027503526093088933,-0.03875968992248058,-0.1785714285714286,-0.1785714285714286,-0.16666666666666674,-0.1777777777777778,0.4750000000000001,-1.1368301026225769,-0.05000000000000005,-1.1138310893512853,-0.08003442340791732,0.14285714285714302,0.08315565031982962,0.1121951219512196,0.030501089324618924,0.08016877637130793,0.002600104004160109,0.03823720025923527,0.11951754385964895,0.0
60,2009-12-31,-0.07893579595426559,-0.1342607570365577,0.038435140700068704,0.017137096774193502,0.0260869565217392,0.0260869565217392,0.026666666666666616,0.027027027027026973,-0.0847457627118644,-0.6416666666666666,3.2057416267942584,6.591397849462366,-0.6604303086997194,0.010204081632653184,0.0879265091863517,0.16008771929824572,0.05073995771670181,-0.01953125000000011,-0.08713692946058094,0.12734082397003754,0.14397649363369247,0.0
61,2010-03-31,-0.00823585581284314,-0.030082212257100168,0.030403172504956943,-0.0009910802775024985,0.025423728813559254,0.025423728813559254,0.025974025974025983,0.039473684210526334,0.18981481481481488,-0.2325581395348837,-0.8054607508532423,-1.075070821529745,0.1460055096418733,0.013468013468013408,0.001809408926417344,0.06805293005671076,0.028169014084507223,-0.03585657370517925,-0.1056818181818182,0.039036544850498345,0.046232876712328785,0.022222222222222143
62,2010-06-30,-0.015284631122878813,-0.025043344249662924,0.0009621552277101486,0.013888888888888841,0.04958677685950419,0.04958677685950419,0.06329113924050622,0.05063291139240489,-0.3501945525291829,0.303030303030303,0.1812865497076024,-2.471698113207548,-0.1875,0.040697674418604717,-0.048765803732691126,0.001769911504424737,0.017612524461839474,0.012396694214876105,-0.0019059720457432765,0.016253663735678048,-0.02373158756137484,0.021739130434782483
63,2010-09-30,0.052798826692740164,0.0642165579924916,0.03428388337071442,0.002935420743639839,0.03937007874015741,0.03937007874015741,0.04761904761904767,0.04819277108433751,0.5029940119760479,0.4883720930232558,-2.07920792079208,-6.1923076923076925,1.198224852071006,-0.0031923383878690315,0.008860759493670711,0.051236749116607694,0.044230769230769074,-0.020408163265306256,0.01909611712285164,-0.017566858940744726,0.026823134953897654,0.042553191489361764
64,2010-12-31,-0.03865799860691898,-0.06201262532491648,0.00030978934324665813,0.05170731707317079,-0.12121212121212124,-0.12121212121212124,-0.10227272727272718,-0.10344827586206896,0.1832669322709164,-1.609375,-3.36697247706422,-1.4444444444444444,-0.2422611036339165,0.13851080864691756,-0.019447929736511882,-0.001680672268907446,0.018416206261510304,0.0916666666666668,0.0930668332292317,0.04056578596210314,-0.020408163265306145,0.020408163265306145
65,2011-03-31,-0.002898200700398479,0.01326207442596994,-0.028182099721275944,-0.0278293135435993,-0.03448275862068961,-0.03448275862068961,-0.02531645569620256,-0.02564102564102566,-0.047138047138047146,-3.8461538461538463,-0.5775193798449613,-0.7444444444444445,-0.08170515097690945,0.06962025316455689,-0.019833653230966086,-0.01683501683501687,-0.012658227848101332,0.04961832061068705,0.06342857142857139,-0.025391125929725592,-0.02749999999999997,0.0
66,2011-06-30,0.01683420128375923,0.037311974995116286,-0.016571064372211564,0.016221374045801484,-0.1964285714285714,-0.1964285714285714,-0.18181818181818188,-0.1842105263157895,0.0,0.0,0.0,-4.434782608695652,0.3056092843326885,0.030243261012491637,-0.07375979112271548,-0.08047945205479456,-0.001831501831501825,0.043636363636363695,0.03976356797420744,-0.032631578947368456,-0.0856898029134533,0.0
