Quarter end,Assets,Current Assets,Liabilities,Current Liabilities,Shareholders equity,Revenue,Earnings,Earnings available for common stockholders,EPS basic,EPS diluted,Cash from operating activities,Cash from investing activities,Cash from financing activities,Cash change during period,Cash at end of period,Price,ROE,ROA,Book value of equity per share,P/B ratio,P/E ratio,Cumulative dividends per share,Equity to assets ratio,Net margin,Asset turnover,Current ratio
1994-03-31,0.1544250285272426,,0.2468467743407856,,0.006738178566197517,0.004077462668867993,-0.012016854018040535,-0.012016854018040535,-0.012820512820512886,0.15841584158415833,0.044310915793639216,1.4188480124419098,2.14470316218208,0.6233905579399142,0.9729903536977491,-0.042445679636179845,-0.03418230563002678,-0.05568445475638051,0.006701414743112366,0.042553191489361764,0.07913669064748197,0.9615309171887803,-0.1278254091971941,0.0,-0.12499999999999989,
1994-06-30,0.1544250285272426,,0.2468467743407856,,0.006738178566197517,0.004077462668867993,-0.012016854018040535,-0.012016854018040535,-0.012820512820512886,0.15841584158415833,0.044310915793639216,1.4188480124419098,2.14470316218208,0.6233905579399142,0.9729903536977491,-0.042445679636179845,-0.03418230563002678,-0.05568445475638051,0.006701414743112366,0.042553191489361764,0.07913669064748197,0.9615309171887803,-0.1278254091971941,0.0,-0.12499999999999989,
1994-09-30,0.0450289020439385,,0.06080949432453875,,0.013797785848664423,-0.0005632574449915273,0.0014780372896490146,0.0014780372896490146,0.0,0.15841584158415833,-0.2179375953570467,-0.5229630967726133,-0.5835761807392936,-1.0672504957038995,-0.03316492829204698,0.0474934036939314,-0.03418230563002678,-0.05568445475638051,0.015532544378698221,0.042553191489361764,0.07913669064748197,0.5294117647058822,-0.030086386654751274,0.0,-0.12499999999999989,
1994-12-31,0.036556379305038744,,0.05687547977717222,,-0.005521587276956175,-0.1351579827655165,-0.008870509016557282,-0.008870509016557282,-0.032467532467532534,0.15841584158415833,0.18232473924463832,-3.9075193109357502,-5.32827844555757,20.592137592137593,-0.8877370417193426,-0.10025188916876582,-0.03418230563002678,-0.05568445475638051,-0.006554989075018169,-0.11564625850340127,0.07913669064748197,0.3846153846153846,-0.04054054054054046,0.0,-0.12499999999999989,
1995-03-31,0.12375543829959423,,0.1354241771047595,,0.09807498727060704,0.16435260607716806,0.023825034899953357,0.023825034899953357,0.05369127516778538,0.15841584158415833,0.09960636290105152,-1.7336026445478274,-1.5602424945013935,-1.2009558488848429,6.286786786786787,0.11366181410974252,-0.03418230563002678,-0.05568445475638051,0.09750733137829903,0.12307692307692308,0.07913669064748197,0.3055555555555556,-0.022727272727272707,0.0,-0.12499999999999989,
1995-06-30,0.059064015331466546,,0.053315451417051074,,0.07214571671868142,0.028461816212312696,0.019710329363997303,0.019710329363997303,0.019108280254777066,0.15841584158415833,0.8052000274614803,-0.7522143066703779,-1.0384438224143429,-2.3204983012457534,-0.24026375437873482,0.07993966817496223,-0.03418230563002678,-0.05568445475638051,0.07080828323313293,-0.020547945205479423,0.07913669064748197,0.21276595744680837,0.012446773665247157,0.0,-0.12499999999999989,
1995-09-30,0.040691477157058786,,0.040321067282383716,,0.041519594849114716,0.04210369252104318,0.037544386170829114,0.037544386170829114,0.031249999999999778,0.15841584158415833,-1.0104911441921112,0.6357868020304569,-13.754792626728111,-3.335763293310463,0.738676430702468,0.05214152700186214,-0.03192227619708532,-0.05568445475638051,0.03680598877105434,-0.013986013986013957,0.04190476190476189,0.17543859649122817,0.0006470397929474458,-0.001962708537782243,0.0,
1995-12-31,0.07536706632962975,,0.07827132410862703,,0.06888154911007316,0.0004127010864987124,-0.022367328235530004,-0.022367328235530004,-0.024242424242424176,0.15841584158415833,-35.693423096841016,0.389040872157119,0.14767738881923842,0.9161006058380761,0.8140550659074954,0.08185840707964598,-0.05161290322580658,-0.05568445475638051,0.04572803850782181,0.042553191489361764,0.06215722120658129,0.17910447761194037,-0.006142903330100258,-0.037692559816453475,0.0,
1996-03-31,0.018986989934571374,,0.02588401298263676,,0.003449902563078977,0.09612810345263045,0.13699613311460035,0.13699613311460035,0.12422360248447206,0.15841584158415833,0.5442508918842268,-0.2193346498881641,-0.4611604486656824,-2.6780684104627763,-0.7530312150657839,0.017995910020449868,-0.0015117157974301465,-0.004914004914004844,0.0028768699654775354,-0.027210884353741527,-0.0008605851979345269,0.139240506329114,-0.015289525048796326,0.0008514986376020328,0.0,
1996-06-30,0.06264248821507756,,0.0845368699262492,,0.012217804488366069,0.03708226764057554,0.027207729468599062,0.027207729468599062,0.016574585635359185,0.15841584158415833,0.3095868695265529,0.43453644243013434,0.6913603327802575,-1.337330135891287,1.028551532033426,0.01084773001205308,0.012869038607115968,-0.004938271604938205,0.009179575444635768,0.006993006993007089,-0.0249784668389319,0.1333333333333333,-0.04724149322761817,0.0,0.0,
