,Quarter end,Assets,Current Assets,Liabilities,Current Liabilities,Shareholders equity,Revenue,Earnings,Earnings available for common stockholders,EPS basic,EPS diluted,Cash from operating activities,Cash from investing activities,Cash from financing activities,Cash change during period,Cash at end of period,Price,ROE,ROA,Book value of equity per share,P/B ratio,P/E ratio,Equity to assets ratio,Net margin,Asset turnover,Current ratio
0,2000-12-31,1.4312438882668896,2.2920796866689237,-0.02754237288135597,-0.024167352418900775,-2.7441363346481804,0.7535440239302901,-0.3023968959259028,-0.4833252219054903,-0.6124031007751938,-0.6124031007751938,-0.354015519525582,-1.0884149965527898,-1.0026971507425004,-1.3180541867341056,19.015912305516263,-0.2569974554707378,-0.11820760068065796,0.05375898286346037,-2.7457627118644066,-0.3462897526501767,-0.8059484613828242,0.02985247996282969,1.8596491228070176,0.3636363636363635,2.3736183990175284
1,2001-03-31,1.4312438882668896,2.2920796866689237,-0.02754237288135597,-0.024167352418900775,-2.7441363346481804,0.7535440239302901,-0.3023968959259028,-0.4833252219054903,-0.6124031007751938,-0.6124031007751938,-0.354015519525582,-1.0884149965527898,-1.0026971507425004,-1.3180541867341056,19.015912305516263,-0.2569974554707378,-0.11820760068065796,0.05375898286346037,-2.7457627118644066,-0.3462897526501767,-0.8059484613828242,0.02985247996282969,1.8596491228070176,0.3636363636363635,2.3736183990175284
2,2001-06-30,-0.13602368974823809,-0.2030888541276521,-0.2958354281883694,-0.3085082774843549,-0.11019548627804143,0.7535440239302901,-0.3023968959259028,-0.4833252219054903,-0.6124031007751938,-0.6124031007751938,-0.354015519525582,-1.0884149965527898,-1.0026971507425004,-1.3180541867341056,-0.3021641197774049,-0.2569974554707378,-0.11820760068065796,0.05375898286346037,-0.11003236245954684,-0.3462897526501767,-0.8059484613828242,0.02985247996282969,1.8596491228070176,0.3636363636363635,0.15246132208157534
3,2001-09-30,-0.11792923840880876,-0.14002008975883073,-0.04081632653061229,-0.03620025673940952,-0.12779185596115938,-0.04234962545427578,0.009374719655512731,0.009374719655512731,0.0,0.0,-0.34547585331315006,9.511696692659315,-1.5930232558139537,-2.513856407857811,0.6555023923444976,-0.41894977168949776,-0.11820760068065796,0.05375898286346037,-0.13090909090909086,-0.3462897526501767,-0.8059484613828242,-0.011166253101737024,1.8596491228070176,0.3636363636363635,-0.10772588264009543
4,2001-12-31,-0.095757130728103,-0.12576217061905934,0.1671732522796352,0.1877996803409696,-0.1327388846234383,-0.04739776951672858,-0.07927831844642941,-0.07927831844642941,-0.28,-0.28,-0.08460161145926592,-1.069296293454071,-0.3382352941176471,-1.573282354304252,-0.2269933021378108,-0.1689587426326129,-0.11820760068065796,0.05375898286346037,-0.13389121338912147,-0.04324324324324325,-0.8059484613828242,-0.040949013345500274,1.8596491228070176,0.3636363636363635,-0.2639751552795031
5,2002-03-31,-0.11748633879781425,-0.135395854528517,-0.07445790816326525,-0.0714285714285714,-0.12563127502464744,0.3935772357723577,-0.10700323374680244,-0.10700323374680244,0.11111111111111116,0.11111111111111116,0.1966585167074164,-0.9420450350682908,2.4,-0.031191053624360032,-0.2844906033630069,0.18676122931442046,-0.11820760068065796,0.05375898286346037,-0.1256038647342994,0.3728813559322035,-0.8059484613828242,-0.009157944814462415,1.8596491228070176,0.3636363636363635,-0.06888786865175668
6,2002-06-30,-0.11869183065111333,-0.1592072245771723,0.037898363479758716,0.04468059413114367,-0.1500678831948823,0.0066507204947201535,0.016971138255323703,0.016971138255323703,0.0,0.0,-0.20220663352175985,-18.0,-1.017429193899782,-0.370488839440929,-0.2502972158478255,-0.12350597609561742,0.1057506754148978,0.05375898286346037,-0.149171270718232,0.0,-0.8059484613828242,-0.0356499819949585,1.8596491228070176,0.2,-0.1951631838459731
7,2002-09-30,-0.1452700498118461,-0.19709309187785595,-0.09831258644536656,-0.09524910414980924,-0.15675975687346866,0.07638365691104032,-0.10235969387755106,-0.10235969387755106,-0.10000000000000007,-0.10000000000000007,-0.10679528768994362,-1.003372049456725,-13.75,0.1454766375787031,-0.38243103702611,-0.4090909090909092,0.08132635253054099,0.05375898286346037,-0.16233766233766234,-0.3045267489711935,-0.8059484613828242,-0.01344286781179993,1.8596491228070176,0.2222222222222221,-0.11257949705350367
8,2002-12-31,0.18153940118846146,0.3825024150531311,0.7492330347281875,0.5760827903411271,0.03300637331235645,-0.09928390674635224,0.10189461219656604,0.10189461219656604,-0.11111111111111104,-0.11111111111111104,-0.6617604893434006,109.11111111111113,227.7843137254902,-2.8135004821600766,1.1230144512122298,-0.061538461538461535,0.0,0.03881967213114757,-0.13953488372093015,0.11834319526627213,-0.8059484613828242,-0.125662376987131,1.8596491228070176,0.15151515151515138,-0.12281797560735075
9,2003-03-31,-0.03438657706556392,-0.031124681006197582,0.10179241642989934,0.13768644617380033,-0.09472081060500104,0.3724669735190389,-0.42662941271291177,-0.42662941271291177,-0.40625,-0.40625,-0.08250918338513702,-2.9051463168516647,-1.0083990401097018,-1.0826863766882908,-0.04373874887488749,0.7950819672131149,0.0,-0.07044565080166654,-0.09009009009009017,1.0899470899470902,-0.8059484613828242,-0.06248196248196236,1.8596491228070176,0.13157894736842102,-0.1483716223812913
