,Quarter end,Assets,Liabilities,Shareholders equity,Revenue,Earnings,Earnings available for common stockholders,EPS basic,EPS diluted,Cash from operating activities,Cash from investing activities,Cash from financing activities,Cash change during period,Cash at end of period,Price,ROE,ROA,Book value of equity per share,P/B ratio,P/E ratio,Cumulative dividends per share,Equity to assets ratio,Net margin,Asset turnover
0,1993-12-31,0.0638065143412736,0.06314970005037313,0.029255079006772045,0.0861517588913654,0.16055045871559634,0.16055045871559634,0.1607142857142856,0.0390625,-0.4852507374631269,5.282758620689656,-27.714285714285715,-1.0737704918032789,0.2186379928315412,-0.019538188277087087,0.03746397694524495,0.034423407917383735,0.03202846975088969,-0.1428571428571429,0.0,inf,-0.0323922734026747,0.02941176470588225,-0.008620689655172377
1,1994-03-31,0.0638065143412736,0.06314970005037313,0.029255079006772045,0.0861517588913654,0.16055045871559634,0.16055045871559634,0.1607142857142856,0.0390625,-0.4852507374631269,5.282758620689656,-27.714285714285715,-1.0737704918032789,0.2186379928315412,-0.019538188277087087,0.03746397694524495,0.034423407917383735,0.03202846975088969,-0.1428571428571429,0.0,inf,-0.0323922734026747,0.02941176470588225,-0.008620689655172377
2,1994-06-30,0.028990060550668332,0.025887319090282638,0.033423984560049025,0.0861517588913654,0.16055045871559634,0.16055045871559634,0.1607142857142856,0.0390625,-0.4852507374631269,5.282758620689656,-27.714285714285715,-1.0737704918032789,-0.013235294117647012,-0.11775362318840575,0.03746397694524495,0.034423407917383735,0.031034482758620863,-0.1428571428571429,0.0,1.5,0.004299754299754266,0.02941176470588225,-0.008620689655172377
3,1994-09-30,0.05570821883587307,0.06423982869379019,0.037945670628183326,-0.0049964311206280865,0.051383399209486084,0.051383399209486084,0.053846153846153884,0.0390625,0.997134670487106,0.14928649835345764,0.3921568627450979,-12.944444444444445,0.16020864381520128,-0.012320328542094527,0.03746397694524495,0.034423407917383735,0.04013377926421402,-0.04166666666666652,0.0,0.4000000000000001,-0.016819571865443472,0.02941176470588225,-0.008620689655172377
4,1994-12-31,0.032812746489982565,0.07342091766283976,-0.039420953627218425,-0.07971664275466284,0.07330827067669166,0.07330827067669166,0.07299270072992692,0.0390625,1.3256814921090387,0.9675262655205348,-0.27016645326504485,-1.0023255813953489,-0.00032113037893388707,-0.11642411642411632,0.03746397694524495,0.034423407917383735,-0.03858520900321538,-0.1490683229813664,0.0,3.2857142857142856,-0.06998444790046665,0.02941176470588225,-0.008620689655172377
5,1995-03-31,0.0124484496716053,0.008784181123199009,0.02809706257982114,0.10065283055636742,-0.04903677758318736,-0.04903677758318736,-0.04761904761904767,0.0390625,-0.7877853177051203,-0.7436893203883495,-0.5350877192982456,39.0,-0.012849341471249607,0.030588235294117583,0.03746397694524495,0.034423407917383735,0.026755852842809347,0.06569343065693413,0.0,0.06666666666666665,0.015384615384615332,0.02941176470588225,-0.008620689655172377
6,1995-06-30,0.028890397525835443,0.019637847487885773,0.049937888198757774,0.0684313031161472,0.19889502762430933,0.19889502762430933,0.19285714285714284,0.0390625,0.17441860465116288,1.4981060606060606,1.2830188679245285,5.875,-0.08948909860071598,0.052511415525114284,0.0477777777777777,0.034423407917383735,0.04885993485342022,0.027397260273972712,0.0,0.09375,0.020421607378129147,0.04693877551020398,-0.017391304347826098
7,1995-09-30,0.052932551319648136,0.053991281354963234,0.04590629436819693,-0.04863700389427461,0.04915514592933956,0.04915514592933956,0.05389221556886237,0.0390625,1.7623762376237622,1.6300227445034117,1.3239669421487603,2.48,-0.3420300214438885,0.08242950108459858,0.04347826086956519,0.034423407917383735,0.04658385093167694,0.03333333333333344,0.014234875444840034,0.05714285714285716,-0.006455777921239525,0.0584795321637428,-0.01769911504424759
8,1995-12-31,0.019008494638629747,0.053124046513204785,-0.056410256410256425,-0.03675317888869534,-0.046852122986822835,-0.046852122986822835,-0.05113636363636365,0.0390625,0.0026881720430107503,-0.456615739406169,-0.4502133712660028,-0.9989550679205852,-0.0005431830526887449,-0.09819639278557113,0.0167682926829269,0.0033277870216306127,-0.05637982195845692,-0.13548387096774195,-0.15438596491228074,0.8648648648648647,-0.07407407407407418,0.014732965009208066,-0.009009009009009028
9,1996-03-31,-0.012982576016399072,-0.015902652588205002,0.02022058823529416,-0.07061482820976495,-0.4516129032258065,-0.4516129032258065,-0.4491017964071856,0.0390625,-0.613941018766756,-1.0312997347480106,-2.478654592496766,631.0,-0.34347826086956523,0.044444444444444516,-0.08595702148925533,-0.09286898839137647,0.018867924528301886,0.10447761194029836,0.012448132780082943,0.04347826086956519,0.03368421052631576,-0.05263157894736836,-0.045454545454545525
