,Quarter end,Assets,Current Assets,Liabilities,Current Liabilities,Shareholders equity,Revenue,Earnings,Earnings available for common stockholders,EPS basic,EPS diluted,Cash from operating activities,Cash from investing activities,Cash from financing activities,Cash change during period,Cash at end of period,Price,ROE,ROA,Book value of equity per share,P/B ratio,P/E ratio,Equity to assets ratio,Net margin,Asset turnover,Current ratio
0,1998-06-30,0.11580997079162204,0.14391303008838666,0.23954149933065594,0.2185799109351807,0.06319160291763026,0.2788127565519418,0.5947467166979361,0.5947467166979361,0.26666666666666683,0.2,-0.3120969317959742,1.356140350877193,-22.88888888888889,-0.4768620537681798,0.21092261213107144,0.3333333333333335,-0.022095509622238163,-0.0149732620320856,0.16666666666666674,0.1235955056179776,-0.21097091531223253,-0.04717787913340943,-0.011867088607595113,-0.0067567567567568,-0.061269201085468177
1,1998-09-30,0.11580997079162204,0.14391303008838666,0.23954149933065594,0.2185799109351807,0.06319160291763026,0.2788127565519418,0.5947467166979361,0.5947467166979361,0.26666666666666683,0.2,-0.3120969317959742,1.356140350877193,-22.88888888888889,-0.4768620537681798,0.21092261213107144,0.3333333333333335,-0.022095509622238163,-0.0149732620320856,0.16666666666666674,0.1235955056179776,-0.21097091531223253,-0.04717787913340943,-0.011867088607595113,-0.0067567567567568,-0.061269201085468177
2,1998-12-31,0.15623321997494188,0.14061490415679526,0.2867364157948025,0.3146888640747132,0.09152973461396874,0.0,0.0,0.0,0.0,0.0,-0.3120969317959742,1.356140350877193,-22.88888888888889,-0.4768620537681798,0.09077649406978083,0.3125,-0.022095509622238163,-0.0149732620320856,0.0,0.1235955056179776,-0.21097091531223253,-0.055946148092744896,-0.011867088607595113,-0.0067567567567568,-0.13241924362170476
3,1999-03-31,0.041989976586234164,0.03210045554322938,-0.035671195509625934,-0.17635703806655856,0.08738042678440028,0.2608641975308641,0.6229411764705883,0.6229411764705883,0.5789473684210527,0.6111111111111112,-1.615625,-0.09233060312732687,-0.6192893401015229,-2.3967986520640268,-0.11668660708001966,0.7619047619047619,-0.022095509622238163,-0.0149732620320856,0.1428571428571428,0.7633333333333334,-0.21097091531223253,0.04357471082237363,-0.011867088607595113,-0.0067567567567568,0.2531103842509095
4,1999-06-30,0.046871808204423486,0.030576074279049518,-0.008105314692922859,-0.03168650979656884,0.07536795804432406,0.05248213061784002,-0.07393983327292497,-0.07393983327292497,-0.06666666666666654,-0.06896551724137923,-3.838947854176281,0.6636587366694011,0.8799999999999999,-2.283775633293124,0.16958808063102548,-0.2972972972972973,-0.022095509622238163,-0.0149732620320856,0.125,-0.3856332703213611,-0.21097091531223253,0.02717886425751592,-0.011867088607595113,-0.0067567567567568,0.06430366160076084
5,1999-09-30,0.08294751033296087,0.08168382744541103,0.09613908083799494,0.10649627263045792,0.07664070898555275,0.06409898595218166,0.11937377690802342,0.11937377690802342,0.10714285714285697,0.11111111111111094,-0.03738621586475943,-0.18343195266272194,-0.7730496453900709,0.01620859760394655,0.14734834292721133,0.0769230769230771,-0.022095509622238163,-0.0149732620320856,0.0,-0.04307692307692312,-0.21097091531223253,-0.0057649667405764715,-0.011867088607595113,-0.0067567567567568,-0.0224392032822206
6,1999-12-31,0.13066553096692826,0.16342188942455627,0.1790163606344124,0.15530667599964998,0.10713068043446494,0.05368071341143565,0.06993006993007,0.06993006993007,0.06451612903225823,0.0,0.461161769672408,-0.3834541062801933,40.78125,1.0702727693018956,0.26587501855425266,1.75,-0.022095509622238163,-0.0149732620320856,0.11111111111111116,1.7524115755627014,-0.21097091531223253,-0.020814748736247446,-0.011867088607595113,-0.0067567567567568,0.00703399765533419
7,2000-03-31,0.05480543563294993,0.0675882985664158,-0.002673456397199181,-0.12890033323235384,0.08459998680187407,0.12305011616329242,0.1310457516339869,0.1310457516339869,-0.4242424242424243,-0.4333333333333333,-1.21738125505605,-0.22331047992164546,-0.7090501121914734,-1.2546895935685574,-0.05349311695316717,1.9350649350649352,-0.022095509622238163,-0.0149732620320856,0.09999999999999988,1.6401869158878504,-0.21097091531223253,0.028241724870938345,-0.011867088607595113,-0.0067567567567568,0.2255646100116415
8,2000-06-30,0.14062821903885506,0.1143135570824525,0.2093438856267551,0.2656059815684229,0.10787514957308296,0.17476911710380505,0.1606472117885005,0.1606472117885005,0.1578947368421053,0.17647058823529416,-5.4582668793195115,4.0895334174022695,0.35732647814910035,-3.1258220078912764,0.12014370664023775,-0.1769911504424777,0.025510204081632626,0.017372421281216074,0.09090909090909084,-0.25176991150442485,-0.21097091531223253,-0.028647371529828658,0.013610888710968716,0.006802721088435382,-0.1195524146054181
9,2000-09-30,0.1484683556497448,0.1490698880901209,0.24009570051368656,0.361544274232328,0.10079449346465053,0.1668500990534889,0.19118745332337567,0.19118745332337567,0.18181818181818188,0.2,0.27450512759360834,-0.1375123885034688,-0.16666666666666666,0.5729016292018974,0.16870534628060785,-0.10215053763440872,0.039445628997867736,0.0213447171824972,0.08333333333333348,-0.17681845062093438,-0.1893210462122239,-0.04150197628458519,0.00789889415481837,0.0135135135135136,-0.15604703851548166
10,2000-12-31,0.1484828786512613,0.13803823430768047,0.2320263292288487,0.348234106962664,0.09951440164970404,0.10634112162125753,0.13270637408568442,0.13270637408568442,0.0769230769230771,0.08333333333333348,0.21884356287425155,0.2344153978741741,-0.07727272727272727,0.19837419693195235,0.17298811416458482,-0.07784431137724546,0.050598290598290685,0.02455590386624884,0.15384615384615374,-0.1487068965517242,-0.18706118355065196,-0.042664551942902314,0.010971786833855912,0.013333333333333421,-0.1559072431160996
11,2001-03-31,0.020586087274055087,0.00623420196547375,-0.10300755342667643,-0.2314946486041464,0.10176054207756068,0.057267434779431525,0.026752767527675303,0.026752767527675303,0.0714285714285714,0.0769230769230771,-0.8880786059722116,-0.27670467768210383,0.8620689655172413,-1.1105032822757113,-0.016296630953917646,0.10389610389610393,0.015294500488122196,0.009688934217236156,0.06666666666666665,-0.04388185654008436,-0.03557474809788208,0.07952286282306154,0.0,0.006578947368421018,0.3093442374678177
12,2001-06-30,0.10275951518404214,0.12332578599348908,0.03540345562373237,-0.016799766264121496,0.1387760144967327,0.046239977882222894,0.05067385444743944,0.05067385444743944,0.03333333333333344,0.03571428571428559,3.4478737997256514,-0.2992277992277992,2.1468253968253967,-7.626732673267328,0.10978250172227133,-0.07647058823529408,-0.017307692307692357,-0.007575757575757569,0.125,-0.1341571050308914,-0.18017057569296369,0.03268876611418059,0.003875968992248069,-0.006535947712418277,0.14252336448598135
13,2001-09-30,0.12402358800483435,0.11575295073254388,0.14249938011405905,0.17379030261007378,0.11504104734006004,0.002003919755125372,0.044638276038994285,0.044638276038994285,0.032258064516129004,0.034482758620689724,1.4320740169622206,1.4816345270890725,-0.2891971416561581,0.8090542357687136,0.1789562364208752,-0.14649681528662414,-0.048271363339856384,-0.03358778625954195,0.11111111111111116,-0.2415902140672783,-0.21820546163849164,-0.008024966562639402,0.010038610038610065,-0.046052631578947456,-0.04944420822450346
14,2001-12-31,0.046257207392493394,0.054563920046016616,0.002474119408815589,-0.08447257383966245,0.0680678083376578,-0.04485517120126592,-0.24034053700065486,-0.24034053700065486,-0.25,-0.2666666666666666,-0.4696931270606137,-0.2114708603145236,-0.3157894736842105,-0.5697059795176742,0.06531523060914912,-0.0223880597014926,-0.12474297464016447,-0.10005265929436558,0.049999999999999815,-0.1196236559139786,-0.07451763140385892,0.020823970037453288,-0.04740061162079512,-0.055172413793103336,0.15185208852535848
15,2002-03-31,0.0644075512301443,0.0829846166957855,0.02548115433742515,0.03069407318646888,0.08260790347396553,0.06955661397574843,0.5321120689655172,0.5321120689655172,0.5416666666666667,0.5909090909090908,-0.100310856049737,-0.5438761145002347,-0.4174589455488332,0.19174664107485606,0.07306682984807655,0.19083969465648853,-0.02623335943617855,-0.011117612638970042,0.09523809523809534,0.13435114503816806,0.2347232207045291,0.01717053125917234,0.05216693418940599,-0.05839416058394165,0.05074339818033869
16,2002-06-30,0.17153206627743467,0.17999244522790225,0.2181008275629117,0.4357002325165445,0.15090740792684645,0.16939161862146124,0.21634547756365172,0.21634547756365172,0.18918918918918928,0.17142857142857149,0.7077740863787376,1.9017489711934157,6.870919881305637,1.0384925108713157,0.1388042023994911,0.23076923076923064,0.011660635303578635,0.014201183431952646,0.13043478260869554,0.1238223418573352,0.1563318777292575,-0.01760207762227684,0.06483600305110615,-0.046511627906976834,-0.17810630059838095
17,2002-09-30,0.1105358644187795,0.1291948994291201,0.007885751919443962,0.017877164569577664,0.15865240103011535,0.12647632363221595,0.1179599861223546,0.1179599861223546,0.11363636363636355,0.09756097560975617,0.18356548128550296,-0.5110795958163445,0.31592836946277103,0.5200284427589477,0.18527007116512428,0.21354166666666674,0.013910969793322849,0.030338389731622062,0.15384615384615374,0.07305389221556903,0.09994964753272906,0.043325011014833326,0.04799426934097428,-0.016260162601625994,0.1093576017130622
18,2002-12-31,0.15289177989401126,0.038496066526494836,0.13478006671940013,0.26941435652652834,0.160276815638541,0.09436088383714658,-0.05461880624806037,-0.05461880624806037,-0.08163265306122447,-0.06666666666666676,0.38698224852071,8.108411892675853,0.014611087236785503,-0.8373616092312491,0.025422076339350896,0.10729613733905574,0.007056056448451642,0.020385050962627327,0.13333333333333353,-0.040178571428571515,-0.008926527809567375,0.0063344594594594295,0.031442241968557605,-0.01652892561983477,-0.1819059200494142
19,2003-03-31,0.044147697571639055,0.03814961839007247,-0.059552673051278975,-0.0954997951165425,0.08550226309969111,0.1119965378818404,0.11368858737279795,0.11368858737279795,-0.6222222222222222,-0.6428571428571428,-0.681124383769435,-0.7590064089805342,-1.032048566991388,-0.8606583573026526,0.0034545324892441,0.03875968992248069,-0.04087193460490468,-0.022752497225305143,0.0588235294117645,-0.08372093023255811,-0.08868360277136256,0.03958595607777316,-0.029821073558648162,0.008403361344537784,0.14774791779723007
20,2003-06-30,0.122966420071827,0.11677860437597933,0.09592020882343456,0.1083544303797468,0.13231086121471924,0.1735197809866338,0.32658675574769114,0.32658675574769114,0.2941176470588234,0.3333333333333335,1.418760220008919,0.8932936901222333,-28.061674008810574,24.440366972477065,0.08758201931352505,-0.0037313432835821563,-0.0020292207792207413,0.02101078932424749,0.11111111111111116,-0.0583756345177665,-0.061327927014698476,0.008342303552206555,0.0,0.02500000000000013,0.007606126015006875
